,OPID,WoPC,current_no2_x,Average_NO2,current_no2_y
0,56175179143,3554,50.496534025,45.827801666666666,50.496534025
1,58996169037,3554,44.527477399999995,45.827801666666666,43.947564512499994
2,58996169037,3554,43.367651625,45.827801666666666,43.947564512499994
3,59120173656,3554,50.554276668166665,45.827801666666666,50.554276668166665
4,59151175392,3554,41.7114380525,45.827801666666666,46.78191298875
5,59151175392,3554,51.852387925,45.827801666666666,46.78191298875
6,59275198797,3554,48.7830858425,45.827801666666666,48.7830858425
7,59275199758,3554,53.166886932500006,45.827801666666666,53.166886932500006
8,56175179577,3583,40.927385908333335,44.54628666666667,40.927385908333335
9,58934170339,3583,39.7089881375,44.54628666666667,39.7089881375
10,58965161938,3583,44.26524412,44.54628666666667,44.26524412
11,59027167673,3583,52.31338261666667,44.54628666666667,43.90386255833334
12,59027167673,3583,35.4943425,44.54628666666667,43.90386255833334
13,59089166712,3583,47.029754749999995,44.54628666666667,47.029754749999995
14,59120169068,3583,41.70755177416666,44.54628666666667,45.26806095770833
15,59120169068,3583,58.07124425666667,44.54628666666667,45.26806095770833
16,59120169068,3583,37.91147363333334,44.54628666666667,45.26806095770833
17,59120169068,3583,43.381974166666666,44.54628666666667,45.26806095770833
18,59213174896,3583,49.10037340666667,44.54628666666667,47.861921853888894
19,59213174896,3583,42.191993548333336,44.54628666666667,47.861921853888894
20,59213174896,3583,52.29339860666667,44.54628666666667,47.861921853888894
21,56175181282,3523,51.057138588,48.080864166666665,47.770350565166666
22,56175181282,3523,44.48356254233334,48.080864166666665,47.770350565166666
23,58934173067,3523,50.31987442333334,48.080864166666665,50.31987442333334
24,58937330076,3523,51.304528235,48.080864166666665,45.100555651388895
25,58937330076,3523,50.0938720525,48.080864166666665,45.100555651388895
26,58937330076,3523,33.903266666666674,48.080864166666665,45.100555651388895
27,58965162992,3523,49.43062350333333,48.080864166666665,49.14249325024999
28,58965162992,3523,46.12737664516666,48.080864166666665,49.14249325024999
29,58965162992,3523,45.7975772825,48.080864166666665,49.14249325024999
30,58965162992,3523,55.21439556999999,48.080864166666665,49.14249325024999
31,58965165131,3523,33.82819333333334,48.080864166666665,33.82819333333334
32,58968320373,3523,46.625607485,48.080864166666665,50.10410750125
33,58968320373,3523,53.5826075175,48.080864166666665,50.10410750125
34,58996168262,3523,52.1223647375,48.080864166666665,52.1223647375
35,59027168138,3523,50.45645552916666,48.080864166666665,50.45645552916666
36,59058173966,3523,52.06008575833333,48.080864166666665,52.06008575833333
37,59092325240,3523,51.081046955,48.080864166666665,51.339966000000004
38,59092325240,3523,51.598885045,48.080864166666665,51.339966000000004
39,59120170711,3523,45.421842364999996,48.080864166666665,47.73427728833333
40,59120170711,3523,50.046712211666666,48.080864166666665,47.73427728833333
41,59123341949,3523,42.43678388,48.080864166666665,38.97915034333333
42,59123341949,3523,49.12952215,48.080864166666665,38.97915034333333
43,59123341949,3523,25.371145,48.080864166666665,38.97915034333333
44,59216345452,3523,47.068687095,48.080864166666665,48.830861865
45,59216345452,3523,50.593036635000004,48.080864166666665,48.830861865
46,59244191295,3523,52.797227840000005,48.080864166666665,49.30949120833334
47,59244191295,3523,45.82175457666667,48.080864166666665,49.30949120833334
48,59244196348,3523,54.5722373725,48.080864166666665,46.31447743625
49,59244196348,3523,38.0567175,48.080864166666665,46.31447743625
50,56175181871,3584,48.93680782083333,41.01686,48.93680782083333
51,58934172943,3584,46.99555994166666,41.01686,45.977857715
52,58934172943,3584,47.76112204333334,41.01686,45.977857715
53,58934172943,3584,43.176891160000004,41.01686,45.977857715
54,58937335718,3584,48.669176538666676,41.01686,46.76534500933334
55,58937335718,3584,44.86151348,41.01686,46.76534500933334
56,58965164480,3584,44.119977322500006,41.01686,44.119977322500006
57,58968322264,3584,43.01988676666667,41.01686,40.44466696166667
58,58968322264,3584,37.869447156666666,41.01686,40.44466696166667
59,59058170587,3584,50.52900479,41.01686,46.989060728333335
60,59058170587,3584,43.44911666666667,41.01686,46.989060728333335
61,59185338260,3584,49.972410094999994,41.01686,49.972410094999994
62,59216347343,3584,43.466058333333336,41.01686,43.466058333333336
63,56175182553,3582,46.68139221333334,47.643700833333334,44.427867875416666
64,56175182553,3582,42.1743435375,47.643700833333334,44.427867875416666
65,58934170432,3582,53.74585197166667,47.643700833333334,50.70876241
66,58934170432,3582,51.89241270833334,47.643700833333334,50.70876241
67,58934170432,3582,49.47635879833334,47.643700833333334,50.70876241
68,58934170432,3582,47.72042616166667,47.643700833333334,50.70876241
69,58934172788,3582,51.863923709999995,47.643700833333334,45.57191795416666
70,58934172788,3582,47.1609926525,47.643700833333334,45.57191795416666
71,58934172788,3582,37.6908375,47.643700833333334,45.57191795416666
72,58934174090,3582,48.49864638,47.643700833333334,49.34423840875
73,58934174090,3582,50.1898304375,47.643700833333334,49.34423840875
74,58965161411,3582,53.864061022499996,47.643700833333334,53.864061022499996
75,58965162899,3582,52.13542633,47.643700833333334,50.17593367916667
76,58965162899,3582,46.37067786,47.643700833333334,50.17593367916667
77,58965162899,3582,52.0216968475,47.643700833333334,50.17593367916667
78,58965163953,3582,50.1898304375,47.643700833333334,50.993504174791674
79,58965163953,3582,49.13462819750001,47.643700833333334,50.993504174791674
80,58965163953,3582,52.8376996075,47.643700833333334,50.993504174791674
81,58965163953,3582,51.81185845666667,47.643700833333334,50.993504174791674
82,58999341856,3582,42.198760665,47.643700833333334,53.094991902777785
83,58999341856,3582,65.57096362166666,47.643700833333334,53.094991902777785
84,58999341856,3582,51.51525142166667,47.643700833333334,53.094991902777785
85,59027167859,3582,50.3750614075,47.643700833333334,50.3750614075
86,59030325798,3582,51.37861220333333,47.643700833333334,51.37861220333333
87,59058169719,3582,46.98512217,47.643700833333334,45.74210588
88,59058169719,3582,44.49908959,47.643700833333334,45.74210588
89,59058170680,3582,44.063402233333335,47.643700833333334,47.03127376083333
90,59058170680,3582,49.99914528833333,47.643700833333334,47.03127376083333
91,59058173129,3582,57.143280396,47.643700833333334,53.47163123266667
92,59058173129,3582,49.79998206933334,47.643700833333334,53.47163123266667
93,59120169595,3582,52.41245175,47.643700833333334,52.41245175
94,59151174555,3582,44.03808491666667,47.643700833333334,47.65840588458334
95,59151174555,3582,51.27872685250001,47.643700833333334,47.65840588458334
96,59213171951,3582,43.644699,47.643700833333334,43.644699
97,59216349947,3582,41.531965612499995,47.643700833333334,44.099710386944444
98,59216349947,3582,44.84381030833333,47.643700833333334,44.099710386944444
99,59216349947,3582,45.92335524,47.643700833333334,44.099710386944444
100,59244189683,3582,45.47888207166667,47.643700833333334,51.13624645833333
101,59244189683,3582,56.793610845,47.643700833333334,51.13624645833333
102,59244189869,3582,52.4862613125,47.643700833333334,53.00382047875
103,59244189869,3582,53.521379645,47.643700833333334,53.00382047875
104,59244190024,3582,40.72920817333333,47.643700833333334,41.48035783416667
105,59244190024,3582,42.231507495,47.643700833333334,41.48035783416667
106,59247403267,3582,41.42648299,47.643700833333334,43.42209031333333
107,59247403267,3582,45.41769763666667,47.643700833333334,43.42209031333333
108,56178350195,3531,42.97925236333334,48.0142775,42.97925236333334
109,56178354349,3531,38.141175000000004,48.0142775,38.141175000000004
110,58968322946,3531,46.296119437499996,48.0142775,44.218458290833325
111,58968322946,3531,44.270403425,48.0142775,44.218458290833325
112,58968322946,3531,42.08885201,48.0142775,44.218458290833325
113,58996170804,3531,46.817363539999995,48.0142775,46.817363539999995
114,58999336338,3531,46.8471679875,48.0142775,47.73536715777778
115,58999336338,3531,41.17067406583333,48.0142775,47.73536715777778
116,58999336338,3531,55.18825942,48.0142775,47.73536715777778
117,58999339004,3531,54.67889751,48.0142775,54.67889751
118,59027168479,3531,44.37144627,48.0142775,47.23142301722223
119,59027168479,3531,44.13070278333334,48.0142775,47.23142301722223
120,59027168479,3531,53.19211999833334,48.0142775,47.23142301722223
121,59058171362,3531,49.85882897366667,48.0142775,51.809498404833334
122,59058171362,3531,53.76016783600001,48.0142775,51.809498404833334
123,59123344770,3531,48.953786083333334,48.0142775,46.492525425
124,59123344770,3531,44.031264766666666,48.0142775,46.492525425
125,59151175733,3531,33.82819333333334,48.0142775,33.82819333333334
126,59185336865,3531,47.083877567500004,48.0142775,49.325322545000006
