,OPID,WoPC,current_no2_x,rivm_nsl_2,current_no2_y
0,56175195046,1018,25.27788576844233,23.39971,24.336483835433075
1,56175195046,1018,25.27788576844233,23.39971,24.336483835433075
2,56175195046,1018,25.27788576844233,23.39971,24.336483835433075
3,56175195046,1018,25.27788576844233,23.39971,24.336483835433075
4,56175195046,1018,25.27788576844233,23.39971,24.336483835433075
5,56175195046,1018,25.27788576844233,23.39971,24.336483835433075
6,56175195046,1018,25.27788576844233,23.39971,24.336483835433075
7,56175195046,1018,25.27788576844233,23.39971,24.336483835433075
8,56175195046,1018,25.27788576844233,23.39971,24.336483835433075
9,56175195046,1018,25.27788576844233,23.39971,24.336483835433075
10,56175195046,1018,25.27788576844233,23.39971,24.336483835433075
11,56175195046,1018,25.27788576844233,23.39971,24.336483835433075
12,56175195046,1018,24.107686060791004,23.39971,24.336483835433075
13,56175195046,1018,24.107686060791004,23.39971,24.336483835433075
14,56175195046,1018,24.107686060791004,23.39971,24.336483835433075
15,56175195046,1018,24.107686060791004,23.39971,24.336483835433075
16,56175195046,1018,24.107686060791004,23.39971,24.336483835433075
17,56175195046,1018,24.107686060791004,23.39971,24.336483835433075
18,56175195046,1018,24.107686060791004,23.39971,24.336483835433075
19,56175195046,1018,24.107686060791004,23.39971,24.336483835433075
20,56175195046,1018,24.107686060791004,23.39971,24.336483835433075
21,56175195046,1018,24.107686060791004,23.39971,24.336483835433075
22,56175195046,1018,24.107686060791004,23.39971,24.336483835433075
23,56175195046,1018,24.107686060791004,23.39971,24.336483835433075
24,56175195046,1018,23.6238796770659,23.39971,24.336483835433075
25,56175195046,1018,23.6238796770659,23.39971,24.336483835433075
26,56175195046,1018,23.6238796770659,23.39971,24.336483835433075
27,56175195046,1018,23.6238796770659,23.39971,24.336483835433075
28,56175195046,1018,23.6238796770659,23.39971,24.336483835433075
29,56175195046,1018,23.6238796770659,23.39971,24.336483835433075
30,56175195046,1018,23.6238796770659,23.39971,24.336483835433075
31,56175195046,1018,23.6238796770659,23.39971,24.336483835433075
32,56175195046,1018,23.6238796770659,23.39971,24.336483835433075
33,56175195046,1018,23.6238796770659,23.39971,24.336483835433075
34,56175195046,1018,23.6238796770659,23.39971,24.336483835433075
35,56175195046,1018,23.6238796770659,23.39971,24.336483835433075
36,59120184351,1018,26.448540878993498,23.39971,25.877573919329
37,59120184351,1018,26.448540878993498,23.39971,25.877573919329
38,59120184351,1018,26.448540878993498,23.39971,25.877573919329
39,59120184351,1018,26.448540878993498,23.39971,25.877573919329
40,59120184351,1018,25.3066069596645,23.39971,25.877573919329
41,59120184351,1018,25.3066069596645,23.39971,25.877573919329
42,59120184351,1018,25.3066069596645,23.39971,25.877573919329
43,59120184351,1018,25.3066069596645,23.39971,25.877573919329
44,58934182398,1054,24.80223159840902,24.79014,24.80223159840902
45,58934182398,1054,24.80223159840902,24.79014,24.80223159840902
46,58996187017,1054,25.02032694572,24.79014,24.90974361238667
47,58996187017,1054,25.02032694572,24.79014,24.90974361238667
48,58996187017,1054,24.799160279053336,24.79014,24.90974361238667
49,58996187017,1054,24.799160279053336,24.79014,24.90974361238667
50,59058194271,1054,24.79618579920451,24.79014,24.79618579920451
51,59058194271,1054,24.79618579920451,24.79014,24.79618579920451
52,59058194271,1054,24.79618579920451,24.79014,24.79618579920451
53,59120193651,1054,25.1228088158148,24.79014,24.503298468275936
54,59120193651,1054,25.1228088158148,24.79014,24.503298468275936
55,59120193651,1054,25.1228088158148,24.79014,24.503298468275936
56,59120193651,1054,25.1228088158148,24.79014,24.503298468275936
57,59120193651,1054,23.883788120737076,24.79014,24.503298468275936
58,59120193651,1054,23.883788120737076,24.79014,24.503298468275936
59,59120193651,1054,23.883788120737076,24.79014,24.503298468275936
60,59120193651,1054,23.883788120737076,24.79014,24.503298468275936
61,58934183452,1094,23.15244296782396,22.2306,23.15244296782396
62,58965174493,1094,,22.2306,
63,58965174493,1094,,22.2306,
64,58965174493,1094,,22.2306,
65,58965174493,1094,22.4594257272107,22.2306,
66,58965174493,1094,22.4594257272107,22.2306,
67,58965174493,1094,22.4594257272107,22.2306,
68,59058182832,1094,,22.2306,
69,59058182832,1094,,22.2306,
70,59058182832,1094,,22.2306,
71,59058182832,1094,,22.2306,
72,59058182832,1094,22.28780643180267,22.2306,
73,59058182832,1094,22.28780643180267,22.2306,
74,59058182832,1094,22.28780643180267,22.2306,
75,59058182832,1094,22.28780643180267,22.2306,
76,59058195201,1094,,22.2306,
77,59058195201,1094,,22.2306,
78,59058195201,1094,22.34501286360535,22.2306,
79,59058195201,1094,22.34501286360535,22.2306,
80,59092608735,1094,24.024948062489827,22.2306,24.024948062489827
81,59092608735,1094,24.024948062489827,22.2306,24.024948062489827
82,59216674703,1094,21.904121893751817,22.2306,22.09736897708515
83,59216674703,1094,21.904121893751817,22.2306,22.09736897708515
84,59216674703,1094,22.290616060418483,22.2306,22.09736897708515
85,59216674703,1094,22.290616060418483,22.2306,22.09736897708515
86,58934187358,1052,22.9267803642511,25.51572,24.237535780917767
87,58934187358,1052,22.9267803642511,25.51572,24.237535780917767
88,58934187358,1052,25.548291197584433,25.51572,24.237535780917767
89,58934187358,1052,25.548291197584433,25.51572,24.237535780917767
90,59030592987,1052,24.930859134759615,25.51572,25.39530203547276
91,59030592987,1052,24.930859134759615,25.51572,25.39530203547276
92,59030592987,1052,24.930859134759615,25.51572,25.39530203547276
93,59030592987,1052,24.930859134759615,25.51572,25.39530203547276
94,59030592987,1052,25.8597449361859,25.51572,25.39530203547276
95,59030592987,1052,25.8597449361859,25.51572,25.39530203547276
96,59030592987,1052,25.8597449361859,25.51572,25.39530203547276
97,59030592987,1052,25.8597449361859,25.51572,25.39530203547276
98,59120182429,1052,26.01040652415995,25.51572,25.97856427818661
99,59120182429,1052,26.01040652415995,25.51572,25.97856427818661
100,59120182429,1052,25.94672203221327,25.51572,25.97856427818661
101,59120182429,1052,25.94672203221327,25.51572,25.97856427818661
102,59123645966,1052,25.412497404278852,25.51572,25.412497404278852
103,59123645966,1052,25.412497404278852,25.51572,25.412497404278852
104,59244216467,1052,22.505904827752122,25.51572,22.505904827752122
105,59244216467,1052,22.505904827752122,25.51572,22.505904827752122
106,59244216467,1052,22.505904827752122,25.51572,22.505904827752122
107,58934189373,1015,25.914147708324077,24.44014,25.510805208324076
108,58934189373,1015,25.914147708324077,24.44014,25.510805208324076
109,58934189373,1015,25.914147708324077,24.44014,25.510805208324076
110,58934189373,1015,25.107462708324075,24.44014,25.510805208324076
111,58934189373,1015,25.107462708324075,24.44014,25.510805208324076
112,58934189373,1015,25.107462708324075,24.44014,25.510805208324076
113,58934189466,1015,26.93930479160853,24.44014,26.93930479160853
114,58934189466,1015,26.93930479160853,24.44014,26.93930479160853
115,58968581765,1015,27.5216959026718,24.44014,27.3675999110004
116,58968581765,1015,27.5216959026718,24.44014,27.3675999110004
117,58968581765,1015,27.5216959026718,24.44014,27.3675999110004
118,58968581765,1015,27.213503919329,24.44014,27.3675999110004
119,58968581765,1015,27.213503919329,24.44014,27.3675999110004
120,58968581765,1015,27.213503919329,24.44014,27.3675999110004
121,58968593452,1015,25.743466518430697,24.44014,25.367112604835818
122,58968593452,1015,25.743466518430697,24.44014,25.367112604835818
123,58968593452,1015,25.743466518430697,24.44014,25.367112604835818
124,58968593452,1015,24.990758691240934,24.44014,25.367112604835818
125,58968593452,1015,24.990758691240934,24.44014,25.367112604835818
126,58968593452,1015,24.990758691240934,24.44014,25.367112604835818
127,58996189342,1015,25.704741012287133,24.44014,25.704741012287133
128,58996189342,1015,25.704741012287133,24.44014,25.704741012287133
129,58996189342,1015,25.704741012287133,24.44014,25.704741012287133
130,58996189342,1015,25.704741012287133,24.44014,25.704741012287133
131,59058185932,1015,22.90683953984013,24.44014,23.72462078984013
132,59058185932,1015,22.90683953984013,24.44014,23.72462078984013
133,59058185932,1015,22.90683953984013,24.44014,23.72462078984013
134,59058185932,1015,22.90683953984013,24.44014,23.72462078984013
135,59058185932,1015,22.90683953984013,24.44014,23.72462078984013
136,59058185932,1015,24.54240203984013,24.44014,23.72462078984013
137,59058185932,1015,24.54240203984013,24.44014,23.72462078984013
138,59058185932,1015,24.54240203984013,24.44014,23.72462078984013
139,59058185932,1015,24.54240203984013,24.44014,23.72462078984013
140,59058185932,1015,24.54240203984013,24.44014,23.72462078984013
141,59089189466,1015,25.701652930551237,24.44014,25.29333736805031
142,59089189466,1015,25.701652930551237,24.44014,25.29333736805031
143,59089189466,1015,25.701652930551237,24.44014,25.29333736805031
144,59089189466,1015,25.701652930551237,24.44014,25.29333736805031
145,59089189466,1015,25.701652930551237,24.44014,25.29333736805031
146,59089189466,1015,25.701652930551237,24.44014,25.29333736805031
147,59089189466,1015,25.701652930551237,24.44014,25.29333736805031
148,59089189466,1015,24.885021805549385,24.44014,25.29333736805031
149,59089189466,1015,24.885021805549385,24.44014,25.29333736805031
150,59089189466,1015,24.885021805549385,24.44014,25.29333736805031
151,59089189466,1015,24.885021805549385,24.44014,25.29333736805031
152,59089189466,1015,24.885021805549385,24.44014,25.29333736805031
153,59089189466,1015,24.885021805549385,24.44014,25.29333736805031
154,59089189466,1015,24.885021805549385,24.44014,25.29333736805031
155,59092602349,1015,28.539807650445297,24.44014,26.567466400445298
156,59092602349,1015,28.539807650445297,24.44014,26.567466400445298
157,59092602349,1015,28.539807650445297,24.44014,26.567466400445298
158,59092602349,1015,24.5951251504453,24.44014,26.567466400445298
159,59092602349,1015,24.5951251504453,24.44014,26.567466400445298
160,59092602349,1015,24.5951251504453,24.44014,26.567466400445298
161,59092602349,1015,28.539807650445297,24.44014,26.567466400445298
162,59092602349,1015,28.539807650445297,24.44014,26.567466400445298
163,59092602349,1015,28.539807650445297,24.44014,26.567466400445298
164,59151188908,1015,24.51181577730862,24.44014,24.928288693975286
165,59151188908,1015,24.51181577730862,24.44014,24.928288693975286
166,59151188908,1015,25.344761610641953,24.44014,24.928288693975286
167,59151188908,1015,25.344761610641953,24.44014,24.928288693975286
168,59182195976,1015,25.67335058078163,24.44014,25.67335058078163
169,59182195976,1015,25.67335058078163,24.44014,25.67335058078163
170,59182195976,1015,25.67335058078163,24.44014,25.67335058078163
171,59182195976,1015,25.67335058078163,24.44014,25.67335058078163
172,59182195976,1015,25.67335058078163,24.44014,25.67335058078163
173,59182195976,1015,25.67335058078163,24.44014,25.67335058078163
174,59182195976,1015,25.67335058078163,24.44014,25.67335058078163
175,59244209709,1015,26.460954497108784,24.44014,25.517767862643595
176,59244209709,1015,26.460954497108784,24.44014,25.517767862643595
177,59244209709,1015,26.460954497108784,24.44014,25.517767862643595
178,59244209709,1015,26.460954497108784,24.44014,25.517767862643595
179,59244209709,1015,26.460954497108784,24.44014,25.517767862643595
180,59244209709,1015,26.460954497108784,24.44014,25.517767862643595
181,59244209709,1015,25.517154497108784,24.44014,25.517767862643595
182,59244209709,1015,25.517154497108784,24.44014,25.517767862643595
183,59244209709,1015,25.517154497108784,24.44014,25.517767862643595
184,59244209709,1015,25.517154497108784,24.44014,25.517767862643595
185,59244209709,1015,25.517154497108784,24.44014,25.517767862643595
186,59244209709,1015,25.517154497108784,24.44014,25.517767862643595
187,59244209709,1015,27.318073553117102,24.44014,25.517767862643595
188,59244209709,1015,27.318073553117102,24.44014,25.517767862643595
