OPID,WoPC,current_no2_x,rivm_no2,mob_no2
59092592832,1053,25.72150723,24.69004,25.29148301
59092592832,1053,25.72150723,24.69004,25.29148301
59092592832,1053,25.72150723,24.69004,25.29148301
59092592832,1053,24.86145878,24.69004,25.29148301
59092592832,1053,24.86145878,24.69004,25.29148301
59092592832,1053,24.86145878,24.69004,25.29148301
59123647206,1053,24.96313342,24.69004,24.96313342
59154702262,1053,26.28465274,24.69004,26.79626281
59154702262,1053,26.28465274,24.69004,26.79626281
59154702262,1053,26.28465274,24.69004,26.79626281
59154702262,1053,26.28465274,24.69004,26.79626281
59154702262,1053,26.28465274,24.69004,26.79626281
59154702262,1053,28.26589561,24.69004,26.79626281
59154702262,1053,28.26589561,24.69004,26.79626281
59154702262,1053,28.26589561,24.69004,26.79626281
59154702262,1053,28.26589561,24.69004,26.79626281
59154702262,1053,28.26589561,24.69004,26.79626281
59154702262,1053,25.83824007,24.69004,26.79626281
59154702262,1053,25.83824007,24.69004,26.79626281
59154702262,1053,25.83824007,24.69004,26.79626281
59154702262,1053,25.83824007,24.69004,26.79626281
59154702262,1053,25.83824007,24.69004,26.79626281
59185639456,1053,25.42888377,24.69004,25.42888377
59185639456,1053,25.42888377,24.69004,25.42888377
59185639456,1053,25.42888377,24.69004,25.42888377
59185639456,1053,25.42888377,24.69004,25.42888377
59185639456,1053,25.42888377,24.69004,25.42888377
59244218234,1053,26.23495605,24.69004,25.90060938
59244218234,1053,26.23495605,24.69004,25.90060938
59244218234,1053,26.23495605,24.69004,25.90060938
59244218234,1053,26.23495605,24.69004,25.90060938
59244218234,1053,25.56626271,24.69004,25.90060938
59244218234,1053,25.56626271,24.69004,25.90060938
59244218234,1053,25.56626271,24.69004,25.90060938
59244218234,1053,25.56626271,24.69004,25.90060938
56175192907,1052,25.37040691,25.51572,25.37040691
56175192907,1052,25.37040691,25.51572,25.37040691
56175192907,1052,25.37040691,25.51572,25.37040691
58934191946,1052,23.48600718,25.51572,23.48600718
58934191946,1052,23.48600718,25.51572,23.48600718
58934191946,1052,23.48600718,25.51572,23.48600718
58968570605,1052,32.63271571,25.51572,29.26465917
58968570605,1052,32.63271571,25.51572,29.26465917
58968570605,1052,32.63271571,25.51572,29.26465917
58968570605,1052,25.89660262,25.51572,29.26465917
58968570605,1052,25.89660262,25.51572,29.26465917
58968570605,1052,25.89660262,25.51572,29.26465917
58968592336,1052,26.0039947,25.51572,25.90850094
58968592336,1052,26.0039947,25.51572,25.90850094
58968592336,1052,26.0039947,25.51572,25.90850094
58968592336,1052,26.0039947,25.51572,25.90850094
58968592336,1052,26.0039947,25.51572,25.90850094
58968592336,1052,25.81300717,25.51572,25.90850094
58968592336,1052,25.81300717,25.51572,25.90850094
58968592336,1052,25.81300717,25.51572,25.90850094
58968592336,1052,25.81300717,25.51572,25.90850094
58968592336,1052,25.81300717,25.51572,25.90850094
59058184413,1052,26.09868809,25.51572,25.49762996
59058184413,1052,26.09868809,25.51572,25.49762996
59058184413,1052,26.09868809,25.51572,25.49762996
59058184413,1052,26.09868809,25.51572,25.49762996
59058184413,1052,26.09868809,25.51572,25.49762996
59058184413,1052,26.09868809,25.51572,25.49762996
59058184413,1052,24.89657184,25.51572,25.49762996
59058184413,1052,24.89657184,25.51572,25.49762996
59058184413,1052,24.89657184,25.51572,25.49762996
59058184413,1052,24.89657184,25.51572,25.49762996
59058184413,1052,24.89657184,25.51572,25.49762996
59058184413,1052,24.89657184,25.51572,25.49762996
59089189528,1052,26.02824732,25.51572,26.02824732
59120185281,1052,23.41416506,25.51572,25.10186186
59120185281,1052,23.41416506,25.51572,25.10186186
59120185281,1052,26.78955866,25.51572,25.10186186
59120185281,1052,26.78955866,25.51572,25.10186186
59123645966,1052,25.8200558,25.51572,25.8200558
59123645966,1052,25.8200558,25.51572,25.8200558
59154699937,1052,22.9225261,25.51572,24.31656513
59154699937,1052,22.9225261,25.51572,24.31656513
59154699937,1052,22.9225261,25.51572,24.31656513
59154699937,1052,22.9225261,25.51572,24.31656513
59154699937,1052,22.9225261,25.51572,24.31656513
59154699937,1052,22.9225261,25.51572,24.31656513
59154699937,1052,22.9225261,25.51572,24.31656513
59154699937,1052,22.9225261,25.51572,24.31656513
59154699937,1052,22.9225261,25.51572,24.31656513
59154699937,1052,22.9225261,25.51572,24.31656513
59154699937,1052,22.9225261,25.51572,24.31656513
59154699937,1052,24.21548444,25.51572,24.31656513
59154699937,1052,24.21548444,25.51572,24.31656513
59154699937,1052,24.21548444,25.51572,24.31656513
59154699937,1052,24.21548444,25.51572,24.31656513
59154699937,1052,24.21548444,25.51572,24.31656513
59154699937,1052,24.21548444,25.51572,24.31656513
59154699937,1052,24.21548444,25.51572,24.31656513
59154699937,1052,24.21548444,25.51572,24.31656513
59154699937,1052,24.21548444,25.51572,24.31656513
59154699937,1052,24.21548444,25.51572,24.31656513
59154699937,1052,24.21548444,25.51572,24.31656513
59154699937,1052,25.56951614,25.51572,24.31656513
59154699937,1052,25.56951614,25.51572,24.31656513
59154699937,1052,25.56951614,25.51572,24.31656513
59154699937,1052,25.56951614,25.51572,24.31656513
59154699937,1052,25.56951614,25.51572,24.31656513
59154699937,1052,25.56951614,25.51572,24.31656513
59154699937,1052,25.56951614,25.51572,24.31656513
59154699937,1052,25.56951614,25.51572,24.31656513
59154699937,1052,25.56951614,25.51572,24.31656513
59154699937,1052,25.56951614,25.51572,24.31656513
59154699937,1052,25.56951614,25.51572,24.31656513
59154699937,1052,24.54630024,25.51572,24.31656513
59154699937,1052,24.54630024,25.51572,24.31656513
59154699937,1052,24.54630024,25.51572,24.31656513
59154699937,1052,24.54630024,25.51572,24.31656513
59154699937,1052,24.54630024,25.51572,24.31656513
59154699937,1052,24.54630024,25.51572,24.31656513
59154699937,1052,24.54630024,25.51572,24.31656513
59154699937,1052,24.54630024,25.51572,24.31656513
59154699937,1052,24.54630024,25.51572,24.31656513
59154699937,1052,24.54630024,25.51572,24.31656513
59154699937,1052,24.54630024,25.51572,24.31656513
59154699937,1052,25.4672823,25.51572,24.31656513
59154699937,1052,25.4672823,25.51572,24.31656513
59154699937,1052,25.4672823,25.51572,24.31656513
59154699937,1052,25.4672823,25.51572,24.31656513
59154699937,1052,25.4672823,25.51572,24.31656513
59154699937,1052,25.4672823,25.51572,24.31656513
59154699937,1052,25.4672823,25.51572,24.31656513
59154699937,1052,25.4672823,25.51572,24.31656513
59154699937,1052,25.4672823,25.51572,24.31656513
59154699937,1052,25.4672823,25.51572,24.31656513
59154699937,1052,25.4672823,25.51572,24.31656513
59154699937,1052,23.17828155,25.51572,24.31656513
59154699937,1052,23.17828155,25.51572,24.31656513
59154699937,1052,23.17828155,25.51572,24.31656513
59154699937,1052,23.17828155,25.51572,24.31656513
59154699937,1052,23.17828155,25.51572,24.31656513
59154699937,1052,23.17828155,25.51572,24.31656513
59154699937,1052,23.17828155,25.51572,24.31656513
59154699937,1052,23.17828155,25.51572,24.31656513
59154699937,1052,23.17828155,25.51572,24.31656513
59154699937,1052,23.17828155,25.51572,24.31656513
59154699937,1052,23.17828155,25.51572,24.31656513
59185634713,1052,24.00968776,25.51572,24.00968776
59185634713,1052,24.00968776,25.51572,24.00968776
59185634713,1052,24.00968776,25.51572,24.00968776
59185634713,1052,24.00968776,25.51572,24.00968776
59185634713,1052,24.00968776,25.51572,24.00968776
59213189373,1052,26.45456485,25.51572,26.45456485
59213189373,1052,26.45456485,25.51572,26.45456485
59216659885,1052,24.93846548,25.51572,25.3070631
59216659885,1052,24.93846548,25.51572,25.3070631
59216659885,1052,24.93846548,25.51572,25.3070631
59216659885,1052,24.93846548,25.51572,25.3070631
59216659885,1052,24.93846548,25.51572,25.3070631
59216659885,1052,24.93846548,25.51572,25.3070631
59216659885,1052,25.67566073,25.51572,25.3070631
59216659885,1052,25.67566073,25.51572,25.3070631
59216659885,1052,25.67566073,25.51572,25.3070631
59216659885,1052,25.67566073,25.51572,25.3070631
59216659885,1052,25.67566073,25.51572,25.3070631
59216659885,1052,25.67566073,25.51572,25.3070631
59278798765,1052,24.37125749,25.51572,25.51126804
59278798765,1052,24.37125749,25.51572,25.51126804
59278798765,1052,26.65127859,25.51572,25.51126804
59278798765,1052,26.65127859,25.51572,25.51126804
59278812653,1052,24.46282507,25.51572,25.69951926
59278812653,1052,24.46282507,25.51572,25.69951926
59278812653,1052,26.93621344,25.51572,25.69951926
59278812653,1052,26.93621344,25.51572,25.69951926
56175193465,1021,23.36269987,22.55699,23.36269987
56175193465,1021,23.36269987,22.55699,23.36269987
56175193465,1021,23.36269987,22.55699,23.36269987
56175193465,1021,23.36269987,22.55699,23.36269987
56175193465,1021,23.36269987,22.55699,23.36269987
58965181809,1021,24.22950557,22.55699,24.22950557
58965181809,1021,24.22950557,22.55699,24.22950557
58965181809,1021,24.22950557,22.55699,24.22950557
59151188877,1021,24.88739003,22.55699,24.88739003
59151188877,1021,24.88739003,22.55699,24.88739003
59151188877,1021,24.88739003,22.55699,24.88739003
59185640603,1021,26.34502176,22.55699,25.23288793
59185640603,1021,26.34502176,22.55699,25.23288793
59185640603,1021,26.34502176,22.55699,25.23288793
59185640603,1021,26.12594587,22.55699,25.23288793
59185640603,1021,26.12594587,22.55699,25.23288793
59185640603,1021,26.12594587,22.55699,25.23288793
59185640603,1021,23.22769615,22.55699,25.23288793
59185640603,1021,23.22769615,22.55699,25.23288793
59185640603,1021,23.22769615,22.55699,25.23288793
59278785528,1021,22.06071412,22.55699,22.18141084
59278785528,1021,22.06071412,22.55699,22.18141084
59278785528,1021,22.06071412,22.55699,22.18141084
59278785528,1021,22.06071412,22.55699,22.18141084
59278785528,1021,22.30210756,22.55699,22.18141084
59278785528,1021,22.30210756,22.55699,22.18141084
59278785528,1021,22.30210756,22.55699,22.18141084
59278785528,1021,22.30210756,22.55699,22.18141084
56175193899,1061,25.74088151,23.66162,25.23521076
56175193899,1061,25.74088151,23.66162,25.23521076
56175193899,1061,24.72954,23.66162,25.23521076
56175193899,1061,24.72954,23.66162,25.23521076
58934192225,1061,24.27624297,23.66162,24.27624297
58968569489,1061,25.29432328,23.66162,25.29432328
58999636728,1061,25.74088151,23.66162,23.18282679
58999636728,1061,25.74088151,23.66162,23.18282679
58999636728,1061,25.74088151,23.66162,23.18282679
58999636728,1061,25.74088151,23.66162,23.18282679
58999636728,1061,24.72954,23.66162,23.18282679
58999636728,1061,24.72954,23.66162,23.18282679
58999636728,1061,24.72954,23.66162,23.18282679
58999636728,1061,24.72954,23.66162,23.18282679
58999636728,1061,19.21407634,23.66162,23.18282679
58999636728,1061,19.21407634,23.66162,23.18282679
58999636728,1061,19.21407634,23.66162,23.18282679
58999636728,1061,19.21407634,23.66162,23.18282679
58999636728,1061,23.04680929,23.66162,23.18282679
58999636728,1061,23.04680929,23.66162,23.18282679
58999636728,1061,23.04680929,23.66162,23.18282679
58999636728,1061,23.04680929,23.66162,23.18282679
59058193124,1061,25.77742829,23.66162,25.77742829
59151193589,1061,27.72240553,23.66162,25.71605349
59151193589,1061,27.72240553,23.66162,25.71605349
59151193589,1061,27.72240553,23.66162,25.71605349
59151193589,1061,27.72240553,23.66162,25.71605349
59151193589,1061,27.72240553,23.66162,25.71605349
59151193589,1061,27.72240553,23.66162,25.71605349
59151193589,1061,27.72240553,23.66162,25.71605349
59151193589,1061,26.11067492,23.66162,25.71605349
59151193589,1061,26.11067492,23.66162,25.71605349
59151193589,1061,26.11067492,23.66162,25.71605349
59151193589,1061,26.11067492,23.66162,25.71605349
59151193589,1061,26.11067492,23.66162,25.71605349
59151193589,1061,26.11067492,23.66162,25.71605349
59151193589,1061,26.11067492,23.66162,25.71605349
59151193589,1061,24.54352445,23.66162,25.71605349
59151193589,1061,24.54352445,23.66162,25.71605349
59151193589,1061,24.54352445,23.66162,25.71605349
59151193589,1061,24.54352445,23.66162,25.71605349
59151193589,1061,24.54352445,23.66162,25.71605349
59151193589,1061,24.54352445,23.66162,25.71605349
59151193589,1061,24.54352445,23.66162,25.71605349
59151193589,1061,24.48760907,23.66162,25.71605349
59151193589,1061,24.48760907,23.66162,25.71605349
59151193589,1061,24.48760907,23.66162,25.71605349
59151193589,1061,24.48760907,23.66162,25.71605349
59151193589,1061,24.48760907,23.66162,25.71605349
59151193589,1061,24.48760907,23.66162,25.71605349
59151193589,1061,24.48760907,23.66162,25.71605349
59244222512,1061,23.78877206,23.66162,24.11465108
59244222512,1061,23.78877206,23.66162,24.11465108
59244222512,1061,23.78877206,23.66162,24.11465108
59244222512,1061,24.82779694,23.66162,24.11465108
59244222512,1061,24.82779694,23.66162,24.11465108
59244222512,1061,24.82779694,23.66162,24.11465108
59244222512,1061,23.72738425,23.66162,24.11465108
59244222512,1061,23.72738425,23.66162,24.11465108
59244222512,1061,23.72738425,23.66162,24.11465108
59247798951,1061,23.73469139,23.66162,23.79302204
59247798951,1061,23.73469139,23.66162,23.79302204
59247798951,1061,23.73469139,23.66162,23.79302204
59247798951,1061,23.73469139,23.66162,23.79302204
59247798951,1061,23.73469139,23.66162,23.79302204
59247798951,1061,23.70764815,23.66162,23.79302204
59247798951,1061,23.70764815,23.66162,23.79302204
59247798951,1061,23.70764815,23.66162,23.79302204
59247798951,1061,23.70764815,23.66162,23.79302204
59247798951,1061,23.70764815,23.66162,23.79302204
59247798951,1061,23.76758005,23.66162,23.79302204
59247798951,1061,23.76758005,23.66162,23.79302204
59247798951,1061,23.76758005,23.66162,23.79302204
59247798951,1061,23.76758005,23.66162,23.79302204
59247798951,1061,23.76758005,23.66162,23.79302204
59247798951,1061,24.20235515,23.66162,23.79302204
59247798951,1061,24.20235515,23.66162,23.79302204
59247798951,1061,24.20235515,23.66162,23.79302204
59247798951,1061,24.20235515,23.66162,23.79302204
59247798951,1061,24.20235515,23.66162,23.79302204
59247798951,1061,23.55283544,23.66162,23.79302204
59247798951,1061,23.55283544,23.66162,23.79302204
59247798951,1061,23.55283544,23.66162,23.79302204
59247798951,1061,23.55283544,23.66162,23.79302204
59247798951,1061,23.55283544,23.66162,23.79302204
59275217955,1061,23.97950016,23.66162,23.97950016
56175195604,1060,20.57127847,21.02562,20.57127847
58996186056,1060,23.39012464,21.02562,22.32843625
58996186056,1060,23.39012464,21.02562,22.32843625
58996186056,1060,23.39012464,21.02562,22.32843625
58996186056,1060,23.39012464,21.02562,22.32843625
58996186056,1060,23.39012464,21.02562,22.32843625
58996186056,1060,23.39012464,21.02562,22.32843625
58996186056,1060,21.26674787,21.02562,22.32843625
58996186056,1060,21.26674787,21.02562,22.32843625
58996186056,1060,21.26674787,21.02562,22.32843625
58996186056,1060,21.26674787,21.02562,22.32843625
58996186056,1060,21.26674787,21.02562,22.32843625
58996186056,1060,21.26674787,21.02562,22.32843625
58996192907,1060,24.10290523,21.02562,24.10290523
58996192907,1060,24.10290523,21.02562,24.10290523
59151192442,1060,23.34142714,21.02562,23.34142714
56175196379,1011,25.96701618,26.70526,26.90368888
56175196379,1011,25.96701618,26.70526,26.90368888
56175196379,1011,25.96701618,26.70526,26.90368888
56175196379,1011,26.68314165,26.70526,26.90368888
56175196379,1011,26.68314165,26.70526,26.90368888
56175196379,1011,26.68314165,26.70526,26.90368888
56175196379,1011,28.06090882,26.70526,26.90368888
56175196379,1011,28.06090882,26.70526,26.90368888
56175196379,1011,28.06090882,26.70526,26.90368888
58968580401,1011,23.95400214,26.70526,24.89244651
58968580401,1011,23.95400214,26.70526,24.89244651
58968580401,1011,23.95400214,26.70526,24.89244651
58968580401,1011,23.95400214,26.70526,24.89244651
58968580401,1011,23.95400214,26.70526,24.89244651
58968580401,1011,23.95400214,26.70526,24.89244651
58968580401,1011,23.95400214,26.70526,24.89244651
58968580401,1011,23.95400214,26.70526,24.89244651
58968580401,1011,25.83089088,26.70526,24.89244651
58968580401,1011,25.83089088,26.70526,24.89244651
58968580401,1011,25.83089088,26.70526,24.89244651
58968580401,1011,25.83089088,26.70526,24.89244651
58968580401,1011,25.83089088,26.70526,24.89244651
58968580401,1011,25.83089088,26.70526,24.89244651
58968580401,1011,25.83089088,26.70526,24.89244651
58968580401,1011,25.83089088,26.70526,24.89244651
58996187513,1011,24.13430937,26.70526,25.5184691
58996187513,1011,24.13430937,26.70526,25.5184691
58996187513,1011,26.90262883,26.70526,25.5184691
58996187513,1011,26.90262883,26.70526,25.5184691
58999638464,1011,25.89277746,26.70526,26.29164594
58999638464,1011,25.89277746,26.70526,26.29164594
58999638464,1011,25.89277746,26.70526,26.29164594
58999638464,1011,25.89277746,26.70526,26.29164594
58999638464,1011,25.89277746,26.70526,26.29164594
58999638464,1011,25.89277746,26.70526,26.29164594
58999638464,1011,25.89277746,26.70526,26.29164594
58999638464,1011,26.69051443,26.70526,26.29164594
58999638464,1011,26.69051443,26.70526,26.29164594
58999638464,1011,26.69051443,26.70526,26.29164594
58999638464,1011,26.69051443,26.70526,26.29164594
58999638464,1011,26.69051443,26.70526,26.29164594
58999638464,1011,26.69051443,26.70526,26.29164594
58999638464,1011,26.69051443,26.70526,26.29164594
59058192969,1011,26.8819951,26.70526,26.8819951
59123661714,1011,23.62947411,26.70526,24.64485746
59123661714,1011,23.62947411,26.70526,24.64485746
59123661714,1011,25.66024082,26.70526,24.64485746
59123661714,1011,25.66024082,26.70526,24.64485746
59182185653,1011,26.90262883,26.70526,26.90262883
59278812529,1011,26.66835954,26.70526,25.97889258
59278812529,1011,26.66835954,26.70526,25.97889258
59278812529,1011,25.28942563,26.70526,25.97889258
59278812529,1011,25.28942563,26.70526,25.97889258
56175196534,1016,24.64803501,25.62729,26.0675191
56175196534,1016,24.64803501,25.62729,26.0675191
56175196534,1016,24.64803501,25.62729,26.0675191
56175196534,1016,24.64803501,25.62729,26.0675191
56175196534,1016,24.64803501,25.62729,26.0675191
56175196534,1016,25.7100427,25.62729,26.0675191
56175196534,1016,25.7100427,25.62729,26.0675191
56175196534,1016,25.7100427,25.62729,26.0675191
56175196534,1016,25.7100427,25.62729,26.0675191
56175196534,1016,25.7100427,25.62729,26.0675191
56175196534,1016,25.87428128,25.62729,26.0675191
56175196534,1016,25.87428128,25.62729,26.0675191
56175196534,1016,25.87428128,25.62729,26.0675191
56175196534,1016,25.87428128,25.62729,26.0675191
56175196534,1016,25.87428128,25.62729,26.0675191
56175196534,1016,28.29145413,25.62729,26.0675191
56175196534,1016,28.29145413,25.62729,26.0675191
56175196534,1016,28.29145413,25.62729,26.0675191
56175196534,1016,28.29145413,25.62729,26.0675191
56175196534,1016,28.29145413,25.62729,26.0675191
56175196534,1016,25.81378239,25.62729,26.0675191
56175196534,1016,25.81378239,25.62729,26.0675191
56175196534,1016,25.81378239,25.62729,26.0675191
56175196534,1016,25.81378239,25.62729,26.0675191
56175196534,1016,25.81378239,25.62729,26.0675191
58965174214,1016,28.51744206,25.62729,26.36453818
58965174214,1016,28.51744206,25.62729,26.36453818
58965174214,1016,28.51744206,25.62729,26.36453818
58965174214,1016,28.51744206,25.62729,26.36453818
58965174214,1016,28.51744206,25.62729,26.36453818
58965174214,1016,28.51744206,25.62729,26.36453818
58965174214,1016,28.51744206,25.62729,26.36453818
58965174214,1016,25.81378239,25.62729,26.36453818
58965174214,1016,25.81378239,25.62729,26.36453818
58965174214,1016,25.81378239,25.62729,26.36453818
58965174214,1016,25.81378239,25.62729,26.36453818
58965174214,1016,25.81378239,25.62729,26.36453818
58965174214,1016,25.81378239,25.62729,26.36453818
58965174214,1016,25.81378239,25.62729,26.36453818
58965174214,1016,25.30807091,25.62729,26.36453818
58965174214,1016,25.30807091,25.62729,26.36453818
58965174214,1016,25.30807091,25.62729,26.36453818
58965174214,1016,25.30807091,25.62729,26.36453818
58965174214,1016,25.30807091,25.62729,26.36453818
58965174214,1016,25.30807091,25.62729,26.36453818
58965174214,1016,25.30807091,25.62729,26.36453818
58965174214,1016,25.81885737,25.62729,26.36453818
58965174214,1016,25.81885737,25.62729,26.36453818
58965174214,1016,25.81885737,25.62729,26.36453818
58965174214,1016,25.81885737,25.62729,26.36453818
58965174214,1016,25.81885737,25.62729,26.36453818
58965174214,1016,25.81885737,25.62729,26.36453818
58965174214,1016,25.81885737,25.62729,26.36453818
58968587531,1016,25.29432328,25.62729,26.33377145
58968587531,1016,25.29432328,25.62729,26.33377145
58968587531,1016,27.37321961,25.62729,26.33377145
58968587531,1016,27.37321961,25.62729,26.33377145
58996186707,1016,26.59006465,25.62729,26.59006465
58996186707,1016,26.59006465,25.62729,26.59006465
58996187141,1016,23.24056264,25.62729,24.92830232
58996187141,1016,23.24056264,25.62729,24.92830232
58996187141,1016,23.24056264,25.62729,24.92830232
58996187141,1016,23.24056264,25.62729,24.92830232
58996187141,1016,25.81900127,25.62729,24.92830232
58996187141,1016,25.81900127,25.62729,24.92830232
58996187141,1016,25.81900127,25.62729,24.92830232
58996187141,1016,25.81900127,25.62729,24.92830232
58996187141,1016,25.72534306,25.62729,24.92830232
58996187141,1016,25.72534306,25.62729,24.92830232
58996187141,1016,25.72534306,25.62729,24.92830232
58996187141,1016,25.72534306,25.62729,24.92830232
59058182367,1016,24.74598532,25.62729,25.53956448
59058182367,1016,24.74598532,25.62729,25.53956448
59058182367,1016,24.74598532,25.62729,25.53956448
59058182367,1016,24.74598532,25.62729,25.53956448
59058182367,1016,26.33314364,25.62729,25.53956448
59058182367,1016,26.33314364,25.62729,25.53956448
59058182367,1016,26.33314364,25.62729,25.53956448
59058182367,1016,26.33314364,25.62729,25.53956448
59123664442,1016,25.92426847,25.62729,25.92426847
59123664442,1016,25.92426847,25.62729,25.92426847
59123664442,1016,25.92426847,25.62729,25.92426847
59123664442,1016,25.92426847,25.62729,25.92426847
59123664442,1016,25.92426847,25.62729,25.92426847
59123664442,1016,25.92426847,25.62729,25.92426847
59123664442,1016,25.92426847,25.62729,25.92426847
59151188350,1016,25.82549333,25.62729,25.82549333
59151188350,1016,25.82549333,25.62729,25.82549333
59154696372,1016,24.64803501,25.62729,25.17047368
59154696372,1016,24.64803501,25.62729,25.17047368
59154696372,1016,24.64803501,25.62729,25.17047368
59154696372,1016,24.64803501,25.62729,25.17047368
59154696372,1016,25.69291236,25.62729,25.17047368
59154696372,1016,25.69291236,25.62729,25.17047368
59154696372,1016,25.69291236,25.62729,25.17047368
59154696372,1016,25.69291236,25.62729,25.17047368
59213187947,1016,25.47600432,25.62729,25.74197421
59213187947,1016,25.47600432,25.62729,25.74197421
59213187947,1016,25.47600432,25.62729,25.74197421
59213187947,1016,25.47600432,25.62729,25.74197421
59213187947,1016,25.47600432,25.62729,25.74197421
59213187947,1016,26.00794409,25.62729,25.74197421
59213187947,1016,26.00794409,25.62729,25.74197421
59213187947,1016,26.00794409,25.62729,25.74197421
59213187947,1016,26.00794409,25.62729,25.74197421
59213187947,1016,26.00794409,25.62729,25.74197421
59244208190,1016,31.01099801,25.62729,31.01099801
59244208190,1016,31.01099801,25.62729,31.01099801
59244208190,1016,31.01099801,25.62729,31.01099801
59244208190,1016,31.01099801,25.62729,31.01099801
59275219257,1016,24.30358408,25.62729,25.42801288
59275219257,1016,24.30358408,25.62729,25.42801288
59275219257,1016,24.30358408,25.62729,25.42801288
59275219257,1016,24.30358408,25.62729,25.42801288
59275219257,1016,26.25738088,25.62729,25.42801288
59275219257,1016,26.25738088,25.62729,25.42801288
59275219257,1016,26.25738088,25.62729,25.42801288
59275219257,1016,26.25738088,25.62729,25.42801288
59275219257,1016,25.72307368,25.62729,25.42801288
59275219257,1016,25.72307368,25.62729,25.42801288
