OPID,WoPC,current_no2_x,Average_NO2,current_no2_y
59244193310,3514,41.74566255,47.57139333,42.7624437
59244193310,3514,34.75850371,47.57139333,42.7624437
59244193310,3514,51.78316484,47.57139333,42.7624437
59182170122,3544,42.84207682,44.815645,42.84207682
59247390557,3583,40.07330143,44.54628667,42.87295344
59247390557,3583,38.93815478,44.54628667,42.87295344
59247390557,3583,41.53719646,44.54628667,42.87295344
59247390557,3583,39.94359342,44.54628667,42.87295344
59247390557,3583,53.87252109,44.54628667,42.87295344
59185332711,3452,43.26156953,40.16425833,42.88631265
59185332711,3452,40.57730328,40.16425833,42.88631265
59185332711,3452,44.82006514,40.16425833,42.88631265
58965165534,3572,42.92100769,45.9200025,42.92100769
58965162961,3453,42.96276161,38.32097417,42.96276161
56178350195,3531,42.97925236,48.0142775,42.97925236
59213170897,3544,43.62484187,44.815645,43.01479671
59213170897,3544,42.40475156,44.815645,43.01479671
58999336834,3512,42.28879029,49.65118417,43.01822955
58999336834,3512,43.7476688,49.65118417,43.01822955
59092326511,3582,43.73414743,47.64370083,43.04589743
59092326511,3582,42.35764743,47.64370083,43.04589743
59123341608,3552,42.59296022,47.74365833,43.05284592
59123341608,3552,43.51273163,47.74365833,43.05284592
59058170866,3581,43.08146828,45.78175167,43.08146828
58965164201,3524,43.18971723,43.83816417,43.18971723
59244192070,3533,45.28029599,47.4578575,43.25820731
59244192070,3533,42.43840464,47.4578575,43.25820731
59244192070,3533,42.05592131,47.4578575,43.25820731
59058170029,3533,42.07176287,47.4578575,43.26061891
59058170029,3533,41.08335679,47.4578575,43.26061891
59058170029,3533,45.28472841,47.4578575,43.26061891
59058170029,3533,44.60262758,47.4578575,43.26061891
59061336338,3561,43.2703083,45.09513833,43.2703083
59092330355,3533,43.85178939,47.4578575,43.28699568
59092330355,3533,42.72220196,47.4578575,43.28699568
59058171920,3555,43.31437232,42.7075625,43.31437232
59089170370,3532,49.34706833,47.5322525,43.31871588
59089170370,3532,40.49804339,47.5322525,43.31871588
59089170370,3532,41.32335205,47.5322525,43.31871588
59089170370,3532,42.10639975,47.5322525,43.31871588
58965163364,3543,46.54753465,42.59304,43.32145727
58965163364,3543,40.09537989,42.59304,43.32145727
59182171982,3526,43.33015373,44.88250167,43.33015373
59120173563,3571,42.31219634,45.43473,43.33628792
59120173563,3571,40.4488395,45.43473,43.33628792
59120173563,3571,47.24782793,45.43473,43.33628792
58934173873,3524,43.37893505,43.83816417,43.37893505
59247403267,3582,41.42648299,47.64370083,43.42209031
59247403267,3582,45.41769764,47.64370083,43.42209031
59275194302,3581,43.44911667,45.78175167,43.44911667
59275195046,3512,43.46605833,49.65118417,43.46605833
59092323752,3514,43.46605833,47.57139333,43.46605833
59216347343,3584,43.46605833,41.01686,43.46605833
58937339810,3452,43.48735207,40.16425833,43.48735207
58999340492,3523,40.65159299,48.08086417,43.50101837
58999340492,3523,46.35044374,48.08086417,43.50101837
58965161163,3452,50.46876399,40.16425833,43.5225945
58965161163,3452,36.576425,40.16425833,43.5225945
56178354659,3564,42.93789019,40.89195667,43.54332859
56178354659,3564,44.148767,40.89195667,43.54332859
59058170897,3526,46.80380766,44.88250167,43.55321592
59058170897,3526,43.5385429,44.88250167,43.55321592
59058170897,3526,40.3172972,44.88250167,43.55321592
59027171424,3581,46.08101326,45.78175167,43.58892802
59027171424,3581,41.09684277,45.78175167,43.58892802
59185338911,3564,49.07454558,40.89195667,43.62317339
59185338911,3564,38.1718012,40.89195667,43.62317339
59216353326,3524,43.62800379,43.83816417,43.62800379
59213171951,3582,43.644699,47.64370083,43.644699
59182170153,3526,51.55943411,44.88250167,43.69162581
59182170153,3526,35.8238175,44.88250167,43.69162581
59089168107,3573,47.38715632,40.97689417,43.83106746
59089168107,3573,38.9808851,40.97689417,43.83106746
59089168107,3573,45.12516097,40.97689417,43.83106746
59058169347,3453,43.83643154,38.32097417,43.83643154
59027167673,3583,52.31338262,44.54628667,43.90386256
59027167673,3583,35.4943425,44.54628667,43.90386256
58999334664,3451,43.0777878,38.51100417,43.91696413
58999334664,3451,44.75614046,38.51100417,43.91696413
58934174338,3533,41.80975034,47.4578575,43.94735102
58934174338,3533,46.0849517,47.4578575,43.94735102
58996169037,3554,44.5274774,45.82780167,43.94756451
58996169037,3554,43.36765163,45.82780167,43.94756451
59058169130,3544,41.23774471,44.815645,43.95963967
59058169130,3544,46.68153463,44.815645,43.95963967
58934172881,3512,43.99905838,49.65118417,43.97006752
58934172881,3512,43.94107667,49.65118417,43.97006752
59151170308,3522,46.62892456,47.2258175,43.99715319
59151170308,3522,41.36538182,47.2258175,43.99715319
59247393688,3522,43.99722299,47.2258175,43.99722299
58996171579,3522,47.6193343,47.2258175,44.01000838
58996171579,3522,42.50210066,47.2258175,44.01000838
58996171579,3522,41.90859019,47.2258175,44.01000838
58996170773,3453,44.08697926,38.32097417,44.08697926
59216349947,3582,41.53196561,47.64370083,44.09971039
59216349947,3582,44.84381031,47.64370083,44.09971039
59216349947,3582,45.92335524,47.64370083,44.09971039
59216355868,3515,44.10316287,47.45067,44.10316287
58965164480,3584,44.11997732,41.01686,44.11997732
56175182863,3572,46.83725775,45.9200025,44.13427624
56175182863,3572,41.43129474,45.9200025,44.13427624
58934172881,3512,43.31285413,49.65118417,44.15166773
58934172881,3512,40.06488976,49.65118417,44.15166773
58934172881,3512,49.07725931,49.65118417,44.15166773
59089168076,3572,44.15470541,45.9200025,44.15470541
59027167952,3555,39.93438075,42.7075625,44.20541445
59027167952,3555,48.47644815,42.7075625,44.20541445
58968322946,3531,46.29611944,48.0142775,44.21845829
58968322946,3531,44.27040343,48.0142775,44.21845829
58968322946,3531,42.08885201,48.0142775,44.21845829
58996170091,3451,44.23786322,38.51100417,44.23786322
59120170897,3451,44.23786322,38.51100417,44.23786322
59030327720,3454,43.46733242,40.33584,44.24175774
59030327720,3454,45.01618305,40.33584,44.24175774
58965161938,3583,44.26524412,44.54628667,44.26524412
59089166092,3522,45.45825938,47.2258175,44.27008883
59089166092,3522,36.79997636,47.2258175,44.27008883
59089166092,3522,42.92160766,47.2258175,44.27008883
59089166092,3522,46.05242527,47.2258175,44.27008883
59089166092,3522,50.11817546,47.2258175,44.27008883
59185332246,3511,43.70136671,49.5558975,44.27076594
59185332246,3511,44.84016517,49.5558975,44.27076594
59123348490,3561,46.86078527,45.09513833,44.27563031
59123348490,3561,41.69047535,45.09513833,44.27563031
59213173873,3571,45.657259,45.43473,44.33581595
59213173873,3571,50.95114386,45.43473,44.33581595
59213173873,3571,36.399045,45.43473,44.33581595
58965163767,3553,45.075447,45.6650425,44.3366055
58965163767,3553,43.597764,45.6650425,44.3366055
59120173098,3571,42.23127038,45.43473,44.34863284
59120173098,3571,40.99120207,45.43473,44.34863284
59120173098,3571,46.05670869,45.43473,44.34863284
59120173098,3571,48.1153502,45.43473,44.34863284
59244196348,3523,44.36298231,48.08086417,44.36298231
59058171982,3563,44.37604577,44.75394083,44.37604577
56175182553,3582,46.68139221,47.64370083,44.42786788
56175182553,3582,42.17434354,47.64370083,44.42786788
59244189962,3572,49.74109305,45.9200025,44.43027277
59244189962,3572,39.1194525,45.9200025,44.43027277
59182174493,3511,45.1048904,49.5558975,44.44515884
59182174493,3511,43.78542729,49.5558975,44.44515884
59278399578,3572,44.45293417,45.9200025,44.45293417
59058171920,3555,41.02616366,42.7075625,44.49638421
59058171920,3555,44.79337782,42.7075625,44.49638421
59058171920,3555,47.66961115,42.7075625,44.49638421
59058171920,3555,44.79337782,42.7075625,44.49638421
59154360859,3561,46.93661137,45.09513833,44.49905846
59154360859,3561,42.06150555,45.09513833,44.49905846
59275199014,3571,45.84877916,45.43473,44.51254745
59275199014,3571,43.17631574,45.43473,44.51254745
59216352148,3512,43.48502102,49.65118417,44.51737126
59216352148,3512,46.56743906,49.65118417,44.51737126
59216352148,3512,51.03384163,49.65118417,44.51737126
59216352148,3512,36.98318333,49.65118417,44.51737126
56175183793,3451,44.52790736,38.51100417,44.52790736
58937331502,3555,43.00542729,42.7075625,44.53011532
58937331502,3555,46.05480335,42.7075625,44.53011532
59244195387,3584,41.69266011,41.01686,44.54767392
59244195387,3584,43.27437044,41.01686,44.54767392
59244195387,3584,48.67599121,41.01686,44.54767392
59278386062,3541,40.33270717,44.18824333,44.57473172
59278386062,3541,45.84300138,44.18824333,44.57473172
59278386062,3541,47.54848659,44.18824333,44.57473172
59275196286,3452,49.7276513,40.16425833,44.59336348
59275196286,3452,39.45907566,40.16425833,44.59336348
58999341174,3564,44.61195675,40.89195667,44.61195675
59182170308,3563,44.25294807,44.75394083,44.61829756
59182170308,3563,44.98364704,44.75394083,44.61829756
59058173191,3572,46.5951571,45.9200025,44.68031942
59058173191,3572,46.38374882,45.9200025,44.68031942
59058173191,3572,44.9461131,45.9200025,44.68031942
59058173191,3572,40.79625866,45.9200025,44.68031942
59154354504,3532,43.16732136,47.5322525,44.68378005
59154354504,3532,45.73089184,47.5322525,44.68378005
59154354504,3532,45.15312697,47.5322525,44.68378005
59216352148,3512,44.7004947,49.65118417,44.7004947
59213174679,3572,49.33229112,45.9200025,44.7123938
59213174679,3572,45.65604655,45.9200025,44.7123938
59213174679,3572,43.09952108,45.9200025,44.7123938
59213174679,3572,44.89874161,45.9200025,44.7123938
59213174679,3572,48.74508743,45.9200025,44.7123938
59213174679,3572,36.542675,45.9200025,44.7123938
58934173594,3544,39.23546366,44.815645,44.73566553
58934173594,3544,50.2358674,44.815645,44.73566553
59089168324,3454,44.7470901,40.33584,44.7470901
59123343809,3454,44.75211808,40.33584,44.75211808
59154354256,3525,46.70122492,45.97466417,44.76426883
59154354256,3525,42.82731274,45.97466417,44.76426883
58937336741,3581,45.53249072,45.78175167,44.79132326
58937336741,3581,44.05015579,45.78175167,44.79132326
59120168975,3525,43.53837054,45.97466417,44.80170996
59120168975,3525,41.8445412,45.97466417,44.80170996
59120168975,3525,49.12884727,45.97466417,44.80170996
59120168975,3525,44.69508083,45.97466417,44.80170996
59247389441,3531,46.02649659,48.0142775,44.82102314
59247389441,3531,43.61554968,48.0142775,44.82102314
58996171455,3525,39.35540982,45.97466417,44.87146377
58996171455,3525,41.55456552,45.97466417,44.87146377
58996171455,3525,46.49428488,45.97466417,44.87146377
58996171455,3525,52.08159486,45.97466417,44.87146377
59154350164,3453,44.87766616,38.32097417,44.87766616
59061331781,3571,45.94535917,45.43473,44.95843458
59061331781,3571,43.97151,45.43473,44.95843458
58968320528,3572,41.61292831,45.9200025,45.02406653
58968320528,3572,48.43520476,45.9200025,45.02406653
59120168572,3564,44.25080476,40.89195667,45.0275514
59120168572,3564,45.80429805,40.89195667,45.0275514
59278391177,3581,46.48413955,45.78175167,45.05653636
59278391177,3581,43.62893318,45.78175167,45.05653636
58937330076,3523,51.30452824,48.08086417,45.10055565
58937330076,3523,50.09387205,48.08086417,45.10055565
58937330076,3523,33.90326667,48.08086417,45.10055565
58996167766,3513,45.12012784,56.14895667,45.12012784
58934170370,3514,46.4774464,47.57139333,45.151126
58934170370,3514,44.79685539,47.57139333,45.151126
58934170370,3514,44.17907622,47.57139333,45.151126
58999336183,3526,42.92582621,44.88250167,45.15763707
58999336183,3526,47.38944793,44.88250167,45.15763707
59213173284,3564,50.51046424,40.89195667,45.22012277
59213173284,3564,39.92978129,40.89195667,45.22012277
59244191605,3521,43.8935016,55.029855,45.24365915
59244191605,3521,42.1687891,55.029855,45.24365915
59244191605,3521,49.66868675,55.029855,45.24365915
59120169068,3583,41.70755177,44.54628667,45.26806096
59120169068,3583,58.07124426,44.54628667,45.26806096
59120169068,3583,37.91147363,44.54628667,45.26806096
59120169068,3583,43.38197417,44.54628667,45.26806096
59027169254,3532,45.41044044,47.5322525,45.41044044
58996167177,3582,45.41189263,47.64370083,45.41189263
59244194736,3541,45.44429719,44.18824333,45.44429719
59244194922,3522,48.73995236,47.2258175,45.44603038
59244194922,3522,42.1521084,47.2258175,45.44603038
58996172292,3543,45.44750449,42.59304,45.44750449
59244191047,3544,45.4636382,44.815645,45.4636382
59154356829,3563,45.19190397,44.75394083,45.47324532
59154356829,3563,42.02982093,44.75394083,45.47324532
59154356829,3563,38.88897821,44.75394083,45.47324532
59154356829,3563,39.4748205,44.75394083,45.47324532
59154356829,3563,47.90532133,44.75394083,45.47324532
59154356829,3563,50.26161164,44.75394083,45.47324532
59154356829,3563,50.64568498,44.75394083,45.47324532
59154356829,3563,49.53794526,44.75394083,45.47324532
59154356829,3563,46.38746886,44.75394083,45.47324532
59154356829,3563,44.4088975,44.75394083,45.47324532
59182171951,3552,40.07031044,47.74365833,45.48358745
59182171951,3552,40.01212399,47.74365833,45.48358745
59182171951,3552,41.71781263,47.74365833,45.48358745
59182171951,3552,43.70446274,47.74365833,45.48358745
59182171951,3552,49.74250639,47.74365833,45.48358745
59182171951,3552,50.76626051,47.74365833,45.48358745
59182171951,3552,52.37163545,47.74365833,45.48358745
59275195635,3523,44.05249882,48.08086417,45.4929489
59275195635,3523,44.41445928,48.08086417,45.4929489
59275195635,3523,38.50185739,48.08086417,45.4929489
59275195635,3523,55.00298012,48.08086417,45.4929489
58999342352,3511,44.5273685,49.5558975,45.50781918
58999342352,3511,46.48826986,49.5558975,45.50781918
59089166433,3512,37.64280264,49.65118417,45.5295228
59089166433,3512,53.41624297,49.65118417,45.5295228
58996170029,3572,47.77263899,45.9200025,45.5486404
58996170029,3572,43.32464181,45.9200025,45.5486404
58934173098,3515,45.95843838,47.45067,45.55034115
58934173098,3515,43.82722936,47.45067,45.55034115
58934173098,3515,46.86535571,47.45067,45.55034115
58934172788,3582,51.86392371,47.64370083,45.57191795
58934172788,3582,47.16099265,47.64370083,45.57191795
58934172788,3582,37.6908375,47.64370083,45.57191795
59182134999,3526,45.61496401,44.88250167,45.61496401
59058169719,3582,46.98512217,47.64370083,45.74210588
59058169719,3582,44.49908959,47.64370083,45.74210588
58934171486,3541,45.77130948,44.18824333,45.77130948
59275194984,3521,42.83877107,55.029855,45.77463357
59275194984,3521,48.71049607,55.029855,45.77463357
59092325302,3512,42.84152543,49.65118417,45.79671019
59092325302,3512,48.75189495,49.65118417,45.79671019
59089169967,3512,43.51684278,49.65118417,45.80005766
59089169967,3512,45.72499551,49.65118417,45.80005766
59089169967,3512,48.15833469,49.65118417,45.80005766
59213172199,3544,46.84259442,44.815645,45.80281091
59213172199,3544,44.76302739,44.815645,45.80281091
59216352706,3454,45.82902183,40.33584,45.82902183
58999341856,3582,45.83831137,47.64370083,45.83831137
58937330820,3552,38.71274784,47.74365833,45.88198589
58937330820,3552,48.78914697,47.74365833,45.88198589
58937330820,3552,50.14406285,47.74365833,45.88198589
59182170959,3543,45.92354658,42.59304,45.92354658
58996171207,3452,47.91265005,40.16425833,45.95311584
58996171207,3452,43.99358163,40.16425833,45.95311584
58934172943,3584,46.99555994,41.01686,45.97785772
58934172943,3584,47.76112204,41.01686,45.97785772
58934172943,3584,43.17689116,41.01686,45.97785772
56178371182,3572,43.80652605,45.9200025,45.9799946
56178371182,3572,48.15346315,45.9200025,45.9799946
59061333455,3552,42.514405,47.74365833,45.98461875
59061333455,3552,49.4548325,47.74365833,45.98461875
59275199944,3544,39.22199249,44.815645,45.9902178
59275199944,3544,42.23699202,44.815645,45.9902178
59275199944,3544,41.28041461,44.815645,45.9902178
59275199944,3544,56.29581421,44.815645,45.9902178
59275199944,3544,50.91587569,44.815645,45.9902178
59213173036,3523,45.99764971,48.08086417,45.99764971
59092326418,3581,44.56707023,45.78175167,46.0053306
59092326418,3581,45.5644546,45.78175167,46.0053306
59092326418,3581,46.33469524,45.78175167,46.0053306
59092326418,3581,47.55510234,45.78175167,46.0053306
59213173625,3533,44.50088795,47.4578575,46.00733808
59213173625,3533,44.39534509,47.4578575,46.00733808
59213173625,3533,45.65670682,47.4578575,46.00733808
59213173625,3533,49.47641247,47.4578575,46.00733808
59092327317,3544,42.36663242,44.815645,46.03299444
59092327317,3544,49.69935645,44.815645,46.03299444
58996168789,3583,45.40161833,44.54628667,46.0421194
58996168789,3583,46.68262048,44.54628667,46.0421194
59182174772,3544,46.06430426,44.815645,46.06430426
58934171176,3514,49.01597979,47.57139333,46.07166715
58934171176,3514,44.45400812,47.57139333,46.07166715
58934171176,3514,44.74501356,47.57139333,46.07166715
59213171548,3551,44.19950686,47.36161167,46.07822124
59213171548,3551,47.95693561,47.36161167,46.07822124
58934171207,3533,46.11124415,47.4578575,46.11124415
58965163705,3561,47.15081763,45.09513833,46.13641138
58965163705,3561,45.12200512,45.09513833,46.13641138
58999336958,3544,43.28952636,44.815645,46.19966589
58999336958,3544,49.10980542,44.815645,46.19966589
58934170091,3526,40.93146718,44.88250167,46.21707208
58934170091,3526,42.85956428,44.88250167,46.21707208
58934170091,3526,47.73404932,44.88250167,46.21707208
58934170091,3526,53.34320757,44.88250167,46.21707208
59213171579,3543,52.39529484,42.59304,46.22168844
59213171579,3543,40.04808203,42.59304,46.22168844
59244196348,3523,54.57223737,48.08086417,46.31447744
59244196348,3523,38.0567175,48.08086417,46.31447744
