,OPID,WoPC,current_no2_x,rivm_nsl_2,current_no2_y
0,56144375280,1053,27.453878190502802,24.69004,27.453878190502802
1,56144375280,1053,27.453878190502802,24.69004,27.453878190502802
2,56144375280,1053,27.453878190502802,24.69004,27.453878190502802
3,56144375280,1053,27.453878190502802,24.69004,27.453878190502802
4,58934187513,1053,25.7356610764579,24.69004,24.690219601143443
5,58934187513,1053,25.7356610764579,24.69004,24.690219601143443
6,58934187513,1053,25.7356610764579,24.69004,24.690219601143443
7,58934187513,1053,23.43438739948492,24.69004,24.690219601143443
8,58934187513,1053,23.43438739948492,24.69004,24.690219601143443
9,58934187513,1053,23.43438739948492,24.69004,24.690219601143443
10,58934187513,1053,24.900610327487517,24.69004,24.690219601143443
11,58934187513,1053,24.900610327487517,24.69004,24.690219601143443
12,58934187513,1053,24.900610327487517,24.69004,24.690219601143443
13,58934189714,1053,25.94786267599087,24.69004,25.94786267599087
14,58934189714,1053,25.94786267599087,24.69004,25.94786267599087
15,58937625506,1053,27.19928212700187,24.69004,26.258347386438302
16,58937625506,1053,27.19928212700187,24.69004,26.258347386438302
17,58937625506,1053,25.31741264587474,24.69004,26.258347386438302
18,58937625506,1053,25.31741264587474,24.69004,26.258347386438302
19,58965176818,1053,25.244011736378802,24.69004,25.311883477768898
20,58965176818,1053,25.244011736378802,24.69004,25.311883477768898
21,58965176818,1053,25.244011736378802,24.69004,25.311883477768898
22,58965176818,1053,25.244011736378802,24.69004,25.311883477768898
23,58965176818,1053,25.244011736378802,24.69004,25.311883477768898
24,58965176818,1053,25.244011736378802,24.69004,25.311883477768898
25,58965176818,1053,26.566689126317467,24.69004,25.311883477768898
26,58965176818,1053,26.566689126317467,24.69004,25.311883477768898
27,58965176818,1053,26.566689126317467,24.69004,25.311883477768898
28,58965176818,1053,26.566689126317467,24.69004,25.311883477768898
29,58965176818,1053,26.566689126317467,24.69004,25.311883477768898
30,58965176818,1053,26.566689126317467,24.69004,25.311883477768898
31,58965176818,1053,23.76700968285878,24.69004,25.311883477768898
32,58965176818,1053,23.76700968285878,24.69004,25.311883477768898
33,58965176818,1053,23.76700968285878,24.69004,25.311883477768898
34,58965176818,1053,23.76700968285878,24.69004,25.311883477768898
35,58965176818,1053,23.76700968285878,24.69004,25.311883477768898
36,58965176818,1053,23.76700968285878,24.69004,25.311883477768898
37,58965176818,1053,25.66982336552054,24.69004,25.311883477768898
38,58965176818,1053,25.66982336552054,24.69004,25.311883477768898
39,58965176818,1053,25.66982336552054,24.69004,25.311883477768898
40,58965176818,1053,25.66982336552054,24.69004,25.311883477768898
41,58965176818,1053,25.66982336552054,24.69004,25.311883477768898
42,58965176818,1053,25.66982336552054,24.69004,25.311883477768898
43,58996182181,1053,23.872403719768748,24.69004,24.905600752067976
44,58996182181,1053,23.872403719768748,24.69004,24.905600752067976
45,58996182181,1053,23.872403719768748,24.69004,24.905600752067976
46,58996182181,1053,25.9387977843672,24.69004,24.905600752067976
47,58996182181,1053,25.9387977843672,24.69004,24.905600752067976
48,58996182181,1053,25.9387977843672,24.69004,24.905600752067976
49,58999629474,1053,24.7583781251187,24.69004,25.307545859994757
50,58999629474,1053,24.7583781251187,24.69004,25.307545859994757
51,58999629474,1053,24.7583781251187,24.69004,25.307545859994757
52,58999629474,1053,25.71781511968704,24.69004,25.307545859994757
53,58999629474,1053,25.71781511968704,24.69004,25.307545859994757
54,58999629474,1053,25.71781511968704,24.69004,25.307545859994757
55,58999629474,1053,25.446444335178526,24.69004,25.307545859994757
56,58999629474,1053,25.446444335178526,24.69004,25.307545859994757
57,58999629474,1053,25.446444335178526,24.69004,25.307545859994757
58,58999650523,1053,28.202136186556924,24.69004,28.202136186556924
59,58999650523,1053,28.202136186556924,24.69004,28.202136186556924
60,59027185808,1053,29.51486688814375,24.69004,29.51486688814375
61,59027185808,1053,29.51486688814375,24.69004,29.51486688814375
62,59027185808,1053,29.51486688814375,24.69004,29.51486688814375
63,59027185808,1053,29.51486688814375,24.69004,29.51486688814375
64,59030612796,1053,26.4435864636022,24.69004,26.4435864636022
65,59061633721,1053,26.08929203535715,24.69004,25.718249532309336
66,59061633721,1053,26.08929203535715,24.69004,25.718249532309336
67,59061633721,1053,26.08929203535715,24.69004,25.718249532309336
68,59061633721,1053,26.08929203535715,24.69004,25.718249532309336
69,59061633721,1053,26.08929203535715,24.69004,25.718249532309336
70,59061633721,1053,25.347207029261526,24.69004,25.718249532309336
71,59061633721,1053,25.347207029261526,24.69004,25.718249532309336
72,59061633721,1053,25.347207029261526,24.69004,25.718249532309336
73,59061633721,1053,25.347207029261526,24.69004,25.718249532309336
74,59061633721,1053,25.347207029261526,24.69004,25.718249532309336
75,59089180011,1053,23.043503101890447,24.69004,24.491150443128824
76,59089180011,1053,23.043503101890447,24.69004,24.491150443128824
77,59089180011,1053,23.043503101890447,24.69004,24.491150443128824
78,59089180011,1053,23.043503101890447,24.69004,24.491150443128824
79,59089180011,1053,23.043503101890447,24.69004,24.491150443128824
80,59089180011,1053,25.9387977843672,24.69004,24.491150443128824
81,59089180011,1053,25.9387977843672,24.69004,24.491150443128824
82,59089180011,1053,25.9387977843672,24.69004,24.491150443128824
83,59089180011,1053,25.9387977843672,24.69004,24.491150443128824
84,59089180011,1053,25.9387977843672,24.69004,24.491150443128824
85,59092592832,1053,25.721507230844203,24.69004,25.291483005146837
86,59092592832,1053,25.721507230844203,24.69004,25.291483005146837
87,59092592832,1053,25.721507230844203,24.69004,25.291483005146837
88,59092592832,1053,24.861458779449467,24.69004,25.291483005146837
