,OPID,WoPC,current_no2_x,Average_NO2,current_no2_y
0,56175195046,1018,45.6115637,31.365151190339105,34.61872183333333
1,56175195046,1018,28.93602172,31.365151190339105,34.61872183333333
2,56175195046,1018,29.30858008,31.365151190339105,34.61872183333333
3,59120184351,1018,34.3112674,31.365151190339105,27.533641505
4,59120184351,1018,20.75601561,31.365151190339105,27.533641505
5,58934182398,1054,31.07073323,29.727254362935525,31.07073323
6,58996187017,1054,28.74884617,29.727254362935525,29.979642515000002
7,58996187017,1054,31.21043886,29.727254362935525,29.979642515000002
8,59058194271,1054,42.99318428,29.727254362935525,42.99318428
9,59120193651,1054,24.89289043,29.727254362935525,26.41237406
10,59120193651,1054,27.93185769,29.727254362935525,26.41237406
11,58934183452,1094,24.1573681,23.300428643068404,24.1573681
12,58965174493,1094,24.58223754,23.300428643068404,22.671147485
13,58965174493,1094,20.76005743,23.300428643068404,22.671147485
14,59058182832,1094,37.64566147,23.300428643068404,29.261072050000003
15,59058182832,1094,20.87648263,23.300428643068404,29.261072050000003
16,59058195201,1094,26.50545309,23.300428643068404,22.926339249999998
17,59058195201,1094,19.34722541,23.300428643068404,22.926339249999998
18,59092608735,1094,25.05352223,23.300428643068404,25.05352223
19,59216674703,1094,26.15653237,23.300428643068404,22.590220815000002
20,59216674703,1094,19.02390926,23.300428643068404,22.590220815000002
21,58934187358,1052,30.54239509,33.45132982891453,28.662073239999998
22,58934187358,1052,26.78175139,33.45132982891453,28.662073239999998
23,59030592987,1052,31.62817833,33.45132982891453,32.10554652
24,59030592987,1052,32.58291471,33.45132982891453,32.10554652
25,59120182429,1052,33.88645928,33.45132982891453,30.088475329999998
26,59120182429,1052,26.29049138,33.45132982891453,30.088475329999998
27,59123645966,1052,30.9896607,33.45132982891453,30.9896607
28,59244216467,1052,26.22733617,33.45132982891453,26.22733617
29,58934189373,1015,36.44321582,29.541875114277442,29.121522405
30,58934189373,1015,21.79982899,29.541875114277442,29.121522405
31,58934189466,1015,29.74787803,29.541875114277442,29.74787803
32,58968581765,1015,38.36465348,29.541875114277442,33.286236654999996
33,58968581765,1015,28.20781983,29.541875114277442,33.286236654999996
34,58968593452,1015,28.2344187,29.541875114277442,36.347974269999995
35,58968593452,1015,44.46152984,29.541875114277442,36.347974269999995
36,58996189342,1015,16.09410863,29.541875114277442,16.09410863
37,59058185932,1015,30.36941807,29.541875114277442,25.486803995
38,59058185932,1015,20.60418992,29.541875114277442,25.486803995
39,59089189466,1015,36.95411338,29.541875114277442,29.717206705000002
40,59089189466,1015,22.48030003,29.541875114277442,29.717206705000002
41,59092602349,1015,34.94257973,29.541875114277442,37.435239943333336
42,59092602349,1015,45.23872917,29.541875114277442,37.435239943333336
43,59092602349,1015,32.12441093,29.541875114277442,37.435239943333336
44,59151188908,1015,36.41079489,29.541875114277442,29.141847319999997
45,59151188908,1015,21.87289975,29.541875114277442,29.141847319999997
46,59182195976,1015,22.5145913,29.541875114277442,22.5145913
47,59244209709,1015,32.00332389,29.541875114277442,29.553381406666663
48,59244209709,1015,37.34321813,29.541875114277442,29.553381406666663
49,59244209709,1015,26.70162728,29.541875114277442,29.553381406666663
50,59244209709,1015,19.13766833,29.541875114277442,29.553381406666663
51,59244209709,1015,30.84614645,29.541875114277442,29.553381406666663
52,59244209709,1015,31.28830436,29.541875114277442,29.553381406666663
