,Unnamed: 0,Postcode4,Opp_m2,geometry,9NO2,10NO2,11NO2,12NO2,13NO2,14NO2,15NO2,16NO2,17NO2,18NO2,19NO2,20NO2,Total_NO2,Average_NO2
22,22,1066,6538073,"POLYGON ((114377.38230801605 483897.66937135597, 114400.10665937289 483874.7836484346, 114423.2907386662 483844.7841645009, 114796.18152187785 483237.3112927294, 114825.89287424757 483202.1423108861, 114856.41428029358 483175.17857046955, 116023.66185048985 482370.3738118792, 116089.28287313477 482315.6689701115, 116137.73878068585 482261.7675900854, 116482.24330903604 482692.5716288489, 117397.69455578162 482705.8822660315, 117587.59810549581 482757.73815939657, 118127.24573492505 483047.762943584, 118188.33080759196 483287.2013663758, 118191.9858773372 483356.0490774952, 118185.27269361945 483443.90075770614, 118010.28089139817 483430.28685021127, 117924.99811173527 483427.81063044997, 117868.16935176228 483429.68392851984, 117818.37880911652 483433.952804043, 117778.13729826604 483439.15163980576, 117719.72919557057 483449.3836633576, 117669.69147892472 483474.1181332746, 117622.06660938231 483503.3078428387, 117577.33148304472 483536.9157306521, 117549.37643406479 483561.4953302003, 117510.49177562751 483601.62431630015, 117486.78719343262 483630.2889516952, 117464.7976250634 483660.38716146117, 117435.10580182934 483707.356682806, 117413.44350509568 483746.3429833787, 117400.9038427231 483772.36393741897, 117381.45825603456 483822.24894225196, 117369.44525530463 483874.41403997666, 117361.08923083774 483931.5583845745, 117343.76927777997 484135.86792912445, 117338.10238518157 484161.280339523, 117333.91491067133 484193.0237774234, 117331.90279533017 484350.0500503879, 117324.01110217342 484645.6394074582, 117321.11463071345 484873.3058593453, 117323.07296106848 485030.84725821635, 116435.51706376116 485020.11848008505, 116384.98358496529 485021.30339355016, 115959.62595793154 485014.9564235351, 115875.21252958574 485016.625937049, 115825.79334816168 485013.12332352664, 115790.38641947808 485007.5070819362, 115748.81910948387 484997.50042458327, 115236.80667711346 484833.4580922491, 115027.91813421411 484767.2814634492, 114983.55531029787 484749.9378301036, 114951.73895782654 484735.39695410646, 114914.71991127785 484714.55617005954, 114887.72316475543 484696.9723187876, 114854.54111712813 484672.0951293857, 114836.34616263583 484655.9977807987, 114796.02146950903 484614.26616945583, 114765.05091584119 484576.58675038826, 114726.4462690519 484514.46831280185, 114717.70786599304 484494.94508928276, 114680.41958264241 484410.5847045357, 114524.24772271607 484146.26276276715, 114377.38230801605 483897.66937135597))",40.19755250639936,29.891447139327155,25.541381431120623,27.5594270799865,28.12770323927742,29.46035146698752,18.60015709588923,23.6907337480932,25.205148367633136,29.421363997272397,23.87255058255373,25.322823817670702,326.89064047221103,27.240886706017587
23,23,1069,2312302,"POLYGON ((113305.77760572784 485592.66535127803, 113214.12073821318 485469.8307404591, 113189.24406576512 485442.99168036354, 113167.678184105 485423.3794749629, 113138.66357762067 485401.1377831874, 113121.14049246424 485390.7157603691, 113213.1502003934 485330.19553700986, 113204.03397287315 485315.6852461917, 113242.36882385843 485289.5463431427, 113250.47543843859 485304.7217307326, 113563.62574972483 485096.2352248143, 113512.11955157248 485014.78447396745, 113493.42408769432 484995.45829351235, 113428.42670107883 484915.8910080152, 113327.11376174324 484755.29288609396, 113409.2380831984 484699.7447011777, 113632.75184738054 485050.2576865789, 113982.72949606716 484817.2331276895, 114172.74354752261 485103.5122915904, 114423.96001390858 484929.8643579013, 114447.66476490039 484903.29882189404, 114468.8082440878 484872.63746304915, 114272.63863100031 484574.26952684403, 114044.02985985596 484230.88048463326, 113722.02938876607 484450.2135961102, 113679.72861938653 484387.0325321571, 114313.51742325496 483954.71971153986, 114339.54022084113 483936.0347584666, 114377.38230801605 483897.66937135597, 114524.24772271607 484146.26276276715, 114504.35424995067 484154.4372016072, 114458.718187099 484075.0316381993, 114403.19642286023 483987.02874511544, 114124.53561498738 484175.36897861544, 114398.53046860016 484580.02035505825, 114557.12813158242 484823.5112437265, 114578.63678621707 484763.24977299606, 114512.66588529164 484636.2756957745, 114692.12601985893 484508.1834256531, 114717.70786599304 484494.94508928276, 114726.4462690519 484514.46831280185, 114765.05091584119 484576.58675038826, 114796.02146950903 484614.26616945583, 114836.34616263583 484655.9977807987, 114854.54111712813 484672.0951293857, 114887.72316475543 484696.9723187876, 114914.71991127785 484714.55617005954, 114951.73895782654 484735.39695410646, 114983.55531029787 484749.9378301036, 115027.91813421411 484767.2814634492, 115236.80667711346 484833.4580922491, 114947.7057817622 485732.5129928599, 114873.94670633171 485860.8491103699, 114685.6678061907 486447.5490274513, 114033.93647843569 486241.9475851415, 113980.34716647316 486219.80486358143, 113929.2322637501 486192.1899198043, 113897.03848382598 486170.87156061863, 113851.58157783598 486134.8650826064, 113810.02306973601 486094.26443382615, 113773.13731085656 486049.6193980494, 113553.53153364923 485719.9747726912, 113540.57751847368 485701.74630137766, 113518.77622200269 485677.32770900236, 113499.76406259842 485661.36451263714, 113490.52638487081 485656.5463062045, 113469.98239448508 485651.2557341225, 113450.18777416702 485654.87163937226, 113396.22862310268 485671.5714103773, 113380.29202183399 485671.3719198883, 113364.65637786523 485667.2755042948, 113355.88402213258 485661.9084029874, 113344.33705056964 485649.8662918478, 113305.77760572784 485592.66535127803))",22.37905640239194,21.43199823835784,19.59894740224288,19.815105710225303,16.936482532325012,18.96953971528703,15.08505873808546,23.90479174664917,32.1771872181495,30.32503097639128,20.90727191258879,11.979217839201487,253.50968843189568,21.12580736932464
24,24,1068,1772799,"POLYGON ((114685.6678061907 486447.5490274513, 114873.94670633171 485860.8491103699, 114947.7057817622 485732.5129928599, 115236.80667711346 484833.4580922491, 115748.81910948387 484997.50042458327, 115790.38641947808 485007.5070819362, 115825.79334816168 485013.12332352664, 115875.21252958574 485016.625937049, 115959.62595793154 485014.9564235351, 116384.98358496529 485021.30339355016, 116227.30751219015 485515.337801144, 116265.28952831865 485529.2821084921, 116262.72689001013 485748.8359103489, 116171.21263388316 485823.9937707008, 116153.92976274763 485808.4407925981, 116135.91536426911 485796.8993182439, 116124.70331844574 485791.8692150766, 116052.84815963276 485767.1774612392, 116049.85557874438 485776.4364012069, 115887.64676509293 485724.42088586336, 115829.73526171826 485913.5924234438, 115710.33228201227 486300.86790104944, 115702.45069534713 486311.9462934756, 115690.53629230926 486321.2765036938, 115666.6198531939 486328.92205399426, 115652.31264813803 486337.1476050499, 115640.76034445106 486349.1566405055, 115632.84253540302 486363.3509758932, 115610.41900911278 486430.8588984993, 115604.52625310878 486461.4938537348, 115604.02271157548 486491.42931466247, 115611.20817350497 486537.43746526167, 115609.86453244452 486557.6992026799, 115605.30613827883 486575.4274029621, 115595.86255158723 486595.53126026614, 115548.7632781433 486651.09707313555, 115524.91880923117 486701.5814624855, 115519.72386394229 486716.31056895974, 115224.23993743706 486621.6559543139, 115186.62705987439 486721.222662218, 115106.65196389999 486695.36401809595, 115142.35565907534 486595.7230911475, 114685.6678061907 486447.5490274513))",25.564314631473213,23.59278534474948,24.94639391477037,21.098891806109016,17.93713231218709,18.1120292882939,19.921204967912537,21.093766878805106,22.73427095142662,19.6407112435502,23.865263254526937,17.941843465657783,256.44860805946223,21.370717338288518
25,25,1065,1582258,"POLYGON ((115829.73526171826 485913.5924234438, 115887.64676509293 485724.42088586336, 116049.85557874438 485776.4364012069, 116052.84815963276 485767.1774612392, 116124.70331844574 485791.8692150766, 116135.91536426911 485796.8993182439, 116153.92976274763 485808.4407925981, 116171.21263388316 485823.9937707008, 116262.72689001013 485748.8359103489, 116265.28952831865 485529.2821084921, 116227.30751219015 485515.337801144, 116384.98358496529 485021.30339355016, 116435.51706376116 485020.11848008505, 117323.07296106848 485030.84725821635, 117317.38334990879 485321.8581880743, 117320.3016916288 485436.4426668834, 117324.97138229679 485522.5290137509, 117327.6794770344 485697.9791439763, 117325.37284251503 485771.55652172386, 117317.90087564779 485890.4374759748, 117314.11117666066 486007.96626152925, 117311.32089522699 486383.9539013071, 116174.44236910569 486374.08276768785, 115829.73526171826 485913.5924234438))",28.78893436887965,30.02212153291888,22.688827839257176,21.16124543168744,23.04924988412672,18.076987641691925,22.127513810634525,19.09213341875945,17.404402084121752,19.97504787658069,17.795121049574842,21.83778830941356,262.0193732476466,21.834947770637218
26,26,1064,3083537,"POLYGON ((115847.2476675744 488232.2069832975, 115706.14516829967 488229.97950072057, 115657.38380903144 488211.8861925127, 115659.55758135954 488117.30079682486, 115656.25317379949 488087.17307713366, 115527.77764259322 487330.6759548705, 115518.5557565593 487268.44993590383, 115494.05843978815 487220.7889719684, 115417.71673064613 487152.52485915413, 115389.77632557256 487116.47517543146, 115519.72386394229 486716.31056895974, 115524.91880923117 486701.5814624855, 115548.7632781433 486651.09707313555, 115595.86255158723 486595.53126026614, 115605.30613827883 486575.4274029621, 115609.86453244452 486557.6992026799, 115611.20817350497 486537.43746526167, 115604.02271157548 486491.42931466247, 115604.52625310878 486461.4938537348, 115610.41900911278 486430.8588984993, 115632.84253540302 486363.3509758932, 115640.76034445106 486349.1566405055, 115652.31264813803 486337.1476050499, 115666.6198531939 486328.92205399426, 115690.53629230926 486321.2765036938, 115702.45069534713 486311.9462934756, 115710.33228201227 486300.86790104944, 115829.73526171826 485913.5924234438, 116174.44236910569 486374.08276768785, 117311.32089522699 486383.9539013071, 117311.3353449509 486643.66657981183, 117314.40983095716 486726.08227466844, 117320.89407585116 486808.17152588244, 117353.39794574672 487086.97502910695, 117373.0330357106 487205.78302221117, 117390.64068201627 487282.0795237578, 117414.19926221487 487371.69418291154, 117412.23544917448 487372.2654852086, 117424.50597286172 487418.57124715095, 117425.52574820808 487418.3409444476, 117429.13626864081 487428.32767301786, 117513.78998773245 487750.5868342588, 116653.51503489767 487977.5103563607, 116644.00499245591 487981.36743137665, 116633.02801380743 487988.3514735867, 116514.25581885852 488091.08794966515, 116423.54005886223 488115.16294677334, 116387.75179827018 487979.5717663677, 115928.12426420861 488101.25805526174, 115849.33166748993 488118.1279863422, 115847.2476675744 488232.2069832975))",25.03470883023294,24.866217812684827,27.529103290101908,25.943609784492004,21.70981650589178,16.916810897727917,19.805066800911813,27.13458600094421,29.262131233890894,28.010790142493374,24.066392353836203,26.413093028759143,296.692326681967,24.724360556830586
27,27,1061,1117934,"POLYGON ((117513.78998773245 487750.5868342588, 117429.13626864081 487428.32767301786, 117425.52574820808 487418.3409444476, 117424.50597286172 487418.57124715095, 117412.23544917448 487372.2654852086, 117414.19926221487 487371.69418291154, 117390.64068201627 487282.0795237578, 117373.0330357106 487205.78302221117, 117353.39794574672 487086.97502910695, 117320.89407585116 486808.17152588244, 117314.40983095716 486726.08227466844, 117311.3353449509 486643.66657981183, 117311.32089522699 486383.9539013071, 117885.92848682767 486389.403043086, 117879.51206174427 486994.4199293176, 117907.77335210763 486994.87507016223, 117908.32120697513 487041.49261881557, 117919.17121507044 487144.0010207088, 117925.33183244042 487247.8687872495, 117929.10442536004 487249.63187797513, 117929.1941309214 487253.4143479672, 117940.97380134548 487253.1033417241, 117941.90197486033 487286.922128809, 117880.57945682743 487290.275970044, 117888.21192874771 487373.33648306044, 117900.21518696484 487456.252888779, 117916.81568089208 487536.5644704291, 117942.6943198936 487637.3021837751, 118043.5948650606 488023.5391890332, 118055.98955990557 488087.4260878846, 118063.47112628851 488142.6708105682, 118068.8808402284 488219.51726172643, 118069.32342907356 488250.44676066714, 118057.59480653488 488720.09042335965, 118013.59664810105 488718.86232297047, 117970.11027042517 488720.5126463904, 117695.19485045454 488713.3596172984, 117701.91347029622 488665.4630261841, 117705.72607666967 488665.44533001154, 117707.501049098 488648.0627787792, 117705.73010214578 488647.96489670256, 117707.53412298331 488604.70089545124, 117706.81971691907 488558.8299807341, 117707.90903254192 488558.82174657966, 117702.68574978877 488507.34356948367, 117703.70623685009 488507.23571252916, 117693.94563584327 488443.7080120741, 117684.37451330118 488399.86242846336, 117671.51639395554 488355.36299101287, 117672.79983405171 488354.90820395754, 117669.58970455248 488343.69430057704, 117671.15994719195 488343.3486123388, 117669.05156876068 488335.5645925692, 117667.82864301754 488335.918780357, 117658.51569199201 488301.0507231402, 117659.73105934881 488300.59644805826, 117659.2316509782 488298.48611269036, 117642.03014783183 488238.8647635777, 117643.19181798256 488238.5110334619, 117625.70432431562 488176.24370250164, 117626.85239065548 488175.8900717598, 117620.61727772391 488152.7933123418, 117619.10410721683 488151.6920841498, 117596.0880614369 488059.9359096872, 117594.72729126798 488060.07974831434, 117591.93576196903 488052.03389610694, 117580.08815631957 488008.11677427526, 117582.6185077452 488008.6539312882, 117579.02267238041 487993.3260556085, 117577.94248790952 487993.6569283207, 117567.30427447111 487954.80454105657, 117513.78998773245 487750.5868342588))",36.584433934081424,31.77189269355752,28.57754243966076,28.99948552694444,29.97744428627419,31.506240911139685,41.85564758758523,38.50335304049923,43.673399687752585,34.44995231054848,50.86475250085195,36.96618317099636,433.7303280898918,36.14419400749099
28,28,1063,1345816,"POLYGON ((115839.83742754124 488687.45882031857, 115847.2476675744 488232.2069832975, 115849.33166748993 488118.1279863422, 115928.12426420861 488101.25805526174, 116387.75179827018 487979.5717663677, 116423.54005886223 488115.16294677334, 116514.25581885852 488091.08794966515, 116633.02801380743 487988.3514735867, 116644.00499245591 487981.36743137665, 116653.51503489767 487977.5103563607, 117513.78998773245 487750.5868342588, 117567.30427447111 487954.80454105657, 117577.94248790952 487993.6569283207, 117579.02267238041 487993.3260556085, 117582.6185077452 488008.6539312882, 117580.08815631957 488008.11677427526, 117591.93576196903 488052.03389610694, 117594.72729126798 488060.07974831434, 117596.0880614369 488059.9359096872, 117619.10410721683 488151.6920841498, 117620.61727772391 488152.7933123418, 117626.85239065548 488175.8900717598, 117625.70432431562 488176.24370250164, 117643.19181798256 488238.5110334619, 117642.03014783183 488238.8647635777, 117659.2316509782 488298.48611269036, 117659.73105934881 488300.59644805826, 117658.51569199201 488301.0507231402, 117667.82864301754 488335.918780357, 117669.05156876068 488335.5645925692, 117671.15994719195 488343.3486123388, 117669.58970455248 488343.69430057704, 117672.79983405171 488354.90820395754, 117671.51639395554 488355.36299101287, 117684.37451330118 488399.86242846336, 117693.94563584327 488443.7080120741, 117703.70623685009 488507.23571252916, 117702.68574978877 488507.34356948367, 117707.90903254192 488558.82174657966, 117706.81971691907 488558.8299807341, 117707.53412298331 488604.70089545124, 117705.73010214578 488647.96489670256, 117707.501049098 488648.0627787792, 117705.72607666967 488665.44533001154, 117701.91347029622 488665.4630261841, 117695.19485045454 488713.3596172984, 117474.35358280764 488707.46820247744, 117169.0215194954 488701.90005243215, 115839.83742754124 488687.45882031857))",26.719915187539435,27.481607237004628,25.29936965433139,24.200064245220435,27.729663246049967,17.74066551864749,37.506306970512014,42.79283924171781,39.26649447406509,35.533685434681544,27.61618721696594,27.41873855092919,359.30553697766493,29.942128081472077
29,29,1067,9128357,"POLYGON ((112227.7112086043 488657.8023227451, 112229.59965916086 488607.8254670099, 112234.8173599423 488124.98863294214, 112106.31469192196 487975.7777052293, 112050.13610633806 487952.34325131384, 112087.02842112567 487872.2413424861, 112123.1659912685 487776.457164682, 112157.29216927588 487651.20409626234, 112179.02202451206 487534.17047461023, 112187.61479667698 487449.9866692795, 112191.99555279399 487333.993868668, 112189.89626043022 487264.7129377658, 112182.60251159902 487209.0186736396, 112147.36700445879 487003.0294266637, 111927.00141639847 485797.10991534364, 111922.0433518466 485744.1886296762, 111928.4591840579 485667.4675956906, 111939.19439176227 485624.3124537155, 111953.14591096615 485591.3661377737, 111978.05129969801 485548.0875643857, 112006.48190073617 485512.133372246, 112043.4526196786 485477.306757399, 112089.26083779818 485441.7471206384, 112340.3485633321 485279.2314417278, 112759.36358801335 485852.45170488895, 113167.72876655599 485550.7717077261, 113238.63618174248 485644.0830563277, 113305.77760572784 485592.66535127803, 113344.33705056964 485649.8662918478, 113355.88402213258 485661.9084029874, 113364.65637786523 485667.2755042948, 113380.29202183399 485671.3719198883, 113396.22862310268 485671.5714103773, 113450.18777416702 485654.87163937226, 113469.98239448508 485651.2557341225, 113490.52638487081 485656.5463062045, 113499.76406259842 485661.36451263714, 113518.77622200269 485677.32770900236, 113540.57751847368 485701.74630137766, 113553.53153364923 485719.9747726912, 113773.13731085656 486049.6193980494, 113810.02306973601 486094.26443382615, 113851.58157783598 486134.8650826064, 113897.03848382598 486170.87156061863, 113929.2322637501 486192.1899198043, 113980.34716647316 486219.80486358143, 114033.93647843569 486241.9475851415, 114685.6678061907 486447.5490274513, 115142.35565907534 486595.7230911475, 115106.65196389999 486695.36401809595, 115186.62705987439 486721.222662218, 115224.23993743706 486621.6559543139, 115519.72386394229 486716.31056895974, 115389.77632557256 487116.47517543146, 115417.71673064613 487152.52485915413, 115494.05843978815 487220.7889719684, 115518.5557565593 487268.44993590383, 115527.77764259322 487330.6759548705, 115656.25317379949 488087.17307713366, 115659.55758135954 488117.30079682486, 115657.38380903144 488211.8861925127, 115706.14516829967 488229.97950072057, 115847.2476675744 488232.2069832975, 115839.83742754124 488687.45882031857, 115154.49090917886 488679.3717507089, 114160.91501984507 488670.13868936023, 112227.7112086043 488657.8023227451))",27.33007853758324,33.11149830080965,22.21889620885741,23.583604747560283,26.253490782390298,24.6674739272544,30.74644283565542,45.24091847263417,19.279488111923044,21.23689287752608,22.045146364489973,27.295388441544,323.009319608228,26.917443300685665
30,30,1011,1059181,"POLYGON ((121495.1672559657 486722.2037887649, 121550.21326928963 486723.0655334056, 121630.13320903775 486727.9544775648, 121735.23547614124 486708.896964427, 121768.54761709567 486698.65846171527, 121868.05249189827 486637.014704406, 121899.15992907892 486542.6732986789, 122200.34568136948 486633.4603188653, 122227.95186703543 486645.8502374346, 122262.94642723327 486674.43642089743, 122301.207727966 486714.00560717104, 122502.41948475163 486932.2306458929, 122577.12308560645 487004.2749245786, 122733.89204853708 487170.1494839901, 122741.24246104347 487210.0466263063, 122746.53228679125 487258.74741521967, 122748.00384224836 487296.34636761446, 122746.75048231317 487343.1983711878, 122741.93343465694 487389.739867158, 122734.1245443343 487433.8419094263, 122725.10207973926 487470.41906158486, 122711.95985518218 487512.2194017105, 122689.52176513105 487570.57055570657, 122597.91800052155 487557.47405480547, 122562.50388511409 487796.3767160268, 122557.2276191228 487862.838459851, 122584.83922602725 487857.53867219883, 122548.04038039071 488111.138087409, 122418.01120548323 488105.65268745745, 122345.72200377192 488109.24606171873, 122263.23925117806 488127.1504472936, 122117.13293077622 487893.67980603507, 122066.10539229939 487809.3450016085, 122045.85731627609 487744.6108214754, 121978.737904929 487695.22247333627, 121908.7602052755 487476.70431696344, 121857.44154944575 487307.5872952942, 121811.21620287912 487260.3753101332, 121772.52070772315 487188.6563201512, 121735.2484297601 487124.1493418278, 121570.74627197199 486847.424290464, 121561.46407726055 486824.45466853376, 121530.72059423508 486771.3656188865, 121510.81572453436 486738.77668157313, 121495.1672559657 486722.2037887649))",30.731417080894214,44.73648169933398,33.509430285058336,30.35034498384511,30.552294834138284,34.24174065188379,56.893636443811296,62.78128033531252,42.61089967864322,26.115101522109853,20.88059775899612,44.98433095103332,458.3875562250601,38.19896301875501
31,31,1078,1152976,"POLYGON ((120747.80709666904 483472.5244814748, 120809.01656819948 483454.64259876043, 120846.14231375116 483441.02256396756, 120883.85261855133 483424.18314162607, 120948.22393127216 483389.24610406836, 120969.3943164199 483375.5255949563, 120997.20024819372 483355.41725608736, 121054.81990233064 483308.73374644294, 121131.92193756028 483421.3636239269, 121205.5129385049 483357.99355608143, 121224.88979252061 483380.89341405703, 121234.38847318281 483395.50466418464, 121242.14717141158 483413.8219014936, 121245.92356245534 483437.8409989808, 121272.13174309803 483772.57718308514, 121291.92039308356 483856.1041754715, 121565.35244128757 484008.12887090497, 122004.41771330498 484272.55221679126, 122047.49946240566 484324.7828629256, 122088.38666819333 484357.667960845, 122668.3110710642 484485.67850218806, 122636.51266969557 484572.4639408368, 122558.32742513018 484785.94281484047, 122089.53779208616 484682.7839942081, 121545.79852990489 484563.16382586415, 121480.14887187807 484568.71613373805, 121208.92292000158 484594.5982011024, 120868.56344760931 484624.19924996217, 120795.79550412369 483819.01312119054, 120780.40790874942 483820.12110031897, 120747.80709666904 483472.5244814748))",41.70222841943564,36.4576038097943,31.660752155387637,32.58236471165931,26.041602645043064,33.57618884696995,31.611215106060715,47.21707126582538,39.20114355901913,21.30904782016807,20.397840307704712,25.039869641516503,386.79692828858447,32.23307735738204
32,32,1096,3158033,"POLYGON ((121706.68064236915 482873.8047323524, 121697.41276072408 482855.9531580017, 121690.89402894358 482838.427996288, 121687.67818517788 482816.40763088, 121687.18810584332 482794.2687502113, 121688.33257198904 482781.0202310527, 121713.58868680749 482686.05034041964, 121722.62800026829 482641.5827076599, 121726.7269290305 482611.5240837637, 121726.60854761489 482584.8318769649, 121723.11705928156 482562.36828561086, 121715.18063996156 482537.83168508374, 121705.27034137605 482513.75346547464, 121669.58899932323 482448.7914254245, 121641.06152428853 482404.5771827028, 121605.6186094358 482343.864400006, 121593.10344220011 482316.78866815864, 121583.31863080393 482292.26477658295, 121573.4227024214 482260.3980226414, 121552.20346304777 482177.2024830714, 121544.33916006229 482152.454265298, 121502.32923783342 482030.55637231993, 121465.48585566721 481934.89395538607, 121461.62530143754 481919.5652874863, 121459.69098298077 481905.78129016917, 121462.03601566679 481878.6161984518, 121469.41034396243 481841.0691453058, 121475.61921252098 481821.6554231543, 121494.97946648544 481771.02000579686, 121505.28218264869 481752.0347699617, 121517.10520867427 481736.04346874455, 121531.58783617348 481721.13573096227, 121539.42863174967 481710.07833019394, 121589.42327490411 481662.4405017938, 121666.61548902739 481633.89114835154, 121739.2293387832 481622.9428781581, 121846.68954516738 481624.00119371526, 121892.87896587959 481619.46344915056, 121926.36433551952 481610.54932220164, 121956.19401170476 481596.3413002379, 121986.00559428782 481576.3365724663, 122062.04782918675 481519.97325255454, 122103.45893916138 481491.89187018183, 122158.97073771333 481463.8061486043, 122316.75255786975 481391.54957030213, 122398.75794638591 481315.124053642, 122404.06023078861 481251.6669991019, 122514.2628696215 481253.834484051, 122625.10568416104 481249.65802691, 122691.10561373938 481364.84351499396, 122705.14653548447 481394.33759869845, 122756.56870408964 481489.1350074351, 122648.91203735388 481562.60693794966, 122639.69299033705 481570.8008908042, 122638.79271675709 481580.1309454924, 122634.8638684646 481584.0510088604, 122515.5572147712 481658.2809160011, 122556.64487657274 481759.37517427106, 122558.60784363507 481767.5960391779, 122550.1752288398 481780.22455360164, 122519.91721739428 481813.36943058885, 122489.76111574654 481842.2523051094, 122532.08430218935 481891.8327990054, 122542.37861123437 481901.11160476826, 122555.30341899066 481908.14782471437, 122575.65889735775 481913.0212527202, 122612.10023798756 481918.3567872239, 122732.29340996208 481950.3832172045, 122671.87306826348 482613.81791028625, 122732.06939476832 482624.9962314807, 122756.78976564907 482631.7334238734, 122783.70871867437 482641.1268135023, 122943.10040520986 482706.96167772816, 123126.89089751118 482795.0088787221, 123180.05820476756 482816.02947414626, 123269.50797819368 482860.294844347, 123329.3789499668 482895.84996642044, 123321.91413878527 482910.58505779563, 123346.21591795215 482937.456062494, 123366.16250597638 482965.4899899669, 123380.48762648644 482990.6559002288, 123395.77634612503 483025.8297162102, 123404.00444073776 483053.70510489034, 123410.7706064443 483087.4758779248, 123412.57022960004 483103.49794544524, 123413.86401431651 483157.6767006109, 123484.3649420887 483150.7730132705, 123550.67973066482 483149.01525837445, 123630.70848913968 483193.4583616616, 123618.98225289764 483214.462143342, 123736.89890292358 483279.4622527744, 124126.47904084608 483159.1697192482, 124222.19704190284 483160.58647118695, 124282.06790144353 483057.503472398, 124363.60331770565 483102.85029596987, 124377.76644273078 483112.66524390725, 124393.95905147167 483128.8209953828, 124406.26175436482 483134.3081432729, 124417.99775761599 483136.33843138075, 124439.86920547782 483146.1058510926, 124453.89292679673 483154.3641427809, 124488.25884771536 483167.61508434784, 124517.65074874787 483170.10406862793, 124636.66937837693 483160.0248149486, 124638.3513246979 483257.37291728164, 124697.66212005113 483269.5819469266, 123782.35294398983 483547.99587210966, 123766.990231674 483554.3350515172, 123747.76625885753 483565.460932204, 123250.02173942709 483943.38249547523, 123212.70266156891 483968.65762039955, 123203.66223837403 483972.27635425195, 123194.06233783768 483973.6733630346, 123194.0620761427 484005.3845185927, 123192.66047839048 484009.96662580216, 123167.59523163819 484033.14927521645, 123156.10749202283 484048.2443936321, 123147.82654114971 484062.8737914679, 123133.9211691798 484073.96780645906, 123124.48477041218 484067.9312464364, 123114.46070841354 484067.9848155137, 123110.17374817388 484070.01530027844, 123086.71952651764 484087.19066338264, 123018.3857398259 484142.48738294176, 122976.62702072196 484271.9392574678, 122900.5101612882 484240.49961523805, 122827.16783837996 484321.3118041163, 122700.02989073202 484292.76699314406, 122706.10124480107 484241.6555783696, 122716.48196975041 484191.962484821, 122744.08667718581 484099.9865997741, 122811.80365467923 483961.9072298135, 122817.17803167914 483938.5060857048, 122819.96523722471 483907.11055933754, 122818.40936100636 483875.40952676634, 122811.33724620669 483846.40372470085, 122777.31558754522 483773.0890044306, 122754.57068837948 483732.96980307135, 122724.08770493371 483699.7775719902, 122696.11287267756 483672.9224851181, 122657.11734263191 483639.80858927243, 122615.38605537164 483615.7033249641, 122526.56759414078 483582.3498473907, 122482.6250801872 483564.1685245271, 122427.37243987726 483526.92417964066, 122338.28772828596 483473.32518158574, 122323.62800423024 483462.06173390313, 122300.37571756786 483439.76184822526, 122293.48892118415 483429.0033839674, 122285.23671624047 483406.5820346049, 122264.50677463581 483272.30850607855, 122261.5310501645 483244.956482964, 122254.22239554927 483211.73601531517, 122245.47008785182 483187.98284432717, 122235.73325529511 483167.89690954715, 122202.42968454186 483110.2700420394, 122171.003819079 483059.4070952653, 122117.98619287778 482988.4373606651, 122102.1977673505 482971.74110819685, 122082.41391688313 482957.9644696734, 122060.73455779495 482948.2061655283, 122034.11373876073 482942.597809355, 121960.99902261802 482935.96505971916, 121941.71805638834 482936.3054304402, 121871.01451317786 482944.69008488423, 121832.8991138691 482942.83171385876, 121805.6637232176 482938.11884991935, 121767.21664874477 482925.4702882204, 121743.81603867037 482913.2770661603, 121722.08417002144 482894.8417478113, 121706.68064236915 482873.8047323524))",44.07381965088304,36.64396148004299,31.590391014664515,30.841437575300947,27.76067038138427,38.13647327218106,36.33866420083407,36.77551644715553,40.98225865668113,39.44377038170199,28.47890109934573,33.85870558610095,424.9245697462762,35.41038081218968
