OPID,WoPC,res_no2,mob_no2
58996181964,1058,33.74793584,17.25596889
58996185777,1058,33.74793584,37.47928806
59092588802,1058,33.74793584,27.55779386
59092593948,1058,33.74793584,37.31165727
59182193031,1058,33.74793584,13.48949128
59213189807,1058,33.74793584,45.6412889
59216683724,1058,33.74793584,31.22920515
59275217180,1058,33.74793584,20.72681231
56175204811,1013,34.8266861,34.37650154
59030600272,1013,34.8266861,26.81093449
59089179949,1013,34.8266861,26.61345963
59182189280,1013,34.8266861,31.76716119
59182190396,1013,34.8266861,35.13958995
59185616361,1013,34.8266861,37.27491507
59185633876,1013,34.8266861,25.69754574
59213186955,1013,34.8266861,28.46549527
59213195139,1013,34.8266861,42.92602869
59244208097,1013,34.8266861,31.25203775
59244220528,1013,34.8266861,35.85969452
59244221892,1013,34.8266861,27.99783146
59247799013,1013,34.8266861,20.11556317
56175205059,1054,29.72725436,31.82950049
58934195139,1054,29.72725436,26.35124062
58968591871,1054,29.72725436,30.85374645
58996180879,1054,29.72725436,26.01752559
59027183886,1054,29.72725436,40.10171052
59058191078,1054,29.72725436,25.13636394
59089184754,1054,29.72725436,23.63966014
59151189466,1054,29.72725436,27.69081075
59182184816,1054,29.72725436,28.33089887
59182191233,1054,29.72725436,30.02503674
59247826231,1054,29.72725436,33.9909125
56175205834,1087,17.76626915,26.21269597
58934191171,1087,17.76626915,26.30549355
58965182119,1087,17.76626915,24.41203574
58996189776,1087,17.76626915,29.61284631
59027182708,1087,17.76626915,18.02815303
59027191667,1087,17.76626915,26.81029557
59058187885,1087,17.76626915,32.27106498
59089179236,1087,17.76626915,26.96027966
59089188071,1087,17.76626915,15.39799355
59120187141,1087,17.76626915,8.62016556
59151197495,1087,17.76626915,24.9303959
59154693179,1087,17.76626915,31.6968467
59182187110,1087,17.76626915,30.22815421
59244223132,1087,17.76626915,29.75138445
56175206516,1032,23.11213869,27.77451413
59089178461,1032,23.11213869,24.80114198
56178384388,1057,34.13228648,31.88404036
58968573798,1057,34.13228648,39.87029993
58996182398,1057,34.13228648,31.95425783
58996183018,1057,34.13228648,33.14034206
58999637627,1057,34.13228648,39.52810424
59089182832,1057,34.13228648,37.50821455
59089188133,1057,34.13228648,36.48075726
59092601481,1057,34.13228648,31.56423954
59151185219,1057,34.13228648,40.23933406
59154695287,1057,34.13228648,36.77662023
59182189714,1057,34.13228648,34.3897267
59182206361,1057,34.13228648,39.62548528
59216664752,1057,34.13228648,40.76926275
59216667697,1057,34.13228648,27.65403088
59216683197,1057,34.13228648,26.05253215
56178386155,1074,30.05806788,29.50445538
59027183142,1074,30.05806788,23.93373072
59058190210,1074,30.05806788,33.03625158
59182310924,1074,30.05806788,32.20236487
59216670425,1074,30.05806788,34.17971747
59275224527,1074,30.05806788,40.79924367
59278789682,1074,30.05806788,38.98025644
56178388294,1018,31.36515119,28.64764679
58937633597,1018,31.36515119,14.55753419
59027183111,1018,31.36515119,29.39710898
59030593669,1018,31.36515119,32.32864028
59030605728,1018,31.36515119,37.79309395
59058191264,1018,31.36515119,35.61154375
59058194612,1018,31.36515119,37.81936051
59120184351,1018,31.36515119,34.46127808
59120187265,1018,31.36515119,37.94863277
59182188381,1018,31.36515119,34.09250425
59185631117,1018,31.36515119,38.68458205
59185632140,1018,31.36515119,22.5426531
59213190675,1018,31.36515119,31.33692325
59213195387,1018,31.36515119,34.75157979
59244223039,1018,31.36515119,33.50600651
59278783730,1018,31.36515119,37.79098692
59278791976,1018,31.36515119,31.71550991
56178392324,1012,35.61413514,30.31408215
59089190458,1012,35.61413514,28.75994815
59185616423,1012,35.61413514,38.36716161
59247797184,1012,35.61413514,32.24130005
59247829269,1012,35.61413514,28.41884826
58934182956,1079,33.90023542,27.87635128
58934194922,1079,33.90023542,34.39723008
58996187172,1079,33.90023542,15.99711793
59058194550,1079,33.90023542,30.45687933
59058194736,1079,33.90023542,31.0761027
59092611215,1079,33.90023542,26.10417863
59120189311,1079,33.90023542,31.48337249
59154701611,1079,33.90023542,31.9577998
59182187823,1079,33.90023542,31.05197382
59244219629,1079,33.90023542,24.35628845
59244223287,1079,33.90023542,35.63093859
59247811785,1079,33.90023542,25.22592803
59247822170,1079,33.90023542,22.20442804
58934183266,1071,26.10105385,18.77341067
59058189094,1071,26.10105385,39.09221151
59058193620,1071,26.10105385,17.99186766
59061612672,1071,26.10105385,31.26346454
59123653189,1071,26.10105385,34.46911558
59151191884,1071,26.10105385,24.20157666
59185635023,1071,26.10105385,39.66101165
59244209182,1071,26.10105385,26.28825173
59244217738,1071,26.10105385,33.83342423
59244224062,1071,26.10105385,16.94407543
58934183359,1094,23.30042864,26.30907009
58934192845,1094,23.30042864,22.23515695
58968593266,1094,23.30042864,26.94331589
59151194767,1094,23.30042864,20.04753437
59182191109,1094,23.30042864,27.92320645
59182195046,1094,23.30042864,31.27645319
59213189900,1094,23.30042864,23.65755034
59247828122,1094,23.30042864,20.61288492
58934183607,1077,30.93887917,25.40305931
58996189993,1077,30.93887917,23.38831789
59027179391,1077,30.93887917,21.37396914
59058190551,1077,30.93887917,26.44625966
59182187668,1077,30.93887917,19.4926795
58934184227,1056,36.14041156,23.9846352
58934188970,1056,36.14041156,38.91639515
58965175082,1056,36.14041156,32.59135415
59027179980,1056,36.14041156,31.21662233
59089189404,1056,36.14041156,34.95275707
59151189993,1056,36.14041156,30.60982852
59151196875,1056,36.14041156,28.69205293
59154687475,1056,36.14041156,44.34159964
59213190985,1056,36.14041156,36.28231772
59213192504,1056,36.14041156,41.4943252
59244208035,1056,36.14041156,43.23304801
59244215754,1056,36.14041156,30.08332774
59244222016,1056,36.14041156,27.0616166
58934184878,1083,25.94351931,22.85114793
58999635271,1083,25.94351931,29.72512967
59123660598,1083,25.94351931,30.88697374
59123666798,1083,25.94351931,24.37076816
59151188226,1083,25.94351931,28.78160723
59151189094,1083,25.94351931,32.20387709
59185629784,1083,25.94351931,23.7707662
59216678919,1083,25.94351931,39.0700153
58934185963,1095,34.31355956,35.65129817
58937630311,1095,34.31355956,33.28261402
58996186242,1095,34.31355956,34.33001668
59120193806,1095,34.31355956,16.30496574
59123654398,1095,34.31355956,25.73623362
59216661249,1095,34.31355956,23.59410661
59247818760,1095,34.31355956,31.95304938
58934186118,1075,27.21630391,16.7221126
58996183173,1075,27.21630391,20.7672943
59027183638,1075,27.21630391,30.64824631
59061613199,1075,27.21630391,29.36427108
59089187327,1075,27.21630391,35.72281402
59120182305,1075,27.21630391,25.20126169
59151192628,1075,27.21630391,21.30316417
59182187513,1075,27.21630391,25.22780417
59182191946,1075,27.21630391,21.05570197
59244219412,1075,27.21630391,40.13049855
58934186738,1102,26.41888078,15.18854339
58965177097,1102,26.41888078,53.75297719
58934189280,1019,33.35599031,35.80017384
58937619089,1019,33.35599031,30.88728884
58937634217,1019,33.35599031,40.25547441
58999625816,1019,33.35599031,32.97503268
58999652290,1019,33.35599031,27.87886575
59030601543,1019,33.35599031,27.8175964
59089188102,1019,33.35599031,29.96322027
59092603806,1019,33.35599031,22.33349125
59123659575,1019,33.35599031,37.3743581
59151191605,1019,33.35599031,17.58496333
59151192411,1019,33.35599031,28.99636354
59182188722,1019,33.35599031,34.58102424
59213187203,1019,33.35599031,33.1115816
59275217707,1019,33.35599031,25.9714655
59275226325,1019,33.35599031,38.55712421
58934189869,1025,24.12998177,33.56214001
59058186397,1025,24.12998177,27.58712273
59092598226,1025,24.12998177,26.40800363
59120192752,1025,24.12998177,26.53628186
59213189156,1025,24.12998177,25.17509527
58934191698,1072,29.47638734,17.92413964
59027180724,1072,29.47638734,29.82205668
59058187017,1072,29.47638734,22.18622976
59123659451,1072,29.47638734,22.65602903
59151194302,1072,29.47638734,30.57799513
59151194612,1072,29.47638734,17.59733624
59182195542,1072,29.47638734,30.86509595
59185625692,1072,29.47638734,36.24896944
59213189218,1072,29.47638734,39.10006413
59213193775,1072,29.47638734,18.65138028
59247805616,1072,29.47638734,19.21562157
58934192163,1066,27.24088671,22.69096661
59089178368,1066,27.24088671,20.26195448
59120189125,1066,27.24088671,33.05877806
59120192163,1066,27.24088671,23.43223817
59151184692,1066,27.24088671,28.0074814
59154696589,1066,27.24088671,26.09490867
58934194984,1076,35.39856929,25.08957205
59027187885,1076,35.39856929,32.77911968
59061637596,1076,35.39856929,29.81942135
59151188722,1076,35.39856929,34.58479865
59182194364,1076,35.39856929,27.96174609
58937619740,1065,21.83494777,28.34544926
58999635922,1065,21.83494777,34.3206582
59151187637,1065,21.83494777,23.82641699
58937620360,1063,29.94212808,41.25936859
58968581331,1063,29.94212808,27.07627849
58999632791,1063,29.94212808,28.25388444
59027186459,1063,29.94212808,26.28412312
59151184165,1063,29.94212808,38.006962
59185624607,1063,29.94212808,32.69879481
59244215413,1063,29.94212808,28.61935033
58937623212,1055,36.2696021,39.38557375
58996189683,1055,36.2696021,39.95923479
58999643982,1055,36.2696021,24.13480909
59030600954,1055,36.2696021,30.65922693
59058187110,1055,36.2696021,42.82643297
59058187327,1055,36.2696021,30.67008246
59092590414,1055,36.2696021,31.63196938
59092601016,1055,36.2696021,38.06797196
59120184723,1055,36.2696021,33.07000144
59154696961,1055,36.2696021,38.47530789
59216682236,1055,36.2696021,34.36257587
59247826386,1055,36.2696021,35.78544529
58937626684,1051,29.94803067,30.35837231
58937636511,1051,29.94803067,21.89981141
58996180662,1051,29.94803067,28.48130965
58996181499,1051,29.94803067,35.1144918
59027188288,1051,29.94803067,26.92885258
59058190086,1051,29.94803067,33.46075274
59061621104,1051,29.94803067,45.76283267
59092593483,1051,29.94803067,30.45272681
59120192969,1051,29.94803067,35.79040189
59123644509,1051,29.94803067,31.56444625
59123665031,1051,29.94803067,37.23331806
59151196348,1051,29.94803067,30.35472402
59216660536,1051,29.94803067,28.67529916
58965172974,1034,23.16527192,27.46908539
59030597482,1034,23.16527192,23.51633948
58965177624,1064,24.72436056,6.065717574
59089184971,1064,24.72436056,32.40372717
59120186800,1064,24.72436056,19.52400615
59182195759,1064,24.72436056,21.77879124
58965179019,1023,21.47909954,24.96614375
58996190892,1023,21.47909954,28.04675761
58996192690,1023,21.47909954,23.86538475
59058191047,1023,21.47909954,21.66233682
59120186521,1023,21.47909954,24.80511263
58965179112,1096,35.41038081,31.04651945
59027188040,1096,35.41038081,33.05418828
59120185932,1096,35.41038081,35.08157467
59123662830,1096,35.41038081,12.47699792
59154678299,1096,35.41038081,38.94947563
59154678857,1096,35.41038081,37.33584772
59213191884,1096,35.41038081,30.72893779
59247822356,1096,35.41038081,32.24977043
58965183483,1017,27.426008,35.84242079
59027183204,1017,27.426008,21.85592377
59182189404,1017,27.426008,24.18315742
59247817613,1017,27.426008,25.17789578
58968543790,1069,21.12580737,30.13667125
58999646865,1069,21.12580737,30.36050632
59027186831,1069,21.12580737,31.63523104
59058190768,1069,21.12580737,21.24746935
59123659947,1069,21.12580737,26.81565599
59151187730,1069,21.12580737,25.85764231
59151193930,1069,21.12580737,20.25749411
59154695969,1069,21.12580737,26.56185601
59213188815,1069,21.12580737,36.15348171
59275219195,1069,21.12580737,21.35665256
58968574635,1024,22.61716225,22.17979053
58996179825,1024,22.61716225,26.01133387
58996183576,1024,22.61716225,20.29839453
59061618996,1024,22.61716225,26.95019158
58968579719,1067,26.9174433,21.27637096
59182190210,1067,26.9174433,31.1356803
58968583160,1078,32.23307736,36.42031655
58996183514,1078,32.23307736,32.5552315
58996183731,1078,32.23307736,28.52121078
58996187389,1078,32.23307736,31.87278941
59027183669,1078,32.23307736,32.23394465
59058186769,1078,32.23307736,38.20668398
59058188257,1078,32.23307736,17.72419391
59058189652,1078,32.23307736,35.55503917
59061611742,1078,32.23307736,38.9960527
59061615989,1078,32.23307736,25.79172526
59120184599,1078,32.23307736,27.27159379
59275220311,1078,32.23307736,34.84148973
58968584462,1091,32.4946677,20.92623409
58996184754,1091,32.4946677,29.95391218
58999652352,1091,32.4946677,39.58402823
59027182181,1091,32.4946677,17.37524863
59027183545,1091,32.4946677,36.75203623
59027184940,1091,32.4946677,37.50542595
59030599838,1091,32.4946677,27.91805101
59061615958,1091,32.4946677,17.41418423
59151185405,1091,32.4946677,36.051585
