;OP;OPID;Steekproef;Mode;HHPers;HHSam;HHPlOP;HHLft1;HHLft2;HHLft3;HHLft4;WoPC;WoGem;Sted;GemGr;Prov;Corop;BuurtAdam;MRA;MRDH;Geslacht;Leeftijd;KLeeft;Herkomst;BetWerk;OnbBez;MaatsPart;Opleiding;HHBestInkG;HHGestInkG;HHLaagInk;HHSocInk;HHWelvG;HHRijbewijsAu;HHRijbewijsMo;HHRijbewijsBr;OPRijbewijsAu;OPRijbewijsMo;OPRijbewijsBr;HHAuto;HHAutoL;OPAuto;BrandstofPa1;XBrandstofPa1;BrandstofEPa1;BouwjaarPa1;KBouwjaarPa1;KGewichtPa1;TenaamPa1;BrandstofPa2;XBrandstofPa2;BrandstofEPa2;BouwjaarPa2;KBouwjaarPa2;KGewichtPa2;TenaamPa2;BrandstofPaL;XBrandstofPaL;BrandstofEPaL;BouwjaarPaL;KBouwjaarPaL;KGewichtPaL;HHMotor;OPMotor;HHBrom;OPBrom;HHSnor;OPSnor;HHEFiets;HHBezitVm;OPBezitVm;FqNEFiets;FqEFiets;FqBTM;FqTrein;FqAutoB;FqAutoP;FqBrSnor;OVStKaart;Jaar;Maand;Week;Dag;Weekdag;Feestdag;Weggeweest;RedenNW;RedenNWZ;RedenNWW;RedenNWB;AantVpl;AantOVVpl;AantSVpl;EFiets;AutoEig;AutoHhL;AutoLWg;AutoLPl;AutoBed;AutoDOrg;AutoDPart;AutoDBek;AutoLeen;AutoHuur;AutoAnd;ByzDag;ByzAdr;ByzVvm;ByzTyd;ByzDuur;ByzRoute;ByzReden;ReisduurOP;AfstandOP;AfstandSOP;Verpl;VerplID;VerplNr;Toer;AantRit;Doel;MotiefV;KMotiefV;MeerWink;AardWerk;VertLoc;VertGeb;VertPC;VertPCBL;VertGem;VertProv;VertCorop;VertMRA;VertMRDH;AankGeb;AankPC;AankPCBL;AankGem;AankProv;AankCorop;AankMRA;AankMRDH;PCG;GemG;PCBLG;AfstV;KAfstV;Hvm;HvmRol;KHvm;VertUur;VertMin;KVertTijd;AankUur;AankMin;Reisduur;KReisduur;ActDuur;Kind6;VolgWerk;SAantAdr;SDezPlts;SPlaats1;SPlaats2;SPlaats3;SPlaats4;SPlaats5;AfstS;AfstSBL;SVvm1;SVvm2;SVvm3;SVvm4;SBegUur;SBegMin;SEindUur;SEindMin;CorrVerpl;GehBLVer;Rit;RitID;RitNr;AfstR;AfstRBL;KAfstR;Rvm;RvmRol;RAantIn;KRvm;RVertUur;RVertMin;RAankUur;RAankMin;RReisduur;RReisduurBL;RVertStat;RAankStat;RTSamen;RCorrSnelh;RVliegVer;FactorH;FactorP;FactorV
38986;0;58996168386;1;1;2;2;3;0;0;0;2;3521;344;1;8;7;17;0;18;18;1;52;12;1;3;0;2;4;10;10;8;9;10;2;1;2;1;0;1;1;0;1;1;0;0;2015;4;4;1;7;7;6;9995;9;7;3;7;7;6;9995;9;7;0;0;0;0;0;0;1;3;3;1;5;4;2;2;4;5;4;2019;4;17;24;4;0;1;0;0;0;0;3;2;0;5;4;4;4;4;4;4;4;4;4;4;4;1;1;2;1;2;2;4;159;1362;0;0;5899616838602;2;0;3;13;12;3;3;12;3;0;2521.0;1.0;518;9;26;18;1;0;3572.0;1.0;344;7;17;18;18;0.0;0;0.0;666;13;2;4;3;15;50;8;17;10;80;9;25;0;9;#NULL!;#NULL!;;;;;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;0;0;1;589961683860203;3;30;0;4;8;4;11;5;16;50;17;10;20;0;0.0;0.0;13;0;0;103;206;75341
38987;0;58996168386;1;1;2;2;3;0;0;0;2;3521;344;1;8;7;17;0;18;18;1;52;12;1;3;0;2;4;10;10;8;9;10;2;1;2;1;0;1;1;0;1;1;0;0;2015;4;4;1;7;7;6;9995;9;7;3;7;7;6;9995;9;7;0;0;0;0;0;0;1;3;3;1;5;4;2;2;4;5;4;2019;4;17;24;4;0;1;0;0;0;0;3;2;0;5;4;4;4;4;4;4;4;4;4;4;4;1;1;2;1;2;2;4;159;1362;0;1;5899616838603;3;0;1;1;12;3;3;12;4;0;3572.0;1.0;344;7;17;18;18;0;3521.0;1.0;344;7;17;18;18;0.0;0;0.0;40;5;8;4;5;17;35;10;17;50;15;4;#NULL!;0;9;#NULL!;#NULL!;;;;;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;0;0;1;589961683860301;1;40;0;5;8;4;11;5;17;35;17;50;15;0;0.0;0.0;13;0;0;103;206;75341
38988;1;58996168417;1;1;1;1;1;0;0;0;1;3561;344;1;8;7;17;0;18;18;2;72;16;1;0;2;7;4;4;5;8;9;4;1;0;1;1;0;1;1;0;1;1;0;0;2007;1;2;1;7;7;6;9995;9;7;3;7;7;6;9995;9;7;0;0;0;0;0;0;0;3;3;5;2;3;4;2;3;5;4;2019;3;10;5;3;0;1;0;0;0;0;4;0;0;1;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;3;11;65;94;0;1;5899616841701;1;0;1;8;7;4;1;12;1;0;3561.0;1.0;344;7;17;18;18;0;3561.0;1.0;344;7;17;18;18;0.0;0;0.0;1;1;9;4;6;10;0;5;10;5;5;2;25;0;9;#NULL!;#NULL!;;;;;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;0;0;1;589961684170101;1;1;0;1;9;4;11;6;10;0;10;5;5;0;0.0;0.0;13;0;0;343;343;125055
38989;0;58996168417;1;1;1;1;1;0;0;0;1;3561;344;1;8;7;17;0;18;18;2;72;16;1;0;2;7;4;4;5;8;9;4;1;0;1;1;0;1;1;0;1;1;0;0;2007;1;2;1;7;7;6;9995;9;7;3;7;7;6;9995;9;7;0;0;0;0;0;0;0;3;3;5;2;3;4;2;3;5;4;2019;3;10;5;3;0;1;0;0;0;0;4;0;0;1;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;3;11;65;94;0;1;5899616841702;2;0;1;1;7;4;3;12;4;0;3561.0;1.0;344;7;17;18;18;0;3561.0;1.0;344;7;17;18;18;0.0;0;0.0;1;1;9;4;6;10;30;5;10;35;5;2;160;0;9;#NULL!;#NULL!;;;;;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;0;0;1;589961684170201;1;1;0;1;9;4;11;6;10;30;10;35;5;0;0.0;0.0;13;0;0;343;343;125055
38990;0;58996168417;1;1;1;1;1;0;0;0;1;3561;344;1;8;7;17;0;18;18;2;72;16;1;0;2;7;4;4;5;8;9;4;1;0;1;1;0;1;1;0;1;1;0;0;2007;1;2;1;7;7;6;9995;9;7;3;7;7;6;9995;9;7;0;0;0;0;0;0;0;3;3;5;2;3;4;2;3;5;4;2019;3;10;5;3;0;1;0;0;0;0;4;0;0;1;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;3;11;65;94;0;1;5899616841703;3;0;1;7;6;5;3;12;1;0;3561.0;1.0;344;7;17;18;18;0;3583.0;1.0;344;7;17;18;18;0.0;0;0.0;46;5;7;4;5;13;15;7;13;40;25;6;155;0;9;#NULL!;#NULL!;;;;;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;0;0;1;589961684170301;1;46;0;5;7;4;11;5;13;15;13;40;25;0;0.0;0.0;13;0;0;343;343;125055
38991;0;58996168417;1;1;1;1;1;0;0;0;1;3561;344;1;8;7;17;0;18;18;2;72;16;1;0;2;7;4;4;5;8;9;4;1;0;1;1;0;1;1;0;1;1;0;0;2007;1;2;1;7;7;6;9995;9;7;3;7;7;6;9995;9;7;0;0;0;0;0;0;0;3;3;5;2;3;4;2;3;5;4;2019;3;10;5;3;0;1;0;0;0;0;4;0;0;1;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;3;11;65;94;0;1;5899616841704;4;0;1;1;6;5;3;12;4;0;3583.0;1.0;344;7;17;18;18;0;3561.0;1.0;344;7;17;18;18;0.0;0;0.0;46;5;7;4;5;16;15;9;16;45;30;7;#NULL!;0;9;#NULL!;#NULL!;;;;;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;0;0;1;589961684170401;1;46;0;5;7;4;11;5;16;15;16;45;30;0;0.0;0.0;13;0;0;343;343;125055
38995;0;58996168696;1;1;2;2;3;0;0;0;2;3521;344;1;8;7;17;0;18;18;2;27;7;1;3;0;2;4;10;10;8;9;9;2;1;2;1;0;1;1;1;0;7;7;6;9995;9;7;3;7;7;6;9995;9;7;3;2;0;0;2017;5;6;0;0;0;0;0;0;0;3;0;3;5;2;1;3;3;5;0;2019;3;11;11;2;0;1;0;0;0;0;3;3;0;5;4;4;4;4;4;4;4;4;4;4;4;1;1;2;2;2;2;4;195;1543;0;1;5899616869602;2;0;4;11;10;7;3;12;3;0;1082.0;1.0;363;8;23;5;18;0;2514.0;1.0;518;9;26;18;1;0.0;0;0.0;540;13;2;4;3;17;15;10;18;20;65;9;280;0;9;#NULL!;#NULL!;;;;;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;0;0;1;589961686960201;1;2;0;1;9;4;11;6;17;15;17;20;5;0;0.0;0.0;13;0;0;75;151;54940
38996;0;58996168696;1;1;2;2;3;0;0;0;2;3521;344;1;8;7;17;0;18;18;2;27;7;1;3;0;2;4;10;10;8;9;9;2;1;2;1;0;1;1;1;0;7;7;6;9995;9;7;3;7;7;6;9995;9;7;3;2;0;0;2017;5;6;0;0;0;0;0;0;0;3;0;3;5;2;1;3;3;5;0;2019;3;11;11;2;0;1;0;0;0;0;3;3;0;5;4;4;4;4;4;4;4;4;4;4;4;1;1;2;2;2;2;4;195;1543;0;0;5899616869602;2;0;4;11;10;7;3;12;3;0;1082.0;1.0;363;8;23;5;18;0;2514.0;1.0;518;9;26;18;1;0.0;0;0.0;540;13;2;4;3;17;15;10;18;20;65;9;280;0;9;#NULL!;#NULL!;;;;;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;0;0;1;589961686960202;2;516;0;13;2;4;11;3;17;20;17;55;35;0;237.0;298.0;1;0;0;75;151;54940
38997;0;58996168696;1;1;2;2;3;0;0;0;2;3521;344;1;8;7;17;0;18;18;2;27;7;1;3;0;2;4;10;10;8;9;9;2;1;2;1;0;1;1;1;0;7;7;6;9995;9;7;3;7;7;6;9995;9;7;3;2;0;0;2017;5;6;0;0;0;0;0;0;0;3;0;3;5;2;1;3;3;5;0;2019;3;11;11;2;0;1;0;0;0;0;3;3;0;5;4;4;4;4;4;4;4;4;4;4;4;1;1;2;2;2;2;4;195;1543;0;0;5899616869602;2;0;4;11;10;7;3;12;3;0;1082.0;1.0;363;8;23;5;18;0;2514.0;1.0;518;9;26;18;1;0.0;0;0.0;540;13;2;4;3;17;15;10;18;20;65;9;280;0;9;#NULL!;#NULL!;;;;;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;0;0;1;589961686960203;3;20;0;3;3;4;11;4;18;0;18;15;15;0;0.0;0.0;13;0;0;75;151;54940
38998;0;58996168696;1;1;2;2;3;0;0;0;2;3521;344;1;8;7;17;0;18;18;2;27;7;1;3;0;2;4;10;10;8;9;9;2;1;2;1;0;1;1;1;0;7;7;6;9995;9;7;3;7;7;6;9995;9;7;3;2;0;0;2017;5;6;0;0;0;0;0;0;0;3;0;3;5;2;1;3;3;5;0;2019;3;11;11;2;0;1;0;0;0;0;3;3;0;5;4;4;4;4;4;4;4;4;4;4;4;1;1;2;2;2;2;4;195;1543;0;0;5899616869602;2;0;4;11;10;7;3;12;3;0;1082.0;1.0;363;8;23;5;18;0;2514.0;1.0;518;9;26;18;1;0.0;0;0.0;540;13;2;4;3;17;15;10;18;20;65;9;280;0;9;#NULL!;#NULL!;;;;;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;0;0;1;589961686960204;4;2;0;1;9;4;11;6;18;15;18;20;5;0;0.0;0.0;13;0;0;75;151;54940
39004;1;58996168758;1;1;4;3;3;0;0;0;4;3582;344;1;8;7;17;0;18;18;1;57;13;2;0;5;5;2;3;1;3;3;1;1;0;2;1;0;1;0;0;0;7;7;6;9995;9;7;3;7;7;6;9995;9;7;3;7;7;6;9995;9;7;0;0;0;0;1;0;0;6;0;3;5;5;5;5;5;3;4;2019;4;14;7;1;0;1;0;0;0;0;1;0;0;5;4;4;4;4;4;4;4;4;4;4;4;2;3;3;3;3;3;11;60;50;0;1;5899616875801;1;1;1;10;9;8;3;12;1;0;3582.0;1.0;344;7;17;18;18;0;3582.0;1.0;344;7;17;18;18;0.0;0;0.0;50;6;9;4;6;11;0;5;12;0;60;9;#NULL!;0;9;#NULL!;#NULL!;;;;;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;0;0;1;589961687580101;1;50;0;6;9;4;11;6;11;0;12;0;60;0;0.0;0.0;13;0;0;172;687;250789
39005;1;58996168789;1;1;5;3;3;2;1;0;2;3583;344;1;8;7;17;0;18;18;1;42;10;1;3;0;2;4;10;10;8;9;10;2;1;2;1;1;1;2;1;1;1;0;0;2012;3;4;1;7;7;6;9995;9;7;3;4;0;1;2017;5;5;0;0;0;0;0;0;0;2;3;2;5;4;4;1;4;5;4;2019;3;10;8;6;0;1;0;0;0;0;5;0;0;5;2;2;1;2;2;2;2;2;2;2;2;1;1;2;1;2;1;4;100;632;0;1;5899616878901;1;0;1;12;11;7;3;12;4;0;2202.0;1.0;575;9;25;18;17;0;3572.0;1.0;344;7;17;18;18;0.0;0;0.0;600;13;1;1;1;14;30;8;15;30;60;9;30;0;9;#NULL!;#NULL!;;;;;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;0;0;1;589961687890101;1;600;0;13;1;1;1;1;14;30;15;30;60;0;0.0;0.0;13;0;0;50;149;54273
39006;0;58996168789;1;1;5;3;3;2;1;0;2;3583;344;1;8;7;17;0;18;18;1;42;10;1;3;0;2;4;10;10;8;9;10;2;1;2;1;1;1;2;1;1;1;0;0;2012;3;4;1;7;7;6;9995;9;7;3;4;0;1;2017;5;5;0;0;0;0;0;0;0;2;3;2;5;4;4;1;4;5;4;2019;3;10;8;6;0;1;0;0;0;0;5;0;0;5;2;2;1;2;2;2;2;2;2;2;2;1;1;2;1;2;1;4;100;632;0;1;5899616878902;2;0;1;2;1;1;3;12;4;0;3572.0;1.0;344;7;17;18;18;0;3581.0;1.0;344;7;17;18;18;0.0;0;0.0;2;1;9;4;6;16;0;9;16;10;10;3;50;0;1;#NULL!;#NULL!;;;;;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;0;0;1;589961687890201;1;2;0;1;9;4;11;6;16;0;16;10;10;0;0.0;0.0;13;0;0;50;149;54273
39007;0;58996168789;1;1;5;3;3;2;1;0;2;3583;344;1;8;7;17;0;18;18;1;42;10;1;3;0;2;4;10;10;8;9;10;2;1;2;1;1;1;2;1;1;1;0;0;2012;3;4;1;7;7;6;9995;9;7;3;4;0;1;2017;5;5;0;0;0;0;0;0;0;2;3;2;5;4;4;1;4;5;4;2019;3;10;8;6;0;1;0;0;0;0;5;0;0;5;2;2;1;2;2;2;2;2;2;2;2;1;1;2;1;2;1;4;100;632;0;1;5899616878903;3;0;1;1;1;1;3;12;3;0;3581.0;1.0;344;7;17;18;18;0;3583.0;1.0;344;7;17;18;18;0.0;0;0.0;10;3;1;1;1;17;0;10;17;10;10;3;185;0;9;#NULL!;#NULL!;;;;;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;0;0;1;589961687890301;1;10;0;3;1;1;1;1;17;0;17;10;10;0;0.0;0.0;13;0;0;50;149;54273
39008;0;58996168789;1;1;5;3;3;2;1;0;2;3583;344;1;8;7;17;0;18;18;1;42;10;1;3;0;2;4;10;10;8;9;10;2;1;2;1;1;1;2;1;1;1;0;0;2012;3;4;1;7;7;6;9995;9;7;3;4;0;1;2017;5;5;0;0;0;0;0;0;0;2;3;2;5;4;4;1;4;5;4;2019;3;10;8;6;0;1;0;0;0;0;5;0;0;5;2;2;1;2;2;2;2;2;2;2;2;1;1;2;1;2;1;4;100;632;0;1;5899616878904;4;0;1;12;11;7;3;12;1;0;3583.0;1.0;344;7;17;18;18;0;3581.0;1.0;344;7;17;18;18;0.0;0;0.0;10;3;9;4;6;20;15;13;20;25;10;3;155;0;9;#NULL!;#NULL!;;;;;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;0;0;1;589961687890401;1;10;0;3;9;4;11;6;20;15;20;25;10;0;0.0;0.0;13;0;0;50;149;54273
39020;0;58996168913;1;1;2;2;3;0;0;0;2;3544;344;1;8;7;17;0;18;18;1;32;8;3;3;0;2;4;8;9;8;9;8;2;0;2;1;0;1;2;2;0;7;7;6;9995;9;7;3;7;7;6;9995;9;7;3;2;0;0;2015;4;3;0;0;0;0;0;0;0;2;0;3;5;3;4;1;2;5;0;2019;4;15;13;7;0;1;0;0;0;0;5;2;0;5;2;2;1;2;2;2;2;2;2;2;2;1;2;1;2;2;2;4;108;706;0;1;5899616891302;2;0;1;8;7;4;1;12;1;0;3544.0;1.0;344;7;17;18;18;0;3544.0;1.0;344;7;17;18;18;0.0;0;0.0;6;2;1;1;1;14;0;8;14;5;5;2;25;0;9;#NULL!;#NULL!;;;;;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;0;0;1;589961689130201;1;6;0;2;1;1;1;1;14;0;14;5;5;0;0.0;0.0;13;0;0;162;323;118059
39021;0;58996168913;1;1;2;2;3;0;0;0;2;3544;344;1;8;7;17;0;18;18;1;32;8;3;3;0;2;4;8;9;8;9;8;2;0;2;1;0;1;2;2;0;7;7;6;9995;9;7;3;7;7;6;9995;9;7;3;2;0;0;2015;4;3;0;0;0;0;0;0;0;2;0;3;5;3;4;1;2;5;0;2019;4;15;13;7;0;1;0;0;0;0;5;2;0;5;2;2;1;2;2;2;2;2;2;2;2;1;2;1;2;2;2;4;108;706;0;1;5899616891303;3;0;1;1;7;4;3;12;4;0;3544.0;1.0;344;7;17;18;18;0;3544.0;1.0;344;7;17;18;18;0.0;0;0.0;6;2;1;1;1;14;30;8;14;35;5;2;95;0;9;#NULL!;#NULL!;;;;;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;0;0;1;589961689130301;1;6;0;2;1;1;1;1;14;30;14;35;5;0;0.0;0.0;13;0;0;162;323;118059
39022;0;58996168913;1;1;2;2;3;0;0;0;2;3544;344;1;8;7;17;0;18;18;1;32;8;3;3;0;2;4;8;9;8;9;8;2;0;2;1;0;1;2;2;0;7;7;6;9995;9;7;3;7;7;6;9995;9;7;3;2;0;0;2015;4;3;0;0;0;0;0;0;0;2;0;3;5;3;4;1;2;5;0;2019;4;15;13;7;0;1;0;0;0;0;5;2;0;5;2;2;1;2;2;2;2;2;2;2;2;1;2;1;2;2;2;4;108;706;0;1;5899616891304;4;0;4;11;10;7;3;12;1;0;3544.0;1.0;344;7;17;18;18;0;1101.0;1.0;363;8;23;7;18;0.0;0;0.0;333;11;2;4;3;16;10;9;17;0;50;8;240;0;9;#NULL!;#NULL!;;;;;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;0;0;1;589961689130401;1;41;0;5;8;4;11;5;16;10;16;30;20;0;0.0;0.0;13;0;0;162;323;118059
39023;0;58996168913;1;1;2;2;3;0;0;0;2;3544;344;1;8;7;17;0;18;18;1;32;8;3;3;0;2;4;8;9;8;9;8;2;0;2;1;0;1;2;2;0;7;7;6;9995;9;7;3;7;7;6;9995;9;7;3;2;0;0;2015;4;3;0;0;0;0;0;0;0;2;0;3;5;3;4;1;2;5;0;2019;4;15;13;7;0;1;0;0;0;0;5;2;0;5;2;2;1;2;2;2;2;2;2;2;2;1;2;1;2;2;2;4;108;706;0;0;5899616891304;4;0;4;11;10;7;3;12;1;0;3544.0;1.0;344;7;17;18;18;0;1101.0;1.0;363;8;23;7;18;0.0;0;0.0;333;11;2;4;3;16;10;9;17;0;50;8;240;0;9;#NULL!;#NULL!;;;;;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;0;0;1;589961689130402;2;1;0;1;9;4;11;6;16;30;16;35;5;0;0.0;0.0;13;0;0;162;323;118059
39024;0;58996168913;1;1;2;2;3;0;0;0;2;3544;344;1;8;7;17;0;18;18;1;32;8;3;3;0;2;4;8;9;8;9;8;2;0;2;1;0;1;2;2;0;7;7;6;9995;9;7;3;7;7;6;9995;9;7;3;2;0;0;2015;4;3;0;0;0;0;0;0;0;2;0;3;5;3;4;1;2;5;0;2019;4;15;13;7;0;1;0;0;0;0;5;2;0;5;2;2;1;2;2;2;2;2;2;2;2;1;2;1;2;2;2;4;108;706;0;0;5899616891304;4;0;4;11;10;7;3;12;1;0;3544.0;1.0;344;7;17;18;18;0;1101.0;1.0;363;8;23;7;18;0.0;0;0.0;333;11;2;4;3;16;10;9;17;0;50;8;240;0;9;#NULL!;#NULL!;;;;;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;0;0;1;589961689130403;3;290;0;10;2;4;11;3;16;41;16;57;16;0;192.0;243.0;2;0;0;162;323;118059
39025;0;58996168913;1;1;2;2;3;0;0;0;2;3544;344;1;8;7;17;0;18;18;1;32;8;3;3;0;2;4;8;9;8;9;8;2;0;2;1;0;1;2;2;0;7;7;6;9995;9;7;3;7;7;6;9995;9;7;3;2;0;0;2015;4;3;0;0;0;0;0;0;0;2;0;3;5;3;4;1;2;5;0;2019;4;15;13;7;0;1;0;0;0;0;5;2;0;5;2;2;1;2;2;2;2;2;2;2;2;1;2;1;2;2;2;4;108;706;0;0;5899616891304;4;0;4;11;10;7;3;12;1;0;3544.0;1.0;344;7;17;18;18;0;1101.0;1.0;363;8;23;7;18;0.0;0;0.0;333;11;2;4;3;16;10;9;17;0;50;8;240;0;9;#NULL!;#NULL!;;;;;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;0;0;1;589961689130404;4;1;0;1;9;4;11;6;16;57;17;0;3;0;0.0;0.0;13;0;0;162;323;118059
39029;0;58996168975;1;1;3;3;3;1;0;0;2;3451;344;1;8;7;17;0;18;18;1;41;10;1;3;0;2;4;7;8;8;9;7;2;1;2;1;1;1;1;0;1;1;0;0;2014;4;3;1;7;7;6;9995;9;7;3;7;7;6;9995;9;7;1;1;0;0;0;0;0;3;3;3;5;3;4;1;3;5;4;2019;3;13;27;4;0;1;0;0;0;0;2;0;0;5;1;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;3;11;120;1612;0;1;5899616897502;2;0;1;1;1;1;3;12;3;0;6827.0;1.0;202;6;15;18;18;0;3451.0;1.0;344;7;17;18;18;0.0;0;0.0;806;14;1;1;1;15;45;8;16;50;65;9;#NULL!;0;9;#NULL!;#NULL!;;;;;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;0;0;1;589961689750201;1;806;0;14;1;1;1;1;15;45;16;50;65;0;0.0;0.0;13;0;0;107;213;77808
39030;1;58996169037;1;1;2;2;3;0;0;0;2;3554;344;1;8;7;17;0;18;18;2;20;6;2;0;3;4;3;1;1;9;10;1;1;0;1;1;0;1;0;0;0;7;7;6;9995;9;7;3;7;7;6;9995;9;7;3;7;7;6;9995;9;7;0;0;0;0;0;0;0;0;0;1;5;3;2;3;3;5;1;2019;4;15;11;5;0;1;0;0;0;0;2;0;0;5;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;3;11;30;60;0;1;5899616903701;1;0;1;12;11;7;3;12;1;0;3554.0;1.0;344;7;17;18;18;0;3511.0;1.0;344;7;17;18;18;0.0;0;0.0;30;4;8;4;5;13;0;7;13;15;15;4;105;0;9;#NULL!;#NULL!;;;;;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;0;0;1;589961690370101;1;30;0;4;8;4;11;5;13;0;13;15;15;0;0.0;0.0;13;0;0;92;183;66954
39031;0;58996169037;1;1;2;2;3;0;0;0;2;3554;344;1;8;7;17;0;18;18;2;20;6;2;0;3;4;3;1;1;9;10;1;1;0;1;1;0;1;0;0;0;7;7;6;9995;9;7;3;7;7;6;9995;9;7;3;7;7;6;9995;9;7;0;0;0;0;0;0;0;0;0;1;5;3;2;3;3;5;1;2019;4;15;11;5;0;1;0;0;0;0;2;0;0;5;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;3;11;30;60;0;1;5899616903702;2;0;1;1;11;7;3;12;4;0;3511.0;1.0;344;7;17;18;18;0;3554.0;1.0;344;7;17;18;18;0.0;0;0.0;30;4;8;4;5;15;0;8;15;15;15;4;#NULL!;0;9;#NULL!;#NULL!;;;;;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;0;0;1;589961690370201;1;30;0;4;8;4;11;5;15;0;15;15;15;0;0.0;0.0;13;0;0;92;183;66954
39032;1;58996169347;1;1;3;3;3;0;0;0;3;3571;344;1;8;7;17;0;18;18;2;77;17;1;0;2;7;5;7;5;8;9;8;0;0;0;0;0;0;0;0;0;7;7;6;9995;9;7;3;7;7;6;9995;9;7;3;7;7;6;9995;9;7;0;0;0;0;0;0;1;7;0;5;5;1;3;5;5;5;4;2019;4;14;7;1;0;1;0;0;0;0;1;1;0;5;4;4;4;4;4;4;4;4;4;4;4;1;2;2;2;1;1;9;780;1600;0;1;5899616934701;1;1;1;10;9;8;3;12;1;0;3571.0;1.0;344;7;17;18;18;0;3571.0;1.0;344;7;17;18;18;0.0;0;0.0;1600;15;2;4;3;10;30;5;23;30;780;11;#NULL!;0;9;#NULL!;#NULL!;;;;;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;0;0;1;589961693470101;1;1600;0;15;2;4;11;3;10;30;23;30;780;0;190.0;190.0;1;0;0;159;478;174561
