;OP;OPID;Steekproef;Mode;HHPers;HHSam;HHPlOP;HHLft1;HHLft2;HHLft3;HHLft4;WoPC;WoGem;Sted;GemGr;Prov;Corop;BuurtAdam;MRA;MRDH;Geslacht;Leeftijd;KLeeft;Herkomst;BetWerk;OnbBez;MaatsPart;Opleiding;HHBestInkG;HHGestInkG;HHLaagInk;HHSocInk;HHWelvG;HHRijbewijsAu;HHRijbewijsMo;HHRijbewijsBr;OPRijbewijsAu;OPRijbewijsMo;OPRijbewijsBr;HHAuto;HHAutoL;OPAuto;BrandstofPa1;XBrandstofPa1;BrandstofEPa1;BouwjaarPa1;KBouwjaarPa1;KGewichtPa1;TenaamPa1;BrandstofPa2;XBrandstofPa2;BrandstofEPa2;BouwjaarPa2;KBouwjaarPa2;KGewichtPa2;TenaamPa2;BrandstofPaL;XBrandstofPaL;BrandstofEPaL;BouwjaarPaL;KBouwjaarPaL;KGewichtPaL;HHMotor;OPMotor;HHBrom;OPBrom;HHSnor;OPSnor;HHEFiets;HHBezitVm;OPBezitVm;FqNEFiets;FqEFiets;FqBTM;FqTrein;FqAutoB;FqAutoP;FqBrSnor;OVStKaart;Jaar;Maand;Week;Dag;Weekdag;Feestdag;Weggeweest;RedenNW;RedenNWZ;RedenNWW;RedenNWB;AantVpl;AantOVVpl;AantSVpl;EFiets;AutoEig;AutoHhL;AutoLWg;AutoLPl;AutoBed;AutoDOrg;AutoDPart;AutoDBek;AutoLeen;AutoHuur;AutoAnd;ByzDag;ByzAdr;ByzVvm;ByzTyd;ByzDuur;ByzRoute;ByzReden;ReisduurOP;AfstandOP;AfstandSOP;Verpl;VerplID;VerplNr;Toer;AantRit;Doel;MotiefV;KMotiefV;MeerWink;AardWerk;VertLoc;VertGeb;VertPC;VertPCBL;VertGem;VertProv;VertCorop;VertMRA;VertMRDH;AankGeb;AankPC;AankPCBL;AankGem;AankProv;AankCorop;AankMRA;AankMRDH;PCG;GemG;PCBLG;AfstV;KAfstV;Hvm;HvmRol;KHvm;VertUur;VertMin;KVertTijd;AankUur;AankMin;Reisduur;KReisduur;ActDuur;Kind6;VolgWerk;SAantAdr;SDezPlts;SPlaats1;SPlaats2;SPlaats3;SPlaats4;SPlaats5;AfstS;AfstSBL;SVvm1;SVvm2;SVvm3;SVvm4;SBegUur;SBegMin;SEindUur;SEindMin;CorrVerpl;GehBLVer;Rit;RitID;RitNr;AfstR;AfstRBL;KAfstR;Rvm;RvmRol;RAantIn;KRvm;RVertUur;RVertMin;RAankUur;RAankMin;RReisduur;RReisduurBL;RVertStat;RAankStat;RTSamen;RCorrSnelh;RVliegVer;FactorH;FactorP;FactorV
1386;1;56175178182;1;1;4;6;4;0;2;1;1;3525;344;1;8;7;17;0;18;18;1;7;2;3;5;9;4;7;6;3;8;9;2;1;0;1;0;0;0;1;0;0;1;0;0;1999;1;1;2;7;7;6;9995;9;7;3;7;7;6;9995;9;7;0;0;0;0;0;0;0;3;0;3;5;5;5;6;5;5;4;2019;1;1;5;7;0;1;0;0;0;0;2;0;0;5;4;4;4;4;4;4;4;4;4;4;4;2;3;3;3;3;3;11;20;14;0;1;5617517818201;1;0;1;7;6;5;3;12;1;0;3525.0;1.0;344;7;17;18;18;0;3525.0;1.0;344;7;17;18;18;0.0;0;0.0;7;2;9;4;6;10;45;5;11;0;15;4;135;0;9;#NULL!;#NULL!;;;;;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;0;0;1;561751781820101;1;7;0;2;9;4;11;6;10;45;11;0;15;0;0.0;0.0;13;4;0;23;90;32923
1387;0;56175178182;1;1;4;6;4;0;2;1;1;3525;344;1;8;7;17;0;18;18;1;7;2;3;5;9;4;7;6;3;8;9;2;1;0;1;0;0;0;1;0;0;1;0;0;1999;1;1;2;7;7;6;9995;9;7;3;7;7;6;9995;9;7;0;0;0;0;0;0;0;3;0;3;5;5;5;6;5;5;4;2019;1;1;5;7;0;1;0;0;0;0;2;0;0;5;4;4;4;4;4;4;4;4;4;4;4;2;3;3;3;3;3;11;20;14;0;1;5617517818202;2;0;1;1;6;5;3;12;4;0;3525.0;1.0;344;7;17;18;18;0;3525.0;1.0;344;7;17;18;18;0.0;0;0.0;7;2;8;4;5;13;15;7;13;20;5;2;#NULL!;0;9;#NULL!;#NULL!;;;;;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;0;0;1;561751781820201;1;7;0;2;8;4;11;5;13;15;13;20;5;0;0.0;0.0;13;1;0;23;90;32923
1388;1;56175178337;1;1;1;1;1;0;0;0;1;3512;344;1;8;7;17;0;18;18;2;25;7;1;0;5;5;4;3;5;9;10;4;1;0;1;1;0;1;0;0;0;7;7;6;9995;9;7;3;7;7;6;9995;9;7;3;7;7;6;9995;9;7;0;0;0;0;0;0;0;0;0;2;5;3;3;3;3;5;0;2019;1;2;9;4;0;1;0;0;0;0;4;0;0;5;2;1;2;2;2;2;2;2;2;2;2;3;3;3;3;3;3;11;140;296;0;1;5617517833701;1;0;1;2;1;1;3;12;1;0;3512.0;1.0;344;7;17;18;18;0;3512.0;1.0;344;7;17;18;18;0.0;0;0.0;3;1;9;4;6;11;0;5;11;10;10;3;110;0;1;#NULL!;#NULL!;;;;;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;0;0;1;561751783370101;1;3;0;1;9;4;11;6;11;0;11;10;10;0;0.0;0.0;13;0;0;175;175;63902
1389;0;56175178337;1;1;1;1;1;0;0;0;1;3512;344;1;8;7;17;0;18;18;2;25;7;1;0;5;5;4;3;5;9;10;4;1;0;1;1;0;1;0;0;0;7;7;6;9995;9;7;3;7;7;6;9995;9;7;3;7;7;6;9995;9;7;0;0;0;0;0;0;0;0;0;2;5;3;3;3;3;5;0;2019;1;2;9;4;0;1;0;0;0;0;4;0;0;5;2;1;2;2;2;2;2;2;2;2;2;3;3;3;3;3;3;11;140;296;0;1;5617517833702;2;0;1;1;1;1;3;12;3;0;3512.0;1.0;344;7;17;18;18;0;3512.0;1.0;344;7;17;18;18;0.0;0;0.0;3;1;9;4;6;13;0;7;13;10;10;3;140;0;9;#NULL!;#NULL!;;;;;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;0;0;1;561751783370201;1;3;0;1;9;4;11;6;13;0;13;10;10;0;0.0;0.0;13;0;0;175;175;63902
1390;0;56175178337;1;1;1;1;1;0;0;0;1;3512;344;1;8;7;17;0;18;18;2;25;7;1;0;5;5;4;3;5;9;10;4;1;0;1;1;0;1;0;0;0;7;7;6;9995;9;7;3;7;7;6;9995;9;7;3;7;7;6;9995;9;7;0;0;0;0;0;0;0;0;0;2;5;3;3;3;3;5;0;2019;1;2;9;4;0;1;0;0;0;0;4;0;0;5;2;1;2;2;2;2;2;2;2;2;2;3;3;3;3;3;3;11;140;296;0;1;5617517833703;3;1;1;10;9;8;3;12;1;0;3512.0;1.0;344;7;17;18;18;0;3512.0;1.0;344;7;17;18;18;0.0;0;0.0;40;5;9;4;6;15;30;8;16;30;60;9;45;0;9;#NULL!;#NULL!;;;;;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;0;0;1;561751783370301;1;40;0;5;9;4;11;6;15;30;16;30;60;0;0.0;0.0;13;0;0;175;175;63902
1391;0;56175178337;1;1;1;1;1;0;0;0;1;3512;344;1;8;7;17;0;18;18;2;25;7;1;0;5;5;4;3;5;9;10;4;1;0;1;1;0;1;0;0;0;7;7;6;9995;9;7;3;7;7;6;9995;9;7;3;7;7;6;9995;9;7;0;0;0;0;0;0;0;0;0;2;5;3;3;3;3;5;0;2019;1;2;9;4;0;1;0;0;0;0;4;0;0;5;2;1;2;2;2;2;2;2;2;2;2;3;3;3;3;3;3;11;140;296;0;1;5617517833704;4;0;1;1;13;9;3;12;4;0;3512.0;1.0;344;7;17;18;18;0;3972.0;1.0;1581;7;17;18;18;0.0;0;0.0;250;10;1;2;2;17;15;10;18;15;60;9;#NULL!;0;9;#NULL!;#NULL!;;;;;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;0;0;1;561751783370401;1;250;0;10;1;2;3;2;17;15;18;15;60;0;0.0;0.0;13;0;0;175;175;63902
1393;0;56175178678;1;1;4;3;3;2;0;0;2;3531;344;1;8;7;17;0;18;18;2;37;9;1;3;0;2;4;10;10;8;9;9;2;0;2;1;0;1;1;0;1;1;0;0;2008;2;2;1;7;7;6;9995;9;7;3;7;7;6;9995;9;7;0;0;0;0;0;0;0;3;3;2;5;3;2;1;2;5;0;2019;1;1;4;6;0;1;0;0;0;0;2;0;0;5;1;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;3;11;125;1790;0;1;5617517867802;2;0;1;1;1;1;3;12;3;0;5623.0;1.0;772;11;36;18;18;0;3531.0;1.0;344;7;17;18;18;0.0;0;0.0;900;14;1;1;1;17;30;10;18;35;65;9;#NULL!;0;9;#NULL!;#NULL!;;;;;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;0;0;1;561751786780201;1;900;0;14;1;1;1;1;17;30;18;35;65;0;0.0;0.0;13;0;0;137;275;100206
1395;0;56175178833;1;1;1;1;1;0;0;0;1;3552;344;1;8;7;17;0;18;18;1;66;15;1;0;2;7;4;2;2;6;1;2;0;0;0;0;0;0;0;0;0;7;7;6;9995;9;7;3;7;7;6;9995;9;7;3;7;7;6;9995;9;7;0;0;0;0;0;0;0;0;0;1;5;4;4;5;3;5;4;2019;1;2;9;4;0;1;0;0;0;0;4;0;0;5;4;4;4;4;4;4;4;4;4;4;4;2;3;3;3;3;3;11;55;42;0;1;5617517883302;2;0;1;2;1;1;3;12;4;0;3551.0;1.0;344;7;17;18;18;0;3551.0;1.0;344;7;17;18;18;0.0;0;0.0;2;1;9;4;6;9;0;5;9;5;5;2;115;0;1;#NULL!;#NULL!;;;;;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;0;0;1;561751788330201;1;2;0;1;9;4;11;6;9;0;9;5;5;0;0.0;0.0;13;0;0;560;560;204565
1396;0;56175178833;1;1;1;1;1;0;0;0;1;3552;344;1;8;7;17;0;18;18;1;66;15;1;0;2;7;4;2;2;6;1;2;0;0;0;0;0;0;0;0;0;7;7;6;9995;9;7;3;7;7;6;9995;9;7;3;7;7;6;9995;9;7;0;0;0;0;0;0;0;0;0;1;5;4;4;5;3;5;4;2019;1;2;9;4;0;1;0;0;0;0;4;0;0;5;4;4;4;4;4;4;4;4;4;4;4;2;3;3;3;3;3;11;55;42;0;1;5617517883303;3;0;1;2;1;1;3;12;3;0;3551.0;1.0;344;7;17;18;18;0;3551.0;1.0;344;7;17;18;18;0.0;0;0.0;10;3;8;4;5;11;0;5;11;15;15;4;165;0;1;#NULL!;#NULL!;;;;;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;0;0;1;561751788330301;1;10;0;3;8;4;11;5;11;0;11;15;15;0;0.0;0.0;13;0;0;560;560;204565
1397;0;56175178833;1;1;1;1;1;0;0;0;1;3552;344;1;8;7;17;0;18;18;1;66;15;1;0;2;7;4;2;2;6;1;2;0;0;0;0;0;0;0;0;0;7;7;6;9995;9;7;3;7;7;6;9995;9;7;3;7;7;6;9995;9;7;0;0;0;0;0;0;0;0;0;1;5;4;4;5;3;5;4;2019;1;2;9;4;0;1;0;0;0;0;4;0;0;5;4;4;4;4;4;4;4;4;4;4;4;2;3;3;3;3;3;11;55;42;0;1;5617517883304;4;0;1;1;1;1;3;12;3;0;3551.0;1.0;344;7;17;18;18;0;3552.0;1.0;344;7;17;18;18;0.0;0;0.0;20;3;9;4;6;14;0;8;14;30;30;7;#NULL!;0;9;#NULL!;#NULL!;;;;;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;0;0;1;561751788330401;1;20;0;3;9;4;11;6;14;0;14;30;30;0;0.0;0.0;13;0;0;560;560;204565
1398;1;56175178988;1;1;2;2;3;0;0;0;2;3553;344;1;8;7;17;0;18;18;1;27;7;1;3;0;2;4;4;5;8;9;4;2;0;2;1;0;1;0;0;0;7;7;6;9995;9;7;3;7;7;6;9995;9;7;3;7;7;6;9995;9;7;0;0;0;0;0;0;0;0;0;1;5;3;3;4;4;5;0;2019;1;1;6;1;0;1;0;0;0;0;3;1;0;5;2;2;2;2;2;2;2;1;2;2;2;1;2;1;2;2;2;4;140;1322;0;1;5617517898801;1;0;1;1;8;6;3;12;4;0;1035.0;1.0;363;8;23;2;18;0;3553.0;1.0;344;7;17;18;18;0.0;0;0.0;350;11;1;1;1;10;0;5;10;40;40;7;500;0;9;#NULL!;#NULL!;;;;;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;0;0;1;561751789880101;1;350;0;11;1;1;1;1;10;0;10;40;40;0;0.0;0.0;13;0;0;45;90;33006
1399;0;56175178988;1;1;2;2;3;0;0;0;2;3553;344;1;8;7;17;0;18;18;1;27;7;1;3;0;2;4;4;5;8;9;4;2;0;2;1;0;1;0;0;0;7;7;6;9995;9;7;3;7;7;6;9995;9;7;3;7;7;6;9995;9;7;0;0;0;0;0;0;0;0;0;1;5;3;3;4;4;5;0;2019;1;1;6;1;0;1;0;0;0;0;3;1;0;5;2;2;2;2;2;2;2;1;2;2;2;1;2;1;2;2;2;4;140;1322;0;1;5617517898802;2;0;1;9;8;6;3;12;1;0;3553.0;1.0;344;7;17;18;18;0;0.0;1.0;9999;99;99;99;99;0.0;0;0.0;450;12;1;1;1;19;0;12;19;40;40;7;80;0;9;#NULL!;#NULL!;;;;;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;0;0;1;561751789880201;1;450;0;12;1;1;1;1;19;0;19;40;40;0;0.0;0.0;13;0;0;45;90;33006
1403;1;56175179143;1;1;3;3;3;0;0;0;3;3554;344;1;8;7;17;0;18;18;2;54;12;3;2;0;1;2;8;7;8;9;7;2;0;3;0;0;1;2;1;0;1;0;0;2002;1;2;2;7;7;6;9995;9;7;3;1;0;0;2018;6;6;0;0;0;0;1;1;0;2;6;1;5;4;4;5;2;5;4;2019;1;1;2;4;0;1;0;0;0;0;2;0;0;5;4;4;4;4;4;4;4;4;4;4;4;2;3;3;3;3;3;11;90;180;0;1;5617517914301;1;0;1;2;1;1;3;12;1;0;3554.0;1.0;344;7;17;18;18;0;3439.0;1.0;356;7;17;18;18;0.0;0;0.0;90;7;8;4;5;18;0;11;18;45;45;8;225;0;1;#NULL!;#NULL!;;;;;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;0;0;1;561751791430101;1;90;0;7;8;4;11;5;18;0;18;45;45;0;0.0;0.0;13;0;0;45;135;49419
1406;0;56175179422;1;1;5;3;4;0;2;1;2;3581;344;1;8;7;17;0;18;18;2;12;3;2;5;9;4;7;8;5;8;9;10;2;0;2;0;0;0;1;0;0;2;0;0;2012;3;5;2;7;7;6;9995;9;7;3;7;7;6;9995;9;7;0;0;0;0;0;0;0;3;0;1;5;4;2;6;2;5;4;2019;1;2;8;3;0;1;0;0;0;0;3;0;0;5;4;4;4;4;4;4;4;4;4;4;4;2;3;3;3;3;3;11;39;42;0;1;5617517942202;2;0;1;1;4;9;3;12;4;0;0.0;1.0;9999;99;99;99;99;0;3581.0;1.0;344;7;17;18;18;0.0;0;0.0;10;3;8;4;5;14;25;8;14;35;10;3;55;0;9;#NULL!;#NULL!;;;;;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;0;0;1;561751794220201;1;10;0;3;8;4;11;5;14;25;14;35;10;0;0.0;0.0;13;6;0;59;293;106843
1407;0;56175179422;1;1;5;3;4;0;2;1;2;3581;344;1;8;7;17;0;18;18;2;12;3;2;5;9;4;7;8;5;8;9;10;2;0;2;0;0;0;1;0;0;2;0;0;2012;3;5;2;7;7;6;9995;9;7;3;7;7;6;9995;9;7;0;0;0;0;0;0;0;3;0;1;5;4;2;6;2;5;4;2019;1;2;8;3;0;1;0;0;0;0;3;0;0;5;4;4;4;4;4;4;4;4;4;4;4;2;3;3;3;3;3;11;39;42;0;1;5617517942203;3;1;1;12;11;7;3;12;1;0;3581.0;1.0;344;7;17;18;18;0;3581.0;1.0;344;7;17;18;18;0.0;0;0.0;30;4;8;4;5;15;30;8;15;55;25;6;#NULL!;0;9;#NULL!;#NULL!;;;;;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;0;0;1;561751794220301;1;30;0;4;8;4;11;5;15;30;15;55;25;0;0.0;0.0;13;6;0;59;293;106843
1409;0;56175179577;1;1;6;8;5;0;0;0;6;3583;344;1;8;7;17;0;18;18;2;24;6;1;3;0;2;4;10;8;8;9;8;6;0;6;1;0;1;2;0;0;1;0;0;2009;2;3;2;1;0;0;2007;1;2;2;7;7;6;9995;9;7;0;0;0;0;1;0;0;2;0;1;5;3;3;4;3;5;0;2019;2;5;3;1;0;1;0;0;0;0;2;0;0;5;4;4;4;4;4;4;4;4;4;4;4;2;3;3;3;3;3;11;20;70;0;1;5617517957702;2;0;1;1;1;1;3;12;3;0;3511.0;1.0;344;7;17;18;18;0;3583.0;1.0;344;7;17;18;18;0.0;0;0.0;35;4;8;4;5;15;15;8;15;25;10;3;#NULL!;0;9;#NULL!;#NULL!;;;;;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;0;0;1;561751795770201;1;35;0;4;8;4;11;5;15;15;15;25;10;0;0.0;0.0;13;0;0;84;505;184340
1413;0;56175179608;1;1;4;3;3;0;1;0;3;3544;344;1;8;7;17;0;18;18;1;45;11;2;3;0;2;4;10;9;8;9;9;3;0;3;1;0;1;1;0;0;1;0;0;2018;6;3;2;7;7;6;9995;9;7;3;7;7;6;9995;9;7;0;0;0;0;0;0;0;3;0;2;5;5;5;1;5;5;4;2019;1;2;12;7;0;1;0;0;0;0;8;0;1;5;2;2;2;2;1;2;2;2;2;2;2;3;3;3;3;3;3;11;210;1200;2000;1;5617517960804;4;0;1;2;1;1;3;12;3;0;3602.0;1.0;1904;7;17;18;18;0;3525.0;1.0;344;7;17;18;18;0.0;0;0.0;100;8;11;1;7;9;0;5;9;30;30;7;60;0;1;#NULL!;#NULL!;;;;;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;0;0;1;561751796080401;1;100;0;8;11;1;1;7;9;0;9;30;30;0;0.0;0.0;13;0;0;119;478;174464
1414;0;56175179608;1;1;4;3;3;0;1;0;3;3544;344;1;8;7;17;0;18;18;1;45;11;2;3;0;2;4;10;9;8;9;9;3;0;3;1;0;1;1;0;0;1;0;0;2018;6;3;2;7;7;6;9995;9;7;3;7;7;6;9995;9;7;0;0;0;0;0;0;0;3;0;2;5;5;5;1;5;5;4;2019;1;2;12;7;0;1;0;0;0;0;8;0;1;5;2;2;2;2;1;2;2;2;2;2;2;3;3;3;3;3;3;11;210;1200;2000;1;5617517960805;5;0;1;2;1;1;3;12;3;0;3525.0;1.0;344;7;17;18;18;0;3515.0;1.0;344;7;17;18;18;0.0;0;0.0;200;10;11;1;7;10;30;5;11;0;30;7;30;0;1;#NULL!;#NULL!;;;;;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;0;0;1;561751796080501;1;200;0;10;11;1;1;7;10;30;11;0;30;0;0.0;0.0;13;0;0;119;478;174464
1415;0;56175179608;1;1;4;3;3;0;1;0;3;3544;344;1;8;7;17;0;18;18;1;45;11;2;3;0;2;4;10;9;8;9;9;3;0;3;1;0;1;1;0;0;1;0;0;2018;6;3;2;7;7;6;9995;9;7;3;7;7;6;9995;9;7;0;0;0;0;0;0;0;3;0;2;5;5;5;1;5;5;4;2019;1;2;12;7;0;1;0;0;0;0;8;0;1;5;2;2;2;2;1;2;2;2;2;2;2;3;3;3;3;3;3;11;210;1200;2000;1;5617517960806;6;0;1;2;1;1;3;12;3;0;3515.0;1.0;344;7;17;18;18;0;3524.0;1.0;344;7;17;18;18;0.0;0;0.0;200;10;11;1;7;11;30;5;12;0;30;7;60;0;1;#NULL!;#NULL!;;;;;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;0;0;1;561751796080601;1;200;0;10;11;1;1;7;11;30;12;0;30;0;0.0;0.0;13;0;0;119;478;174464
1416;0;56175179608;1;1;4;3;3;0;1;0;3;3544;344;1;8;7;17;0;18;18;1;45;11;2;3;0;2;4;10;9;8;9;9;3;0;3;1;0;1;1;0;0;1;0;0;2018;6;3;2;7;7;6;9995;9;7;3;7;7;6;9995;9;7;0;0;0;0;0;0;0;3;0;2;5;5;5;1;5;5;4;2019;1;2;12;7;0;1;0;0;0;0;8;0;1;5;2;2;2;2;1;2;2;2;2;2;2;3;3;3;3;3;3;11;210;1200;2000;1;5617517960807;7;0;1;4;3;2;3;11;3;0;3524.0;1.0;344;7;17;18;18;0;3436.0;1.0;356;7;17;18;18;0.0;0;0.0;200;10;11;1;7;13;0;7;14;0;60;9;#NULL!;0;7;#NULL!;#NULL!;;;;;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;0;0;1;561751796080701;1;200;0;10;11;1;1;7;13;0;14;0;60;0;0.0;0.0;13;0;0;119;478;174464
1418;0;56175179608;1;1;4;3;3;0;1;0;3;3544;344;1;8;7;17;0;18;18;1;45;11;2;3;0;2;4;10;9;8;9;9;3;0;3;1;0;1;1;0;0;1;0;0;2018;6;3;2;7;7;6;9995;9;7;3;7;7;6;9995;9;7;0;0;0;0;0;0;0;3;0;2;5;5;5;1;5;5;4;2019;1;2;12;7;0;1;0;0;0;0;8;0;1;5;2;2;2;2;1;2;2;2;2;2;2;3;3;3;3;3;3;11;210;1200;2000;1;5617517960809;9;0;1;1;3;2;3;12;3;0;3608.0;1.0;1904;7;17;18;18;0;3544.0;1.0;344;7;17;18;18;0.0;0;0.0;100;8;11;1;7;17;0;10;17;10;10;3;#NULL!;0;9;#NULL!;#NULL!;;;;;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;0;0;1;561751796080901;1;100;0;8;11;1;1;7;17;0;17;10;10;0;0.0;0.0;13;0;0;119;478;174464
1420;0;56175179732;1;1;4;3;4;1;1;0;2;3563;344;1;8;7;17;0;18;18;2;8;2;3;5;9;4;7;3;1;1;1;1;1;0;1;0;0;0;0;0;0;7;7;6;9995;9;7;3;7;7;6;9995;9;7;3;7;7;6;9995;9;7;0;0;0;0;0;0;0;0;0;4;5;4;5;6;1;5;4;2019;1;3;14;2;0;1;0;0;0;0;2;0;0;5;2;1;2;2;2;2;2;2;2;2;2;2;3;3;3;3;3;11;30;72;0;1;5617517973202;2;0;1;1;6;5;3;12;4;0;3555.0;1.0;344;7;17;18;18;0;3563.0;1.0;344;7;17;18;18;0.0;0;0.0;36;4;1;2;2;14;30;8;14;45;15;4;#NULL!;0;9;#NULL!;#NULL!;;;;;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;0;0;1;561751797320201;1;36;0;4;1;2;2;2;14;30;14;45;15;0;0.0;0.0;13;0;0;129;387;141223
1422;1;56175180073;1;1;3;3;3;0;1;0;2;3544;344;1;8;7;17;0;18;18;2;39;9;3;0;6;8;4;7;5;8;9;5;1;0;1;0;0;0;1;1;0;7;7;6;9995;9;7;3;7;7;6;9995;9;7;3;2;0;0;2014;4;6;0;0;0;0;0;0;0;3;0;4;5;1;3;5;2;5;0;2019;1;1;5;7;0;1;0;0;0;0;3;0;0;5;2;2;1;2;2;2;2;2;2;2;2;1;1;2;1;1;2;1;50;160;0;1;5617518007301;1;0;1;8;7;4;1;12;1;0;3544.0;1.0;344;7;17;18;18;0;3452.0;1.0;344;7;17;18;18;0.0;0;0.0;70;6;1;2;2;10;0;5;10;15;15;4;105;0;9;#NULL!;#NULL!;;;;;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;0;0;1;561751800730101;1;70;0;6;1;2;3;2;10;0;10;15;15;0;0.0;0.0;13;0;0;154;462;168579
1423;0;56175180073;1;1;3;3;3;0;1;0;2;3544;344;1;8;7;17;0;18;18;2;39;9;3;0;6;8;4;7;5;8;9;5;1;0;1;0;0;0;1;1;0;7;7;6;9995;9;7;3;7;7;6;9995;9;7;3;2;0;0;2014;4;6;0;0;0;0;0;0;0;3;0;4;5;1;3;5;2;5;0;2019;1;1;5;7;0;1;0;0;0;0;3;0;0;5;2;2;1;2;2;2;2;2;2;2;2;1;1;2;1;1;2;1;50;160;0;1;5617518007302;2;0;1;8;7;4;1;12;4;0;3452.0;1.0;344;7;17;18;18;0;3541.0;1.0;344;7;17;18;18;0.0;0;0.0;40;5;1;2;2;12;0;6;12;20;20;5;40;0;9;#NULL!;#NULL!;;;;;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;0;0;1;561751800730201;1;40;0;5;1;2;3;2;12;0;12;20;20;0;0.0;0.0;13;0;0;154;462;168579
1424;0;56175180073;1;1;3;3;3;0;1;0;2;3544;344;1;8;7;17;0;18;18;2;39;9;3;0;6;8;4;7;5;8;9;5;1;0;1;0;0;0;1;1;0;7;7;6;9995;9;7;3;7;7;6;9995;9;7;3;2;0;0;2014;4;6;0;0;0;0;0;0;0;3;0;4;5;1;3;5;2;5;0;2019;1;1;5;7;0;1;0;0;0;0;3;0;0;5;2;2;1;2;2;2;2;2;2;2;2;1;1;2;1;1;2;1;50;160;0;1;5617518007303;3;0;1;1;7;4;3;12;4;0;3541.0;1.0;344;7;17;18;18;0;3544.0;1.0;344;7;17;18;18;0.0;0;0.0;50;6;1;2;2;13;0;7;13;15;15;4;#NULL!;0;9;#NULL!;#NULL!;;;;;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;0;0;1;561751800730301;1;50;0;6;1;2;3;2;13;0;13;15;15;0;0.0;0.0;13;0;0;154;462;168579
