;OP;OPID;Steekproef;Mode;HHPers;HHSam;HHPlOP;HHLft1;HHLft2;HHLft3;HHLft4;WoPC;WoGem;Sted;GemGr;Prov;Corop;BuurtAdam;MRA;MRDH;Geslacht;Leeftijd;KLeeft;Herkomst;BetWerk;OnbBez;MaatsPart;Opleiding;HHBestInkG;HHGestInkG;HHLaagInk;HHSocInk;HHWelvG;HHRijbewijsAu;HHRijbewijsMo;HHRijbewijsBr;OPRijbewijsAu;OPRijbewijsMo;OPRijbewijsBr;HHAuto;HHAutoL;OPAuto;BrandstofPa1;XBrandstofPa1;BrandstofEPa1;BouwjaarPa1;KBouwjaarPa1;KGewichtPa1;TenaamPa1;BrandstofPa2;XBrandstofPa2;BrandstofEPa2;BouwjaarPa2;KBouwjaarPa2;KGewichtPa2;TenaamPa2;BrandstofPaL;XBrandstofPaL;BrandstofEPaL;BouwjaarPaL;KBouwjaarPaL;KGewichtPaL;HHMotor;OPMotor;HHBrom;OPBrom;HHSnor;OPSnor;HHEFiets;HHBezitVm;OPBezitVm;FqNEFiets;FqEFiets;FqBTM;FqTrein;FqAutoB;FqAutoP;FqBrSnor;OVStKaart;Jaar;Maand;Week;Dag;Weekdag;Feestdag;Weggeweest;RedenNW;RedenNWZ;RedenNWW;RedenNWB;AantVpl;AantOVVpl;AantSVpl;EFiets;AutoEig;AutoHhL;AutoLWg;AutoLPl;AutoBed;AutoDOrg;AutoDPart;AutoDBek;AutoLeen;AutoHuur;AutoAnd;ByzDag;ByzAdr;ByzVvm;ByzTyd;ByzDuur;ByzRoute;ByzReden;ReisduurOP;AfstandOP;AfstandSOP;Verpl;VerplID;VerplNr;Toer;AantRit;Doel;MotiefV;KMotiefV;MeerWink;AardWerk;VertLoc;VertGeb;VertPC;VertPCBL;VertGem;VertProv;VertCorop;VertMRA;VertMRDH;AankGeb;AankPC;AankPCBL;AankGem;AankProv;AankCorop;AankMRA;AankMRDH;PCG;GemG;PCBLG;AfstV;KAfstV;Hvm;HvmRol;KHvm;VertUur;VertMin;KVertTijd;AankUur;AankMin;Reisduur;KReisduur;ActDuur;Kind6;VolgWerk;SAantAdr;SDezPlts;SPlaats1;SPlaats2;SPlaats3;SPlaats4;SPlaats5;AfstS;AfstSBL;SVvm1;SVvm2;SVvm3;SVvm4;SBegUur;SBegMin;SEindUur;SEindMin;CorrVerpl;GehBLVer;Rit;RitID;RitNr;AfstR;AfstRBL;KAfstR;Rvm;RvmRol;RAantIn;KRvm;RVertUur;RVertMin;RAankUur;RAankMin;RReisduur;RReisduurBL;RVertStat;RAankStat;RTSamen;RCorrSnelh;RVliegVer;FactorH;FactorP;FactorV
33373;0;58968576216;1;1;4;3;3;2;0;0;2;1064;363;1;8;8;23;36377;4;18;2;33;8;2;0;1;3;4;6;3;8;9;3;2;0;2;1;0;1;1;0;0;1;0;0;2013;3;3;2;7;7;6;9995;9;7;3;7;7;6;9995;9;7;0;0;0;0;0;0;0;3;0;2;5;2;4;4;2;5;0;2019;3;11;15;6;0;1;0;0;0;0;5;0;0;5;2;1;2;2;2;2;2;2;2;2;2;2;3;3;3;3;3;11;30;40;0;1;5896857621604;4;0;1;8;7;4;0;12;4;0;1064.0;1.0;363;8;23;4;18;0;1064.0;1.0;363;8;23;4;18;0.0;0;0.0;5;2;1;2;2;12;35;6;12;40;5;2;35;1;9;#NULL!;#NULL!;;;;;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;0;0;1;589685762160401;1;5;0;2;1;2;4;2;12;35;12;40;5;0;0.0;0.0;13;0;0;167;333;121610
33374;0;58968576216;1;1;4;3;3;2;0;0;2;1064;363;1;8;8;23;36377;4;18;2;33;8;2;0;1;3;4;6;3;8;9;3;2;0;2;1;0;1;1;0;0;1;0;0;2013;3;3;2;7;7;6;9995;9;7;3;7;7;6;9995;9;7;0;0;0;0;0;0;0;3;0;2;5;2;4;4;2;5;0;2019;3;11;15;6;0;1;0;0;0;0;5;0;0;5;2;1;2;2;2;2;2;2;2;2;2;2;3;3;3;3;3;11;30;40;0;1;5896857621605;5;0;1;1;7;4;3;12;4;0;1064.0;1.0;363;8;23;4;18;0;1064.0;1.0;363;8;23;4;18;0.0;0;0.0;5;2;1;2;2;13;15;7;13;20;5;2;#NULL!;1;9;#NULL!;#NULL!;;;;;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;0;0;1;589685762160501;1;5;0;2;1;2;4;2;13;15;13;20;5;0;0.0;0.0;13;0;0;167;333;121610
33378;0;58968577022;1;1;1;1;1;0;0;0;1;1082;363;1;8;8;23;36390;5;18;1;26;7;1;3;0;2;4;3;4;9;10;3;1;0;1;1;0;1;10;10;0;7;7;6;9995;9;7;3;7;7;6;9995;9;7;3;7;7;6;9995;9;7;0;0;0;0;0;0;0;8;0;1;5;2;2;4;3;5;0;2019;3;11;12;3;0;1;0;0;0;0;3;2;0;5;4;4;4;4;4;4;4;4;4;4;4;2;3;3;3;3;3;11;120;180;0;1;5896857702202;2;1;1;12;11;7;3;12;3;0;1102.0;1.0;363;8;23;7;18;0;1102.0;1.0;363;8;23;7;18;0.0;0;0.0;15;3;9;4;6;12;15;6;13;15;60;9;405;0;9;#NULL!;#NULL!;;;;;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;0;0;1;589685770220201;1;15;0;3;9;4;11;6;12;15;13;15;60;0;0.0;0.0;13;0;0;416;416;151665
33379;0;58968577022;1;1;1;1;1;0;0;0;1;1082;363;1;8;8;23;36390;5;18;1;26;7;1;3;0;2;4;3;4;9;10;3;1;0;1;1;0;1;10;10;0;7;7;6;9995;9;7;3;7;7;6;9995;9;7;3;7;7;6;9995;9;7;0;0;0;0;0;0;0;8;0;1;5;2;2;4;3;5;0;2019;3;11;12;3;0;1;0;0;0;0;3;2;0;5;4;4;4;4;4;4;4;4;4;4;4;2;3;3;3;3;3;11;120;180;0;1;5896857702203;3;0;3;1;1;1;3;12;4;0;1102.0;1.0;363;8;23;7;18;0;1082.0;1.0;363;8;23;5;18;0.0;0;0.0;83;7;2;4;3;20;0;13;20;30;30;7;#NULL!;0;9;#NULL!;#NULL!;;;;;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;0;0;1;589685770220301;1;5;0;2;9;4;11;6;20;0;20;10;10;0;0.0;0.0;13;0;0;416;416;151665
33380;0;58968577022;1;1;1;1;1;0;0;0;1;1082;363;1;8;8;23;36390;5;18;1;26;7;1;3;0;2;4;3;4;9;10;3;1;0;1;1;0;1;10;10;0;7;7;6;9995;9;7;3;7;7;6;9995;9;7;3;7;7;6;9995;9;7;0;0;0;0;0;0;0;8;0;1;5;2;2;4;3;5;0;2019;3;11;12;3;0;1;0;0;0;0;3;2;0;5;4;4;4;4;4;4;4;4;4;4;4;2;3;3;3;3;3;11;120;180;0;0;5896857702203;3;0;3;1;1;1;3;12;4;0;1102.0;1.0;363;8;23;7;18;0;1082.0;1.0;363;8;23;5;18;0.0;0;0.0;83;7;2;4;3;20;0;13;20;30;30;7;#NULL!;0;9;#NULL!;#NULL!;;;;;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;0;0;1;589685770220302;2;64;0;6;2;4;11;3;20;16;20;21;5;0;243.0;237.0;1;0;0;416;416;151665
33381;0;58968577022;1;1;1;1;1;0;0;0;1;1082;363;1;8;8;23;36390;5;18;1;26;7;1;3;0;2;4;3;4;9;10;3;1;0;1;1;0;1;10;10;0;7;7;6;9995;9;7;3;7;7;6;9995;9;7;3;7;7;6;9995;9;7;0;0;0;0;0;0;0;8;0;1;5;2;2;4;3;5;0;2019;3;11;12;3;0;1;0;0;0;0;3;2;0;5;4;4;4;4;4;4;4;4;4;4;4;2;3;3;3;3;3;11;120;180;0;0;5896857702203;3;0;3;1;1;1;3;12;4;0;1102.0;1.0;363;8;23;7;18;0;1082.0;1.0;363;8;23;5;18;0.0;0;0.0;83;7;2;4;3;20;0;13;20;30;30;7;#NULL!;0;9;#NULL!;#NULL!;;;;;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;0;0;1;589685770220303;3;14;0;3;8;4;11;5;20;21;20;30;9;0;0.0;0.0;13;0;0;416;416;151665
33383;0;58968578014;1;1;1;1;1;0;0;0;1;1058;363;1;8;8;23;36344;5;18;2;32;8;3;3;0;2;3;6;9;8;9;8;1;0;1;1;0;1;0;0;0;7;7;6;9995;9;7;3;7;7;6;9995;9;7;3;7;7;6;9995;9;7;0;0;0;0;0;0;0;0;0;3;5;1;3;5;4;5;0;2019;3;10;7;5;0;1;0;0;0;0;2;2;0;5;4;4;4;4;4;4;4;4;4;4;4;2;3;3;3;3;3;11;70;64;0;1;5896857801402;2;0;1;1;2;2;3;12;3;0;1082.0;1.0;363;8;23;5;18;0;1058.0;1.0;363;8;23;5;18;0.0;0;0.0;34;4;3;4;4;18;30;11;19;10;40;7;#NULL!;0;9;#NULL!;#NULL!;;;;;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;0;0;1;589685780140201;1;34;0;4;3;4;11;4;18;30;19;10;40;0;0.0;0.0;13;4;0;429;429;156660
33384;1;58968578665;1;1;2;2;3;0;0;0;2;1054;363;1;8;8;23;36322;3;18;2;28;7;2;3;0;2;5;1;1;9;10;1;0;0;0;0;0;0;0;0;0;7;7;6;9995;9;7;3;7;7;6;9995;9;7;3;7;7;6;9995;9;7;0;0;0;0;0;0;0;0;0;1;5;1;1;5;5;5;0;2019;4;15;9;3;0;1;0;0;0;0;2;2;0;5;4;4;4;4;4;4;4;4;4;4;4;2;3;3;3;3;3;11;150;860;0;1;5896857866501;1;0;2;2;1;1;3;12;1;0;1054.0;1.0;363;8;23;3;18;0;3511.0;1.0;344;7;17;18;18;0.0;0;0.0;430;12;2;4;3;9;0;5;10;15;75;9;405;0;1;#NULL!;#NULL!;;;;;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;0;0;1;589685786650101;1;36;0;4;4;4;11;4;9;0;9;30;30;0;0.0;0.0;13;0;0;314;628;229347
33385;0;58968578665;1;1;2;2;3;0;0;0;2;1054;363;1;8;8;23;36322;3;18;2;28;7;2;3;0;2;5;1;1;9;10;1;0;0;0;0;0;0;0;0;0;7;7;6;9995;9;7;3;7;7;6;9995;9;7;3;7;7;6;9995;9;7;0;0;0;0;0;0;0;0;0;1;5;1;1;5;5;5;0;2019;4;15;9;3;0;1;0;0;0;0;2;2;0;5;4;4;4;4;4;4;4;4;4;4;4;2;3;3;3;3;3;11;150;860;0;0;5896857866501;1;0;2;2;1;1;3;12;1;0;1054.0;1.0;363;8;23;3;18;0;3511.0;1.0;344;7;17;18;18;0.0;0;0.0;430;12;2;4;3;9;0;5;10;15;75;9;405;0;1;#NULL!;#NULL!;;;;;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;0;0;1;589685786650102;2;394;0;11;2;4;11;3;9;45;10;15;30;0;239.0;192.0;1;0;0;314;628;229347
33386;0;58968578665;1;1;2;2;3;0;0;0;2;1054;363;1;8;8;23;36322;3;18;2;28;7;2;3;0;2;5;1;1;9;10;1;0;0;0;0;0;0;0;0;0;7;7;6;9995;9;7;3;7;7;6;9995;9;7;3;7;7;6;9995;9;7;0;0;0;0;0;0;0;0;0;1;5;1;1;5;5;5;0;2019;4;15;9;3;0;1;0;0;0;0;2;2;0;5;4;4;4;4;4;4;4;4;4;4;4;2;3;3;3;3;3;11;150;860;0;1;5896857866502;2;0;2;1;1;1;3;12;3;0;3511.0;1.0;344;7;17;18;18;0;1054.0;1.0;363;8;23;3;18;0.0;0;0.0;430;12;2;4;3;17;0;10;18;15;75;9;#NULL!;0;9;#NULL!;#NULL!;;;;;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;0;0;1;589685786650201;1;394;0;11;2;4;11;3;17;0;17;30;30;0;192.0;239.0;1;0;0;314;628;229347
33387;0;58968578665;1;1;2;2;3;0;0;0;2;1054;363;1;8;8;23;36322;3;18;2;28;7;2;3;0;2;5;1;1;9;10;1;0;0;0;0;0;0;0;0;0;7;7;6;9995;9;7;3;7;7;6;9995;9;7;3;7;7;6;9995;9;7;0;0;0;0;0;0;0;0;0;1;5;1;1;5;5;5;0;2019;4;15;9;3;0;1;0;0;0;0;2;2;0;5;4;4;4;4;4;4;4;4;4;4;4;2;3;3;3;3;3;11;150;860;0;0;5896857866502;2;0;2;1;1;1;3;12;3;0;3511.0;1.0;344;7;17;18;18;0;1054.0;1.0;363;8;23;3;18;0.0;0;0.0;430;12;2;4;3;17;0;10;18;15;75;9;#NULL!;0;9;#NULL!;#NULL!;;;;;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;0;0;1;589685786650202;2;36;0;4;4;4;11;4;17;45;18;15;30;0;0.0;0.0;13;0;0;314;628;229347
33391;0;58968579719;1;1;6;3;4;0;2;2;2;1067;363;1;8;8;23;36378;4;18;2;14;3;3;5;9;4;7;4;1;2;1;1;1;0;1;0;0;0;1;10;0;1;0;0;2002;1;4;2;7;7;6;9995;9;7;3;7;7;6;9995;9;7;0;0;0;0;0;0;0;3;0;1;5;2;5;6;3;5;4;2019;3;10;5;3;0;1;0;0;0;0;3;0;0;5;4;4;4;4;4;4;4;4;4;4;4;2;3;3;3;3;3;11;85;95;0;1;5896857971902;2;0;1;1;6;5;3;12;4;0;1060.0;1.0;363;8;23;4;18;0;1067.0;1.0;363;8;23;4;18;0.0;0;0.0;20;3;8;4;5;14;30;8;15;0;30;7;60;0;9;#NULL!;#NULL!;;;;;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;0;0;1;589685797190201;1;20;0;3;8;4;11;5;14;30;15;0;30;0;0.0;0.0;13;0;0;14;86;31409
33392;0;58968579719;1;1;6;3;4;0;2;2;2;1067;363;1;8;8;23;36378;4;18;2;14;3;3;5;9;4;7;4;1;2;1;1;1;0;1;0;0;0;1;10;0;1;0;0;2002;1;4;2;7;7;6;9995;9;7;3;7;7;6;9995;9;7;0;0;0;0;0;0;0;3;0;1;5;2;5;6;3;5;4;2019;3;10;5;3;0;1;0;0;0;0;3;0;0;5;4;4;4;4;4;4;4;4;4;4;4;2;3;3;3;3;3;11;85;95;0;1;5896857971903;3;1;1;10;9;8;3;12;1;0;1067.0;1.0;363;8;23;4;18;0;1067.0;1.0;363;8;23;4;18;0.0;0;0.0;5;2;9;4;6;16;0;9;16;25;25;6;#NULL!;0;9;#NULL!;#NULL!;;;;;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;0;0;1;589685797190301;1;5;0;2;9;4;11;6;16;0;16;25;25;0;0.0;0.0;13;6;0;14;86;31409
33393;1;58968580277;1;1;1;1;1;0;0;0;1;1079;363;1;8;8;23;36352;5;18;2;29;7;1;3;0;2;4;5;8;8;9;7;0;0;0;0;0;0;0;0;0;7;7;6;9995;9;7;3;7;7;6;9995;9;7;3;7;7;6;9995;9;7;0;0;0;0;0;0;0;0;0;1;5;3;3;5;3;5;0;2019;2;6;10;1;0;1;0;0;0;0;1;1;0;5;2;2;2;2;2;2;2;2;2;2;1;3;3;3;3;3;3;11;185;1254;0;1;5896858027701;1;0;5;1;11;7;3;12;4;0;1795.0;1.0;448;8;18;17;18;0;1079.0;1.0;363;8;23;5;18;0.0;0;0.0;1254;15;1;2;2;14;40;8;17;45;185;11;#NULL!;0;9;#NULL!;#NULL!;;;;;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;0;0;1;589685802770101;1;180;0;9;1;2;4;2;14;40;15;0;20;0;0.0;0.0;13;0;0;979;979;357318
33394;0;58968580277;1;1;1;1;1;0;0;0;1;1079;363;1;8;8;23;36352;5;18;2;29;7;1;3;0;2;4;5;8;8;9;7;0;0;0;0;0;0;0;0;0;7;7;6;9995;9;7;3;7;7;6;9995;9;7;3;7;7;6;9995;9;7;0;0;0;0;0;0;0;0;0;1;5;3;3;5;3;5;0;2019;2;6;10;1;0;1;0;0;0;0;1;1;0;5;2;2;2;2;2;2;2;2;2;2;1;3;3;3;3;3;3;11;185;1254;0;0;5896858027701;1;0;5;1;11;7;3;12;4;0;1795.0;1.0;448;8;18;17;18;0;1079.0;1.0;363;8;23;5;18;0.0;0;0.0;1254;15;1;2;2;14;40;8;17;45;185;11;#NULL!;0;9;#NULL!;#NULL!;;;;;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;0;0;1;589685802770102;2;59;0;6;22;4;11;7;15;0;15;20;20;0;0.0;0.0;13;0;0;979;979;357318
33395;0;58968580277;1;1;1;1;1;0;0;0;1;1079;363;1;8;8;23;36352;5;18;2;29;7;1;3;0;2;4;5;8;8;9;7;0;0;0;0;0;0;0;0;0;7;7;6;9995;9;7;3;7;7;6;9995;9;7;3;7;7;6;9995;9;7;0;0;0;0;0;0;0;0;0;1;5;3;3;5;3;5;0;2019;2;6;10;1;0;1;0;0;0;0;1;1;0;5;2;2;2;2;2;2;2;2;2;2;1;3;3;3;3;3;3;11;185;1254;0;0;5896858027701;1;0;5;1;11;7;3;12;4;0;1795.0;1.0;448;8;18;17;18;0;1079.0;1.0;363;8;23;5;18;0.0;0;0.0;1254;15;1;2;2;14;40;8;17;45;185;11;#NULL!;0;9;#NULL!;#NULL!;;;;;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;0;0;1;589685802770103;3;750;0;14;1;2;4;2;15;30;16;40;70;0;0.0;0.0;13;0;0;979;979;357318
33396;0;58968580277;1;1;1;1;1;0;0;0;1;1079;363;1;8;8;23;36352;5;18;2;29;7;1;3;0;2;4;5;8;8;9;7;0;0;0;0;0;0;0;0;0;7;7;6;9995;9;7;3;7;7;6;9995;9;7;3;7;7;6;9995;9;7;0;0;0;0;0;0;0;0;0;1;5;3;3;5;3;5;0;2019;2;6;10;1;0;1;0;0;0;0;1;1;0;5;2;2;2;2;2;2;2;2;2;2;1;3;3;3;3;3;3;11;185;1254;0;0;5896858027701;1;0;5;1;11;7;3;12;4;0;1795.0;1.0;448;8;18;17;18;0;1079.0;1.0;363;8;23;5;18;0.0;0;0.0;1254;15;1;2;2;14;40;8;17;45;185;11;#NULL!;0;9;#NULL!;#NULL!;;;;;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;0;0;1;589685802770104;4;245;0;10;2;4;11;3;17;1;17;35;34;0;284.0;241.0;2;0;0;979;979;357318
33397;0;58968580277;1;1;1;1;1;0;0;0;1;1079;363;1;8;8;23;36352;5;18;2;29;7;1;3;0;2;4;5;8;8;9;7;0;0;0;0;0;0;0;0;0;7;7;6;9995;9;7;3;7;7;6;9995;9;7;3;7;7;6;9995;9;7;0;0;0;0;0;0;0;0;0;1;5;3;3;5;3;5;0;2019;2;6;10;1;0;1;0;0;0;0;1;1;0;5;2;2;2;2;2;2;2;2;2;2;1;3;3;3;3;3;3;11;185;1254;0;0;5896858027701;1;0;5;1;11;7;3;12;4;0;1795.0;1.0;448;8;18;17;18;0;1079.0;1.0;363;8;23;5;18;0.0;0;0.0;1254;15;1;2;2;14;40;8;17;45;185;11;#NULL!;0;9;#NULL!;#NULL!;;;;;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;0;0;1;589685802770105;5;20;0;3;8;4;11;5;17;35;17;45;10;0;0.0;0.0;13;0;0;979;979;357318
33398;1;58968580401;1;1;2;6;2;0;0;0;2;1011;363;1;8;8;23;36304;1;18;2;58;13;1;0;6;8;4;4;3;8;7;3;1;0;1;1;0;1;0;0;0;7;7;6;9995;9;7;3;7;7;6;9995;9;7;3;7;7;6;9995;9;7;0;0;0;0;0;0;0;0;0;1;5;3;3;5;3;5;4;2019;2;6;6;4;0;1;0;0;0;0;6;2;0;5;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;3;11;220;906;0;1;5896858040101;1;0;3;2;1;1;3;12;1;0;1011.0;1.0;363;8;23;1;18;0;3584.0;1.0;344;7;17;18;18;0.0;0;0.0;420;12;2;4;3;9;30;5;10;45;75;9;210;0;1;#NULL!;#NULL!;;;;;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;0;0;1;589685804010101;1;40;0;5;5;4;11;4;9;30;9;40;10;0;0.0;0.0;13;0;0;148;296;108009
33399;0;58968580401;1;1;2;6;2;0;0;0;2;1011;363;1;8;8;23;36304;1;18;2;58;13;1;0;6;8;4;4;3;8;7;3;1;0;1;1;0;1;0;0;0;7;7;6;9995;9;7;3;7;7;6;9995;9;7;3;7;7;6;9995;9;7;0;0;0;0;0;0;0;0;0;1;5;3;3;5;3;5;4;2019;2;6;6;4;0;1;0;0;0;0;6;2;0;5;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;3;11;220;906;0;0;5896858040101;1;0;3;2;1;1;3;12;1;0;1011.0;1.0;363;8;23;1;18;0;3584.0;1.0;344;7;17;18;18;0.0;0;0.0;420;12;2;4;3;9;30;5;10;45;75;9;210;0;1;#NULL!;#NULL!;;;;;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;0;0;1;589685804010102;2;335;0;11;2;4;11;3;9;45;10;10;25;0;241.0;192.0;1;0;0;148;296;108009
33400;0;58968580401;1;1;2;6;2;0;0;0;2;1011;363;1;8;8;23;36304;1;18;2;58;13;1;0;6;8;4;4;3;8;7;3;1;0;1;1;0;1;0;0;0;7;7;6;9995;9;7;3;7;7;6;9995;9;7;3;7;7;6;9995;9;7;0;0;0;0;0;0;0;0;0;1;5;3;3;5;3;5;4;2019;2;6;6;4;0;1;0;0;0;0;6;2;0;5;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;3;11;220;906;0;0;5896858040101;1;0;3;2;1;1;3;12;1;0;1011.0;1.0;363;8;23;1;18;0;3584.0;1.0;344;7;17;18;18;0.0;0;0.0;420;12;2;4;3;9;30;5;10;45;75;9;210;0;1;#NULL!;#NULL!;;;;;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;0;0;1;589685804010103;3;45;0;5;3;4;11;4;10;15;10;45;30;0;0.0;0.0;13;0;0;148;296;108009
33401;0;58968580401;1;1;2;6;2;0;0;0;2;1011;363;1;8;8;23;36304;1;18;2;58;13;1;0;6;8;4;4;3;8;7;3;1;0;1;1;0;1;0;0;0;7;7;6;9995;9;7;3;7;7;6;9995;9;7;3;7;7;6;9995;9;7;0;0;0;0;0;0;0;0;0;1;5;3;3;5;3;5;4;2019;2;6;6;4;0;1;0;0;0;0;6;2;0;5;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;3;11;220;906;0;1;5896858040102;2;0;3;1;1;1;3;12;3;0;3584.0;1.0;344;7;17;18;18;0;1011.0;1.0;363;8;23;1;18;0.0;0;0.0;420;12;2;4;3;14;15;8;15;20;65;9;70;0;9;#NULL!;#NULL!;;;;;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;0;0;1;589685804010201;1;45;0;5;3;4;11;4;14;15;14;40;25;0;0.0;0.0;13;0;0;148;296;108009
33402;0;58968580401;1;1;2;6;2;0;0;0;2;1011;363;1;8;8;23;36304;1;18;2;58;13;1;0;6;8;4;4;3;8;7;3;1;0;1;1;0;1;0;0;0;7;7;6;9995;9;7;3;7;7;6;9995;9;7;3;7;7;6;9995;9;7;0;0;0;0;0;0;0;0;0;1;5;3;3;5;3;5;4;2019;2;6;6;4;0;1;0;0;0;0;6;2;0;5;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;3;11;220;906;0;0;5896858040102;2;0;3;1;1;1;3;12;3;0;3584.0;1.0;344;7;17;18;18;0;1011.0;1.0;363;8;23;1;18;0.0;0;0.0;420;12;2;4;3;14;15;8;15;20;65;9;70;0;9;#NULL!;#NULL!;;;;;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;0;0;1;589685804010202;2;335;0;11;2;4;11;3;14;50;15;15;25;0;192.0;241.0;1;0;0;148;296;108009
33403;0;58968580401;1;1;2;6;2;0;0;0;2;1011;363;1;8;8;23;36304;1;18;2;58;13;1;0;6;8;4;4;3;8;7;3;1;0;1;1;0;1;0;0;0;7;7;6;9995;9;7;3;7;7;6;9995;9;7;3;7;7;6;9995;9;7;0;0;0;0;0;0;0;0;0;1;5;3;3;5;3;5;4;2019;2;6;6;4;0;1;0;0;0;0;6;2;0;5;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;3;11;220;906;0;0;5896858040102;2;0;3;1;1;1;3;12;3;0;3584.0;1.0;344;7;17;18;18;0;1011.0;1.0;363;8;23;1;18;0.0;0;0.0;420;12;2;4;3;14;15;8;15;20;65;9;70;0;9;#NULL!;#NULL!;;;;;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;0;0;1;589685804010203;3;40;0;5;5;4;11;4;15;15;15;20;5;0;0.0;0.0;13;0;0;148;296;108009
33404;0;58968580401;1;1;2;6;2;0;0;0;2;1011;363;1;8;8;23;36304;1;18;2;58;13;1;0;6;8;4;4;3;8;7;3;1;0;1;1;0;1;0;0;0;7;7;6;9995;9;7;3;7;7;6;9995;9;7;3;7;7;6;9995;9;7;0;0;0;0;0;0;0;0;0;1;5;3;3;5;3;5;4;2019;2;6;6;4;0;1;0;0;0;0;6;2;0;5;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;3;11;220;906;0;1;5896858040103;3;0;1;6;5;9;3;12;1;0;1011.0;1.0;363;8;23;1;18;0;1013.0;1.0;363;8;23;3;18;0.0;0;0.0;30;4;8;4;5;16;30;9;16;50;20;5;80;0;9;#NULL!;#NULL!;;;;;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;0;0;1;589685804010301;1;30;0;4;8;4;11;5;16;30;16;50;20;0;0.0;0.0;13;0;0;148;296;108009
