;OP;OPID;Steekproef;Mode;HHPers;HHSam;HHPlOP;HHLft1;HHLft2;HHLft3;HHLft4;WoPC;WoGem;Sted;GemGr;Prov;Corop;BuurtAdam;MRA;MRDH;Geslacht;Leeftijd;KLeeft;Herkomst;BetWerk;OnbBez;MaatsPart;Opleiding;HHBestInkG;HHGestInkG;HHLaagInk;HHSocInk;HHWelvG;HHRijbewijsAu;HHRijbewijsMo;HHRijbewijsBr;OPRijbewijsAu;OPRijbewijsMo;OPRijbewijsBr;HHAuto;HHAutoL;OPAuto;BrandstofPa1;XBrandstofPa1;BrandstofEPa1;BouwjaarPa1;KBouwjaarPa1;KGewichtPa1;TenaamPa1;BrandstofPa2;XBrandstofPa2;BrandstofEPa2;BouwjaarPa2;KBouwjaarPa2;KGewichtPa2;TenaamPa2;BrandstofPaL;XBrandstofPaL;BrandstofEPaL;BouwjaarPaL;KBouwjaarPaL;KGewichtPaL;HHMotor;OPMotor;HHBrom;OPBrom;HHSnor;OPSnor;HHEFiets;HHBezitVm;OPBezitVm;FqNEFiets;FqEFiets;FqBTM;FqTrein;FqAutoB;FqAutoP;FqBrSnor;OVStKaart;Jaar;Maand;Week;Dag;Weekdag;Feestdag;Weggeweest;RedenNW;RedenNWZ;RedenNWW;RedenNWB;AantVpl;AantOVVpl;AantSVpl;EFiets;AutoEig;AutoHhL;AutoLWg;AutoLPl;AutoBed;AutoDOrg;AutoDPart;AutoDBek;AutoLeen;AutoHuur;AutoAnd;ByzDag;ByzAdr;ByzVvm;ByzTyd;ByzDuur;ByzRoute;ByzReden;ReisduurOP;AfstandOP;AfstandSOP;Verpl;VerplID;VerplNr;Toer;AantRit;Doel;MotiefV;KMotiefV;MeerWink;AardWerk;VertLoc;VertGeb;VertPC;VertPCBL;VertGem;VertProv;VertCorop;VertMRA;VertMRDH;AankGeb;AankPC;AankPCBL;AankGem;AankProv;AankCorop;AankMRA;AankMRDH;PCG;GemG;PCBLG;AfstV;KAfstV;Hvm;HvmRol;KHvm;VertUur;VertMin;KVertTijd;AankUur;AankMin;Reisduur;KReisduur;ActDuur;Kind6;VolgWerk;SAantAdr;SDezPlts;SPlaats1;SPlaats2;SPlaats3;SPlaats4;SPlaats5;AfstS;AfstSBL;SVvm1;SVvm2;SVvm3;SVvm4;SBegUur;SBegMin;SEindUur;SEindMin;CorrVerpl;GehBLVer;Rit;RitID;RitNr;AfstR;AfstRBL;KAfstR;Rvm;RvmRol;RAantIn;KRvm;RVertUur;RVertMin;RAankUur;RAankMin;RReisduur;RReisduurBL;RVertStat;RAankStat;RTSamen;RCorrSnelh;RVliegVer;FactorH;FactorP;FactorV
47;0;56144375280;1;1;1;1;1;0;0;0;1;1053;363;1;8;8;23;36319;3;18;2;23;6;1;2;3;1;4;1;1;9;10;1;1;0;1;1;0;1;0;0;0;7;7;6;9995;9;7;3;7;7;6;9995;9;7;3;7;7;6;9995;9;7;0;0;0;0;0;0;0;0;0;1;5;2;3;5;4;5;1;2019;1;1;6;1;0;1;0;0;0;0;6;0;0;5;4;4;4;4;4;4;4;4;4;4;4;2;3;3;3;3;3;11;65;75;0;1;5614437528002;2;0;1;12;11;7;3;12;1;0;1053.0;1.0;363;8;23;3;18;0;1053.0;1.0;363;8;23;3;18;0.0;0;0.0;3;1;9;4;6;13;0;7;13;5;5;2;40;0;9;#NULL!;#NULL!;;;;;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;0;0;1;561443752800201;1;3;0;1;9;4;11;6;13;0;13;5;5;0;0.0;0.0;13;0;0;142;142;51742
48;0;56144375280;1;1;1;1;1;0;0;0;1;1053;363;1;8;8;23;36319;3;18;2;23;6;1;2;3;1;4;1;1;9;10;1;1;0;1;1;0;1;0;0;0;7;7;6;9995;9;7;3;7;7;6;9995;9;7;3;7;7;6;9995;9;7;0;0;0;0;0;0;0;0;0;1;5;2;3;5;4;5;1;2019;1;1;6;1;0;1;0;0;0;0;6;0;0;5;4;4;4;4;4;4;4;4;4;4;4;2;3;3;3;3;3;11;65;75;0;1;5614437528003;3;0;1;8;7;4;0;12;4;0;1053.0;1.0;363;8;23;3;18;0;1053.0;1.0;363;8;23;3;18;0.0;0;0.0;3;1;9;4;6;13;45;7;13;50;5;2;10;0;9;#NULL!;#NULL!;;;;;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;0;0;1;561443752800301;1;3;0;1;9;4;11;6;13;45;13;50;5;0;0.0;0.0;13;0;0;142;142;51742
49;0;56144375280;1;1;1;1;1;0;0;0;1;1053;363;1;8;8;23;36319;3;18;2;23;6;1;2;3;1;4;1;1;9;10;1;1;0;1;1;0;1;0;0;0;7;7;6;9995;9;7;3;7;7;6;9995;9;7;3;7;7;6;9995;9;7;0;0;0;0;0;0;0;0;0;1;5;2;3;5;4;5;1;2019;1;1;6;1;0;1;0;0;0;0;6;0;0;5;4;4;4;4;4;4;4;4;4;4;4;2;3;3;3;3;3;11;65;75;0;1;5614437528004;4;0;1;1;7;4;3;12;4;0;1053.0;1.0;363;8;23;3;18;0;1053.0;1.0;363;8;23;3;18;0.0;0;0.0;4;1;9;4;6;14;0;8;14;10;10;3;145;0;9;#NULL!;#NULL!;;;;;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;0;0;1;561443752800401;1;4;0;1;9;4;11;6;14;0;14;10;10;0;0.0;0.0;13;0;0;142;142;51742
50;0;56144375280;1;1;1;1;1;0;0;0;1;1053;363;1;8;8;23;36319;3;18;2;23;6;1;2;3;1;4;1;1;9;10;1;1;0;1;1;0;1;0;0;0;7;7;6;9995;9;7;3;7;7;6;9995;9;7;3;7;7;6;9995;9;7;0;0;0;0;0;0;0;0;0;1;5;2;3;5;4;5;1;2019;1;1;6;1;0;1;0;0;0;0;6;0;0;5;4;4;4;4;4;4;4;4;4;4;4;2;3;3;3;3;3;11;65;75;0;1;5614437528005;5;0;1;2;1;1;3;12;1;0;1053.0;1.0;363;8;23;3;18;0;1072.0;1.0;363;8;23;5;18;0.0;0;0.0;31;4;8;4;5;16;35;9;16;50;15;4;400;0;1;#NULL!;#NULL!;;;;;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;0;0;1;561443752800501;1;31;0;4;8;4;11;5;16;35;16;50;15;0;0.0;0.0;13;0;0;142;142;51742
53;0;56144376458;1;1;2;2;3;0;0;0;2;1103;363;1;8;8;23;36394;7;18;1;54;12;1;2;0;1;3;9;9;8;9;8;2;0;2;1;0;1;1;0;1;1;0;0;2003;1;2;1;7;7;6;9995;9;7;3;7;7;6;9995;9;7;0;0;0;0;0;0;0;3;3;2;5;3;3;1;3;5;4;2019;1;1;2;4;0;1;0;0;0;0;2;0;0;5;4;4;4;4;4;4;4;4;4;4;4;2;3;3;3;3;3;11;10;2;0;1;5614437645802;2;0;1;1;7;4;3;12;4;0;1103.0;1.0;363;8;23;7;18;0;1103.0;1.0;363;8;23;7;18;0.0;0;0.0;1;1;9;4;6;9;5;5;9;10;5;2;#NULL!;0;9;#NULL!;#NULL!;;;;;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;0;0;1;561443764580201;1;1;0;1;9;4;11;6;9;5;9;10;5;0;0.0;0.0;13;0;0;142;284;103511
54;1;56144379341;1;1;1;1;1;0;0;0;1;1062;363;1;8;8;23;36387;4;18;1;49;11;1;3;0;2;4;7;10;8;9;10;1;0;1;1;0;1;1;0;1;1;0;0;2017;5;4;1;7;7;6;9995;9;7;3;7;7;6;9995;9;7;0;0;0;0;0;0;1;3;3;5;1;2;5;1;4;5;4;2019;1;1;6;1;0;1;0;0;0;0;3;0;0;5;1;2;2;2;2;2;2;2;2;2;2;3;3;3;3;3;3;11;50;300;0;1;5614437934101;1;0;1;9;8;6;3;12;1;0;1062.0;1.0;363;8;23;4;18;0;1078.0;1.0;363;8;23;5;18;0.0;0;0.0;100;8;1;1;1;12;0;6;12;15;15;4;105;0;9;#NULL!;#NULL!;;;;;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;0;0;1;561443793410101;1;100;0;8;1;1;1;1;12;0;12;15;15;0;0.0;0.0;13;0;0;249;249;91015
55;0;56144379341;1;1;1;1;1;0;0;0;1;1062;363;1;8;8;23;36387;4;18;1;49;11;1;3;0;2;4;7;10;8;9;10;1;0;1;1;0;1;1;0;1;1;0;0;2017;5;4;1;7;7;6;9995;9;7;3;7;7;6;9995;9;7;0;0;0;0;0;0;1;3;3;5;1;2;5;1;4;5;4;2019;1;1;6;1;0;1;0;0;0;0;3;0;0;5;1;2;2;2;2;2;2;2;2;2;2;3;3;3;3;3;3;11;50;300;0;1;5614437934102;2;0;1;11;10;7;3;12;4;0;1078.0;1.0;363;8;23;5;18;0;1066.0;1.0;363;8;23;4;18;0.0;0;0.0;150;9;1;1;1;14;0;8;14;25;25;6;95;0;9;#NULL!;#NULL!;;;;;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;0;0;1;561443793410201;1;150;0;9;1;1;1;1;14;0;14;25;25;0;0.0;0.0;13;0;0;249;249;91015
56;0;56144379341;1;1;1;1;1;0;0;0;1;1062;363;1;8;8;23;36387;4;18;1;49;11;1;3;0;2;4;7;10;8;9;10;1;0;1;1;0;1;1;0;1;1;0;0;2017;5;4;1;7;7;6;9995;9;7;3;7;7;6;9995;9;7;0;0;0;0;0;0;1;3;3;5;1;2;5;1;4;5;4;2019;1;1;6;1;0;1;0;0;0;0;3;0;0;5;1;2;2;2;2;2;2;2;2;2;2;3;3;3;3;3;3;11;50;300;0;1;5614437934103;3;0;1;1;10;7;3;12;4;0;1066.0;1.0;363;8;23;4;18;0;1062.0;1.0;363;8;23;4;18;0.0;0;0.0;50;6;1;1;1;16;0;9;16;10;10;3;#NULL!;0;9;#NULL!;#NULL!;;;;;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;0;0;1;561443793410301;1;50;0;6;1;1;1;1;16;0;16;10;10;0;0.0;0.0;13;0;0;249;249;91015
127;0;56147383241;1;1;2;2;3;0;0;0;2;1024;363;1;8;8;23;36368;2;18;1;30;8;1;3;0;2;3;6;6;8;9;5;1;0;1;1;0;1;1;0;1;1;0;0;2003;1;3;1;7;7;6;9995;9;7;3;7;7;6;9995;9;7;0;0;0;0;0;0;0;3;3;5;5;1;5;3;4;5;0;2019;1;2;13;1;0;1;0;0;0;0;3;2;0;5;1;2;2;2;2;2;2;2;2;2;2;3;3;3;3;3;3;11;130;700;0;1;5614738324102;2;0;2;2;1;1;3;12;1;0;1024.0;1.0;363;8;23;2;18;0;1101.0;1.0;363;8;23;7;18;0.0;0;0.0;250;10;5;4;4;9;30;5;10;15;45;8;480;0;1;#NULL!;#NULL!;;;;;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;0;0;1;561473832410201;1;50;0;6;3;4;11;4;9;30;9;45;15;0;0.0;0.0;13;0;0;130;260;94904
128;0;56147383241;1;1;2;2;3;0;0;0;2;1024;363;1;8;8;23;36368;2;18;1;30;8;1;3;0;2;3;6;6;8;9;5;1;0;1;1;0;1;1;0;1;1;0;0;2003;1;3;1;7;7;6;9995;9;7;3;7;7;6;9995;9;7;0;0;0;0;0;0;0;3;3;5;5;1;5;3;4;5;0;2019;1;2;13;1;0;1;0;0;0;0;3;2;0;5;1;2;2;2;2;2;2;2;2;2;2;3;3;3;3;3;3;11;130;700;0;0;5614738324102;2;0;2;2;1;1;3;12;1;0;1024.0;1.0;363;8;23;2;18;0;1101.0;1.0;363;8;23;7;18;0.0;0;0.0;250;10;5;4;4;9;30;5;10;15;45;8;480;0;1;#NULL!;#NULL!;;;;;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;0;0;1;561473832410202;2;200;0;10;5;4;11;4;9;45;10;15;30;0;0.0;0.0;13;0;0;130;260;94904
129;0;56147383241;1;1;2;2;3;0;0;0;2;1024;363;1;8;8;23;36368;2;18;1;30;8;1;3;0;2;3;6;6;8;9;5;1;0;1;1;0;1;1;0;1;1;0;0;2003;1;3;1;7;7;6;9995;9;7;3;7;7;6;9995;9;7;0;0;0;0;0;0;0;3;3;5;5;1;5;3;4;5;0;2019;1;2;13;1;0;1;0;0;0;0;3;2;0;5;1;2;2;2;2;2;2;2;2;2;2;3;3;3;3;3;3;11;130;700;0;1;5614738324103;3;0;2;1;1;1;3;12;3;0;1101.0;1.0;363;8;23;7;18;0;1024.0;1.0;363;8;23;2;18;0.0;0;0.0;250;10;3;4;4;18;15;11;19;15;60;9;#NULL!;0;9;#NULL!;#NULL!;;;;;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;0;0;1;561473832410301;1;100;0;8;5;4;11;4;18;15;18;30;15;0;0.0;0.0;13;0;0;130;260;94904
130;0;56147383241;1;1;2;2;3;0;0;0;2;1024;363;1;8;8;23;36368;2;18;1;30;8;1;3;0;2;3;6;6;8;9;5;1;0;1;1;0;1;1;0;1;1;0;0;2003;1;3;1;7;7;6;9995;9;7;3;7;7;6;9995;9;7;0;0;0;0;0;0;0;3;3;5;5;1;5;3;4;5;0;2019;1;2;13;1;0;1;0;0;0;0;3;2;0;5;1;2;2;2;2;2;2;2;2;2;2;3;3;3;3;3;3;11;130;700;0;0;5614738324103;3;0;2;1;1;1;3;12;3;0;1101.0;1.0;363;8;23;7;18;0;1024.0;1.0;363;8;23;2;18;0.0;0;0.0;250;10;3;4;4;18;15;11;19;15;60;9;#NULL!;0;9;#NULL!;#NULL!;;;;;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;0;0;1;561473832410302;2;150;0;9;3;4;11;4;18;45;19;15;30;0;0.0;0.0;13;0;0;130;260;94904
1553;1;56175192411;1;1;5;4;5;0;1;0;4;1065;363;1;8;8;23;36389;4;18;1;20;6;2;3;0;2;5;11;11;9;10;11;0;0;0;0;0;0;1;0;0;1;0;0;2002;1;4;2;7;7;6;9995;9;7;3;7;7;6;9995;9;7;0;0;0;0;0;0;0;3;0;5;5;1;5;5;5;5;0;2019;1;3;17;5;0;1;0;0;0;0;2;2;0;5;4;4;4;4;4;4;4;4;4;4;4;2;3;3;3;3;3;11;50;54;0;1;5617519241101;1;0;1;2;1;1;3;12;1;0;1065.0;1.0;363;8;23;4;18;0;1054.0;1.0;363;8;23;3;18;0.0;0;0.0;20;3;4;4;4;14;0;8;14;20;20;5;460;0;1;#NULL!;#NULL!;;;;;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;0;0;1;561751924110101;1;20;0;3;4;4;11;4;14;0;14;20;20;0;0.0;0.0;13;0;0;137;683;249389
1556;0;56175192907;1;1;2;2;3;0;0;0;2;1052;363;1;8;8;23;36316;3;18;2;38;9;1;3;0;2;4;10;10;8;9;10;2;0;2;1;0;1;0;0;0;7;7;6;9995;9;7;3;7;7;6;9995;9;7;3;7;7;6;9995;9;7;0;0;0;0;0;0;0;0;0;1;5;3;4;4;3;5;0;2019;1;1;2;4;0;1;0;0;0;0;4;0;0;5;4;4;4;4;4;4;4;4;4;4;4;2;3;3;3;3;3;11;40;86;0;1;5617519290702;2;0;1;1;1;1;3;12;3;0;1014.0;1.0;363;8;23;3;18;0;1052.0;1.0;363;8;23;3;18;0.0;0;0.0;40;5;8;4;5;18;0;11;18;15;15;4;15;0;9;#NULL!;#NULL!;;;;;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;0;0;1;561751929070201;1;40;0;5;8;4;11;5;18;0;18;15;15;0;0.0;0.0;13;0;0;133;266;96994
1557;0;56175192907;1;1;2;2;3;0;0;0;2;1052;363;1;8;8;23;36316;3;18;2;38;9;1;3;0;2;4;10;10;8;9;10;2;0;2;1;0;1;0;0;0;7;7;6;9995;9;7;3;7;7;6;9995;9;7;3;7;7;6;9995;9;7;0;0;0;0;0;0;0;0;0;1;5;3;4;4;3;5;0;2019;1;1;2;4;0;1;0;0;0;0;4;0;0;5;4;4;4;4;4;4;4;4;4;4;4;2;3;3;3;3;3;11;40;86;0;1;5617519290703;3;0;1;8;7;4;0;12;1;0;1052.0;1.0;363;8;23;3;18;0;1052.0;1.0;363;8;23;3;18;0.0;0;0.0;3;1;9;4;6;18;30;11;18;35;5;2;10;0;9;#NULL!;#NULL!;;;;;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;0;0;1;561751929070301;1;3;0;1;9;4;11;6;18;30;18;35;5;0;0.0;0.0;13;0;0;133;266;96994
1558;0;56175192907;1;1;2;2;3;0;0;0;2;1052;363;1;8;8;23;36316;3;18;2;38;9;1;3;0;2;4;10;10;8;9;10;2;0;2;1;0;1;0;0;0;7;7;6;9995;9;7;3;7;7;6;9995;9;7;3;7;7;6;9995;9;7;0;0;0;0;0;0;0;0;0;1;5;3;4;4;3;5;0;2019;1;1;2;4;0;1;0;0;0;0;4;0;0;5;4;4;4;4;4;4;4;4;4;4;4;2;3;3;3;3;3;11;40;86;0;1;5617519290704;4;0;1;1;7;4;3;12;4;0;1052.0;1.0;363;8;23;3;18;0;1052.0;1.0;363;8;23;3;18;0.0;0;0.0;3;1;9;4;6;18;45;11;18;50;5;2;#NULL!;0;9;#NULL!;#NULL!;;;;;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;0;0;1;561751929070401;1;3;0;1;9;4;11;6;18;45;18;50;5;0;0.0;0.0;13;0;0;133;266;96994
1559;1;56175193155;1;1;2;2;3;0;0;0;2;1076;363;1;8;8;23;36348;5;18;1;86;18;2;0;2;7;2;7;7;8;9;6;1;0;1;0;0;0;1;0;0;1;0;0;2010;2;2;2;7;7;6;9995;9;7;3;7;7;6;9995;9;7;0;0;0;0;0;0;0;3;0;5;5;3;4;5;3;5;4;2019;1;3;15;3;0;1;0;0;0;0;2;2;0;5;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;3;11;17;60;0;1;5617519315501;1;0;1;13;12;3;3;12;1;0;1076.0;1.0;363;8;23;5;18;0;1182.0;1.0;362;8;23;13;18;0.0;0;0.0;30;4;4;4;4;14;10;8;14;20;10;3;80;0;9;#NULL!;#NULL!;;;;;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;0;0;1;561751931550101;1;30;0;4;4;4;11;4;14;10;14;20;10;0;0.0;0.0;13;0;0;255;509;185813
1560;0;56175193155;1;1;2;2;3;0;0;0;2;1076;363;1;8;8;23;36348;5;18;1;86;18;2;0;2;7;2;7;7;8;9;6;1;0;1;0;0;0;1;0;0;1;0;0;2010;2;2;2;7;7;6;9995;9;7;3;7;7;6;9995;9;7;0;0;0;0;0;0;0;3;0;5;5;3;4;5;3;5;4;2019;1;3;15;3;0;1;0;0;0;0;2;2;0;5;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;3;11;17;60;0;1;5617519315502;2;0;1;1;12;3;3;12;4;0;1182.0;1.0;362;8;23;13;18;0;1076.0;1.0;363;8;23;5;18;0.0;0;0.0;30;4;4;4;4;15;40;8;15;47;7;2;#NULL!;0;9;#NULL!;#NULL!;;;;;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;0;0;1;561751931550201;1;30;0;4;4;4;11;4;15;40;15;47;7;0;0.0;0.0;13;0;0;255;509;185813
1561;1;56175193465;1;1;1;1;1;0;0;0;1;1021;363;1;8;8;23;36361;2;18;2;42;10;1;2;0;1;4;2;2;8;8;2;1;0;1;1;0;1;0;0;0;7;7;6;9995;9;7;3;7;7;6;9995;9;7;3;7;7;6;9995;9;7;0;0;0;0;0;0;0;0;0;1;5;2;2;5;3;5;4;2019;1;3;16;4;0;1;0;0;0;0;2;1;0;5;4;4;4;4;4;4;4;4;4;4;4;2;3;3;3;3;3;11;105;625;0;1;5617519346501;1;0;4;2;1;1;3;12;4;0;1689.0;1.0;405;8;18;17;18;0;1053.0;1.0;363;8;23;3;18;0.0;0;0.0;550;13;2;4;3;11;15;5;12;30;75;9;270;0;1;#NULL!;#NULL!;;;;;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;0;0;1;561751934650101;1;2;0;1;9;4;11;6;11;15;11;17;2;0;0.0;0.0;13;0;0;600;600;219014
1562;0;56175193465;1;1;1;1;1;0;0;0;1;1021;363;1;8;8;23;36361;2;18;2;42;10;1;2;0;1;4;2;2;8;8;2;1;0;1;1;0;1;0;0;0;7;7;6;9995;9;7;3;7;7;6;9995;9;7;3;7;7;6;9995;9;7;0;0;0;0;0;0;0;0;0;1;5;2;2;5;3;5;4;2019;1;3;16;4;0;1;0;0;0;0;2;1;0;5;4;4;4;4;4;4;4;4;4;4;4;2;3;3;3;3;3;11;105;625;0;0;5617519346501;1;0;4;2;1;1;3;12;4;0;1689.0;1.0;405;8;18;17;18;0;1053.0;1.0;363;8;23;3;18;0.0;0;0.0;550;13;2;4;3;11;15;5;12;30;75;9;270;0;1;#NULL!;#NULL!;;;;;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;0;0;1;561751934650102;2;50;0;6;3;4;11;4;11;17;11;30;13;0;0.0;0.0;13;0;0;600;600;219014
1563;0;56175193465;1;1;1;1;1;0;0;0;1;1021;363;1;8;8;23;36361;2;18;2;42;10;1;2;0;1;4;2;2;8;8;2;1;0;1;1;0;1;0;0;0;7;7;6;9995;9;7;3;7;7;6;9995;9;7;3;7;7;6;9995;9;7;0;0;0;0;0;0;0;0;0;1;5;2;2;5;3;5;4;2019;1;3;16;4;0;1;0;0;0;0;2;1;0;5;4;4;4;4;4;4;4;4;4;4;4;2;3;3;3;3;3;11;105;625;0;0;5617519346501;1;0;4;2;1;1;3;12;4;0;1689.0;1.0;405;8;18;17;18;0;1053.0;1.0;363;8;23;3;18;0.0;0;0.0;550;13;2;4;3;11;15;5;12;30;75;9;270;0;1;#NULL!;#NULL!;;;;;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;0;0;1;561751934650103;3;448;0;12;2;4;11;3;11;40;12;12;32;0;270.0;239.0;1;0;0;600;600;219014
1564;0;56175193465;1;1;1;1;1;0;0;0;1;1021;363;1;8;8;23;36361;2;18;2;42;10;1;2;0;1;4;2;2;8;8;2;1;0;1;1;0;1;0;0;0;7;7;6;9995;9;7;3;7;7;6;9995;9;7;3;7;7;6;9995;9;7;0;0;0;0;0;0;0;0;0;1;5;2;2;5;3;5;4;2019;1;3;16;4;0;1;0;0;0;0;2;1;0;5;4;4;4;4;4;4;4;4;4;4;4;2;3;3;3;3;3;11;105;625;0;0;5617519346501;1;0;4;2;1;1;3;12;4;0;1689.0;1.0;405;8;18;17;18;0;1053.0;1.0;363;8;23;3;18;0.0;0;0.0;550;13;2;4;3;11;15;5;12;30;75;9;270;0;1;#NULL!;#NULL!;;;;;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;0;0;1;561751934650104;4;50;0;6;8;4;11;5;12;12;12;30;18;0;0.0;0.0;13;0;0;600;600;219014
1565;0;56175193465;1;1;1;1;1;0;0;0;1;1021;363;1;8;8;23;36361;2;18;2;42;10;1;2;0;1;4;2;2;8;8;2;1;0;1;1;0;1;0;0;0;7;7;6;9995;9;7;3;7;7;6;9995;9;7;3;7;7;6;9995;9;7;0;0;0;0;0;0;0;0;0;1;5;2;2;5;3;5;4;2019;1;3;16;4;0;1;0;0;0;0;2;1;0;5;4;4;4;4;4;4;4;4;4;4;4;2;3;3;3;3;3;11;105;625;0;1;5617519346502;2;0;1;1;1;1;3;12;3;0;1053.0;1.0;363;8;23;3;18;0;1021.0;1.0;363;8;23;2;18;0.0;0;0.0;75;7;8;4;5;17;0;10;17;30;30;7;#NULL!;0;9;#NULL!;#NULL!;;;;;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;0;0;1;561751934650201;1;75;0;7;8;4;11;5;17;0;17;30;30;0;0.0;0.0;13;0;0;600;600;219014
1566;1;56175193527;1;1;1;1;1;0;0;0;1;1067;363;1;8;8;23;36379;4;18;1;53;12;2;0;4;6;3;5;5;8;9;4;0;0;1;0;0;1;0;0;0;7;7;6;9995;9;7;3;7;7;6;9995;9;7;3;7;7;6;9995;9;7;0;0;1;1;1;1;0;5;5;5;5;4;4;5;3;1;4;2019;1;3;14;2;0;1;0;0;0;0;3;0;0;5;4;4;4;4;4;4;4;4;4;4;4;2;3;3;3;3;3;11;80;142;0;1;5617519352701;1;0;1;5;4;9;3;12;1;0;1067.0;1.0;363;8;23;4;18;0;1054.0;1.0;363;8;23;3;18;0.0;0;0.0;72;6;18;4;7;10;45;5;11;15;30;7;30;0;9;#NULL!;#NULL!;;;;;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;0;0;1;561751935270101;1;72;0;6;18;4;11;7;10;45;11;15;30;0;0.0;0.0;13;0;0;841;841;307095
1567;0;56175193527;1;1;1;1;1;0;0;0;1;1067;363;1;8;8;23;36379;4;18;1;53;12;2;0;4;6;3;5;5;8;9;4;0;0;1;0;0;1;0;0;0;7;7;6;9995;9;7;3;7;7;6;9995;9;7;3;7;7;6;9995;9;7;0;0;1;1;1;1;0;5;5;5;5;4;4;5;3;1;4;2019;1;3;14;2;0;1;0;0;0;0;3;0;0;5;4;4;4;4;4;4;4;4;4;4;4;2;3;3;3;3;3;11;80;142;0;1;5617519352702;2;0;1;12;11;7;3;12;4;0;1054.0;1.0;363;8;23;3;18;0;1068.0;1.0;363;8;23;4;18;0.0;0;0.0;50;6;18;4;7;11;45;5;12;15;30;7;65;0;9;#NULL!;#NULL!;;;;;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;0;0;1;561751935270201;1;50;0;6;18;4;11;7;11;45;12;15;30;0;0.0;0.0;13;0;0;841;841;307095
