pc4_code,no2_020,no2_019,no2_018,no2_017,no2_016,no2_015,no2_014,no2_013,no2_012,no2_011,no2_010,no2_009
9946,,,,,,,,,,,,
9962,,,,,,,,,,,,
9988,,,,,,,,,,,,
9999,,,,,,,,,,,,
1974,,,,,,,,,,,,
1021,,,,,,,,,,,,
1034,,,,,,,,,,,,
1112,,,,,,,,,,,,
1276,,,,,,,,,,,,
1422,,,,,,,,,,,,
1451,,,,,,,,,,,,
1613,,,,,,,,,,,,
1616,,,,,,,,,,,,
1622,,,,,,,,,,,,
1641,,,,,,,,,,,,
2116,,,,,,,,,,,,
2235,,,,,,,,,,,,
2396,,,,,,,,,,,,
2492,,,,,,,,,,,,
2521,,,,,,,,,,,,
2672,,,,,,,,,,,,
2678,,,,,,,,,,,,
2722,,,,,,,,,,,,
2831,,,,,,,,,,,,
2954,,,,,,,,,,,,
2981,,,,,,,,,,,,
2982,,,,,,,,,,,,
3063,,,,,,,,,,,,
3124,,,,,,,,,,,,
3192,,,,,,,,,,,,
3201,,,,,,,,,,,,
3313,,,,,,,,,,,,
3436,44.27515,45.71455,46.31528,43.68435,39.85062,37.75807,36.77494,37.21422,39.4366,41.83495,44.17549,44.76983
3464,,,,,,,,,,,,
3525,48.75827,50.2771,51.0921,47.42537,43.10397,40.87691,39.84809,40.86637,43.67052,46.4239,49.02003,50.33334
3628,,,,,,,,,,,,
3992,42.91666,44.15657,44.83707,40.99123,37.18859,35.31565,34.47697,35.85832,38.17349,40.38947,42.47791,43.88731
4016,,,,,,,,,,,,
4156,,,,,,,,,,,,
4176,,,,,,,,,,,,
4221,,,,,,,,,,,,
4233,,,,,,,,,,,,
4382,,,,,,,,,,,,
4414,,,,,,,,,,,,
4433,,,,,,,,,,,,
4503,,,,,,,,,,,,
4561,,,,,,,,,,,,
4705,,,,,,,,,,,,
4715,,,,,,,,,,,,
4796,,,,,,,,,,,,
4824,,,,,,,,,,,,
4825,,,,,,,,,,,,
5011,,,,,,,,,,,,
5101,,,,,,,,,,,,
5142,,,,,,,,,,,,
5244,,,,,,,,,,,,
5368,,,,,,,,,,,,
5395,,,,,,,,,,,,
5528,,,,,,,,,,,,
5647,,,,,,,,,,,,
5712,,,,,,,,,,,,
5976,,,,,,,,,,,,
5981,,,,,,,,,,,,
6003,,,,,,,,,,,,
6095,,,,,,,,,,,,
6163,,,,,,,,,,,,
6164,,,,,,,,,,,,
6222,,,,,,,,,,,,
6252,,,,,,,,,,,,
6467,,,,,,,,,,,,
6471,,,,,,,,,,,,
6521,,,,,,,,,,,,
6538,,,,,,,,,,,,
6543,,,,,,,,,,,,
6545,,,,,,,,,,,,
6615,,,,,,,,,,,,
6616,,,,,,,,,,,,
6626,,,,,,,,,,,,
6661,,,,,,,,,,,,
6662,,,,,,,,,,,,
6718,,,,,,,,,,,,
6834,,,,,,,,,,,,
6882,,,,,,,,,,,,
7137,,,,,,,,,,,,
7434,,,,,,,,,,,,
7496,,,,,,,,,,,,
7523,,,,,,,,,,,,
7533,,,,,,,,,,,,
7555,,,,,,,,,,,,
7813,,,,,,,,,,,,
7911,,,,,,,,,,,,
7915,,,,,,,,,,,,
7931,,,,,,,,,,,,
7938,,,,,,,,,,,,
8081,,,,,,,,,,,,
8161,,,,,,,,,,,,
8361,,,,,,,,,,,,
8363,,,,,,,,,,,,
8375,,,,,,,,,,,,
8391,,,,,,,,,,,,
8485,,,,,,,,,,,,
8526,,,,,,,,,,,,
8538,,,,,,,,,,,,
8566,,,,,,,,,,,,
8571,,,,,,,,,,,,
8613,,,,,,,,,,,,
8724,,,,,,,,,,,,
8763,,,,,,,,,,,,
8806,,,,,,,,,,,,
8809,,,,,,,,,,,,
8816,,,,,,,,,,,,
8914,,,,,,,,,,,,
8931,,,,,,,,,,,,
9024,,,,,,,,,,,,
9072,,,,,,,,,,,,
9161,,,,,,,,,,,,
9164,,,,,,,,,,,,
9315,,,,,,,,,,,,
9447,,,,,,,,,,,,
9458,,,,,,,,,,,,
9474,,,,,,,,,,,,
9491,,,,,,,,,,,,
9574,,,,,,,,,,,,
9673,,,,,,,,,,,,
9682,,,,,,,,,,,,
9685,,,,,,,,,,,,
9718,,,,,,,,,,,,
9841,,,,,,,,,,,,
9905,,,,,,,,,,,,
9919,,,,,,,,,,,,
9969,,,,,,,,,,,,
9982,,,,,,,,,,,,
9998,,,,,,,,,,,,
2542,,,,,,,,,,,,
1015,,,,,,,,,,,,
1025,,,,,,,,,,,,
1044,,,,,,,,,,,,
1047,,,,,,,,,,,,
1055,,,,,,,,,,,,
1105,,,,,,,,,,,,
1106,,,,,,,,,,,,
1119,,,,,,,,,,,,
1231,,,,,,,,,,,,
1275,,,,,,,,,,,,
1339,,,,,,,,,,,,
1426,,,,,,,,,,,,
1441,,,,,,,,,,,,
1621,,,,,,,,,,,,
1704,,,,,,,,,,,,
1735,,,,,,,,,,,,
1871,,,,,,,,,,,,
2015,,,,,,,,,,,,
2033,,,,,,,,,,,,
2261,,,,,,,,,,,,
2292,,,,,,,,,,,,
2375,,,,,,,,,,,,
2376,,,,,,,,,,,,
2411,,,,,,,,,,,,
2553,,,,,,,,,,,,
2564,,,,,,,,,,,,
2566,,,,,,,,,,,,
2613,,,,,,,,,,,,
2665,,,,,,,,,,,,
2974,,,,,,,,,,,,
3038,,,,,,,,,,,,
3043,,,,,,,,,,,,
3077,,,,,,,,,,,,
3121,,,,,,,,,,,,
3227,,,,,,,,,,,,
3241,,,,,,,,,,,,
3521,54.46898,57.86834,60.06305,57.52093,53.5181,50.828,48.92352,49.67947,52.25616,55.23817,58.74597,61.24757
3607,41.83941,43.30156,43.73141,41.71701,38.21393,36.21178,35.21798,35.33044,37.20004,39.45253,41.68701,41.81574
3626,,,,,,,,,,,,
3631,,,,,,,,,,,,
3775,,,,,,,,,,,,
3832,,,,,,,,,,,,
3891,,,,,,,,,,,,
3921,,,,,,,,,,,,
3981,51.44152,54.71072,55.47222,52.37264,49.08858,46.97683,45.08813,46.34589,48.64414,52.1396,55.55142,56.85492
3995,44.08674,45.72569,46.14991,44.4668,40.82478,38.67126,37.56152,37.36033,39.35392,41.85526,44.33261,44.2216
4223,,,,,,,,,,,,
4266,,,,,,,,,,,,
4287,,,,,,,,,,,,
4381,,,,,,,,,,,,
4482,,,,,,,,,,,,
4564,,,,,,,,,,,,
4584,,,,,,,,,,,,
4588,,,,,,,,,,,,
4613,,,,,,,,,,,,
4837,,,,,,,,,,,,
4854,,,,,,,,,,,,
4884,,,,,,,,,,,,
5111,,,,,,,,,,,,
5171,,,,,,,,,,,,
5302,,,,,,,,,,,,
5348,,,,,,,,,,,,
5383,,,,,,,,,,,,
5422,,,,,,,,,,,,
5583,,,,,,,,,,,,
5611,,,,,,,,,,,,
5751,,,,,,,,,,,,
5821,,,,,,,,,,,,
5954,,,,,,,,,,,,
6065,,,,,,,,,,,,
6077,,,,,,,,,,,,
6093,,,,,,,,,,,,
6102,,,,,,,,,,,,
6121,,,,,,,,,,,,
6162,,,,,,,,,,,,
6216,,,,,,,,,,,,
6307,,,,,,,,,,,,
6413,,,,,,,,,,,,
6566,,,,,,,,,,,,
6606,,,,,,,,,,,,
6611,,,,,,,,,,,,
6612,,,,,,,,,,,,
6681,,,,,,,,,,,,
6703,,,,,,,,,,,,
6812,,,,,,,,,,,,
6828,,,,,,,,,,,,
6869,,,,,,,,,,,,
6921,,,,,,,,,,,,
6932,,,,,,,,,,,,
6975,,,,,,,,,,,,
7031,,,,,,,,,,,,
7044,,,,,,,,,,,,
7046,,,,,,,,,,,,
7113,,,,,,,,,,,,
7132,,,,,,,,,,,,
7331,,,,,,,,,,,,
7341,,,,,,,,,,,,
7472,,,,,,,,,,,,
7497,,,,,,,,,,,,
7548,,,,,,,,,,,,
7626,,,,,,,,,,,,
7645,,,,,,,,,,,,
7845,,,,,,,,,,,,
7884,,,,,,,,,,,,
7936,,,,,,,,,,,,
7966,,,,,,,,,,,,
8012,,,,,,,,,,,,
8032,,,,,,,,,,,,
8033,,,,,,,,,,,,
8322,,,,,,,,,,,,
8326,,,,,,,,,,,,
8331,,,,,,,,,,,,
8339,,,,,,,,,,,,
8413,,,,,,,,,,,,
8457,,,,,,,,,,,,
8507,,,,,,,,,,,,
8525,,,,,,,,,,,,
8541,,,,,,,,,,,,
8603,,,,,,,,,,,,
8608,,,,,,,,,,,,
8772,,,,,,,,,,,,
8802,,,,,,,,,,,,
8835,,,,,,,,,,,,
8853,,,,,,,,,,,,
8895,,,,,,,,,,,,
9007,,,,,,,,,,,,
9013,,,,,,,,,,,,
9061,,,,,,,,,,,,
9107,,,,,,,,,,,,
9148,,,,,,,,,,,,
9297,,,,,,,,,,,,
9334,,,,,,,,,,,,
9336,,,,,,,,,,,,
9351,,,,,,,,,,,,
9435,,,,,,,,,,,,
9453,,,,,,,,,,,,
9495,,,,,,,,,,,,
9496,,,,,,,,,,,,
9525,,,,,,,,,,,,
9622,,,,,,,,,,,,
9656,,,,,,,,,,,,
9687,,,,,,,,,,,,
9714,,,,,,,,,,,,
9744,,,,,,,,,,,,
9781,,,,,,,,,,,,
9805,,,,,,,,,,,,
9933,,,,,,,,,,,,
9975,,,,,,,,,,,,
4211,,,,,,,,,,,,
1145,,,,,,,,,,,,
1181,,,,,,,,,,,,
1262,,,,,,,,,,,,
1274,,,,,,,,,,,,
1359,,,,,,,,,,,,
1402,,,,,,,,,,,,
1433,,,,,,,,,,,,
1601,,,,,,,,,,,,
1623,,,,,,,,,,,,
1693,,,,,,,,,,,,
1826,,,,,,,,,,,,
1852,,,,,,,,,,,,
1951,,,,,,,,,,,,
2013,,,,,,,,,,,,
2023,,,,,,,,,,,,
2295,,,,,,,,,,,,
2334,,,,,,,,,,,,
2407,,,,,,,,,,,,
2431,,,,,,,,,,,,
2432,,,,,,,,,,,,
2498,,,,,,,,,,,,
2611,,,,,,,,,,,,
3016,,,,,,,,,,,,
3056,,,,,,,,,,,,
3059,,,,,,,,,,,,
3078,,,,,,,,,,,,
3197,,,,,,,,,,,,
3235,,,,,,,,,,,,
2593,,,,,,,,,,,,
1033,,,,,,,,,,,,
1062,,,,,,,,,,,,
1065,,,,,,,,,,,,
1261,,,,,,,,,,,,
1361,,,,,,,,,,,,
1432,,,,,,,,,,,,
1508,,,,,,,,,,,,
1614,,,,,,,,,,,,
1682,,,,,,,,,,,,
1723,,,,,,,,,,,,
1767,,,,,,,,,,,,
1847,,,,,,,,,,,,
1964,,,,,,,,,,,,
1971,,,,,,,,,,,,
2037,,,,,,,,,,,,
2134,,,,,,,,,,,,
2182,,,,,,,,,,,,
2215,,,,,,,,,,,,
2282,,,,,,,,,,,,
2314,,,,,,,,,,,,
2547,,,,,,,,,,,,
2752,,,,,,,,,,,,
3088,,,,,,,,,,,,
3113,,,,,,,,,,,,
3123,,,,,,,,,,,,
3125,,,,,,,,,,,,
3137,,,,,,,,,,,,
3262,,,,,,,,,,,,
3267,,,,,,,,,,,,
3284,,,,,,,,,,,,
3403,30.35589,31.03267,31.394,29.02966,26.30189,24.90183,24.40438,25.12154,26.13766,27.15746,28.28823,28.75803
3434,,,,,,,,,,,,
3441,,,,,,,,,,,,
3514,50.12221,51.81637,52.57179,49.40176,45.05376,42.71372,41.57164,42.1989,45.01072,47.95494,50.74747,51.69344
3564,43.52759,44.85048,45.50071,42.46223,38.62772,36.61099,35.70402,36.45432,38.69854,40.98204,43.19729,44.08755
3642,,,,,,,,,,,,
3722,,,,,,,,,,,,
3735,,,,,,,,,,,,
3742,,,,,,,,,,,,
3744,,,,,,,,,,,,
3761,,,,,,,,,,,,
3794,,,,,,,,,,,,
3814,,,,,,,,,,,,
3848,,,,,,,,,,,,
3881,,,,,,,,,,,,
3931,,,,,,,,,,,,
3998,,,,,,,,,,,,
4132,,,,,,,,,,,,
4147,,,,,,,,,,,,
4185,,,,,,,,,,,,
4245,,,,,,,,,,,,
4363,,,,,,,,,,,,
4374,,,,,,,,,,,,
4385,,,,,,,,,,,,
4386,,,,,,,,,,,,
4436,,,,,,,,,,,,
4454,,,,,,,,,,,,
4475,,,,,,,,,,,,
4574,,,,,,,,,,,,
4586,,,,,,,,,,,,
4681,,,,,,,,,,,,
4711,,,,,,,,,,,,
4771,,,,,,,,,,,,
4782,,,,,,,,,,,,
4841,,,,,,,,,,,,
4844,,,,,,,,,,,,
4851,,,,,,,,,,,,
5013,,,,,,,,,,,,
5017,,,,,,,,,,,,
5044,,,,,,,,,,,,
5046,,,,,,,,,,,,
5071,,,,,,,,,,,,
5232,,,,,,,,,,,,
5233,,,,,,,,,,,,
5245,,,,,,,,,,,,
5263,,,,,,,,,,,,
5316,,,,,,,,,,,,
5472,,,,,,,,,,,,
5503,,,,,,,,,,,,
5505,,,,,,,,,,,,
5621,,,,,,,,,,,,
5624,,,,,,,,,,,,
5843,,,,,,,,,,,,
5975,,,,,,,,,,,,
5977,,,,,,,,,,,,
6045,,,,,,,,,,,,
6061,,,,,,,,,,,,
6278,,,,,,,,,,,,
6286,,,,,,,,,,,,
6371,,,,,,,,,,,,
6573,,,,,,,,,,,,
6653,,,,,,,,,,,,
6744,,,,,,,,,,,,
6841,,,,,,,,,,,,
6881,,,,,,,,,,,,
6904,,,,,,,,,,,,
7205,,,,,,,,,,,,
7225,,,,,,,,,,,,
7242,,,,,,,,,,,,
7255,,,,,,,,,,,,
7312,,,,,,,,,,,,
7316,,,,,,,,,,,,
7332,,,,,,,,,,,,
7439,,,,,,,,,,,,
7468,,,,,,,,,,,,
7481,,,,,,,,,,,,
7581,,,,,,,,,,,,
7591,,,,,,,,,,,,
7605,,,,,,,,,,,,
7606,,,,,,,,,,,,
7621,,,,,,,,,,,,
7622,,,,,,,,,,,,
7685,,,,,,,,,,,,
7751,,,,,,,,,,,,
7944,,,,,,,,,,,,
7958,,,,,,,,,,,,
7975,,,,,,,,,,,,
7991,,,,,,,,,,,,
8024,,,,,,,,,,,,
8218,,,,,,,,,,,,
8239,,,,,,,,,,,,
8392,,,,,,,,,,,,
8403,,,,,,,,,,,,
8411,,,,,,,,,,,,
8506,,,,,,,,,,,,
8514,,,,,,,,,,,,
8517,,,,,,,,,,,,
8617,,,,,,,,,,,,
8636,,,,,,,,,,,,
8731,,,,,,,,,,,,
8741,,,,,,,,,,,,
8764,,,,,,,,,,,,
8765,,,,,,,,,,,,
8766,,,,,,,,,,,,
8813,,,,,,,,,,,,
8932,,,,,,,,,,,,
9037,,,,,,,,,,,,
9038,,,,,,,,,,,,
9045,,,,,,,,,,,,
9051,,,,,,,,,,,,
9102,,,,,,,,,,,,
9125,,,,,,,,,,,,
9205,,,,,,,,,,,,
9321,,,,,,,,,,,,
9341,,,,,,,,,,,,
9361,,,,,,,,,,,,
9365,,,,,,,,,,,,
9403,,,,,,,,,,,,
9445,,,,,,,,,,,,
9464,,,,,,,,,,,,
9472,,,,,,,,,,,,
9526,,,,,,,,,,,,
9536,,,,,,,,,,,,
9642,,,,,,,,,,,,
9784,,,,,,,,,,,,
9812,,,,,,,,,,,,
9871,,,,,,,,,,,,
9974,,,,,,,,,,,,
1706,,,,,,,,,,,,
3902,,,,,,,,,,,,
7608,,,,,,,,,,,,
1016,,,,,,,,,,,,
1054,,,,,,,,,,,,
1059,,,,,,,,,,,,
1073,,,,,,,,,,,,
1323,,,,,,,,,,,,
1327,,,,,,,,,,,,
1483,,,,,,,,,,,,
1485,,,,,,,,,,,,
1488,,,,,,,,,,,,
1531,,,,,,,,,,,,
1609,,,,,,,,,,,,
1687,,,,,,,,,,,,
1692,,,,,,,,,,,,
1736,,,,,,,,,,,,
1744,,,,,,,,,,,,
1783,,,,,,,,,,,,
2216,,,,,,,,,,,,
2321,,,,,,,,,,,,
2323,,,,,,,,,,,,
2332,,,,,,,,,,,,
2496,,,,,,,,,,,,
2541,,,,,,,,,,,,
2582,,,,,,,,,,,,
2612,,,,,,,,,,,,
2803,,,,,,,,,,,,
2807,,,,,,,,,,,,
2861,,,,,,,,,,,,
2912,,,,,,,,,,,,
2993,,,,,,,,,,,,
3034,,,,,,,,,,,,
3037,,,,,,,,,,,,
3041,,,,,,,,,,,,
3054,,,,,,,,,,,,
3071,,,,,,,,,,,,
3117,,,,,,,,,,,,
3135,,,,,,,,,,,,
3136,,,,,,,,,,,,
3195,,,,,,,,,,,,
3223,,,,,,,,,,,,
3264,,,,,,,,,,,,
3601,,,,,,,,,,,,
3773,,,,,,,,,,,,
3972,,,,,,,,,,,,
3984,,,,,,,,,,,,
4031,,,,,,,,,,,,
4051,,,,,,,,,,,,
4104,,,,,,,,,,,,
4285,,,,,,,,,,,,
4315,,,,,,,,,,,,
4388,,,,,,,,,,,,
4524,,,,,,,,,,,,
4765,,,,,,,,,,,,
4873,,,,,,,,,,,,
5048,,,,,,,,,,,,
5272,,,,,,,,,,,,
5318,,,,,,,,,,,,
5357,,,,,,,,,,,,
5404,,,,,,,,,,,,
5406,,,,,,,,,,,,
5421,,,,,,,,,,,,
5466,,,,,,,,,,,,
5476,,,,,,,,,,,,
5527,,,,,,,,,,,,
5552,,,,,,,,,,,,
5633,,,,,,,,,,,,
5642,,,,,,,,,,,,
5651,,,,,,,,,,,,
5664,,,,,,,,,,,,
5666,,,,,,,,,,,,
5984,,,,,,,,,,,,
6026,,,,,,,,,,,,
6031,,,,,,,,,,,,
6035,,,,,,,,,,,,
6071,,,,,,,,,,,,
6082,,,,,,,,,,,,
6562,,,,,,,,,,,,
6572,,,,,,,,,,,,
6628,,,,,,,,,,,,
6666,,,,,,,,,,,,
6674,,,,,,,,,,,,
6687,,,,,,,,,,,,
6924,,,,,,,,,,,,
6991,,,,,,,,,,,,
7107,,,,,,,,,,,,
7216,,,,,,,,,,,,
7447,,,,,,,,,,,,
7514,,,,,,,,,,,,
7554,,,,,,,,,,,,
7571,,,,,,,,,,,,
7588,,,,,,,,,,,,
7691,,,,,,,,,,,,
7739,,,,,,,,,,,,
7782,,,,,,,,,,,,
7796,,,,,,,,,,,,
7797,,,,,,,,,,,,
7863,,,,,,,,,,,,
7871,,,,,,,,,,,,
7876,,,,,,,,,,,,
8034,,,,,,,,,,,,
8045,,,,,,,,,,,,
8304,,,,,,,,,,,,
8325,,,,,,,,,,,,
8388,,,,,,,,,,,,
8455,,,,,,,,,,,,
8469,,,,,,,,,,,,
8501,,,,,,,,,,,,
8528,,,,,,,,,,,,
8614,,,,,,,,,,,,
8637,,,,,,,,,,,,
8715,,,,,,,,,,,,
8774,,,,,,,,,,,,
8823,,,,,,,,,,,,
8831,,,,,,,,,,,,
9078,,,,,,,,,,,,
9112,,,,,,,,,,,,
9151,,,,,,,,,,,,
9215,,,,,,,,,,,,
9284,,,,,,,,,,,,
9434,,,,,,,,,,,,
9573,,,,,,,,,,,,
9606,,,,,,,,,,,,
9626,,,,,,,,,,,,
9674,,,,,,,,,,,,
9684,,,,,,,,,,,,
9752,,,,,,,,,,,,
9766,,,,,,,,,,,,
9845,,,,,,,,,,,,
9866,,,,,,,,,,,,
9992,,,,,,,,,,,,
9993,,,,,,,,,,,,
1061,,,,,,,,,,,,
1072,,,,,,,,,,,,
1074,,,,,,,,,,,,
1093,,,,,,,,,,,,
1107,,,,,,,,,,,,
1171,,,,,,,,,,,,
1336,,,,,,,,,,,,
1355,,,,,,,,,,,,
1411,,,,,,,,,,,,
1412,,,,,,,,,,,,
1445,,,,,,,,,,,,
1448,,,,,,,,,,,,
1484,,,,,,,,,,,,
1509,,,,,,,,,,,,
1534,,,,,,,,,,,,
1625,,,,,,,,,,,,
1683,,,,,,,,,,,,
1746,,,,,,,,,,,,
1792,,,,,,,,,,,,
1942,,,,,,,,,,,,
2014,,,,,,,,,,,,
2022,,,,,,,,,,,,
2101,,,,,,,,,,,,
2131,,,,,,,,,,,,
2158,,,,,,,,,,,,
2165,,,,,,,,,,,,
2415,,,,,,,,,,,,
2545,,,,,,,,,,,,
2661,,,,,,,,,,,,
2712,,,,,,,,,,,,
2923,,,,,,,,,,,,
2975,,,,,,,,,,,,
3042,,,,,,,,,,,,
3146,,,,,,,,,,,,
3231,,,,,,,,,,,,
3258,,,,,,,,,,,,
3293,,,,,,,,,,,,
3332,,,,,,,,,,,,
3333,,,,,,,,,,,,
3334,,,,,,,,,,,,
3341,,,,,,,,,,,,
3344,,,,,,,,,,,,
3372,,,,,,,,,,,,
3431,46.80074,48.37708,49.02242,46.26034,42.22793,40.0226,38.95424,39.40727,41.85941,44.50983,47.06403,47.73168
3565,40.90833,41.96353,42.67121,39.00345,35.27753,33.45233,32.71871,33.99704,36.15493,38.11142,40.00077,41.35659
3653,,,,,,,,,,,,
3708,,,,,,,,,,,,
3817,,,,,,,,,,,,
3861,,,,,,,,,,,,
3927,,,,,,,,,,,,
4011,,,,,,,,,,,,
4024,,,,,,,,,,,,
4107,,,,,,,,,,,,
4214,,,,,,,,,,,,
4243,,,,,,,,,,,,
4307,,,,,,,,,,,,
4332,,,,,,,,,,,,
4371,,,,,,,,,,,,
4536,,,,,,,,,,,,
4567,,,,,,,,,,,,
4793,,,,,,,,,,,,
4814,,,,,,,,,,,,
4855,,,,,,,,,,,,
5126,,,,,,,,,,,,
5161,,,,,,,,,,,,
5266,,,,,,,,,,,,
5402,,,,,,,,,,,,
5445,,,,,,,,,,,,
5462,,,,,,,,,,,,
5463,,,,,,,,,,,,
5473,,,,,,,,,,,,
5689,,,,,,,,,,,,
5816,,,,,,,,,,,,
5862,,,,,,,,,,,,
5924,,,,,,,,,,,,
6028,,,,,,,,,,,,
6191,,,,,,,,,,,,
6214,,,,,,,,,,,,
6228,,,,,,,,,,,,
6262,,,,,,,,,,,,
6285,,,,,,,,,,,,
6294,,,,,,,,,,,,
6417,,,,,,,,,,,,
6422,,,,,,,,,,,,
6534,,,,,,,,,,,,
6582,,,,,,,,,,,,
6645,,,,,,,,,,,,
6654,,,,,,,,,,,,
6665,,,,,,,,,,,,
6676,,,,,,,,,,,,
6701,,,,,,,,,,,,
6733,,,,,,,,,,,,
6824,,,,,,,,,,,,
6914,,,,,,,,,,,,
6915,,,,,,,,,,,,
7061,,,,,,,,,,,,
7106,,,,,,,,,,,,
7134,,,,,,,,,,,,
7136,,,,,,,,,,,,
7421,,,,,,,,,,,,
7495,,,,,,,,,,,,
7525,,,,,,,,,,,,
7582,,,,,,,,,,,,
7663,,,,,,,,,,,,
7693,,,,,,,,,,,,
7756,,,,,,,,,,,,
7771,,,,,,,,,,,,
7781,,,,,,,,,,,,
7786,,,,,,,,,,,,
7794,,,,,,,,,,,,
7821,,,,,,,,,,,,
7824,,,,,,,,,,,,
7841,,,,,,,,,,,,
7853,,,,,,,,,,,,
7875,,,,,,,,,,,,
7910,,,,,,,,,,,,
7934,,,,,,,,,,,,
8031,,,,,,,,,,,,
8076,,,,,,,,,,,,
8097,,,,,,,,,,,,
8312,,,,,,,,,,,,
8397,,,,,,,,,,,,
8441,,,,,,,,,,,,
8563,,,,,,,,,,,,
8632,,,,,,,,,,,,
8808,,,,,,,,,,,,
8833,,,,,,,,,,,,
8885,,,,,,,,,,,,
8938,,,,,,,,,,,,
8939,,,,,,,,,,,,
8941,,,,,,,,,,,,
9087,,,,,,,,,,,,
9138,,,,,,,,,,,,
9144,,,,,,,,,,,,
9156,,,,,,,,,,,,
9173,,,,,,,,,,,,
9201,,,,,,,,,,,,
9231,,,,,,,,,,,,
9463,,,,,,,,,,,,
9503,,,,,,,,,,,,
9528,,,,,,,,,,,,
9584,,,,,,,,,,,,
9713,,,,,,,,,,,,
9733,,,,,,,,,,,,
9843,,,,,,,,,,,,
9881,,,,,,,,,,,,
9911,,,,,,,,,,,,
9985,,,,,,,,,,,,
9989,,,,,,,,,,,,
3353,,,,,,,,,,,,
3371,,,,,,,,,,,,
3373,,,,,,,,,,,,
3412,,,,,,,,,,,,
3541,47.35232,48.62715,49.5558,45.02909,40.68447,38.60535,37.73508,39.40022,42.26836,44.79063,47.13414,49.07631
3645,,,,,,,,,,,,
3651,,,,,,,,,,,,
3833,,,,,,,,,,,,
3845,,,,,,,,,,,,
4006,,,,,,,,,,,,
4115,,,,,,,,,,,,
4158,,,,,,,,,,,,
4196,,,,,,,,,,,,
4283,,,,,,,,,,,,
4328,,,,,,,,,,,,
4387,,,,,,,,,,,,
4533,,,,,,,,,,,,
4562,,,,,,,,,,,,
4882,,,,,,,,,,,,
4909,,,,,,,,,,,,
5102,,,,,,,,,,,,
5103,,,,,,,,,,,,
5157,,,,,,,,,,,,
5158,,,,,,,,,,,,
5221,,,,,,,,,,,,
5258,,,,,,,,,,,,
5261,,,,,,,,,,,,
5321,,,,,,,,,,,,
5556,,,,,,,,,,,,
5623,,,,,,,,,,,,
5753,,,,,,,,,,,,
5758,,,,,,,,,,,,
5817,,,,,,,,,,,,
5926,,,,,,,,,,,,
5964,,,,,,,,,,,,
6019,,,,,,,,,,,,
6124,,,,,,,,,,,,
6241,,,,,,,,,,,,
6431,,,,,,,,,,,,
6442,,,,,,,,,,,,
6655,,,,,,,,,,,,
6659,,,,,,,,,,,,
6685,,,,,,,,,,,,
6731,,,,,,,,,,,,
6901,,,,,,,,,,,,
7131,,,,,,,,,,,,
7201,,,,,,,,,,,,
7213,,,,,,,,,,,,
7328,,,,,,,,,,,,
7371,,,,,,,,,,,,
7451,,,,,,,,,,,,
7609,,,,,,,,,,,,
7651,,,,,,,,,,,,
7667,,,,,,,,,,,,
7738,,,,,,,,,,,,
7874,,,,,,,,,,,,
8043,,,,,,,,,,,,
8252,,,,,,,,,,,,
8309,,,,,,,,,,,,
8351,,,,,,,,,,,,
8373,,,,,,,,,,,,
8415,,,,,,,,,,,,
8477,,,,,,,,,,,,
8493,,,,,,,,,,,,
8581,,,,,,,,,,,,
8601,,,,,,,,,,,,
8612,,,,,,,,,,,,
8622,,,,,,,,,,,,
8651,,,,,,,,,,,,
8702,,,,,,,,,,,,
8713,,,,,,,,,,,,
8834,,,,,,,,,,,,
8861,,,,,,,,,,,,
8897,,,,,,,,,,,,
8915,,,,,,,,,,,,
8917,,,,,,,,,,,,
8923,,,,,,,,,,,,
8933,,,,,,,,,,,,
9146,,,,,,,,,,,,
9163,,,,,,,,,,,,
9233,,,,,,,,,,,,
9269,,,,,,,,,,,,
9364,,,,,,,,,,,,
9457,,,,,,,,,,,,
9471,,,,,,,,,,,,
9479,,,,,,,,,,,,
9601,,,,,,,,,,,,
9624,,,,,,,,,,,,
9659,,,,,,,,,,,,
9741,,,,,,,,,,,,
9863,,,,,,,,,,,,
9884,,,,,,,,,,,,
9937,,,,,,,,,,,,
9979,,,,,,,,,,,,
9991,,,,,,,,,,,,
8015,,,,,,,,,,,,
9302,,,,,,,,,,,,
1017,,,,,,,,,,,,
1045,,,,,,,,,,,,
1077,,,,,,,,,,,,
1135,,,,,,,,,,,,
1151,,,,,,,,,,,,
1185,,,,,,,,,,,,
1273,,,,,,,,,,,,
1311,,,,,,,,,,,,
1312,,,,,,,,,,,,
1331,,,,,,,,,,,,
1404,,,,,,,,,,,,
1473,,,,,,,,,,,,
1525,,,,,,,,,,,,
1671,,,,,,,,,,,,
1674,,,,,,,,,,,,
1713,,,,,,,,,,,,
1747,,,,,,,,,,,,
1788,,,,,,,,,,,,
1968,,,,,,,,,,,,
2191,,,,,,,,,,,,
2481,,,,,,,,,,,,
2493,,,,,,,,,,,,
2512,,,,,,,,,,,,
2533,,,,,,,,,,,,
2641,,,,,,,,,,,,
2729,,,,,,,,,,,,
2901,,,,,,,,,,,,
2922,,,,,,,,,,,,
3046,,,,,,,,,,,,
3085,,,,,,,,,,,,
3171,,,,,,,,,,,,
3225,,,,,,,,,,,,
1184,,,,,,,,,,,,
2642,,,,,,,,,,,,
1056,,,,,,,,,,,,
1078,,,,,,,,,,,,
1091,,,,,,,,,,,,
1161,,,,,,,,,,,,
