field_1,Unnamed: 0,OPID,VertPC,AankPC,VertUur,VertMin,Reisduur,Hvm,geometry,length_m
"1922","1974","59089170370","3532.0","3543.0","12","50","15","8","LINESTRING (134807.16968670557 456450.8923985596, 134757.9476663426 456457.6344789148, 134723.62127003042 456462.2135115831, 134699.67774075185 456465.4041652398, 134672.631724163 456469.0081436025, 134635.4152592261 456473.96675122564, 134502.48271749436 456442.34709508566, 134463.75044340297 456446.97944889276, 134355.5317021313 456462.8367831357, 134362.22005929434 456514.1223915247, 134369.05368368415 456564.11678763886, 134338.08979666707 456567.95022894477, 134281.00756500984 456575.7977829395, 134201.03585188283 456576.4540427446, 134189.36712051506 456568.4809410324, 133148.8593885358 456725.8355293763, 132435.6089690108 456815.90232512634, 132347.31269980472 456812.87668212014, 132336.17506287628 456812.2264561237, 132324.51118315285 456813.38107856025, 132314.14283705052 456814.6410824104, 132043.56602190377 456838.234372288, 132026.2447189595 456856.2050650771, 132015.09740953735 456868.28384708555, 132007.69322192363 456876.31771273346, 131934.2727722337 456955.9197857795, 131921.5269475365 456970.4205542329, 131838.90026686885 457069.11464535486, 131756.15796023942 457167.2877569997, 131748.86852595687 457176.2338204772, 131480.38503716694 457504.6143201284, 131398.36608781252 457604.9374539762, 131224.84314064635 457817.0819815469, 131224.42788174562 457829.1001693225, 131223.48969614666 457856.40813792404, 131225.93445989137 457877.7140885551, 131230.32260953108 457888.52995373926, 131234.87711835038 457899.75669430185, 131244.67197288605 457923.8201994748, 131249.1425658894 457934.70244447107, 131252.00514784275 457941.67597760266, 131253.98120374812 457946.6287914058, 131263.53605962542 457970.6823538659, 131268.12849372023 457982.7100246939, 131272.36017708984 457993.79370080424, 131276.60734663502 458005.25559467066, 131280.84584273415 458016.339245643)","4394.250741139709"
"1923","1975","59089170370","3543.0","3551.0","14","20","20","8","LINESTRING (131280.84584273415 458016.339245643, 131276.60734663502 458005.25559467066, 131272.36017708984 457993.79370080424, 131268.12849372023 457982.7100246939, 131263.53605962542 457970.6823538659, 131253.98120374812 457946.6287914058, 131252.00514784275 457941.67597760266, 131249.1425658894 457934.70244447107, 131244.67197288605 457923.8201994748, 131234.87711835038 457899.75669430185, 131230.32260953108 457888.52995373926, 131225.93445989137 457877.7140885551, 131223.48969614666 457856.40813792404, 131224.42788174562 457829.1001693225, 131224.84314064635 457817.0819815469, 131398.36608781252 457604.9374539762, 131480.38503716694 457504.6143201284, 131748.86852595687 457176.2338204772, 131756.15796023942 457167.2877569997, 131838.90026686885 457069.11464535486, 131921.5269475365 456970.4205542329, 131934.2727722337 456955.9197857795, 132007.69322192363 456876.31771273346, 132015.09740953735 456868.28384708555, 132026.2447189595 456856.2050650771, 132043.56602190377 456838.234372288, 132314.14283705052 456814.6410824104, 132324.51118315285 456813.38107856025, 132336.17506287628 456812.2264561237, 132347.31269980472 456812.87668212014, 132435.6089690108 456815.90232512634, 133148.8593885358 456725.8355293763, 134189.36712051506 456568.4809410324, 134201.03585188283 456576.4540427446, 134281.00756500984 456575.7977829395, 134338.08979666707 456567.95022894477, 134369.05368368415 456564.11678763886, 134386.43862550173 456698.1915719036, 134386.90009618772 456707.03487382573, 134394.19665578014 456759.731029639, 134396.05203904593 456765.976190216, 134397.18775992043 456770.5220445897, 134417.78971604965 456922.3408401203, 134419.53766048187 456937.4205449733, 134420.26346207768 456943.9262871337, 134458.26432919758 457095.01691123715, 134557.55660617352 457201.1622590814, 134563.79831444277 457207.823381094, 134587.36100003042 457232.93831129896, 134594.1469444324 457240.34268461796, 134604.40831318105 457251.5156802893, 134615.3510184239 457263.4424777435, 134625.26973697796 457277.9658646134, 134637.10217301545 457301.4045399471, 134671.9687445048 457301.3509732935, 134709.77891851243 457315.8051553206, 134758.09978214 457338.90630482475, 134783.78345532584 457297.9358618154, 134807.5270323877 457261.6463740417, 134882.4010411847 457177.241205643, 134931.65084129182 457143.44163402024, 135005.73016158186 457117.7759999381, 135015.15923703345 457116.3696149335, 135059.12225955282 457122.2013029323, 135130.9137762613 457149.65135849325, 135136.64533534774 457153.9898873397, 135185.25946770018 457108.0457274874, 135189.68552600537 457113.1794658813)","5330.276756050687"
"1924","1976","59089170370","3551.0","3532.0","14","50","10","8","LINESTRING (135189.68552600537 457113.1794658813, 135141.1784074493 457158.46671860944, 135136.64533534774 457153.9898873397, 135050.06094257376 457235.8346432439, 135032.47137927616 457252.46077187546, 135023.62543540198 457260.8185695393, 134978.15406397413 457303.81440831796, 134947.77288924812 457332.19694520434, 134870.8514852274 457404.7156791299, 134866.10150284608 457399.12736430357, 134834.751490134 457379.18291466567, 134807.09505753056 457364.5419268884, 134758.09978214 457338.90630482475, 134718.65461662482 457397.25624128216, 134704.57105436688 457406.3035294239, 134666.78147517183 457366.5486385902, 134622.4200808233 457316.5738424722, 134604.2687663695 457297.7005333134, 134625.26973697796 457277.9658646134, 134615.3510184239 457263.4424777435, 134604.40831318105 457251.5156802893, 134594.1469444324 457240.34268461796, 134587.36100003042 457232.93831129896, 134563.79831444277 457207.823381094, 134557.55660617352 457201.1622590814, 134458.26432919758 457095.01691123715, 134420.26346207768 456943.9262871337, 134419.53766048187 456937.4205449733, 134417.78971604965 456922.3408401203, 134397.18775992043 456770.5220445897, 134396.05203904593 456765.976190216, 134394.19665578014 456759.731029639, 134386.90009618772 456707.03487382573, 134386.43862550173 456698.1915719036, 134369.05368368415 456564.11678763886, 134439.91766053688 456556.56932076596, 134516.19145762283 456546.43047635595, 134669.71121742437 456524.03838107217, 134678.57737452714 456518.7729255349, 134903.79703884642 456489.731699416, 134946.12558048466 456483.0633392403, 134943.84985895158 456433.5838656964, 134858.12609812425 456444.28842473344, 134807.16968670557 456450.8923985596)","2391.041666521901"
"1925","1977","59089170401","3521.0","3528.0","7","30","20","8","LINESTRING (135982.90599824273 455136.13831777754, 135938.88684354624 455148.56752455607, 135913.45508003238 455198.07558194554, 135885.60194774464 455166.6401991134, 135793.49264784242 455027.84166201646, 135791.09931179037 455024.0012957105, 135686.9677371789 454890.3245917481, 135648.25138411892 454842.4661914847, 135559.80925142372 454571.636520657, 135550.51498889373 454566.71061808284, 135519.09585055092 454550.44483788504, 135519.50097409243 454548.8633598861, 135468.46985282796 454520.61407518224, 135411.6896882122 454487.9263965547, 135356.14209141774 454456.81439373345, 135326.4514188599 454333.54420238454, 135259.33642733327 454299.0076770658, 135273.93396968482 454270.12234749977, 135243.51716262792 454253.1867689658, 135261.49131587695 454180.24015832663, 135265.34839627743 454148.4267524164, 135240.21526796676 454134.6077893858, 135171.75068280144 454094.25889365963, 135119.3964968251 454060.83372326905, 135108.4242176052 454054.95850588015, 135075.9487103072 454036.29651420814, 135079.51252459062 454029.12823629053, 134942.3546056786 453951.1625803918, 134909.52823377203 453932.5253358029, 134858.7459669031 453903.813981328, 134261.5280095648 453558.5107324494, 134156.88496820984 453509.80400578224, 134116.52231401502 453564.32363609597, 134057.60171225504 453668.1541999763)","2916.6126252055155"
"1926","1978","59089170401","3528.0","3521.0","16","30","20","8","LINESTRING (134057.60171225504 453668.1541999763, 134116.52231401502 453564.32363609597, 134156.88496820984 453509.80400578224, 134261.5280095648 453558.5107324494, 134858.7459669031 453903.813981328, 134909.52823377203 453932.5253358029, 134942.3546056786 453951.1625803918, 135079.51252459062 454029.12823629053, 135075.9487103072 454036.29651420814, 135108.4242176052 454054.95850588015, 135119.3964968251 454060.83372326905, 135171.75068280144 454094.25889365963, 135240.21526796676 454134.6077893858, 135265.34839627743 454148.4267524164, 135312.38344547423 454175.6216657257, 135325.39225086055 454183.4585869557, 135338.05516395735 454188.7824310787, 135361.7750624618 454202.4961996403, 135326.4514188599 454333.54420238454, 135382.98386532083 454356.7080283725, 135439.5747146948 454375.6777612851, 135497.7160224799 454391.5490339416, 135566.57842583332 454405.57671789353, 135519.50097409243 454548.8633598861, 135519.09585055092 454550.44483788504, 135550.51498889373 454566.71061808284, 135559.80925142372 454571.636520657, 135648.25138411892 454842.4661914847, 135686.9677371789 454890.3245917481, 135791.09931179037 455024.0012957105, 135793.49264784242 455027.84166201646, 135885.60194774464 455166.6401991134, 135913.45508003238 455198.07558194554, 135938.88684354624 455148.56752455607, 135982.90599824273 455136.13831777754)","3000.998197043393"
"1948","2002","59092323752","3514.0","3581.0","7","45","5","8","LINESTRING (136832.26129844948 457016.5231814021, 136825.36996982712 456977.55160414276, 136867.578014776 456968.3744153542, 136862.77130196383 456924.1548342492, 136852.1113849098 456862.59999625874, 136842.95364319367 456842.8624470383, 136889.3827761091 456839.0773011845, 136905.1616195605 456838.7083734453, 136935.49866073686 456837.696948304, 137010.53861648438 456829.2029831075, 137010.1864764143 456822.7734123465, 137063.7346006611 456815.02555235644, 137047.60850529495 456705.8595055579, 137060.98820154706 456659.50474475266, 137113.26075241657 456675.73860720586, 137134.91354818296 456681.39073345007, 137173.5625873821 456672.5182137966, 137179.55893585473 456666.9559790493, 137191.6320678151 456672.55365586514, 137211.43056023755 456678.96932014194, 137310.44088291537 456700.8684472982, 137315.3305083429 456696.21151831455, 137326.57572486764 456684.84528077266, 137349.867153484 456685.0518981746, 137379.71627870307 456574.97654204996, 137415.2153489581 456577.9885229135, 137451.0647560788 456571.542405803, 137519.31728138623 456548.9500383793, 137630.2939144272 456508.2741813207, 137570.98996660853 456390.07845178625, 137570.8400446783 456380.5328565225, 137687.15464483685 456389.7954047112, 137748.2452153052 456393.5886419945, 137748.8993600647 456386.5881127258, 137863.56158244898 456393.7465694263, 137863.54868979435 456380.0504938084, 137924.61779353733 456297.6972754799, 137917.54249628205 456290.7566715842, 137914.09285524767 456279.98740925244, 137910.4167163643 456269.11879300827, 137912.3192405345 456264.3837072777, 137925.30881835954 456259.4214338599, 137934.42487236997 456269.94875199086, 137954.37681207576 456264.9626878066, 137958.1826623052 456249.69589813985, 137926.87380646486 456174.25760021224, 137901.07783490143 456117.93729359686, 137869.54804478478 456054.4605785985, 137847.7565266252 456021.02409227163, 137788.2446210285 455935.9931894903)","2299.49848226374"
"1949","2003","59092323752","3581.0","3514.0","18","30","8","8","LINESTRING (137788.2446210285 455935.9931894903, 137692.14317386202 455830.0285607268, 137671.22680784625 455808.42787416116, 137600.04071228608 455875.2097045484, 137563.06430495155 455907.7046465638, 137449.65245254547 455982.48058605805, 137427.5723566819 455998.25728552404, 137376.37105552913 456036.6005209038, 137340.5659900966 456060.4703304376, 137279.62745985083 456081.3812875988, 137235.74313228458 456095.55649126944, 137229.95888638802 456099.3154788032, 137225.8292057754 456101.9893411786, 137218.79481672842 456103.0158068876, 137175.9940111692 456109.6442316883, 137132.24088233977 456116.3098219462, 137129.6747133212 456117.3426279464, 137116.9309293495 456161.99259249686, 137092.07016056174 456297.69699488924, 137090.02570056604 456333.22972721024, 137039.05089108992 456341.513162126, 137013.1933794357 456346.56874694256, 136932.9424980018 456358.16345292743, 136947.03160300036 456467.7370150434, 136947.29471342312 456553.49544417835, 136941.18968257678 456549.8460054725, 136849.60045174605 456510.4147801474, 136843.9304288779 456524.6100164213, 136838.33504294968 456538.5935927678, 136836.0262829646 456544.3652992747, 136755.9119205825 456573.5303781581, 136753.75067791325 456578.3892487733, 136740.66976230973 456608.3439835285, 136746.24677600747 456621.2074634763, 136736.8328238796 456627.11654373753, 136736.49798106024 456642.30479941546, 136679.2960756551 456718.8841096891, 136623.21968624604 456791.7549701367, 136578.17770074078 456851.9575712518, 136607.96129278094 456877.3593965166, 136652.59785922838 456933.89288402937, 136754.51724132444 457026.6764206781, 136795.6703599794 456984.00200311723, 136825.36996982712 456977.55160414276, 136832.26129844948 457016.5231814021)","2332.9967477590008"
"1955","2009","59092325240","3523.0","3582.0","17","25","10","8","LINESTRING (137025.28673705124 453832.41641358647, 136956.65649600016 453851.3005987035, 136956.26505569834 453873.83212696144, 136914.40105128862 453877.42190599605, 136896.6539361138 453878.3319600031, 136882.15292396338 453893.3046336831, 136891.73913501465 453920.09451058146, 136898.1872953013 454019.1368179633, 136904.60315011858 454113.1280667269, 136908.89544609212 454254.8241540406, 136911.0798669279 454288.1051725392, 136934.3264663553 454376.7839153474, 136936.60341051908 454380.8255151669, 136940.50441637676 454386.574628074, 136933.38256768355 454398.16036441736, 136937.45265083504 454405.1660983595, 136977.88372233327 454476.62647280097, 137001.76674486062 454518.1512932832, 137049.38834659982 454589.98680175014, 137114.81974559967 454658.521100145, 137117.5308021868 454655.62973126065, 137132.20772642602 454674.8250073808, 137191.76566138148 454727.07069194794, 137193.6064621568 454733.85096349864, 137196.2518568631 454741.3515482424, 137197.12403624144 454743.7182659702, 137198.93566771824 454748.0954296514, 137201.62448239932 454756.24116962944, 137203.09877449324 454762.1326756298, 137268.64411083993 454690.64798539894, 137303.38666972317 454739.3118542401, 137321.80614491826 454743.27403220255, 137352.11327779188 454724.39697681577, 137381.06276070344 454732.4720579142, 137423.82970105755 454741.94489232346, 137429.71835990588 454749.80130994454, 137483.69710685813 454770.24983646406, 137505.27854338952 454776.7716735935, 137510.89495100908 454752.0522478508, 137539.31997913303 454716.2491928215, 137556.15221066296 454717.21378714446, 137561.86875775762 454687.7210231891, 137580.49421002483 454691.7835708705, 137614.4319816518 454695.3810393166)","1697.957462244279"
"1956","2010","59092325240","3582.0","3523.0","17","40","10","8","LINESTRING (137614.4319816518 454695.3810393166, 137580.49421002483 454691.7835708705, 137561.86875775762 454687.7210231891, 137556.15221066296 454717.21378714446, 137539.31997913303 454716.2491928215, 137510.89495100908 454752.0522478508, 137505.27854338952 454776.7716735935, 137483.69710685813 454770.24983646406, 137429.71835990588 454749.80130994454, 137423.82970105755 454741.94489232346, 137381.06276070344 454732.4720579142, 137352.11327779188 454724.39697681577, 137321.80614491826 454743.27403220255, 137303.38666972317 454739.3118542401, 137268.64411083993 454690.64798539894, 137203.09877449324 454762.1326756298, 137192.7422394628 454768.2111172669, 137184.68549028682 454757.99289882364, 137180.96980956188 454754.06759359495, 137171.00144353078 454740.2847953417, 137111.63890020183 454662.30423756613, 137114.81974559967 454658.521100145, 137049.38834659982 454589.98680175014, 137001.76674486062 454518.1512932832, 136977.88372233327 454476.62647280097, 136937.45265083504 454405.1660983595, 136933.38256768355 454398.16036441736, 136929.42529865933 454390.1306334389, 136924.6784047469 454381.75886616117, 136901.414106309 454288.25155277934, 136900.4373179443 454255.2776764193, 136891.47792665072 454114.1103591712, 136877.83038656102 453907.49486141984, 136869.53666058218 453879.8213533633, 136878.41323565476 453879.25499927835, 136896.6539361138 453878.3319600031, 136914.40105128862 453877.42190599605, 136956.26505569834 453873.83212696144, 136956.65649600016 453851.3005987035, 137025.28673705124 453832.41641358647)","1721.8509343461146"
"1961","2015","59092325302","3512.0","3531.0","14","30","15","8","LINESTRING (136989.31886615348 455948.93337467336, 136921.63410474098 455938.89830636396, 136893.1736994536 455995.73330310767, 136901.56717273773 456072.55016639596, 136826.74461839005 456066.7146097303, 136823.5491080116 456079.30980330706, 136819.06595497302 456097.7286095768, 136822.3594475154 456111.9690088867, 136824.600461123 456115.7436710256, 136822.6257281555 456137.96954013815, 136725.21256869516 456166.49733304285, 136662.74830898008 456179.5998785934, 136654.65548045633 456181.58788067533, 136602.70305877825 456188.88916907157, 136569.9703198786 456184.31508620834, 136480.7169513777 456173.0085631124, 136453.96264253347 456165.53136180114, 136333.09863855477 456140.3265827547, 136322.47027826047 456138.6641738517, 136167.52190482916 456112.67909953074, 136147.17715244528 456105.93586689094, 136102.48412044323 456110.18860775983, 136087.69883888197 456112.92613866087, 136070.09131293482 456115.9748493955, 135910.42337243326 456091.1060772389, 135772.2050402869 456018.61799619376, 135717.39957311057 456016.64931587956, 135707.1497760407 456019.0700054472, 135695.82964566158 456017.63413545175, 135667.8920736377 455997.1705417711, 135651.53615308457 455989.0342129058, 135641.39777483486 455984.86799570074, 135642.90933099788 455978.80955745984, 135569.61171384208 455967.63534608897, 135517.34579975953 455959.8177879979, 135482.3529159608 455954.5142543968, 135448.33555108684 455949.8301922221, 135415.47188281815 455944.0180936626, 135380.2069296975 455939.2949017179, 135345.4964440407 455934.4251315402, 135290.33438230952 455925.76468806615, 135242.0601527377 455918.9466822303, 135195.62355327146 455912.3999829558, 135144.8565508467 455904.39122674643, 135125.14766819254 455901.2767150294, 135061.4286711196 455891.81852947595, 135085.76888234454 455954.4830426199)","2244.828568781073"
"1962","2016","59092325302","3531.0","3512.0","16","0","15","8","LINESTRING (135085.76888234454 455954.4830426199, 135061.4286711196 455891.81852947595, 135125.14766819254 455901.2767150294, 135144.8565508467 455904.39122674643, 135195.62355327146 455912.3999829558, 135242.0601527377 455918.9466822303, 135290.33438230952 455925.76468806615, 135345.4964440407 455934.4251315402, 135380.2069296975 455939.2949017179, 135415.47188281815 455944.0180936626, 135448.33555108684 455949.8301922221, 135482.3529159608 455954.5142543968, 135517.34579975953 455959.8177879979, 135569.61171384208 455967.63534608897, 135642.90933099788 455978.80955745984, 135641.39777483486 455984.86799570074, 135651.53615308457 455989.0342129058, 135667.8920736377 455997.1705417711, 135695.82964566158 456017.63413545175, 135707.1497760407 456019.0700054472, 135717.39957311057 456016.64931587956, 135772.2050402869 456018.61799619376, 135910.42337243326 456091.1060772389, 136070.09131293482 456115.9748493955, 136087.69883888197 456112.92613866087, 136102.48412044323 456110.18860775983, 136147.17715244528 456105.93586689094, 136149.8768250075 456100.39600747114, 136323.06789301833 456128.0810830705, 136327.91948967773 456129.8207916207, 136334.52984742608 456132.7332673791, 136455.74016635845 456157.0355836554, 136483.22501814686 456165.61155293044, 136570.69060953736 456178.9608027872, 136580.70617900373 456179.8916916612, 136603.88719560957 456182.9434969664, 136651.6206718588 456176.29195569234, 136659.30282951612 456174.438974245, 136723.49308446856 456161.0630231557, 136803.69305810865 456108.5547715254, 136819.06595497302 456097.7286095768, 136823.5491080116 456079.30980330706, 136826.74461839005 456066.7146097303, 136834.56546553384 456035.19943394663, 136842.25790966515 456004.15203342936, 136850.57180522708 455912.33208878495, 136872.43036157187 455920.79721442837, 136921.63410474098 455938.89830636396, 136989.31886615348 455948.93337467336)","2235.046421220457"
"1973","2027","59092326418","3581.0","3583.0","11","0","10","8","LINESTRING (137788.2446210285 455935.9931894903, 137800.76448257625 455925.78074649477, 137811.20725030283 455849.898707153, 137815.47696794692 455826.096570999, 137882.73864477724 455834.7767545823, 137923.94623819392 455840.24273134273, 137968.3226237129 455846.4770262783, 138046.9761192231 455851.74928627675, 138071.0039145069 455849.7093376933, 138104.42786557696 455841.6629427036, 138117.0615215089 455860.70116922085, 138135.00897501965 455878.4753099479, 138204.94380372541 455684.512981914, 138271.3302786984 455697.52938844945, 138333.7565842939 455711.0049760548, 138380.31932557785 455507.677534985)","1002.8578283881054"
"1974","2028","59092326418","3583.0","3581.0","11","20","10","8","LINESTRING (138380.31932557785 455507.677534985, 138333.7565842939 455711.0049760548, 138292.40523322226 455891.58501839853, 138234.79539163923 455881.12000359595, 138197.2928604324 455917.3169435392, 138148.2626492951 455951.16109248553, 138146.32506838537 455988.15048245626, 138108.77257505897 455993.03969887644, 138104.26979789243 455997.0047114147, 138086.76437525466 456012.41804450675, 138063.69757680743 456024.7573302574, 138048.46976655503 456020.6814181039, 137995.83228643137 456005.03977634717, 137942.09889369196 455989.66946998815, 137907.9305754282 455958.1999514532, 137912.73970922278 455949.68317364797, 137867.78777648968 455939.2568546985, 137834.67708580894 455932.51730521134, 137800.76448257625 455925.78074649477, 137788.2446210285 455935.9931894903)","1007.9534593935698"
"1977","2031","59092326418","3581.0","3581.0","16","0","9","8",,
"1978","2032","59092326418","3581.0","3581.0","16","30","9","8",,
"1979","2033","59092326418","3581.0","3583.0","17","0","5","8","LINESTRING (137788.2446210285 455935.9931894903, 137800.76448257625 455925.78074649477, 137811.20725030283 455849.898707153, 137815.47696794692 455826.096570999, 137882.73864477724 455834.7767545823, 137923.94623819392 455840.24273134273, 137968.3226237129 455846.4770262783, 138046.9761192231 455851.74928627675, 138071.0039145069 455849.7093376933, 138104.42786557696 455841.6629427036, 138117.0615215089 455860.70116922085, 138135.00897501965 455878.4753099479, 138204.94380372541 455684.512981914, 138271.3302786984 455697.52938844945, 138333.7565842939 455711.0049760548, 138380.31932557785 455507.677534985)","1002.8578283881054"
"1980","2034","59092326418","3583.0","3581.0","17","20","5","8","LINESTRING (138380.31932557785 455507.677534985, 138333.7565842939 455711.0049760548, 138292.40523322226 455891.58501839853, 138234.79539163923 455881.12000359595, 138197.2928604324 455917.3169435392, 138148.2626492951 455951.16109248553, 138146.32506838537 455988.15048245626, 138108.77257505897 455993.03969887644, 138104.26979789243 455997.0047114147, 138086.76437525466 456012.41804450675, 138063.69757680743 456024.7573302574, 138048.46976655503 456020.6814181039, 137995.83228643137 456005.03977634717, 137942.09889369196 455989.66946998815, 137907.9305754282 455958.1999514532, 137912.73970922278 455949.68317364797, 137867.78777648968 455939.2568546985, 137834.67708580894 455932.51730521134, 137800.76448257625 455925.78074649477, 137788.2446210285 455935.9931894903)","1007.9534593935698"
"1993","2047","59092327627","3552.0","3511.0","8","30","15","8","LINESTRING (135644.05209253923 457769.864371804, 135574.0437453409 457673.2181562145, 135608.1880357278 457648.4852424585, 135575.26161774452 457593.85124342656, 135602.52113031913 457577.89026032895, 135664.97448371886 457540.7531644297, 135708.50155515535 457506.0044276906, 135713.06183970193 457498.2763933709, 135718.74516086763 457462.1169486809, 135716.8570822534 457452.24433217343, 135694.3910977692 457351.3514161674, 135686.50167977996 457311.6064060267, 135685.73301019522 457307.7375245731, 135681.38856583985 457298.7422906978, 135676.0406232135 457285.40067262127, 135657.26639721543 457258.6153392639, 135665.45789703212 457245.54377260053, 135736.6849083031 457206.39309767075, 135815.24665239936 457150.1033074025, 135864.9178018512 457086.98313667154, 135909.18618952768 456936.87855384557, 135913.2213528099 456926.0040588062, 135915.38785845035 456919.1977384639, 135918.19774172181 456910.41964283655, 135963.39497937533 456787.33718095016, 136009.86993473186 456754.2821712613, 136045.31959261824 456730.0257728825, 136131.032922859 456668.4512165304, 136138.14643166857 456661.4482266269, 136147.14920459274 456652.11274844955, 136213.96941332953 456542.3465249765, 136218.50131512166 456535.7316835353, 136221.62773215468 456530.7354238843, 136232.5397729753 456526.06583305757, 136244.2893953148 456498.17308441235, 136247.34005811778 456465.7848416371, 136290.2858261487 456343.90445872245, 136295.21676770103 456324.8715444186, 136298.61794698943 456312.6980159561, 136309.53962958846 456233.80684441084, 136315.68400248478 456183.816797552, 136322.47027826047 456138.6641738517, 136323.06789301833 456128.0810830705, 136327.91948967773 456129.8207916207, 136331.305985015 456122.8098197744, 136334.39962579263 456083.3898445249, 136334.43058363418 456077.025643632, 136355.9962654303 456001.7662889563, 136364.35321510138 455980.5844279239, 136367.91298380768 455974.05125339946, 136400.78152843128 455930.1808159444, 136442.0358713769 455883.5979588933, 136454.3152164065 455877.58864718047, 136486.30446422758 455865.954135145, 136509.2756417834 455780.7435981463, 136466.87282877957 455767.7614677086, 136443.8265171008 455759.10227875144, 136420.1212826291 455750.2008833648, 136396.6181147642 455740.3753861085, 136422.55654092712 455708.5693691623)","2609.51412782558"
"2027","2082","59092330355","3533.0","3512.0","13","0","15","8","LINESTRING (134395.36397878613 455523.8116777593, 134445.8078959897 455525.36104178603, 134497.2532031597 455527.09593498276, 134556.64468720174 455529.4662811576, 134657.89009799925 455621.80924185045, 134681.55811401532 455652.5539405452, 134693.90037749114 455642.1786155892, 134783.1186521821 455567.18202746013, 134795.3863102546 455556.8962690384, 134856.01421203424 455502.4890357067, 134937.1863197552 455422.96614688216, 134944.79499475996 455431.65829274256, 134990.10577752595 455482.60004640516, 135008.83297424743 455505.3665379011, 135112.6532626218 455571.72909251455, 135219.33106925298 455624.8758546973, 135224.07627580204 455627.21571810235, 135434.73606627123 455729.4770066733, 135471.7299957546 455748.29048318614, 135544.52503007822 455784.29852108576, 135607.62493946962 455817.69738911634, 135617.11885868863 455823.46819564624, 135625.0817166904 455832.0598642644, 135628.12950351945 455829.7894184025, 135659.6512220632 455864.03513420763, 135670.19249091786 455858.94297059695, 135681.21945742614 455853.6152977961, 135696.2413466279 455846.3584784588, 135708.0413684954 455840.6607086494, 135722.3370925887 455879.46852886595, 135996.99830838924 456010.41149894224, 136106.69536122578 456064.16650703124, 136122.86017266288 456072.77234623715, 136155.31974925604 456089.96143766516, 136270.5275351913 456112.11240438005, 136318.70909330182 456118.87396798935, 136331.305985015 456122.8098197744, 136335.86917768623 456124.39485351084, 136457.26116974532 456151.42240168346, 136484.79536804726 456158.51843492955, 136572.08408877964 456168.4860572341, 136578.27575037646 456169.4199745829, 136605.52939225367 456174.8488102695, 136650.40965354288 456173.1032523415, 136658.45395034034 456170.9596579926, 136722.214426951 456156.2390261116, 136803.69305810865 456108.5547715254, 136819.06595497302 456097.7286095768, 136823.5491080116 456079.30980330706, 136826.74461839005 456066.7146097303, 136834.56546553384 456035.19943394663, 136842.25790966515 456004.15203342936, 136850.57180522708 455912.33208878495, 136872.43036157187 455920.79721442837, 136921.63410474098 455938.89830636396, 136989.31886615348 455948.93337467336)","3139.4068180243185"
"2028","2083","59092330355","3512.0","3533.0","13","45","15","8","LINESTRING (136989.31886615348 455948.93337467336, 136921.63410474098 455938.89830636396, 136893.1736994536 455995.73330310767, 136901.56717273773 456072.55016639596, 136826.74461839005 456066.7146097303, 136823.5491080116 456079.30980330706, 136819.06595497302 456097.7286095768, 136822.3594475154 456111.9690088867, 136824.600461123 456115.7436710256, 136822.6257281555 456137.96954013815, 136725.21256869516 456166.49733304285, 136662.74830898008 456179.5998785934, 136654.65548045633 456181.58788067533, 136602.70305877825 456188.88916907157, 136569.9703198786 456184.31508620834, 136480.7169513777 456173.0085631124, 136453.96264253347 456165.53136180114, 136333.09863855477 456140.3265827547, 136322.47027826047 456138.6641738517, 136167.52190482916 456112.67909953074, 136147.17715244528 456105.93586689094, 136102.48412044323 456110.18860775983, 136087.69883888197 456112.92613866087, 136070.09131293482 456115.9748493955, 135910.42337243326 456091.1060772389, 135772.2050402869 456018.61799619376, 135717.39957311057 456016.64931587956, 135707.1497760407 456019.0700054472, 135695.82964566158 456017.63413545175, 135667.8920736377 455997.1705417711, 135651.53615308457 455989.0342129058, 135641.39777483486 455984.86799570074, 135642.90933099788 455978.80955745984, 135569.61171384208 455967.63534608897, 135517.34579975953 455959.8177879979, 135482.3529159608 455954.5142543968, 135448.33555108684 455949.8301922221, 135415.47188281815 455944.0180936626, 135380.2069296975 455939.2949017179, 135345.4964440407 455934.4251315402, 135290.33438230952 455925.76468806615, 135242.0601527377 455918.9466822303, 135195.62355327146 455912.3999829558, 135144.8565508467 455904.39122674643, 135125.14766819254 455901.2767150294, 135061.4286711196 455891.81852947595, 135025.9883645173 455886.2752212225, 134948.57299897418 455874.3812296006, 134878.821490738 455864.71603882563, 134864.00443494 455861.3157623782, 134828.2381533908 455856.6207583508, 134657.57756698446 455895.82253969676, 134655.4454018741 455806.76732216065, 134655.40020750876 455802.4172264171, 134681.55811401532 455652.5539405452, 134657.89009799925 455621.80924185045, 134556.64468720174 455529.4662811576, 134497.2532031597 455527.09593498276, 134445.8078959897 455525.36104178603, 134395.36397878613 455523.8116777593)","3171.369362826712"
