field_1,Unnamed: 0,OPID,VertPC,AankPC,VertUur,VertMin,Reisduur,Hvm,geometry,length_m
"228","236","58934172230","3564.0","3562.0","11","0","15","8","LINESTRING (135691.97438562947 459610.5201552986, 135661.9566714204 459578.30439154565, 135758.67739871857 459481.69968513254, 135769.42576758977 459468.373563223, 135830.45154966132 459409.6592498687, 135882.05552871007 459358.16935848683, 135954.57592773446 459286.9178296576, 135982.34861529677 459269.37698051974, 136000.49337857126 459255.722684623, 136063.99599162457 459207.56046859827, 136045.60647568712 459184.0432409689, 136035.70969034042 459171.3972435411, 136072.10798319272 459105.792753256, 136162.09681389254 459050.0432352762, 136180.73117175786 459020.6332355313, 136207.58203068087 458995.9764656354, 136237.39635953025 458974.3015754097, 136326.888787553 458883.72122472024, 136382.58591465658 458828.67204162467, 136390.86508224 458820.9195681201, 136392.55893677406 458819.64485930244, 136394.4496888349 458819.7379206881, 136403.57587849803 458818.6913181372)","1157.473691750842"
"229","237","58934172230","3562.0","3564.0","11","45","15","8","LINESTRING (136403.57587849803 458818.6913181372, 136401.9072736997 458826.71945106937, 136399.18418575337 458829.33313373005, 136389.43371853745 458835.6002056113, 136333.01668754377 458890.45174520917, 136242.50269215924 458978.9330118818, 136224.80240024984 459020.0550026869, 136196.9577000867 459044.50404261274, 136162.09681389254 459050.0432352762, 136072.10798319272 459105.792753256, 136035.70969034042 459171.3972435411, 136045.60647568712 459184.0432409689, 136063.99599162457 459207.56046859827, 136000.49337857126 459255.722684623, 135982.34861529677 459269.37698051974, 135954.57592773446 459286.9178296576, 135882.05552871007 459358.16935848683, 135830.45154966132 459409.6592498687, 135769.42576758977 459468.373563223, 135758.67739871857 459481.69968513254, 135661.9566714204 459578.30439154565, 135691.97438562947 459610.5201552986)","1165.108786389982"
"238","246","58934172788","3582.0","3521.0","8","0","15","8","LINESTRING (137614.4319816518 454695.3810393166, 137580.49421002483 454691.7835708705, 137561.86875775762 454687.7210231891, 137556.15221066296 454717.21378714446, 137539.31997913303 454716.2491928215, 137510.89495100908 454752.0522478508, 137505.27854338952 454776.7716735935, 137483.69710685813 454770.24983646406, 137429.71835990588 454749.80130994454, 137423.82970105755 454741.94489232346, 137381.06276070344 454732.4720579142, 137352.11327779188 454724.39697681577, 137321.80614491826 454743.27403220255, 137303.38666972317 454739.3118542401, 137268.64411083993 454690.64798539894, 137203.09877449324 454762.1326756298, 137192.7422394628 454768.2111172669, 137136.2782371183 454769.9821383882, 137115.95397936093 454768.18593065115, 137087.80015466138 454786.989928048, 137078.7492884753 454795.8231575752, 137074.86961675348 454799.6755910731, 137043.32708045671 454791.09984526486, 136991.13038284 454808.9453156001, 136977.61574570695 454807.8927417807, 136975.10210016256 454802.78388315433, 136930.46718674022 454779.2361716889, 136911.71435940953 454781.68522556697, 136839.20491976183 454740.64947355445, 136802.9995911503 454728.14252886357, 136800.54499262036 454727.9957362267, 136789.90503597353 454703.3238019396, 136788.59105493483 454700.1688249897, 136784.9835816679 454675.3265474101, 136767.3776912917 454648.499454894, 136742.33424370224 454627.38507407694, 136740.03795328652 454619.95020409167, 136688.7847102229 454551.55779310415, 136686.3771257482 454553.0352786317, 136602.32899915657 454609.5202614983, 136597.70451184444 454636.2174892908, 136198.68474359674 455225.92897168914, 136171.025451598 455210.79087214, 136157.4148137007 455213.112074068, 136153.11073624447 455213.21737438045, 135982.90599824273 455136.13831777754)","2281.0336932542205"
"239","247","58934172788","3521.0","3582.0","17","45","15","8","LINESTRING (135982.90599824273 455136.13831777754, 136153.11073624447 455213.21737438045, 136157.4148137007 455213.112074068, 136171.025451598 455210.79087214, 136198.68474359674 455225.92897168914, 136597.70451184444 454636.2174892908, 136594.47329955836 454609.58267140825, 136602.32899915657 454609.5202614983, 136686.3771257482 454553.0352786317, 136688.7847102229 454551.55779310415, 136701.79125143396 454542.85395621957, 136757.1718622073 454617.05027158384, 136767.3776912917 454648.499454894, 136784.9835816679 454675.3265474101, 136811.17740044626 454699.9638803398, 136812.74662274122 454703.5629706745, 136839.20491976183 454740.64947355445, 136911.71435940953 454781.68522556697, 136930.46718674022 454779.2361716889, 136975.10210016256 454802.78388315433, 136985.70050933008 454797.338293275, 136991.03969000414 454799.0323821893, 137047.7484554868 454785.39851897536, 137068.27333381755 454791.5217370539, 137074.91020097423 454793.8120461866, 137078.7492884753 454795.8231575752, 137087.80015466138 454786.989928048, 137115.95397936093 454768.18593065115, 137132.76814589632 454762.2287898514, 137136.2782371183 454769.9821383882, 137192.7422394628 454768.2111172669, 137203.09877449324 454762.1326756298, 137268.64411083993 454690.64798539894, 137303.38666972317 454739.3118542401, 137321.80614491826 454743.27403220255, 137352.11327779188 454724.39697681577, 137381.06276070344 454732.4720579142, 137423.82970105755 454741.94489232346, 137429.71835990588 454749.80130994454, 137483.69710685813 454770.24983646406, 137505.27854338952 454776.7716735935, 137510.89495100908 454752.0522478508, 137539.31997913303 454716.2491928215, 137556.15221066296 454717.21378714446, 137561.86875775762 454687.7210231891, 137580.49421002483 454691.7835708705, 137614.4319816518 454695.3810393166)","2295.205114576978"
"240","248","58934172788","3582.0","3584.0","18","45","15","8","LINESTRING (137614.4319816518 454695.3810393166, 137626.82251676128 454712.1380325176, 137645.194030429 454714.18790427403, 137654.0163027995 454643.3402617643, 137657.06756730736 454623.88141114434, 137657.66111761928 454621.0978476135, 137662.46728987238 454599.6635901019, 137663.0991831105 454590.1709251157, 137664.6050764888 454581.65430418175, 137678.0827884411 454587.7266929705, 137869.79416262673 454616.0689235268, 137997.5294969311 454629.56086176046, 138127.1493658734 454637.01940841245, 138142.85673913534 454637.7561539493, 138142.43877692675 454656.03755517676, 138157.8353897181 454658.14389542677, 138161.63463572494 454658.6094637871, 138227.84431483474 454651.67704676744, 138235.99831496945 454648.6121963147, 138300.74578073047 454620.54631338845, 138311.99013370645 454604.7987357998, 138324.0294410967 454584.865154316, 138330.2777937366 454587.9150033161, 138540.52486143785 454584.1448522004, 138574.49531543488 454570.6370096088, 138646.52323826944 454537.6005737433, 138664.5734250099 454527.31655959995, 138670.37423726593 454531.90368728683, 138676.78762191185 454537.245379938, 138688.42299535414 454544.1832391863, 138711.18236344814 454540.0700124235, 139168.15241310102 454953.5282570597, 139174.81452398884 454959.8266333979, 139177.02832223 454961.9112814642, 139411.38488300773 455130.08662659634, 139512.3213661563 455118.90156129864, 139652.8488282264 455112.06900057866, 139684.62195263727 455113.09489274217, 139684.55800894398 455134.64610079525, 139987.35870438593 455217.7583990394, 139977.78838002298 455344.3674675058, 139994.05424845678 455349.32510656636, 139994.22643535244 455360.973483268, 140024.9963779268 455361.7264170235, 140025.19857689738 455497.31807536277)","3136.843970922562"
"241","249","58934172788","3584.0","3582.0","20","0","15","8","LINESTRING (140025.19857689738 455497.31807536277, 140024.9963779268 455361.7264170235, 139994.22643535244 455360.973483268, 139994.05424845678 455349.32510656636, 139977.78838002298 455344.3674675058, 139987.35870438593 455217.7583990394, 139684.55800894398 455134.64610079525, 139684.62195263727 455113.09489274217, 139652.8488282264 455112.06900057866, 139512.3213661563 455118.90156129864, 139411.38488300773 455130.08662659634, 139177.02832223 454961.9112814642, 139174.81452398884 454959.8266333979, 139168.15241310102 454953.5282570597, 138711.18236344814 454540.0700124235, 138688.42299535414 454544.1832391863, 138676.78762191185 454537.245379938, 138670.37423726593 454531.90368728683, 138664.5734250099 454527.31655959995, 138646.52323826944 454537.6005737433, 138574.49531543488 454570.6370096088, 138540.52486143785 454584.1448522004, 138330.2777937366 454587.9150033161, 138324.0294410967 454584.865154316, 138212.93972129142 454604.37510175793, 138170.1499035587 454620.4741937027, 138157.11406567728 454623.2330085687, 138141.37316505145 454622.72997695045, 138142.85673913534 454637.7561539493, 138127.1493658734 454637.01940841245, 137997.5294969311 454629.56086176046, 137996.85831124312 454639.7768049904, 137868.61470289927 454627.91102711594, 137673.725606937 454602.2835138225, 137657.66111761928 454621.0978476135, 137657.06756730736 454623.88141114434, 137654.0163027995 454643.3402617643, 137645.194030429 454714.18790427403, 137626.82251676128 454712.1380325176, 137614.4319816518 454695.3810393166)","3096.5659660703664"
"249","257","58934172943","3584.0","3515.0","8","0","25","8","LINESTRING (140025.19857689738 455497.31807536277, 139963.33557797063 455497.2041248845, 139963.44633970072 455375.0183175897, 139816.16251639382 455375.58768510947, 139729.13232160246 455376.19876193296, 139679.0455645491 455374.7059918203, 139668.43652905285 455375.01679864357, 139402.51087622766 455415.27325335424, 139336.38436633247 455472.0342217322, 139289.58284731174 455512.25747832336, 139219.41110221055 455572.0479288383, 138921.13705020573 456047.4924968843, 138923.58833995822 456106.2520910694, 138900.28435898866 456177.1221308696, 138866.846360199 456250.29482970317, 138830.6079731609 456418.81557050615, 138823.18868834808 456421.55442308343, 138769.69145539103 456442.8012329119, 138709.2411267901 456552.5119883233, 138727.84560480193 456556.7791444314, 138719.704226265 456585.8780222205, 138700.84624758206 456577.40609658934, 138710.22735518447 456724.0272873794, 138410.53750354165 456794.7439431819, 138339.95394196355 456784.3543846678, 138230.99791209042 456788.05812177766, 138216.77430604666 456788.4398489038, 138217.4048997599 456802.7235249768, 138217.31696077576 456847.76193017233, 138150.55555660624 456891.5458716387, 138096.91959421398 456924.09334430896, 138060.62623194922 456946.5466685873, 137988.25213177677 456991.23087100906, 137934.29378990532 457027.05226401525, 137879.8222007953 457060.8399514648, 137836.49847983636 457082.5625471019, 137816.06901266365 457089.1529015668, 137783.79019925816 457094.9053653775, 137787.77724051347 457138.30531856697, 137790.74089668764 457173.0750211919, 137770.56612510825 457175.92634012556, 137575.50064054446 457200.74904484284, 137496.61723936824 457229.397267175, 137438.4781762309 457253.400692054, 137423.7046997625 457258.71546584263, 137391.76287149044 457262.4554809208, 137381.56595674052 457263.82669864653, 137375.6798370933 457265.5498259717, 137364.74030781313 457266.16713849583, 137348.65390660896 457258.64734962553, 137312.20340014025 457269.9584470996, 137302.71838149335 457273.0629570748, 137292.42624398184 457301.5710880439, 137134.72456006202 457361.61457898567, 137112.02940294822 457370.1185253208, 136946.8680292145 457433.09871984815, 136893.62692512295 457451.79478198854, 136843.98496019634 457469.13203112327, 136793.5248100573 457485.58268853, 136739.07714214188 457503.7619035398, 136722.38907687913 457509.6866032626, 136708.66253983267 457514.2430938307, 136682.5012219152 457522.49472800543, 136678.40430782147 457511.3392665801, 136632.78840595103 457373.63354734564, 136588.16809622888 457385.3027856258, 136535.36924704243 457399.2613559904)","4928.249792931036"
"250","258","58934172943","3515.0","3584.0","17","0","25","8","LINESTRING (136535.36924704243 457399.2613559904, 136588.16809622888 457385.3027856258, 136632.78840595103 457373.63354734564, 136689.8729658079 457358.6588980406, 136751.73856831627 457427.33518309094, 136793.5248100573 457485.58268853, 136843.98496019634 457469.13203112327, 136893.62692512295 457451.79478198854, 136946.8680292145 457433.09871984815, 137112.02940294822 457370.1185253208, 137134.72456006202 457361.61457898567, 137292.42624398184 457301.5710880439, 137302.71838149335 457273.0629570748, 137312.20340014025 457269.9584470996, 137348.65390660896 457258.64734962553, 137364.74030781313 457266.16713849583, 137375.6798370933 457265.5498259717, 137381.56595674052 457263.82669864653, 137391.76287149044 457262.4554809208, 137423.7046997625 457258.71546584263, 137438.4781762309 457253.400692054, 137496.61723936824 457229.397267175, 137575.50064054446 457200.74904484284, 137770.56612510825 457175.92634012556, 137787.77724051347 457138.30531856697, 137783.79019925816 457094.9053653775, 137816.06901266365 457089.1529015668, 137836.49847983636 457082.5625471019, 137879.8222007953 457060.8399514648, 137934.29378990532 457027.05226401525, 137988.25213177677 456991.23087100906, 138060.62623194922 456946.5466685873, 138096.91959421398 456924.09334430896, 138150.55555660624 456891.5458716387, 138217.31696077576 456847.76193017233, 138217.4048997599 456802.7235249768, 138216.77430604666 456788.4398489038, 138230.99791209042 456788.05812177766, 138339.95394196355 456784.3543846678, 138410.53750354165 456794.7439431819, 138710.22735518447 456724.0272873794, 138700.84624758206 456577.40609658934, 138719.704226265 456585.8780222205, 138727.84560480193 456556.7791444314, 138709.2411267901 456552.5119883233, 138769.69145539103 456442.8012329119, 138823.18868834808 456421.55442308343, 138830.6079731609 456418.81557050615, 138866.846360199 456250.29482970317, 138900.28435898866 456177.1221308696, 138923.58833995822 456106.2520910694, 138921.13705020573 456047.4924968843, 139219.41110221055 455572.0479288383, 139289.58284731174 455512.25747832336, 139336.38436633247 455472.0342217322, 139402.51087622766 455415.27325335424, 139668.43652905285 455375.01679864357, 139679.0455645491 455374.7059918203, 139729.13232160246 455376.19876193296, 139816.16251639382 455375.58768510947, 139963.44633970072 455375.0183175897, 139963.33557797063 455497.2041248845, 140025.19857689738 455497.31807536277)","4863.530083442445"
"251","259","58934172943","3584.0","3581.0","17","30","5","8","LINESTRING (140025.19857689738 455497.31807536277, 139963.33557797063 455497.2041248845, 139963.44633970072 455375.0183175897, 139816.16251639382 455375.58768510947, 139729.13232160246 455376.19876193296, 139679.0455645491 455374.7059918203, 139668.43652905285 455375.01679864357, 139402.51087622766 455415.27325335424, 139336.38436633247 455472.0342217322, 139289.58284731174 455512.25747832336, 139282.87599851887 455504.53496227664, 139211.96176905572 455563.6157980915, 139182.55889646176 455522.53185738914, 139092.00861168676 455538.2187338841, 139049.47294319063 455554.98818062333, 139056.05043556445 455496.5445588416, 139039.5076572137 455467.3584750443, 138970.7259994886 455485.5924232693, 138893.28867552296 455433.98412458383, 138878.07798640622 455416.48767710064, 138853.90219412345 455420.1263379748, 138811.85393116315 455420.3407636004, 138766.3584585847 455326.0626561259, 138739.78818805303 455272.4108528183, 138694.56004782757 455300.35148066044, 138610.35201307814 455215.4696790308, 138576.0894156637 455234.68590216886, 138522.70882054121 455265.7368913906, 138484.63402964387 455286.4238710691, 138461.17363313836 455299.19650117395, 138368.6585930677 455351.04027107806, 138270.16613563502 455398.0104201641, 138213.92178312654 455424.2679410205, 138222.68264876993 455467.4295131007, 138204.94380372541 455684.512981914, 138135.00897501965 455878.4753099479, 138148.2626492951 455951.16109248553, 138146.32506838537 455988.15048245626, 138108.77257505897 455993.03969887644, 138104.26979789243 455997.0047114147, 138086.76437525466 456012.41804450675, 138063.69757680743 456024.7573302574, 138048.46976655503 456020.6814181039, 137995.83228643137 456005.03977634717, 137942.09889369196 455989.66946998815, 137907.9305754282 455958.1999514532, 137912.73970922278 455949.68317364797, 137867.78777648968 455939.2568546985, 137834.67708580894 455932.51730521134, 137800.76448257625 455925.78074649477, 137788.2446210285 455935.9931894903)","3305.2108741259963"
"252","260","58934172943","3581.0","3584.0","17","45","5","8","LINESTRING (137788.2446210285 455935.9931894903, 137800.76448257625 455925.78074649477, 137811.20725030283 455849.898707153, 137815.47696794692 455826.096570999, 137882.73864477724 455834.7767545823, 137923.94623819392 455840.24273134273, 137968.3226237129 455846.4770262783, 138046.9761192231 455851.74928627675, 138071.0039145069 455849.7093376933, 138104.42786557696 455841.6629427036, 138174.65305333573 455441.7904262106, 138213.92178312654 455424.2679410205, 138270.16613563502 455398.0104201641, 138368.6585930677 455351.04027107806, 138461.17363313836 455299.19650117395, 138484.63402964387 455286.4238710691, 138522.70882054121 455265.7368913906, 138576.0894156637 455234.68590216886, 138610.35201307814 455215.4696790308, 138694.56004782757 455300.35148066044, 138739.78818805303 455272.4108528183, 138766.3584585847 455326.0626561259, 138811.85393116315 455420.3407636004, 138853.90219412345 455420.1263379748, 138878.07798640622 455416.48767710064, 138893.28867552296 455433.98412458383, 138970.7259994886 455485.5924232693, 139039.5076572137 455467.3584750443, 139056.05043556445 455496.5445588416, 139049.47294319063 455554.98818062333, 139092.00861168676 455538.2187338841, 139182.55889646176 455522.53185738914, 139211.96176905572 455563.6157980915, 139282.87599851887 455504.53496227664, 139289.58284731174 455512.25747832336, 139336.38436633247 455472.0342217322, 139402.51087622766 455415.27325335424, 139668.43652905285 455375.01679864357, 139679.0455645491 455374.7059918203, 139729.13232160246 455376.19876193296, 139816.16251639382 455375.58768510947, 139963.44633970072 455375.0183175897, 139963.33557797063 455497.2041248845, 140025.19857689738 455497.31807536277)","3176.8875034612106"
"256","264","58934173067","3523.0","3584.0","8","50","20","8","LINESTRING (137025.28673705124 453832.41641358647, 137032.8685197914 453847.3089937219, 137078.868977059 453844.239373605, 137089.8023720875 453843.6437442152, 137090.8129965657 453867.29394079006, 137124.67126382538 453866.1709636087, 137207.7331235964 453860.4551803957, 137292.4766362258 453855.22434789466, 137309.69543067366 453850.3011050674, 137318.68553110192 453852.71689509606, 137331.88609324026 453951.9916447409, 137335.330188778 453993.2568062304, 137388.5452227823 453995.0042577976, 137390.23436329965 454001.55148578226, 137404.7554697989 454069.54664459627, 137448.33369091377 454101.41343552317, 137499.31430174556 454062.69363315974, 137570.40457348988 454002.58656799805, 137572.06448638774 453967.5450609589, 137594.93465584968 453892.6206494037, 137595.75175701838 453767.40609180543, 138018.00417970974 454148.71523952176, 138070.87746599523 454125.1261767072, 138074.10337257572 454132.2692125974, 138076.5566745969 454138.01300337637, 138174.05468675803 454347.8411639698, 138284.59329839644 454334.0398545671, 138682.79485952356 454496.0484647317, 138664.5734250099 454527.31655959995, 138670.37423726593 454531.90368728683, 138676.78762191185 454537.245379938, 138688.42299535414 454544.1832391863, 138711.18236344814 454540.0700124235, 139168.15241310102 454953.5282570597, 139174.81452398884 454959.8266333979, 139177.02832223 454961.9112814642, 139411.38488300773 455130.08662659634, 139512.3213661563 455118.90156129864, 139652.8488282264 455112.06900057866, 139684.62195263727 455113.09489274217, 139684.55800894398 455134.64610079525, 139987.35870438593 455217.7583990394, 139977.78838002298 455344.3674675058, 139994.05424845678 455349.32510656636, 139994.22643535244 455360.973483268, 140024.9963779268 455361.7264170235, 140025.19857689738 455497.31807536277)","4398.215511432834"
"257","265","58934173067","3584.0","3523.0","17","0","20","8","LINESTRING (140025.19857689738 455497.31807536277, 140024.9963779268 455361.7264170235, 139994.22643535244 455360.973483268, 139994.05424845678 455349.32510656636, 139977.78838002298 455344.3674675058, 139987.35870438593 455217.7583990394, 139684.55800894398 455134.64610079525, 139684.62195263727 455113.09489274217, 139652.8488282264 455112.06900057866, 139512.3213661563 455118.90156129864, 139411.38488300773 455130.08662659634, 139177.02832223 454961.9112814642, 139174.81452398884 454959.8266333979, 139168.15241310102 454953.5282570597, 138711.18236344814 454540.0700124235, 138688.42299535414 454544.1832391863, 138676.78762191185 454537.245379938, 138670.37423726593 454531.90368728683, 138664.5734250099 454527.31655959995, 138682.79485952356 454496.0484647317, 138284.59329839644 454334.0398545671, 138174.05468675803 454347.8411639698, 138076.5566745969 454138.01300337637, 138074.10337257572 454132.2692125974, 138070.87746599523 454125.1261767072, 138018.00417970974 454148.71523952176, 137595.75175701838 453767.40609180543, 137594.93465584968 453892.6206494037, 137572.06448638774 453967.5450609589, 137570.40457348988 454002.58656799805, 137499.31430174556 454062.69363315974, 137448.33369091377 454101.41343552317, 137404.7554697989 454069.54664459627, 137390.23436329965 454001.55148578226, 137388.5452227823 453995.0042577976, 137335.330188778 453993.2568062304, 137331.88609324026 453951.9916447409, 137318.68553110192 453852.71689509606, 137309.69543067366 453850.3011050674, 137292.4766362258 453855.22434789466, 137207.7331235964 453860.4551803957, 137124.67126382538 453866.1709636087, 137090.8129965657 453867.29394079006, 137089.8023720875 453843.6437442152, 137078.868977059 453844.239373605, 137032.8685197914 453847.3089937219, 137025.28673705124 453832.41641358647)","4398.215511432834"
"276","285","58934173284","3531.0","3532.0","18","30","9","8","LINESTRING (135085.76888234454 455954.4830426199, 135061.4286711196 455891.81852947595, 135125.14766819254 455901.2767150294, 135144.8565508467 455904.39122674643, 135123.31955264375 455992.6621308915, 135115.70686952717 456023.8454358529, 135104.93853294954 456067.9141909156, 135089.0287625387 456138.9285487352, 135095.9148419276 456154.0546681331, 135101.51092002253 456184.20610555913, 135104.37545914724 456199.637594377, 135149.79967793592 456251.95998964494, 135052.67369889154 456272.3195633971, 135037.1598935704 456334.06453613075, 135015.05587146035 456413.28165943146, 135033.06640924836 456430.8218919223, 135041.18908576615 456477.5409418782, 134946.12558048466 456483.0633392403, 134943.84985895158 456433.5838656964, 134858.12609812425 456444.28842473344, 134807.16968670557 456450.8923985596)","1125.198290417969"
"287","297","58934173656","3544.0","3528.0","8","15","20","8","LINESTRING (132076.25325234572 456127.8058204849, 132085.0660977886 456075.67295494233, 132115.65617019637 456040.89673467254, 132167.84067666726 456044.85158248764, 132188.8933945065 455977.5201939616, 132192.9888213976 455964.9400908853, 132202.86607138545 455933.88647999236, 132249.1269777198 455791.67278717057, 132251.83298550226 455783.9278020427, 132255.3107773881 455744.1028420924, 132250.34294633067 455612.3706828467, 132250.17532837804 455601.1897546393, 132323.34433489924 455600.76685525366, 132449.19724958477 455600.10606175225, 132449.1780830348 455585.28623512364, 132449.16305347494 455574.4050156084, 132449.127095754 455549.8277105021, 132449.04510041102 455496.93479254073, 132448.43780763933 455470.30175769806, 132442.22731432668 455411.1392661686, 132433.1776246298 455339.56185130734, 132431.12134970125 455321.4134486149, 132448.06438851412 455322.8275504777, 132548.8660212386 455328.357704778, 132542.414584455 455270.2531681797, 132539.35463872834 455233.1393302157, 132538.78379028293 455229.6705770506, 132535.43579040543 455200.1237596008, 132531.1982566287 455161.8136304383, 132527.66221225847 455127.0718027263, 132524.82443668396 455093.6619526253, 132558.83335126218 455089.9593138985, 132598.8088440368 455085.4289793656, 132662.02872614056 455079.5373653526, 132761.57965205505 455057.228966938, 132831.84176553885 455047.1914223185, 132816.01990401285 454965.3074413685, 133070.54160432267 454965.73740893113, 133207.22001324 454932.13737952616, 133200.2775664071 454822.86555803526, 133202.19257769085 454752.98565101984, 133202.13386121104 454658.15869286546, 133261.82970780827 454478.045346352, 133252.04687869464 454452.8653515551, 133247.98549660255 454438.0520917719, 133231.50675359566 454381.9599001434, 133190.78804257733 454319.954697086, 133194.68822192005 454266.5882980285, 133179.70731701475 454234.9781175732, 133185.77412161103 454231.7472385519, 133349.5289209357 454145.1952233022, 133725.82313936032 453949.8359327957, 133750.12346293134 453915.0857567235, 133774.25809887162 453908.9413992249, 133859.40838124306 453753.3490208066, 133945.54658013722 453805.83266254, 133949.55421006423 453798.57268562214, 134009.8895195194 453689.6836308179, 134036.8852782561 453704.85706087353, 134057.60171225504 453668.1541999763)","4125.855698704211"
"288","298","58934173656","3528.0","3544.0","17","0","20","8","LINESTRING (134057.60171225504 453668.1541999763, 134036.8852782561 453704.85706087353, 134009.8895195194 453689.6836308179, 133949.55421006423 453798.57268562214, 133945.54658013722 453805.83266254, 133859.40838124306 453753.3490208066, 133774.25809887162 453908.9413992249, 133750.12346293134 453915.0857567235, 133725.82313936032 453949.8359327957, 133349.5289209357 454145.1952233022, 133185.77412161103 454231.7472385519, 133179.70731701475 454234.9781175732, 133194.68822192005 454266.5882980285, 133190.78804257733 454319.954697086, 133231.50675359566 454381.9599001434, 133247.98549660255 454438.0520917719, 133252.04687869464 454452.8653515551, 133261.82970780827 454478.045346352, 133202.13386121104 454658.15869286546, 133202.19257769085 454752.98565101984, 133200.2775664071 454822.86555803526, 133207.22001324 454932.13737952616, 133070.54160432267 454965.73740893113, 133107.36016539583 455134.59109263576, 133043.39680461946 455155.24459250784, 133043.83707831588 455158.71397711604, 133043.5956570455 455163.03194798395, 132953.80843652427 455212.14974255365, 132902.03563247147 455239.43785282725, 132902.71617792695 455241.4263946814, 132849.10071758283 455250.35413079895, 132798.6330190429 455259.6133134792, 132799.52293443138 455265.50615172484, 132806.68570679845 455310.11193121807, 132807.4199050105 455314.903986307, 132808.56418386757 455322.5091045249, 132785.11017477643 455327.3200396499, 132769.75025208463 455336.57873108826, 132565.58618381573 455345.7279753973, 132572.98805351823 455409.49142671557, 132572.63349774675 455475.31477814075, 132572.88793732642 455513.5316408053, 132572.92891967302 455574.3464932997, 132572.9163140448 455585.23896217806, 132449.1780830348 455585.28623512364, 132449.19724958477 455600.10606175225, 132449.2167658172 455611.97748081177, 132323.32881889222 455612.4047878858, 132250.34294633067 455612.3706828467, 132255.3107773881 455744.1028420924, 132251.83298550226 455783.9278020427, 132249.1269777198 455791.67278717057, 132202.86607138545 455933.88647999236, 132192.9888213976 455964.9400908853, 132188.8933945065 455977.5201939616, 132167.84067666726 456044.85158248764, 132115.65617019637 456040.89673467254, 132085.0660977886 456075.67295494233, 132076.25325234572 456127.8058204849)","4048.84232783529"
"292","302","58934173873","3527.0","3524.0","16","0","15","8","LINESTRING (135004.64569890458 454548.04492840654, 135019.44566649364 454524.0312110914, 135048.32186980383 454474.91646406724, 135076.82307667995 454424.4571442307, 135091.0368837533 454399.40014828823, 135121.38326069163 454345.5514099046, 135145.00510473322 454308.91935401864, 135143.5005342841 454301.2372825323, 135174.93777557125 454250.74458826566, 135212.75379037688 454183.59337119845, 135240.21526796676 454134.6077893858, 135265.34839627743 454148.4267524164, 135312.38344547423 454175.6216657257, 135324.19076338827 454148.31629069865, 135336.0205286276 454128.3985222481, 135354.45622885347 454128.53715089004, 135406.8771358564 454034.8833395015, 135432.85391737445 453919.6716182533, 135452.76575737548 453825.8235193835, 135543.5538428451 453735.94824713987, 135646.06921947567 453465.97718106065, 135777.783917316 453238.0408391754, 135782.27765745457 453243.998152072, 135829.2532814596 453250.7263641542, 135872.40090952255 453219.5189925593, 135960.59374482182 453229.75078235375, 136071.8644084887 453237.5487996671, 136221.3752390048 453268.78093619895, 136229.64747438312 453256.7782030168, 136231.1461173606 453248.6950953913, 136233.45751098654 453248.853276015, 136242.75647250484 453249.09639897523, 136249.13653130925 453248.09329110454, 136298.48248260346 453239.8191874467, 136353.749417894 453221.4210184948, 136359.58175932616 453218.7957103095, 136364.21296615398 453226.85584014, 136471.3598322539 453199.06396770815, 136531.3325244394 453186.413529001, 136593.3788959911 453170.7410124963, 136610.24980087866 453165.85002630914, 136653.29143507459 453156.4790029628, 136683.48363763044 453151.00517156423, 136800.39903659516 453115.87472758465, 136864.31498069584 453097.18362970266, 136895.3533802598 453088.53710469767, 136898.92914188016 453087.522772597, 136908.40997978748 453084.90710536786, 136921.43860451932 453081.1214783636, 137035.11233073054 453056.98966079194, 137196.93317284953 453054.3170148616, 137213.14573619858 453058.7428627758, 137289.82555442073 453038.20927511685, 137319.67727196644 453031.0827516214, 137370.7397642463 453016.5381626282, 137409.26970000158 453002.6391403701, 137459.87757806538 452989.3098039089, 137495.1453534722 452968.0241722832, 137509.26251300453 452957.6608202628, 137549.85356233077 452954.4254501455, 137613.22343159484 452939.00581304275, 137650.6689794683 452936.2940394543, 137696.21935542862 452933.3986254757, 137720.08190214643 452931.0906042607, 137806.88596781992 452928.0644028556, 137806.99992681976 452839.8796811732, 137854.19571365853 452836.59063058643, 137853.69823966938 452777.72491766914, 137850.6674114198 452775.7994339106, 137848.3508118366 452748.2817992504)","3971.312843524651"
