field_1,Unnamed: 0,OPID,VertPC,AankPC,VertUur,VertMin,Reisduur,Hvm,geometry,length_m
"1984","2038","59092326511","3511.0","3582.0","13","30","10","9","LINESTRING (136422.55654092712 455708.5693691623, 136498.0657163144 455661.5254994706, 136520.68416777486 455674.8372022925, 136555.28053462342 455694.9916131724, 136581.79327101572 455655.0623171752, 136601.97523495767 455622.9892732127, 136609.126205097 455608.84393984254, 136617.606955896 455587.3060349201, 136626.2337287483 455570.0288687139, 136633.5047648996 455556.80658789276, 136694.16258344828 455581.53880097414, 136771.87828216812 455600.5461216855, 136800.04126603768 455604.58195147983, 136869.85686787282 455626.2899317957, 136892.57119645708 455634.16235301323, 136970.68364473296 455659.07924075145, 136993.15823124046 455667.0753745508, 136993.64866750507 455666.2391498582, 137024.49402792798 455614.2137179154, 137041.8812295968 455581.7409049737, 137042.5279119179 455580.51471139526, 137084.5112756217 455515.0204090652, 137093.81561434307 455500.80127667583, 137096.2544287863 455494.76221036806, 137102.0135082296 455480.02179736417, 137117.13025228915 455444.86492866464, 137130.32306567545 455410.2156844123, 137131.54250957916 455406.239324255, 137176.736627206 455319.79517137393, 137199.41667291647 455275.655063909, 137223.02017421243 455190.5680908025, 137261.28161972942 455146.56180908997, 137264.71068374606 455143.24517146073, 137317.65461122888 455191.76646981324, 137390.10885691067 455154.2932061743, 137395.8395935197 455154.4398294741, 137413.90749852167 455102.01704019896, 137426.51496271818 455028.85248758836, 137435.73443882607 454982.2687980574, 137436.93060950536 454977.4247714508, 137446.53135380097 454906.7186106996, 137451.62189836588 454871.0084860089, 137455.02261933085 454871.23014737404, 137471.9627932038 454778.3797246824, 137485.9791202915 454709.64967440953, 137503.45764388517 454713.10403875564, 137504.58266019588 454713.3337314712, 137511.84710388398 454714.77684252965, 137525.35876596248 454685.64607354195, 137532.5055750288 454680.9035787093, 137545.43875072832 454684.1960220716, 137561.86875775762 454687.7210231891, 137580.49421002483 454691.7835708705, 137614.4319816518 454695.3810393166)","2053.341202106929"
"1996","2050","59092327627","5017.0","5017.0","12","0","60","9",,
"2010","2064","59092329270","3544.0","3544.0","2","0","5","9",,
"2017","2071","59092329301","3551.0","3551.0","18","45","3","9",,
"2018","2072","59092329301","3551.0","3551.0","18","59","3","9",,
"2024","2079","59092330355","3533.0","3533.0","10","0","5","9",,
"2025","2080","59092330355","3533.0","3533.0","10","35","10","9",,
"2026","2081","59092330355","3533.0","3533.0","11","30","38","9",,
"2052","2109","59120168541","3512.0","3512.0","19","30","5","9",,
"2053","2110","59120168541","3512.0","3512.0","22","0","2","9",,
"2056","2113","59120168696","3582.0","3582.0","10","0","15","9",,
"2057","2114","59120168696","3582.0","3582.0","16","0","15","9",,
"2075","2132","59120169099","3571.0","3571.0","18","0","5","9",,
"2076","2133","59120169099","3571.0","3571.0","18","30","5","9",,
"2079","2136","59120169161","3514.0","3514.0","18","35","5","9",,
"2080","2137","59120169161","3514.0","3514.0","18","50","5","9",,
"2086","2143","59120169750","3525.0","3525.0","9","20","5","9",,
"2087","2144","59120169750","3525.0","3525.0","9","40","5","9",,
"2099","2157","59120170091","6922.0","6923.0","11","45","45","9",,
"2140","2198","59120170959","3561.0","3561.0","15","0","29","9",,
"2147","2205","59120171083","3553.0","3553.0","7","30","10","9",,
"2151","2209","59120171083","3553.0","3551.0","13","50","10","9","LINESTRING (134414.01929295718 457989.88028218795, 134439.22060003897 457946.4177427846, 134426.52931127197 457938.7932227604, 134446.2239444162 457900.5048729082, 134468.62851696077 457853.1376706242, 134422.85833532244 457828.04834404093, 134437.34487260913 457814.14761011594, 134511.72895080454 457745.749154456, 134604.3365938473 457656.84962495347, 134731.03799811404 457535.9255316421, 134737.3777133895 457529.80262438365, 134775.42576247794 457493.6994993733, 134788.39002493164 457482.3649881763, 134836.3573347738 457526.90825231525, 134936.32558955913 457431.0647519561, 134984.00382241586 457393.74505209614, 134996.10593691963 457380.8012779586, 135021.97716611577 457355.39667246805, 135025.2671230322 457352.3126713508, 135029.5604178239 457348.2789302499, 135072.07070803235 457308.377335414, 135079.27181214036 457301.60610857117, 135096.34305946992 457285.5830245982, 135106.39064246445 457276.1524504298, 135141.68031968523 457243.0227252317, 135184.11731231067 457203.1891525615, 135186.74864445007 457206.7167588095, 135229.14877978654 457166.0603948873)","1319.835673375035"
"2152","2210","59120171083","3551.0","3553.0","14","15","10","9","LINESTRING (135229.14877978654 457166.0603948873, 135186.74864445007 457206.7167588095, 135184.11731231067 457203.1891525615, 135141.68031968523 457243.0227252317, 135106.39064246445 457276.1524504298, 135096.34305946992 457285.5830245982, 135079.27181214036 457301.60610857117, 135072.07070803235 457308.377335414, 135029.5604178239 457348.2789302499, 135025.2671230322 457352.3126713508, 135021.97716611577 457355.39667246805, 134996.10593691963 457380.8012779586, 134984.00382241586 457393.74505209614, 134936.32558955913 457431.0647519561, 134836.3573347738 457526.90825231525, 134788.39002493164 457482.3649881763, 134775.42576247794 457493.6994993733, 134737.3777133895 457529.80262438365, 134731.03799811404 457535.9255316421, 134604.3365938473 457656.84962495347, 134511.72895080454 457745.749154456, 134437.34487260913 457814.14761011594, 134422.85833532244 457828.04834404093, 134468.62851696077 457853.1376706242, 134446.2239444162 457900.5048729082, 134426.52931127197 457938.7932227604, 134439.22060003897 457946.4177427846, 134414.01929295718 457989.88028218795)","1319.835673375035"
"2174","2232","59120171486","3552.0","3511.0","10","0","30","9","LINESTRING (135644.05209253923 457769.864371804, 135678.99823788792 457745.2957103897, 135723.3794696055 457710.42138120334, 135756.85594327954 457718.3693008184, 135783.0316204824 457661.280472804, 135806.20876829204 457604.6038953253, 135850.28242837306 457524.86053759564, 135885.58472338942 457465.6677120425, 135966.50937798677 457429.520474175, 135995.48760406228 457398.40140859364, 136001.73614466694 457393.0704210065, 136070.85079352232 457279.3880891418, 136096.75153815432 457193.4521944772, 136097.107217659 457159.02686704206, 136110.26712154644 456983.4302180016, 136138.30938019342 456928.60598741774, 136170.6735011541 456869.53767318, 136211.07951978093 456798.73461914103, 136255.27715163736 456724.6131910242, 136220.75528002816 456706.2963798491, 136232.30559619263 456685.64739290107, 136238.50008520987 456676.5785707223, 136246.38809879127 456662.3186430116, 136223.41268505086 456649.6659693351, 136237.7457173992 456605.5305712523, 136239.4473704001 456602.49787547294, 136215.25242238637 456589.9722229853, 136227.10067189683 456568.309635228, 136225.55418524996 456556.1658428912, 136228.35448963076 456533.7474530196, 136244.2893953148 456498.17308441235, 136254.3673048229 456468.5064970055, 136298.23949627683 456348.7588909218, 136303.84941300374 456326.21873544005, 136310.51490335076 456296.4315802577, 136318.0306962847 456233.90847748145, 136322.96562776435 456184.83531384607, 136326.63681950973 456142.2978759037, 136327.91948967773 456129.8207916207, 136334.13331074675 456092.78120624664, 136334.39962579263 456083.3898445249, 136334.43058363418 456077.025643632, 136355.9962654303 456001.7662889563, 136364.35321510138 455980.5844279239, 136367.91298380768 455974.05125339946, 136400.78152843128 455930.1808159444, 136427.09665529165 455898.5736700313, 136442.0358713769 455883.5979588933, 136454.3152164065 455877.58864718047, 136486.30446422758 455865.954135145, 136493.93824687126 455847.28966935823, 136509.2756417834 455780.7435981463, 136499.0385410465 455779.435388533, 136466.87282877957 455767.7614677086, 136453.3936853215 455762.69370431354, 136443.8265171008 455759.10227875144, 136420.1212826291 455750.2008833648, 136430.43359191585 455725.71854565974, 136422.55654092712 455708.5693691623)","2514.096328230388"
"2175","2233","59120171486","3511.0","3552.0","14","0","30","9","LINESTRING (136422.55654092712 455708.5693691623, 136430.43359191585 455725.71854565974, 136420.1212826291 455750.2008833648, 136443.8265171008 455759.10227875144, 136453.3936853215 455762.69370431354, 136466.87282877957 455767.7614677086, 136499.0385410465 455779.435388533, 136509.2756417834 455780.7435981463, 136493.93824687126 455847.28966935823, 136486.30446422758 455865.954135145, 136454.3152164065 455877.58864718047, 136442.0358713769 455883.5979588933, 136427.09665529165 455898.5736700313, 136400.78152843128 455930.1808159444, 136367.91298380768 455974.05125339946, 136364.35321510138 455980.5844279239, 136355.9962654303 456001.7662889563, 136334.43058363418 456077.025643632, 136334.39962579263 456083.3898445249, 136334.13331074675 456092.78120624664, 136327.91948967773 456129.8207916207, 136326.63681950973 456142.2978759037, 136322.96562776435 456184.83531384607, 136318.0306962847 456233.90847748145, 136310.51490335076 456296.4315802577, 136303.84941300374 456326.21873544005, 136298.23949627683 456348.7588909218, 136254.3673048229 456468.5064970055, 136244.2893953148 456498.17308441235, 136228.35448963076 456533.7474530196, 136225.55418524996 456556.1658428912, 136227.10067189683 456568.309635228, 136215.25242238637 456589.9722229853, 136239.4473704001 456602.49787547294, 136237.7457173992 456605.5305712523, 136223.41268505086 456649.6659693351, 136246.38809879127 456662.3186430116, 136238.50008520987 456676.5785707223, 136232.30559619263 456685.64739290107, 136220.75528002816 456706.2963798491, 136255.27715163736 456724.6131910242, 136211.07951978093 456798.73461914103, 136170.6735011541 456869.53767318, 136138.30938019342 456928.60598741774, 136110.26712154644 456983.4302180016, 136097.107217659 457159.02686704206, 136096.75153815432 457193.4521944772, 136070.85079352232 457279.3880891418, 136001.73614466694 457393.0704210065, 135995.48760406228 457398.40140859364, 135966.50937798677 457429.520474175, 135885.58472338942 457465.6677120425, 135850.28242837306 457524.86053759564, 135806.20876829204 457604.6038953253, 135783.0316204824 457661.280472804, 135756.85594327954 457718.3693008184, 135723.3794696055 457710.42138120334, 135678.99823788792 457745.2957103897, 135644.05209253923 457769.864371804)","2514.096328230388"
"2176","2234","59120171486","3552.0","3562.0","15","0","20","9","LINESTRING (135644.05209253923 457769.864371804, 135613.45629476375 457810.20420378784, 135587.2203810898 457794.9748015522, 135545.7893358131 457827.0350545219, 135541.21512512758 457831.05832541856, 135500.62781764084 457861.50238048844, 135479.4392965474 457879.07564388326, 135455.7316581404 457897.09281130653, 135409.08025934486 457930.3985956941, 135372.72042149416 457960.6156659421, 135361.60906947497 457969.32672108355, 135349.1104362722 457980.6134020386, 135312.723217971 458014.1132144243, 135536.5713741445 458195.49954804464, 135734.03067353205 458369.7216173087, 135765.99098409349 458397.7023756153, 135896.36137976238 458537.73331422533, 135939.21416735003 458496.9253943543, 135950.5272798825 458485.5000897612, 135979.85929286113 458451.8205038786, 136055.9599593603 458500.21775082697, 136078.95413411016 458521.7259215515, 136093.12453004168 458523.09617478633, 136125.42990249948 458556.1625354058, 136138.3308060434 458569.5983888807, 136147.99954634486 458579.6642011395, 136219.81160373456 458650.57710830035, 136244.16214010777 458674.3172591917, 136312.40309278815 458741.62899665756, 136347.61918967892 458777.2226055406, 136391.95822464625 458822.0169588444, 136397.52035897673 458827.6481943044, 136399.18418575337 458829.33313373005, 136427.4261873974 458857.49892886786, 136453.4616483496 458834.02591127023)","1981.491508817168"
"2177","2235","59120171486","3562.0","3552.0","16","20","20","9","LINESTRING (136453.4616483496 458834.02591127023, 136427.4261873974 458857.49892886786, 136399.18418575337 458829.33313373005, 136397.52035897673 458827.6481943044, 136391.95822464625 458822.0169588444, 136347.61918967892 458777.2226055406, 136312.40309278815 458741.62899665756, 136244.16214010777 458674.3172591917, 136219.81160373456 458650.57710830035, 136147.99954634486 458579.6642011395, 136138.3308060434 458569.5983888807, 136125.42990249948 458556.1625354058, 136093.12453004168 458523.09617478633, 136078.95413411016 458521.7259215515, 136055.9599593603 458500.21775082697, 135979.85929286113 458451.8205038786, 135950.5272798825 458485.5000897612, 135939.21416735003 458496.9253943543, 135896.36137976238 458537.73331422533, 135765.99098409349 458397.7023756153, 135734.03067353205 458369.7216173087, 135536.5713741445 458195.49954804464, 135312.723217971 458014.1132144243, 135349.1104362722 457980.6134020386, 135361.60906947497 457969.32672108355, 135372.72042149416 457960.6156659421, 135409.08025934486 457930.3985956941, 135455.7316581404 457897.09281130653, 135479.4392965474 457879.07564388326, 135500.62781764084 457861.50238048844, 135541.21512512758 457831.05832541856, 135545.7893358131 457827.0350545219, 135587.2203810898 457794.9748015522, 135613.45629476375 457810.20420378784, 135644.05209253923 457769.864371804)","1981.491508817168"
"2180","2238","59120171796","3552.0","3552.0","17","45","45","9",,
"2181","2239","59120171827","3036.0","3036.0","14","0","5","9",,
"2186","2244","59120171889","3512.0","3512.0","8","25","5","9",,
"2187","2245","59120171889","3512.0","3512.0","9","35","5","9",,
"2205","2263","59120172602","3523.0","3523.0","16","30","45","9",,
"2206","2264","59120172602","3523.0","3582.0","20","0","15","9","LINESTRING (137025.28673705124 453832.41641358647, 137032.8685197914 453847.3089937219, 137078.868977059 453844.239373605, 137089.8023720875 453843.6437442152, 137090.8129965657 453867.29394079006, 137124.67126382538 453866.1709636087, 137180.4388022451 453862.3329206889, 137207.7331235964 453860.4551803957, 137242.29314806926 453858.07326128555, 137292.4766362258 453855.22434789466, 137302.10048869572 453854.62271507736, 137309.69543067366 453850.3011050674, 137318.68553110192 453852.71689509606, 137335.77387843997 453851.59928961744, 137377.7652604078 453848.9916924726, 137380.47031488625 453861.6768601908, 137430.1017877088 453988.0261247904, 137454.8053309384 454031.29696757975, 137487.43906727928 454042.9311376377, 137499.31430174556 454062.69363315974, 137504.43451998552 454058.48114920035, 137570.40457348988 454002.58656799805, 137581.41093776168 453993.5360199419, 137712.38991724033 453891.81102527067, 137734.3678696979 453873.26567081566, 137757.55673009605 453849.95430631767, 137754.4735173019 453793.1223933361, 137752.67224647783 453793.67380330793, 137892.25941264583 453901.9932421577, 137883.63349445947 453895.71445394395, 137881.41381360922 453894.2089507865, 137862.84405710653 453881.22204852564, 137832.87515309258 453940.6044378634, 137806.5823802406 453952.5109209808, 137780.96778805094 453978.1001464149, 137749.80941557023 454008.33711015404, 137709.38357204114 454050.7893819032, 137675.26200694888 454070.48968280014, 137656.50370587848 454099.79404025053, 137646.47303630976 454107.47252890357, 137604.99927412215 454139.91593356564, 137587.00639441487 454223.2345137499, 137572.29025065847 454294.5701476454, 137555.59519999154 454376.2265515708, 137537.51301101907 454466.8220527136, 137520.5029626755 454538.4774435962, 137511.3192611833 454587.90906584356, 137528.92232570477 454591.5744772211, 137540.25531637666 454635.015080696, 137532.5055750288 454680.9035787093, 137545.43875072832 454684.1960220716, 137561.86875775762 454687.7210231891, 137580.49421002483 454691.7835708705, 137614.4319816518 454695.3810393166)","2272.5215105883835"
"2207","2265","59120172602","3582.0","3523.0","21","5","30","9","LINESTRING (137614.4319816518 454695.3810393166, 137580.49421002483 454691.7835708705, 137561.86875775762 454687.7210231891, 137545.43875072832 454684.1960220716, 137532.5055750288 454680.9035787093, 137540.25531637666 454635.015080696, 137528.92232570477 454591.5744772211, 137511.3192611833 454587.90906584356, 137520.5029626755 454538.4774435962, 137537.51301101907 454466.8220527136, 137555.59519999154 454376.2265515708, 137572.29025065847 454294.5701476454, 137587.00639441487 454223.2345137499, 137604.99927412215 454139.91593356564, 137646.47303630976 454107.47252890357, 137656.50370587848 454099.79404025053, 137675.26200694888 454070.48968280014, 137709.38357204114 454050.7893819032, 137749.80941557023 454008.33711015404, 137780.96778805094 453978.1001464149, 137806.5823802406 453952.5109209808, 137832.87515309258 453940.6044378634, 137862.84405710653 453881.22204852564, 137881.41381360922 453894.2089507865, 137883.63349445947 453895.71445394395, 137892.25941264583 453901.9932421577, 137752.67224647783 453793.67380330793, 137754.4735173019 453793.1223933361, 137757.55673009605 453849.95430631767, 137734.3678696979 453873.26567081566, 137712.38991724033 453891.81102527067, 137581.41093776168 453993.5360199419, 137570.40457348988 454002.58656799805, 137504.43451998552 454058.48114920035, 137499.31430174556 454062.69363315974, 137487.43906727928 454042.9311376377, 137454.8053309384 454031.29696757975, 137430.1017877088 453988.0261247904, 137380.47031488625 453861.6768601908, 137377.7652604078 453848.9916924726, 137335.77387843997 453851.59928961744, 137318.68553110192 453852.71689509606, 137309.69543067366 453850.3011050674, 137302.10048869572 453854.62271507736, 137292.4766362258 453855.22434789466, 137242.29314806926 453858.07326128555, 137207.7331235964 453860.4551803957, 137180.4388022451 453862.3329206889, 137124.67126382538 453866.1709636087, 137090.8129965657 453867.29394079006, 137089.8023720875 453843.6437442152, 137078.868977059 453844.239373605, 137032.8685197914 453847.3089937219, 137025.28673705124 453832.41641358647)","2272.5215105883835"
"2220","2278","59120173067","3514.0","3511.0","17","40","10","9","LINESTRING (136832.26129844948 457016.5231814021, 136825.36996982712 456977.55160414276, 136795.6703599794 456984.00200311723, 136785.07489352027 456940.24871442857, 136774.24026248587 456891.1113272524, 136759.65620184035 456834.1772347795, 136739.18797249248 456787.1558164722, 136724.38449531805 456763.9567576562, 136679.2960756551 456718.8841096891, 136624.24801467394 456686.1206449931, 136588.20100638625 456666.43841981934, 136547.6515321196 456648.5421860756, 136506.82363579684 456631.40388660075, 136519.2303697876 456590.0579789296, 136525.29999595368 456552.7187444156, 136526.62810230986 456526.53427113936, 136526.64249951087 456521.1825984875, 136526.66776507784 456498.45203106635, 136526.92455408865 456491.9423521072, 136534.1357149459 456490.7251057516, 136537.42883983286 456473.31178234256, 136545.2878147788 456441.66246757744, 136549.7886970833 456439.4762048301, 136564.84636948744 456342.12331813923, 136567.47752197314 456293.937890262, 136566.89114827142 456181.86763824645, 136567.48121805256 456178.36075619113, 136580.70617900373 456179.8916916612, 136580.60631771473 456095.5011946689, 136508.0755734738 455992.69868714956, 136502.69298396303 455988.2460275013, 136491.4453672545 455973.08969685313, 136488.3398088525 455965.4354187232, 136454.3152164065 455877.58864718047, 136486.30446422758 455865.954135145, 136493.93824687126 455847.28966935823, 136509.2756417834 455780.7435981463, 136499.0385410465 455779.435388533, 136466.87282877957 455767.7614677086, 136453.3936853215 455762.69370431354, 136443.8265171008 455759.10227875144, 136420.1212826291 455750.2008833648, 136430.43359191585 455725.71854565974, 136422.55654092712 455708.5693691623)","1641.4775723188163"
"2221","2279","59120173067","3511.0","3514.0","19","5","10","9","LINESTRING (136422.55654092712 455708.5693691623, 136430.43359191585 455725.71854565974, 136420.1212826291 455750.2008833648, 136443.8265171008 455759.10227875144, 136453.3936853215 455762.69370431354, 136466.87282877957 455767.7614677086, 136499.0385410465 455779.435388533, 136509.2756417834 455780.7435981463, 136493.93824687126 455847.28966935823, 136486.30446422758 455865.954135145, 136454.3152164065 455877.58864718047, 136488.3398088525 455965.4354187232, 136491.4453672545 455973.08969685313, 136502.69298396303 455988.2460275013, 136508.0755734738 455992.69868714956, 136580.60631771473 456095.5011946689, 136580.70617900373 456179.8916916612, 136567.48121805256 456178.36075619113, 136566.89114827142 456181.86763824645, 136567.47752197314 456293.937890262, 136564.84636948744 456342.12331813923, 136549.7886970833 456439.4762048301, 136545.2878147788 456441.66246757744, 136537.42883983286 456473.31178234256, 136534.1357149459 456490.7251057516, 136526.92455408865 456491.9423521072, 136526.66776507784 456498.45203106635, 136526.64249951087 456521.1825984875, 136526.62810230986 456526.53427113936, 136525.29999595368 456552.7187444156, 136519.2303697876 456590.0579789296, 136506.82363579684 456631.40388660075, 136547.6515321196 456648.5421860756, 136588.20100638625 456666.43841981934, 136624.24801467394 456686.1206449931, 136679.2960756551 456718.8841096891, 136724.38449531805 456763.9567576562, 136739.18797249248 456787.1558164722, 136759.65620184035 456834.1772347795, 136774.24026248587 456891.1113272524, 136785.07489352027 456940.24871442857, 136795.6703599794 456984.00200311723, 136825.36996982712 456977.55160414276, 136832.26129844948 457016.5231814021)","1641.4775723188172"
"2222","2280","59120173067","3514.0","3514.0","19","25","2","9",,
"2223","2281","59120173067","3514.0","3514.0","19","40","2","9",,
"2225","2283","59120173098","3571.0","3571.0","10","30","15","9",,
"2233","2291","59120173191","3551.0","3551.0","17","30","25","9",,
"2257","2315","59123338570","3582.0","3582.0","11","0","240","9",,
"2260","2318","59123338942","3564.0","3564.0","9","15","114","9",,
"2264","2322","59123339128","3561.0","0.0","13","0","10","9",,
"2265","2323","59123339128","0.0","3561.0","13","45","12","9",,
"2270","2328","59123341422","3525.0","3525.0","19","15","5","9",,
"2271","2329","59123341422","3525.0","3525.0","22","0","5","9",,
"2285","2343","59123342631","3523.0","3523.0","12","15","20","9",,
"2286","2344","59123342631","3523.0","3523.0","16","30","15","9",,
"2293","2351","59123343065","3512.0","3511.0","18","10","1","9","LINESTRING (136989.31886615348 455948.93337467336, 136921.63410474098 455938.89830636396, 136872.43036157187 455920.79721442837, 136850.57180522708 455912.33208878495, 136786.46449211935 455885.66354793665, 136763.9586522635 455850.2539638199, 136760.97511348574 455847.75041594886, 136723.20419720237 455832.2902862919, 136706.0274908427 455824.26477206097, 136692.57470668573 455816.9376843111, 136596.78063766568 455771.42949307186, 136583.62103122077 455765.62587917206, 136528.31073810183 455740.9196728209, 136509.2756417834 455780.7435981463, 136499.0385410465 455779.435388533, 136466.87282877957 455767.7614677086, 136453.3936853215 455762.69370431354, 136443.8265171008 455759.10227875144, 136420.1212826291 455750.2008833648, 136430.43359191585 455725.71854565974, 136422.55654092712 455708.5693691623)","699.7380211930384"
"2294","2352","59123343065","3511.0","3512.0","18","21","6","9","LINESTRING (136422.55654092712 455708.5693691623, 136430.43359191585 455725.71854565974, 136420.1212826291 455750.2008833648, 136443.8265171008 455759.10227875144, 136453.3936853215 455762.69370431354, 136466.87282877957 455767.7614677086, 136499.0385410465 455779.435388533, 136509.2756417834 455780.7435981463, 136528.31073810183 455740.9196728209, 136583.62103122077 455765.62587917206, 136596.78063766568 455771.42949307186, 136692.57470668573 455816.9376843111, 136706.0274908427 455824.26477206097, 136723.20419720237 455832.2902862919, 136760.97511348574 455847.75041594886, 136763.9586522635 455850.2539638199, 136786.46449211935 455885.66354793665, 136850.57180522708 455912.33208878495, 136872.43036157187 455920.79721442837, 136921.63410474098 455938.89830636396, 136989.31886615348 455948.93337467336)","699.7380211930384"
"2295","2353","59123343065","3512.0","3512.0","20","35","6","9",,
"2299","2358","59123343809","3454.0","3454.0","20","35","5","9",,
"2300","2359","59123343809","3454.0","3454.0","20","50","5","9",,
"2301","2361","59123344336","3571.0","3571.0","14","15","30","9",,
"2322","2385","59123346785","3541.0","3541.0","15","0","9","9",,
"2324","2388","59123347591","3453.0","3453.0","9","0","20","9",,
"2325","2389","59123347591","3453.0","3453.0","9","45","20","9",,
"2333","2399","59151170308","3522.0","3521.0","14","0","25","9","LINESTRING (136334.17629909387 453939.55411100807, 136363.24835774556 453925.5822505176, 136388.76570601488 453912.5250488789, 136429.64669930039 453996.6629207897, 136483.00103409332 453971.241637302, 136555.91855105924 453935.3790190258, 136604.4938695966 453913.2255353889, 136638.51355851372 453900.2049754808, 136657.20227663688 453894.3728473382, 136710.21791124335 453889.9944957301, 136733.15350708706 453888.6753337541, 136758.77470601475 453886.81239299645, 136805.48109272297 453883.81553981296, 136869.53666058218 453879.8213533633, 136914.40105128862 453877.42190599605, 136956.26505569834 453873.83212696144, 136976.8642156197 453872.8897115998, 137057.7985142273 453868.547620203, 137090.8129965657 453867.29394079006, 137124.67126382538 453866.1709636087, 137180.4388022451 453862.3329206889, 137207.7331235964 453860.4551803957, 137242.29314806926 453858.07326128555, 137292.4766362258 453855.22434789466, 137302.10048869572 453854.62271507736, 137309.69543067366 453850.3011050674, 137318.68553110192 453852.71689509606, 137335.77387843997 453851.59928961744, 137377.7652604078 453848.9916924726, 137380.47031488625 453861.6768601908, 137430.1017877088 453988.0261247904, 137454.8053309384 454031.29696757975, 137487.43906727928 454042.9311376377, 137499.31430174556 454062.69363315974, 137504.43451998552 454058.48114920035, 137570.40457348988 454002.58656799805, 137581.41093776168 453993.5360199419, 137712.38991724033 453891.81102527067, 137734.3678696979 453873.26567081566, 137757.55673009605 453849.95430631767, 137754.4735173019 453793.1223933361, 137752.67224647783 453793.67380330793, 137892.25941264583 453901.9932421577, 137883.63349445947 453895.71445394395, 137881.41381360922 453894.2089507865, 137862.84405710653 453881.22204852564, 137832.87515309258 453940.6044378634, 137806.5823802406 453952.5109209808, 137780.96778805094 453978.1001464149, 137749.80941557023 454008.33711015404, 137709.38357204114 454050.7893819032, 137675.26200694888 454070.48968280014, 137656.50370587848 454099.79404025053, 137646.47303630976 454107.47252890357, 137604.99927412215 454139.91593356564, 137587.00639441487 454223.2345137499, 137572.29025065847 454294.5701476454, 137555.59519999154 454376.2265515708, 137499.2511616908 454409.5240480522, 137386.33257339106 454468.4559812006, 137365.7287204449 454479.0095819666, 137351.30999057658 454486.1479174401, 137301.02201252693 454509.8912439525, 137265.29018273868 454526.52934151556, 137247.07021623696 454536.4630175854, 137232.1944103302 454546.05104734434, 137229.05531387174 454548.13168317004, 137191.96288227785 454488.95155578427, 137164.7819239328 454443.042877057, 137118.15154734522 454452.4335544261, 137099.75432432594 454462.6354291704, 137081.74724133502 454472.64682672283, 137045.26337565514 454493.5282135217, 137001.76674486062 454518.1512932832, 136992.46742178887 454501.9743467284, 136979.64478477265 454497.25881071883, 136884.44102220234 454539.20433931786, 136875.33592338557 454538.81468523666, 136866.82391072297 454543.1625605542, 136846.2858328972 454565.73415204766, 136796.9158977388 454590.33594497305, 136752.43314219045 454620.2830477309, 136767.3776912917 454648.499454894, 136733.03761292133 454671.9120257205, 136717.97866922393 454705.9238341578, 136697.35111109522 454728.02908866527, 136719.18947252436 454893.80411156727, 136661.51251135304 454880.353487893, 136649.1087774179 454877.52868122974, 136628.6019266703 454952.50454131805, 136598.784421057 454945.1046037511, 136584.67933270952 454977.07725359866, 136579.85249211814 454987.86507931654, 136576.19095052846 454996.8016812692, 136524.18282383835 455099.5316591067, 136491.72626137116 455158.28626099473, 136485.0750196365 455170.5050948481, 136458.7080979733 455216.95416676055, 136446.96859704502 455239.5169413063, 136354.983023315 455343.3213560354, 136324.14233041045 455400.66915993043, 136267.82680483983 455507.3233153119, 136328.82121901572 455540.73923404585, 136286.8411735965 455617.18795100134, 136241.78112807896 455592.53540607187, 136216.798179109 455635.84305842797, 136211.56294268076 455632.4693805223, 136179.63567128038 455611.78433804156, 136153.10572027083 455601.1258549564, 135972.03418181385 455476.6470100982, 135968.2327196298 455486.252168668, 135956.6237096159 455506.34564822726, 135951.6453286349 455514.65357857087, 135942.56874356477 455530.2202393602, 135926.61425613787 455555.5819099747, 135924.02365661136 455564.55940770847, 135932.96509366762 455560.2638859367, 135978.99111122984 455496.4358586367, 135996.27131091157 455500.4419829094, 136003.65072609478 455492.68123560876, 136041.86204641848 455474.93420868926, 136103.17476311725 455393.0806436064, 136113.1946962585 455376.6540005081, 136126.28077656167 455353.6069010335, 136189.3633416763 455242.35279674415, 136198.68474359674 455225.92897168914, 136171.025451598 455210.79087214, 136157.4148137007 455213.112074068, 135951.9243647899 455125.4200248639)","6091.189416034688"
