field_1,Unnamed: 0,OPID,VertPC,AankPC,VertUur,VertMin,Reisduur,Hvm,geometry,length_m
"1120","1150","58999341329","3512.0","3514.0","18","0","15","9","LINESTRING (136989.31886615348 455948.93337467336, 137008.73608810682 456027.2236683988, 136962.36355258006 456046.85089982365, 136901.56717273773 456072.55016639596, 136906.46290926434 456137.3747923252, 136892.16462647697 456136.5589606255, 136889.5896955769 456161.5351124282, 136894.8426304141 456196.4294461653, 136872.84924745545 456199.5246487392, 136825.31391165243 456206.0287051798, 136856.29244544744 456353.61359657074, 136811.93751806972 456352.41811520804, 136808.8192224967 456352.3293775152, 136808.39748899275 456383.1833777834, 136816.1605131746 456420.41605783225, 136820.74113473078 456477.5425787651, 136814.24723742373 456495.0452869967, 136791.92905384713 456485.78102927003, 136755.9119205825 456573.5303781581, 136753.75067791325 456578.3892487733, 136743.20446489454 456602.5602766591, 136740.66976230973 456608.3439835285, 136746.24677600747 456621.2074634763, 136736.8328238796 456627.11654373753, 136736.49798106024 456642.30479941546, 136738.84226050798 456646.25706246844, 136756.80893714554 456678.0338582045, 136784.60183306842 456730.5136591192, 136787.25649350358 456735.0433625144, 136806.49923860247 456769.2967732703, 136830.19617694692 456813.1023787188, 136842.95364319367 456842.8624470383, 136852.1113849098 456862.59999625874, 136862.77130196383 456924.1548342492, 136867.578014776 456968.3744153542, 136825.36996982712 456977.55160414276, 136832.26129844948 457016.5231814021)","1386.1342329803165"
"1127","1157","58999342011","3544.0","3544.0","16","0","150","9",,
"1139","1169","58999342352","3511.0","3511.0","16","0","5","9",,
"1140","1170","58999342352","3511.0","3511.0","16","45","5","9",,
"1150","1180","58999344894","3514.0","3514.0","17","0","60","9",,
"1157","1187","58999345545","3572.0","3572.0","16","10","100","9",,
"1158","1188","59027166309","3572.0","3572.0","10","0","5","9",,
"1159","1189","59027166309","3572.0","3572.0","10","30","5","9",,
"1173","1203","59027166402","3522.0","3522.0","19","24","71","9",,
"1177","1207","59027166805","3584.0","3584.0","9","0","5","9",,
"1178","1208","59027166805","3584.0","3584.0","11","10","5","9",,
"1179","1209","59027166805","3584.0","3584.0","13","0","5","9",,
"1180","1210","59027166805","3584.0","3584.0","14","0","5","9",,
"1186","1216","59027167208","3514.0","3581.0","10","30","20","9","LINESTRING (136832.26129844948 457016.5231814021, 136825.36996982712 456977.55160414276, 136867.578014776 456968.3744153542, 136862.77130196383 456924.1548342492, 136852.1113849098 456862.59999625874, 136842.95364319367 456842.8624470383, 136830.19617694692 456813.1023787188, 136806.49923860247 456769.2967732703, 136787.25649350358 456735.0433625144, 136784.60183306842 456730.5136591192, 136756.80893714554 456678.0338582045, 136738.84226050798 456646.25706246844, 136736.49798106024 456642.30479941546, 136736.8328238796 456627.11654373753, 136746.24677600747 456621.2074634763, 136740.66976230973 456608.3439835285, 136743.20446489454 456602.5602766591, 136753.75067791325 456578.3892487733, 136755.9119205825 456573.5303781581, 136791.92905384713 456485.78102927003, 136814.24723742373 456495.0452869967, 136820.74113473078 456477.5425787651, 136816.1605131746 456420.41605783225, 136808.39748899275 456383.1833777834, 136808.8192224967 456352.3293775152, 136811.93751806972 456352.41811520804, 136856.29244544744 456353.61359657074, 136918.49393568916 456357.30358974, 136932.9424980018 456358.16345292743, 137013.1933794357 456346.56874694256, 137039.05089108992 456341.513162126, 137081.13392585627 456334.07393138664, 137090.02570056604 456333.22972721024, 137092.07016056174 456297.69699488924, 137116.9309293495 456161.99259249686, 137175.9940111692 456109.6442316883, 137172.67794754414 456102.2128042902, 137222.4525105744 456096.7499221151, 137235.74313228458 456095.55649126944, 137279.62745985083 456081.3812875988, 137340.5659900966 456060.4703304376, 137376.37105552913 456036.6005209038, 137427.5723566819 455998.25728552404, 137449.65245254547 455982.48058605805, 137555.3556478233 455913.9399676593, 137563.06430495155 455907.7046465638, 137570.18216368847 455901.059743991, 137574.71248500285 455897.22766270547, 137600.04071228608 455875.2097045484, 137604.89747030323 455870.6421936794, 137671.22680784625 455808.42787416116, 137788.2446210285 455935.9931894903)","2088.832886002589"
"1187","1217","59027167208","3581.0","3514.0","13","0","20","9","LINESTRING (137788.2446210285 455935.9931894903, 137671.22680784625 455808.42787416116, 137604.89747030323 455870.6421936794, 137600.04071228608 455875.2097045484, 137574.71248500285 455897.22766270547, 137570.18216368847 455901.059743991, 137563.06430495155 455907.7046465638, 137555.3556478233 455913.9399676593, 137449.65245254547 455982.48058605805, 137427.5723566819 455998.25728552404, 137376.37105552913 456036.6005209038, 137340.5659900966 456060.4703304376, 137279.62745985083 456081.3812875988, 137235.74313228458 456095.55649126944, 137222.4525105744 456096.7499221151, 137172.67794754414 456102.2128042902, 137175.9940111692 456109.6442316883, 137116.9309293495 456161.99259249686, 137092.07016056174 456297.69699488924, 137090.02570056604 456333.22972721024, 137081.13392585627 456334.07393138664, 137039.05089108992 456341.513162126, 137013.1933794357 456346.56874694256, 136932.9424980018 456358.16345292743, 136918.49393568916 456357.30358974, 136856.29244544744 456353.61359657074, 136811.93751806972 456352.41811520804, 136808.8192224967 456352.3293775152, 136808.39748899275 456383.1833777834, 136816.1605131746 456420.41605783225, 136820.74113473078 456477.5425787651, 136814.24723742373 456495.0452869967, 136791.92905384713 456485.78102927003, 136755.9119205825 456573.5303781581, 136753.75067791325 456578.3892487733, 136743.20446489454 456602.5602766591, 136740.66976230973 456608.3439835285, 136746.24677600747 456621.2074634763, 136736.8328238796 456627.11654373753, 136736.49798106024 456642.30479941546, 136738.84226050798 456646.25706246844, 136756.80893714554 456678.0338582045, 136784.60183306842 456730.5136591192, 136787.25649350358 456735.0433625144, 136806.49923860247 456769.2967732703, 136830.19617694692 456813.1023787188, 136842.95364319367 456842.8624470383, 136852.1113849098 456862.59999625874, 136862.77130196383 456924.1548342492, 136867.578014776 456968.3744153542, 136825.36996982712 456977.55160414276, 136832.26129844948 457016.5231814021)","2088.832886002589"
"1188","1218","59027167208","3514.0","3512.0","15","50","10","9","LINESTRING (136832.26129844948 457016.5231814021, 136825.36996982712 456977.55160414276, 136867.578014776 456968.3744153542, 136862.77130196383 456924.1548342492, 136852.1113849098 456862.59999625874, 136842.95364319367 456842.8624470383, 136830.19617694692 456813.1023787188, 136806.49923860247 456769.2967732703, 136787.25649350358 456735.0433625144, 136784.60183306842 456730.5136591192, 136756.80893714554 456678.0338582045, 136738.84226050798 456646.25706246844, 136736.49798106024 456642.30479941546, 136736.8328238796 456627.11654373753, 136746.24677600747 456621.2074634763, 136740.66976230973 456608.3439835285, 136743.20446489454 456602.5602766591, 136753.75067791325 456578.3892487733, 136755.9119205825 456573.5303781581, 136791.92905384713 456485.78102927003, 136814.24723742373 456495.0452869967, 136820.74113473078 456477.5425787651, 136816.1605131746 456420.41605783225, 136808.39748899275 456383.1833777834, 136808.8192224967 456352.3293775152, 136811.93751806972 456352.41811520804, 136856.29244544744 456353.61359657074, 136825.31391165243 456206.0287051798, 136872.84924745545 456199.5246487392, 136894.8426304141 456196.4294461653, 136889.5896955769 456161.5351124282, 136892.16462647697 456136.5589606255, 136906.46290926434 456137.3747923252, 136901.56717273773 456072.55016639596, 136962.36355258006 456046.85089982365, 137008.73608810682 456027.2236683988, 136989.31886615348 455948.93337467336)","1386.134232980317"
"1189","1219","59027167208","3512.0","3514.0","18","20","10","9","LINESTRING (136989.31886615348 455948.93337467336, 137008.73608810682 456027.2236683988, 136962.36355258006 456046.85089982365, 136901.56717273773 456072.55016639596, 136906.46290926434 456137.3747923252, 136892.16462647697 456136.5589606255, 136889.5896955769 456161.5351124282, 136894.8426304141 456196.4294461653, 136872.84924745545 456199.5246487392, 136825.31391165243 456206.0287051798, 136856.29244544744 456353.61359657074, 136811.93751806972 456352.41811520804, 136808.8192224967 456352.3293775152, 136808.39748899275 456383.1833777834, 136816.1605131746 456420.41605783225, 136820.74113473078 456477.5425787651, 136814.24723742373 456495.0452869967, 136791.92905384713 456485.78102927003, 136755.9119205825 456573.5303781581, 136753.75067791325 456578.3892487733, 136743.20446489454 456602.5602766591, 136740.66976230973 456608.3439835285, 136746.24677600747 456621.2074634763, 136736.8328238796 456627.11654373753, 136736.49798106024 456642.30479941546, 136738.84226050798 456646.25706246844, 136756.80893714554 456678.0338582045, 136784.60183306842 456730.5136591192, 136787.25649350358 456735.0433625144, 136806.49923860247 456769.2967732703, 136830.19617694692 456813.1023787188, 136842.95364319367 456842.8624470383, 136852.1113849098 456862.59999625874, 136862.77130196383 456924.1548342492, 136867.578014776 456968.3744153542, 136825.36996982712 456977.55160414276, 136832.26129844948 457016.5231814021)","1386.1342329803165"
"1200","1230","59027167797","3581.0","3584.0","7","0","10","9","LINESTRING (137788.2446210285 455935.9931894903, 137800.76448257625 455925.78074649477, 137811.20725030283 455849.898707153, 137815.47696794692 455826.096570999, 137882.73864477724 455834.7767545823, 137923.94623819392 455840.24273134273, 137968.3226237129 455846.4770262783, 138046.9761192231 455851.74928627675, 138071.0039145069 455849.7093376933, 138104.42786557696 455841.6629427036, 138136.9144751578 455791.5636703003, 138166.47251650368 455663.6259153045, 138185.12438775125 455636.159550565, 138214.30696627274 455644.2052952075, 138222.68264876993 455467.4295131007, 138213.92178312654 455424.2679410205, 138270.16613563502 455398.0104201641, 138368.6585930677 455351.04027107806, 138461.17363313836 455299.19650117395, 138484.63402964387 455286.4238710691, 138522.70882054121 455265.7368913906, 138576.0894156637 455234.68590216886, 138610.35201307814 455215.4696790308, 138688.79703058608 455171.0307843999, 138803.10053248325 455110.3436831882, 138865.1558472857 455104.82398337696, 138896.50625130144 455114.9472658745, 138963.12149781594 455167.42490539583, 138966.59946813667 455172.5650336287, 139041.99760877766 455245.5873915007, 139092.35531982456 455198.3967224477, 139137.30405814238 455240.97708024096, 139175.40462534386 455277.04865386215, 139197.09472474488 455297.6184571282, 139230.6709318735 455329.42131305166, 139231.70163912736 455330.2413712363, 139256.34601639298 455355.3526032825, 139276.352746032 455376.9961692173, 139288.19699997295 455390.1986956539, 139334.54324087396 455390.0749055945, 139347.1843335823 455379.92163027887, 139360.10203318283 455398.8953366691, 139415.98249494878 455352.9255770948, 139466.30225756648 455343.32237162214, 139516.53565786843 455343.3550422163, 139684.28742974144 455338.5860670667, 139684.2272729319 455350.2240244713, 139684.23496263282 455363.8644493505, 139683.6240435899 455405.90027372417, 139803.18323276204 455401.0056377476, 139909.57048424706 455405.5441049186, 139963.41614387117 455405.87073929684, 139963.4257161473 455395.42341908644, 139984.7653506953 455421.49393513973)","3004.925731793302"
"1202","1232","59027167797","3584.0","3581.0","13","0","20","9","LINESTRING (139984.7653506953 455421.49393513973, 139963.4257161473 455395.42341908644, 139963.41614387117 455405.87073929684, 139909.57048424706 455405.5441049186, 139803.18323276204 455401.0056377476, 139683.6240435899 455405.90027372417, 139684.23496263282 455363.8644493505, 139684.2272729319 455350.2240244713, 139684.28742974144 455338.5860670667, 139516.53565786843 455343.3550422163, 139466.30225756648 455343.32237162214, 139415.98249494878 455352.9255770948, 139360.10203318283 455398.8953366691, 139347.1843335823 455379.92163027887, 139334.54324087396 455390.0749055945, 139288.19699997295 455390.1986956539, 139276.352746032 455376.9961692173, 139256.34601639298 455355.3526032825, 139231.70163912736 455330.2413712363, 139230.6709318735 455329.42131305166, 139197.09472474488 455297.6184571282, 139175.40462534386 455277.04865386215, 139137.30405814238 455240.97708024096, 139092.35531982456 455198.3967224477, 139041.99760877766 455245.5873915007, 138966.59946813667 455172.5650336287, 138963.12149781594 455167.42490539583, 138896.50625130144 455114.9472658745, 138865.1558472857 455104.82398337696, 138803.10053248325 455110.3436831882, 138688.79703058608 455171.0307843999, 138610.35201307814 455215.4696790308, 138576.0894156637 455234.68590216886, 138522.70882054121 455265.7368913906, 138484.63402964387 455286.4238710691, 138461.17363313836 455299.19650117395, 138368.6585930677 455351.04027107806, 138270.16613563502 455398.0104201641, 138213.92178312654 455424.2679410205, 138222.68264876993 455467.4295131007, 138214.30696627274 455644.2052952075, 138185.12438775125 455636.159550565, 138166.47251650368 455663.6259153045, 138136.9144751578 455791.5636703003, 138104.42786557696 455841.6629427036, 138071.0039145069 455849.7093376933, 138046.9761192231 455851.74928627675, 137968.3226237129 455846.4770262783, 137923.94623819392 455840.24273134273, 137882.73864477724 455834.7767545823, 137815.47696794692 455826.096570999, 137811.20725030283 455849.898707153, 137800.76448257625 455925.78074649477, 137788.2446210285 455935.9931894903)","3004.9257317933025"
"1203","1233","59027167797","3581.0","3581.0","13","45","15","9",,
"1210","1241","59027167921","3582.0","3582.0","1","0","3","9",,
"1214","1245","59027167921","3511.0","3511.0","15","30","57","9",,
"1218","1249","59027167921","3582.0","3582.0","17","45","20","9",,
"1221","1252","59027168076","3533.0","3533.0","14","0","45","9",,
"1222","1253","59027168076","3533.0","3533.0","15","30","7","9",,
"1223","1254","59027168076","3533.0","3533.0","15","55","7","9",,
"1226","1257","59027168293","3544.0","3544.0","5","30","15","9",,
"1230","1261","59027168293","3544.0","3544.0","20","30","15","9",,
"1235","1267","59027168448","3552.0","3552.0","18","45","30","9",,
"1239","1272","59027168696","3524.0","3524.0","8","20","5","9",,
"1240","1273","59027168696","3524.0","3524.0","12","15","5","9",,
"1256","1289","59027168851","3524.0","3524.0","13","45","5","9",,
"1276","1310","59027169347","3572.0","3572.0","14","0","5","9",,
"1277","1311","59027169347","3572.0","3572.0","15","15","5","9",,
"1278","1312","59027169347","3572.0","3572.0","19","0","5","9",,
"1279","1313","59027169347","3572.0","3572.0","19","15","5","9",,
"1285","1319","59027169471","3522.0","3521.0","21","0","7","9","LINESTRING (136334.17629909387 453939.55411100807, 136363.24835774556 453925.5822505176, 136388.76570601488 453912.5250488789, 136429.64669930039 453996.6629207897, 136483.00103409332 453971.241637302, 136555.91855105924 453935.3790190258, 136604.4938695966 453913.2255353889, 136638.51355851372 453900.2049754808, 136657.20227663688 453894.3728473382, 136710.21791124335 453889.9944957301, 136733.15350708706 453888.6753337541, 136758.77470601475 453886.81239299645, 136805.48109272297 453883.81553981296, 136869.53666058218 453879.8213533633, 136914.40105128862 453877.42190599605, 136956.26505569834 453873.83212696144, 136976.8642156197 453872.8897115998, 137057.7985142273 453868.547620203, 137090.8129965657 453867.29394079006, 137124.67126382538 453866.1709636087, 137180.4388022451 453862.3329206889, 137207.7331235964 453860.4551803957, 137242.29314806926 453858.07326128555, 137292.4766362258 453855.22434789466, 137302.10048869572 453854.62271507736, 137309.69543067366 453850.3011050674, 137318.68553110192 453852.71689509606, 137335.77387843997 453851.59928961744, 137377.7652604078 453848.9916924726, 137380.47031488625 453861.6768601908, 137430.1017877088 453988.0261247904, 137454.8053309384 454031.29696757975, 137487.43906727928 454042.9311376377, 137499.31430174556 454062.69363315974, 137504.43451998552 454058.48114920035, 137570.40457348988 454002.58656799805, 137581.41093776168 453993.5360199419, 137712.38991724033 453891.81102527067, 137734.3678696979 453873.26567081566, 137757.55673009605 453849.95430631767, 137754.4735173019 453793.1223933361, 137752.67224647783 453793.67380330793, 137892.25941264583 453901.9932421577, 137883.63349445947 453895.71445394395, 137881.41381360922 453894.2089507865, 137862.84405710653 453881.22204852564, 137832.87515309258 453940.6044378634, 137806.5823802406 453952.5109209808, 137780.96778805094 453978.1001464149, 137749.80941557023 454008.33711015404, 137709.38357204114 454050.7893819032, 137675.26200694888 454070.48968280014, 137656.50370587848 454099.79404025053, 137646.47303630976 454107.47252890357, 137604.99927412215 454139.91593356564, 137587.00639441487 454223.2345137499, 137572.29025065847 454294.5701476454, 137555.59519999154 454376.2265515708, 137499.2511616908 454409.5240480522, 137386.33257339106 454468.4559812006, 137365.7287204449 454479.0095819666, 137351.30999057658 454486.1479174401, 137301.02201252693 454509.8912439525, 137265.29018273868 454526.52934151556, 137247.07021623696 454536.4630175854, 137232.1944103302 454546.05104734434, 137229.05531387174 454548.13168317004, 137191.96288227785 454488.95155578427, 137164.7819239328 454443.042877057, 137118.15154734522 454452.4335544261, 137099.75432432594 454462.6354291704, 137081.74724133502 454472.64682672283, 137045.26337565514 454493.5282135217, 137001.76674486062 454518.1512932832, 136992.46742178887 454501.9743467284, 136979.64478477265 454497.25881071883, 136884.44102220234 454539.20433931786, 136875.33592338557 454538.81468523666, 136866.82391072297 454543.1625605542, 136846.2858328972 454565.73415204766, 136796.9158977388 454590.33594497305, 136752.43314219045 454620.2830477309, 136767.3776912917 454648.499454894, 136733.03761292133 454671.9120257205, 136717.97866922393 454705.9238341578, 136697.35111109522 454728.02908866527, 136719.18947252436 454893.80411156727, 136661.51251135304 454880.353487893, 136649.1087774179 454877.52868122974, 136628.6019266703 454952.50454131805, 136598.784421057 454945.1046037511, 136584.67933270952 454977.07725359866, 136579.85249211814 454987.86507931654, 136576.19095052846 454996.8016812692, 136524.18282383835 455099.5316591067, 136491.72626137116 455158.28626099473, 136485.0750196365 455170.5050948481, 136458.7080979733 455216.95416676055, 136446.96859704502 455239.5169413063, 136354.983023315 455343.3213560354, 136324.14233041045 455400.66915993043, 136267.82680483983 455507.3233153119, 136328.82121901572 455540.73923404585, 136286.8411735965 455617.18795100134, 136241.78112807896 455592.53540607187, 136216.798179109 455635.84305842797, 136211.56294268076 455632.4693805223, 136179.63567128038 455611.78433804156, 136153.10572027083 455601.1258549564, 135972.03418181385 455476.6470100982, 135968.2327196298 455486.252168668, 135956.6237096159 455506.34564822726, 135951.6453286349 455514.65357857087, 135942.56874356477 455530.2202393602, 135926.61425613787 455555.5819099747, 135924.02365661136 455564.55940770847, 135932.96509366762 455560.2638859367, 135978.99111122984 455496.4358586367, 135996.27131091157 455500.4419829094, 136003.65072609478 455492.68123560876, 136041.86204641848 455474.93420868926, 136103.17476311725 455393.0806436064, 136113.1946962585 455376.6540005081, 136126.28077656167 455353.6069010335, 136189.3633416763 455242.35279674415, 136198.68474359674 455225.92897168914, 136171.025451598 455210.79087214, 136157.4148137007 455213.112074068, 135951.9243647899 455125.4200248639)","6091.189416034688"
"1286","1320","59027169471","3521.0","3522.0","21","20","7","9","LINESTRING (135951.9243647899 455125.4200248639, 136157.4148137007 455213.112074068, 136171.025451598 455210.79087214, 136198.68474359674 455225.92897168914, 136189.3633416763 455242.35279674415, 136126.28077656167 455353.6069010335, 136113.1946962585 455376.6540005081, 136103.17476311725 455393.0806436064, 136041.86204641848 455474.93420868926, 136003.65072609478 455492.68123560876, 135996.27131091157 455500.4419829094, 135978.99111122984 455496.4358586367, 135932.96509366762 455560.2638859367, 135924.02365661136 455564.55940770847, 135926.61425613787 455555.5819099747, 135942.56874356477 455530.2202393602, 135951.6453286349 455514.65357857087, 135956.6237096159 455506.34564822726, 135968.2327196298 455486.252168668, 135972.03418181385 455476.6470100982, 136153.10572027083 455601.1258549564, 136179.63567128038 455611.78433804156, 136211.56294268076 455632.4693805223, 136216.798179109 455635.84305842797, 136241.78112807896 455592.53540607187, 136286.8411735965 455617.18795100134, 136328.82121901572 455540.73923404585, 136267.82680483983 455507.3233153119, 136324.14233041045 455400.66915993043, 136354.983023315 455343.3213560354, 136446.96859704502 455239.5169413063, 136458.7080979733 455216.95416676055, 136485.0750196365 455170.5050948481, 136491.72626137116 455158.28626099473, 136524.18282383835 455099.5316591067, 136576.19095052846 454996.8016812692, 136579.85249211814 454987.86507931654, 136584.67933270952 454977.07725359866, 136598.784421057 454945.1046037511, 136628.6019266703 454952.50454131805, 136649.1087774179 454877.52868122974, 136661.51251135304 454880.353487893, 136719.18947252436 454893.80411156727, 136697.35111109522 454728.02908866527, 136717.97866922393 454705.9238341578, 136733.03761292133 454671.9120257205, 136767.3776912917 454648.499454894, 136752.43314219045 454620.2830477309, 136796.9158977388 454590.33594497305, 136846.2858328972 454565.73415204766, 136866.82391072297 454543.1625605542, 136875.33592338557 454538.81468523666, 136884.44102220234 454539.20433931786, 136979.64478477265 454497.25881071883, 136992.46742178887 454501.9743467284, 137001.76674486062 454518.1512932832, 137045.26337565514 454493.5282135217, 137081.74724133502 454472.64682672283, 137099.75432432594 454462.6354291704, 137118.15154734522 454452.4335544261, 137164.7819239328 454443.042877057, 137191.96288227785 454488.95155578427, 137229.05531387174 454548.13168317004, 137232.1944103302 454546.05104734434, 137247.07021623696 454536.4630175854, 137265.29018273868 454526.52934151556, 137301.02201252693 454509.8912439525, 137351.30999057658 454486.1479174401, 137365.7287204449 454479.0095819666, 137386.33257339106 454468.4559812006, 137499.2511616908 454409.5240480522, 137555.59519999154 454376.2265515708, 137572.29025065847 454294.5701476454, 137587.00639441487 454223.2345137499, 137604.99927412215 454139.91593356564, 137646.47303630976 454107.47252890357, 137656.50370587848 454099.79404025053, 137675.26200694888 454070.48968280014, 137709.38357204114 454050.7893819032, 137749.80941557023 454008.33711015404, 137780.96778805094 453978.1001464149, 137806.5823802406 453952.5109209808, 137832.87515309258 453940.6044378634, 137862.84405710653 453881.22204852564, 137881.41381360922 453894.2089507865, 137883.63349445947 453895.71445394395, 137892.25941264583 453901.9932421577, 137752.67224647783 453793.67380330793, 137754.4735173019 453793.1223933361, 137757.55673009605 453849.95430631767, 137734.3678696979 453873.26567081566, 137712.38991724033 453891.81102527067, 137581.41093776168 453993.5360199419, 137570.40457348988 454002.58656799805, 137504.43451998552 454058.48114920035, 137499.31430174556 454062.69363315974, 137487.43906727928 454042.9311376377, 137454.8053309384 454031.29696757975, 137430.1017877088 453988.0261247904, 137380.47031488625 453861.6768601908, 137377.7652604078 453848.9916924726, 137335.77387843997 453851.59928961744, 137318.68553110192 453852.71689509606, 137309.69543067366 453850.3011050674, 137302.10048869572 453854.62271507736, 137292.4766362258 453855.22434789466, 137242.29314806926 453858.07326128555, 137207.7331235964 453860.4551803957, 137180.4388022451 453862.3329206889, 137124.67126382538 453866.1709636087, 137090.8129965657 453867.29394079006, 137057.7985142273 453868.547620203, 136976.8642156197 453872.8897115998, 136956.26505569834 453873.83212696144, 136914.40105128862 453877.42190599605, 136869.53666058218 453879.8213533633, 136805.48109272297 453883.81553981296, 136758.77470601475 453886.81239299645, 136733.15350708706 453888.6753337541, 136710.21791124335 453889.9944957301, 136657.20227663688 453894.3728473382, 136638.51355851372 453900.2049754808, 136604.4938695966 453913.2255353889, 136555.91855105924 453935.3790190258, 136483.00103409332 453971.241637302, 136429.64669930039 453996.6629207897, 136388.76570601488 453912.5250488789, 136363.24835774556 453925.5822505176, 136334.17629909387 453939.55411100807)","6091.189416034686"
"1287","1321","59027169564","3544.0","3544.0","16","30","5","9",,
"1288","1322","59027169564","3544.0","3544.0","16","45","5","9",,
"1309","1343","59027170401","3453.0","3453.0","18","30","60","9",,
"1321","1356","59027170835","3514.0","3514.0","19","0","60","9",,
"1326","1361","59027170959","3525.0","3525.0","8","15","2","9",,
"1331","1366","59027171021","3533.0","3533.0","16","30","5","9",,
"1332","1367","59027171021","3533.0","3533.0","17","0","5","9",,
"1333","1368","59027171021","3533.0","3533.0","18","15","105","9",,
"1344","1379","59027171269","3514.0","3512.0","19","15","15","9","LINESTRING (136832.26129844948 457016.5231814021, 136825.36996982712 456977.55160414276, 136867.578014776 456968.3744153542, 136862.77130196383 456924.1548342492, 136852.1113849098 456862.59999625874, 136842.95364319367 456842.8624470383, 136830.19617694692 456813.1023787188, 136806.49923860247 456769.2967732703, 136787.25649350358 456735.0433625144, 136784.60183306842 456730.5136591192, 136756.80893714554 456678.0338582045, 136738.84226050798 456646.25706246844, 136736.49798106024 456642.30479941546, 136736.8328238796 456627.11654373753, 136746.24677600747 456621.2074634763, 136740.66976230973 456608.3439835285, 136743.20446489454 456602.5602766591, 136753.75067791325 456578.3892487733, 136755.9119205825 456573.5303781581, 136791.92905384713 456485.78102927003, 136814.24723742373 456495.0452869967, 136820.74113473078 456477.5425787651, 136816.1605131746 456420.41605783225, 136808.39748899275 456383.1833777834, 136808.8192224967 456352.3293775152, 136811.93751806972 456352.41811520804, 136856.29244544744 456353.61359657074, 136825.31391165243 456206.0287051798, 136872.84924745545 456199.5246487392, 136894.8426304141 456196.4294461653, 136889.5896955769 456161.5351124282, 136892.16462647697 456136.5589606255, 136906.46290926434 456137.3747923252, 136901.56717273773 456072.55016639596, 136962.36355258006 456046.85089982365, 137008.73608810682 456027.2236683988, 136989.31886615348 455948.93337467336)","1386.134232980317"
"1345","1380","59027171269","3512.0","3514.0","19","30","15","9","LINESTRING (136989.31886615348 455948.93337467336, 137008.73608810682 456027.2236683988, 136962.36355258006 456046.85089982365, 136901.56717273773 456072.55016639596, 136906.46290926434 456137.3747923252, 136892.16462647697 456136.5589606255, 136889.5896955769 456161.5351124282, 136894.8426304141 456196.4294461653, 136872.84924745545 456199.5246487392, 136825.31391165243 456206.0287051798, 136856.29244544744 456353.61359657074, 136811.93751806972 456352.41811520804, 136808.8192224967 456352.3293775152, 136808.39748899275 456383.1833777834, 136816.1605131746 456420.41605783225, 136820.74113473078 456477.5425787651, 136814.24723742373 456495.0452869967, 136791.92905384713 456485.78102927003, 136755.9119205825 456573.5303781581, 136753.75067791325 456578.3892487733, 136743.20446489454 456602.5602766591, 136740.66976230973 456608.3439835285, 136746.24677600747 456621.2074634763, 136736.8328238796 456627.11654373753, 136736.49798106024 456642.30479941546, 136738.84226050798 456646.25706246844, 136756.80893714554 456678.0338582045, 136784.60183306842 456730.5136591192, 136787.25649350358 456735.0433625144, 136806.49923860247 456769.2967732703, 136830.19617694692 456813.1023787188, 136842.95364319367 456842.8624470383, 136852.1113849098 456862.59999625874, 136862.77130196383 456924.1548342492, 136867.578014776 456968.3744153542, 136825.36996982712 456977.55160414276, 136832.26129844948 457016.5231814021)","1386.1342329803165"
"1350","1385","59027171300","3581.0","3511.0","21","0","30","9","LINESTRING (137788.2446210285 455935.9931894903, 137671.22680784625 455808.42787416116, 137604.89747030323 455870.6421936794, 137594.26196388752 455868.93258839106, 137586.44569608523 455875.7801671164, 137568.92590262345 455890.6724530151, 137564.11451967788 455894.4832719992, 137556.82906339815 455900.23868995236, 137433.58918314878 455769.02916525013, 137390.25686029095 455723.1651087007, 137383.23585713402 455714.57842260564, 137350.27186610526 455740.16261761007, 137266.69109487967 455804.9905081086, 137247.11646973487 455818.099962434, 137241.13811791028 455813.6486319032, 137208.29002466824 455794.57356476894, 137199.70180034733 455788.585097598, 137190.6642974749 455783.4549552379, 137139.96815902228 455752.5950262892, 137081.36291254137 455716.1676937874, 136993.15823124046 455667.0753745508, 136970.68364473296 455659.07924075145, 136892.57119645708 455634.16235301323, 136869.85686787282 455626.2899317957, 136800.04126603768 455604.58195147983, 136771.87828216812 455600.5461216855, 136694.16258344828 455581.53880097414, 136633.5047648996 455556.80658789276, 136626.2337287483 455570.0288687139, 136617.606955896 455587.3060349201, 136609.126205097 455608.84393984254, 136601.97523495767 455622.9892732127, 136581.79327101572 455655.0623171752, 136555.28053462342 455694.9916131724, 136520.68416777486 455674.8372022925, 136498.0657163144 455661.5254994706, 136422.55654092712 455708.5693691623)","1735.921248383588"
"1374","1412","59030325798","3582.0","3582.0","19","30","5","9",,
"1411","1450","59030328495","3523.0","3523.0","9","0","3","9",,
"1412","1451","59030328495","3523.0","3523.0","9","35","3","9",,
"1413","1452","59030328495","3523.0","3523.0","17","0","4","9",,
"1414","1453","59030328495","3523.0","3523.0","17","19","4","9",,
