,Unnamed: 0,OPID,VertPC,AankPC,VertUur,VertMin,Reisduur,Hvm,geometry,length_m
50,54,56175182274,2612.0,3551.0,16,0,50,1,"LINESTRING (129523.38996977088 458485.7973547158, 129753.47627525717 459176.5705263461, 129940.71039809319 459362.5873453761, 130012.29969614097 459398.1311718095, 130353.22817745045 458986.2418149617, 130554.14975969399 458847.3192677837, 130872.19958667587 458632.97868509905, 130976.50087153517 458562.5126584076, 131287.44910406802 458352.45006865263, 131792.58300346864 458009.1745170586, 132129.30226502818 457759.98127030133, 132383.9132022395 457541.64695107023, 132551.7350918297 457254.0674038832, 132539.37400954703 457244.7439009639, 132545.3126077376 457239.82161689515, 132649.05337480485 457177.72710781905, 132658.32057544988 457161.79743737646, 132650.56695917324 457076.9179932575, 132632.6334270687 456887.3545264072, 132656.4560762098 456740.4722706336, 132661.35455905134 456731.1266249242, 132703.1895154981 456664.3271753614, 132735.69959248105 456599.08294947026, 132767.94848612775 456530.40215780004, 132773.39025548467 456518.3283129174, 133183.8591956905 456719.2844680634, 133201.16003205735 456725.30573325936, 133226.84097720598 456714.07835393236, 133414.57100565263 456695.0025908546, 133642.09137560747 456664.236378982, 133844.62753908167 456639.1386484757, 134159.50098048913 456567.6935915301, 134169.17114736012 456571.30244925566, 134230.35388399108 456592.0527077348, 134282.21724230924 456584.90498483676, 134298.5851113219 456582.65616160963, 134349.89053323815 456574.7660209837, 134362.05791632296 456575.8170248824, 134378.0249209983 456703.3555434097, 134385.94414747477 456760.7776806091, 134410.7108587579 456938.70317922736, 134411.99851767172 456945.206595424, 134555.76555673455 457215.4888584472, 134632.09917109768 457306.06458577584, 134671.9687445048 457301.3509732935, 134709.77891851243 457315.8051553206, 134758.09978214 457338.90630482475, 134783.78345532584 457297.9358618154, 134807.5270323877 457261.6463740417, 134882.4010411847 457177.241205643, 134931.65084129182 457143.44163402024, 135005.73016158186 457117.7759999381, 135015.15923703345 457116.3696149335, 135059.12225955282 457122.2013029323, 135136.64533534774 457153.9898873397, 135185.25946770018 457108.0457274874)",8407.250832182846
56,60,56175182646,3511.0,5171.0,10,15,90,1,"LINESTRING (136369.88022352936 455725.1214830587, 136326.27231891063 455703.53352166427, 136354.04519816965 455654.70858894975, 136399.67292454824 455576.63353541994, 136490.30554974626 455417.7166701778, 136568.690798885 455274.17848537164, 136584.54228988805 455247.6399287221, 136637.10371626218 455151.917900257, 136681.52273778417 455035.3428964223, 136700.10511339008 454971.88973138866, 136748.74292297268 454771.1650745598, 136749.8230479356 454766.621708654, 136794.16054341177 454708.55971009977, 136794.73649666543 454695.47343371186, 136784.9835816679 454675.3265474101, 136767.3776912917 454648.499454894, 136747.14056208634 454623.896142542, 136733.73041486752 454601.0257704165, 136691.72367309214 454539.85356651247, 136688.01566778516 454534.43771660887, 136797.81378341425 454464.6534511794, 136725.62862191827 454251.96638326114, 136708.64014814034 454205.2105950496, 136673.5565368885 454105.5839769165, 136629.19398988024 453979.53423949995, 136604.4938695966 453913.2255353889, 136573.783608109 453823.7303875534, 136553.79029848403 453769.8545055848, 136496.21961120018 453615.16101466346, 136471.12366859883 453546.61813802744, 136451.59784158823 453493.66439428506, 136408.54106062598 453375.02171905426, 136358.76203481766 453234.286137476, 136353.749417894 453221.4210184948, 136298.48248260346 453239.8191874467, 136242.10919239407 453257.4766981968, 136232.67180982465 453256.8891927361, 136189.8732451333 453246.67009533464, 136058.00230277306 453225.6410678028, 135849.18597023774 453209.5725596493, 135830.41105498312 453227.29058877507, 135797.50483343075 453225.6483087903, 135786.34697483288 453216.3677634227, 135797.88016832015 453159.3693854726, 135826.98886553582 452943.891665492, 135774.02472308913 452656.6562062822, 135767.60217266044 452627.286174036, 135755.0331434257 452565.5076798081, 135749.67851620205 452535.69963506726, 135744.66622186184 452496.88936249935, 135742.49444581397 452483.2684415242, 135710.606774131 452269.4950236619, 135711.54561771284 452253.35873433115, 135741.00483840454 452135.1648802968, 135744.95865658642 452123.6008456971, 135775.24752808316 451777.3885492118)",4858.918021703855
57,61,56175182646,3511.0,5171.0,10,15,90,1,"LINESTRING (136369.88022352936 455725.1214830587, 136326.27231891063 455703.53352166427, 136354.04519816965 455654.70858894975, 136399.67292454824 455576.63353541994, 136490.30554974626 455417.7166701778, 136568.690798885 455274.17848537164, 136584.54228988805 455247.6399287221, 136637.10371626218 455151.917900257, 136681.52273778417 455035.3428964223, 136700.10511339008 454971.88973138866, 136748.74292297268 454771.1650745598, 136749.8230479356 454766.621708654, 136794.16054341177 454708.55971009977, 136794.73649666543 454695.47343371186, 136784.9835816679 454675.3265474101, 136767.3776912917 454648.499454894, 136747.14056208634 454623.896142542, 136733.73041486752 454601.0257704165, 136691.72367309214 454539.85356651247, 136688.01566778516 454534.43771660887, 136797.81378341425 454464.6534511794, 136725.62862191827 454251.96638326114, 136708.64014814034 454205.2105950496, 136673.5565368885 454105.5839769165, 136629.19398988024 453979.53423949995, 136604.4938695966 453913.2255353889, 136573.783608109 453823.7303875534, 136553.79029848403 453769.8545055848, 136496.21961120018 453615.16101466346, 136471.12366859883 453546.61813802744, 136451.59784158823 453493.66439428506, 136408.54106062598 453375.02171905426, 136358.76203481766 453234.286137476, 136353.749417894 453221.4210184948, 136298.48248260346 453239.8191874467, 136242.10919239407 453257.4766981968, 136232.67180982465 453256.8891927361, 136189.8732451333 453246.67009533464, 136058.00230277306 453225.6410678028, 135849.18597023774 453209.5725596493, 135830.41105498312 453227.29058877507, 135797.50483343075 453225.6483087903, 135786.34697483288 453216.3677634227, 135797.88016832015 453159.3693854726, 135826.98886553582 452943.891665492, 135774.02472308913 452656.6562062822, 135767.60217266044 452627.286174036, 135755.0331434257 452565.5076798081, 135749.67851620205 452535.69963506726, 135744.66622186184 452496.88936249935, 135742.49444581397 452483.2684415242, 135710.606774131 452269.4950236619, 135711.54561771284 452253.35873433115, 135741.00483840454 452135.1648802968, 135744.95865658642 452123.6008456971, 135775.24752808316 451777.3885492118)",4858.918021703855
58,62,56175182646,5171.0,3512.0,17,0,75,1,"LINESTRING (135775.24752808316 451777.3885492118, 135757.11905276024 452136.0928287797, 135728.50535873335 452253.1150884384, 135727.7317890433 452269.4398764304, 135754.6231265315 452468.24601529265, 135761.20906276672 452495.4569561546, 135767.09933478053 452529.0123961602, 135781.84203092838 452596.0673687446, 135787.72723028768 452624.81643563317, 135789.50370097786 452640.89774267015, 135839.2600985474 452946.5480613922, 135840.38010703796 452961.3969340526, 135842.2971805055 453053.3346499999, 135838.5532221218 453128.22689756786, 135845.21114031278 453169.1449002306, 135849.65287107817 453175.8479140308, 135968.04547147878 453207.737366129, 136058.00230277306 453225.6410678028, 136189.8732451333 453246.67009533464, 136233.45751098654 453248.853276015, 136242.75647250484 453249.09639897523, 136298.48248260346 453239.8191874467, 136353.749417894 453221.4210184948, 136358.76203481766 453234.286137476, 136408.54106062598 453375.02171905426, 136451.59784158823 453493.66439428506, 136471.12366859883 453546.61813802744, 136496.21961120018 453615.16101466346, 136553.79029848403 453769.8545055848, 136573.783608109 453823.7303875534, 136604.4938695966 453913.2255353889, 136629.19398988024 453979.53423949995, 136673.5565368885 454105.5839769165, 136708.64014814034 454205.2105950496, 136725.62862191827 454251.96638326114, 136797.81378341425 454464.6534511794, 136800.77859503543 454469.3155308167, 136691.72367309214 454539.85356651247, 136733.73041486752 454601.0257704165, 136752.43314219045 454620.2830477309, 136767.3776912917 454648.499454894, 136784.9835816679 454675.3265474101, 136799.63132946598 454691.8284648308, 136809.45910699375 454706.22296682175, 136830.07116270528 454734.1852148826, 136930.46718674022 454779.2361716889, 136977.61574570695 454807.8927417807, 136952.74951793544 454874.9168017729, 136919.82795301764 455013.1655048323, 136912.06448897533 455096.9279773855, 136898.32977733007 455172.7570894789, 136882.0829481208 455236.21214994503, 136851.406571304 455376.20001036214, 136800.04126603768 455604.58195147983, 136869.85686787282 455626.2899317957, 136827.34282510754 455755.651316184, 136818.9316367832 455785.1437106075, 136786.46449211935 455885.66354793665, 136850.57180522708 455912.33208878495, 136872.43036157187 455920.79721442837, 136921.63410474098 455938.89830636396, 136989.31886615348 455948.93337467336)",5166.547437412143
59,63,56175182646,5171.0,3512.0,17,0,75,1,"LINESTRING (135775.24752808316 451777.3885492118, 135757.11905276024 452136.0928287797, 135728.50535873335 452253.1150884384, 135727.7317890433 452269.4398764304, 135754.6231265315 452468.24601529265, 135761.20906276672 452495.4569561546, 135767.09933478053 452529.0123961602, 135781.84203092838 452596.0673687446, 135787.72723028768 452624.81643563317, 135789.50370097786 452640.89774267015, 135839.2600985474 452946.5480613922, 135840.38010703796 452961.3969340526, 135842.2971805055 453053.3346499999, 135838.5532221218 453128.22689756786, 135845.21114031278 453169.1449002306, 135849.65287107817 453175.8479140308, 135968.04547147878 453207.737366129, 136058.00230277306 453225.6410678028, 136189.8732451333 453246.67009533464, 136233.45751098654 453248.853276015, 136242.75647250484 453249.09639897523, 136298.48248260346 453239.8191874467, 136353.749417894 453221.4210184948, 136358.76203481766 453234.286137476, 136408.54106062598 453375.02171905426, 136451.59784158823 453493.66439428506, 136471.12366859883 453546.61813802744, 136496.21961120018 453615.16101466346, 136553.79029848403 453769.8545055848, 136573.783608109 453823.7303875534, 136604.4938695966 453913.2255353889, 136629.19398988024 453979.53423949995, 136673.5565368885 454105.5839769165, 136708.64014814034 454205.2105950496, 136725.62862191827 454251.96638326114, 136797.81378341425 454464.6534511794, 136800.77859503543 454469.3155308167, 136691.72367309214 454539.85356651247, 136733.73041486752 454601.0257704165, 136752.43314219045 454620.2830477309, 136767.3776912917 454648.499454894, 136784.9835816679 454675.3265474101, 136799.63132946598 454691.8284648308, 136809.45910699375 454706.22296682175, 136830.07116270528 454734.1852148826, 136930.46718674022 454779.2361716889, 136977.61574570695 454807.8927417807, 136952.74951793544 454874.9168017729, 136919.82795301764 455013.1655048323, 136912.06448897533 455096.9279773855, 136898.32977733007 455172.7570894789, 136882.0829481208 455236.21214994503, 136851.406571304 455376.20001036214, 136800.04126603768 455604.58195147983, 136869.85686787282 455626.2899317957, 136827.34282510754 455755.651316184, 136818.9316367832 455785.1437106075, 136786.46449211935 455885.66354793665, 136850.57180522708 455912.33208878495, 136872.43036157187 455920.79721442837, 136921.63410474098 455938.89830636396, 136989.31886615348 455948.93337467336)",5166.547437412143
63,67,56175182863,3572.0,3543.0,7,30,25,1,"LINESTRING (137753.11918940593 456896.3341911001, 137805.6497868768 456865.6893716653, 137845.9325353992 456827.9332840742, 137821.01049081105 456795.80942759605, 137752.52617690896 456735.10909869283, 137741.12272000598 456724.80143529695, 137714.7118218584 456670.76501962496, 137686.51811542702 456618.51511031337, 137669.43271303445 456582.34826602734, 137650.90807591542 456546.1864980461, 137630.2939144272 456508.2741813207, 137570.39090281082 456385.340867538, 137455.48161693366 456378.26791943883, 137437.001596917 456368.99836975837, 137376.8855030281 456363.82587632496, 137325.21537724475 456359.6699537925, 137276.29855578512 456355.1264776453, 137138.83851937557 456341.14292979747, 137098.82962489128 456334.63331061095, 137090.02570056604 456333.22972721024, 137039.05089108992 456341.513162126, 137013.1933794357 456346.56874694256, 136932.9424980018 456358.16345292743, 136918.49393568916 456357.30358974, 136856.29244544744 456353.61359657074, 136808.8192224967 456352.3293775152, 136741.88716301724 456346.2103820764, 136662.9537349469 456281.8583831626, 136609.52345737605 456219.03773343604, 136603.88719560957 456182.9434969664, 136580.70617900373 456179.8916916612, 136483.22501814686 456165.61155293044, 136327.91948967773 456129.8207916207, 136095.62483359547 456103.12737764453, 136091.19993304854 456109.10773579124, 136020.54504178985 456251.0332415226, 135977.43621395977 456332.32882875385, 135965.4452753061 456332.67507734, 135702.99899246043 456157.51615521545, 135602.23494886735 456099.9968612577, 135542.65043945576 456104.2014335116, 135528.48020161994 456106.4264261667, 135403.36695381155 456126.25451251277, 135241.9992708885 456150.47968861077, 135089.86048668108 456178.9567048147, 134844.21671179938 456229.7344892395, 134807.5735520602 456232.9093081516, 134705.89698651063 456256.32040681236, 134674.90430743428 456272.09010093036, 134445.22968121117 456329.6093387366, 134333.2676607984 456355.5628042614, 134321.52104823684 456358.6045061941, 134301.23010289465 456365.1753458996, 134248.06891874934 456400.17677369167, 134169.17114736012 456571.30244925566, 134164.70502067608 456576.6060226055, 133844.62753908167 456639.1386484757, 133642.09137560747 456664.236378982, 133423.62622538966 456703.6861552589, 133234.6606244448 456728.463530215, 133206.18931198164 456733.0719524924, 133181.24845398762 456739.5898666773, 133106.85568730603 456747.7271219213, 132954.0897853866 456765.55800664326, 132483.36825588954 456829.5601978158, 132339.92138341573 456841.9271603151, 132325.40656373257 456842.9612523343, 132015.09740953735 456868.28384708555, 131713.03762110454 456887.02281321544, 131424.72474410044 456914.38221389643, 131416.05512919187 456915.4357744976, 131297.00441545687 456928.8966397006, 131285.27766232318 457007.3247605274, 131275.139597264 457073.9850555944, 131272.87185656873 457088.3930445926, 131171.90265662523 457225.3372481756, 131061.9933133102 457236.0007473178, 130957.88272925577 457247.0614450564, 130851.78256970605 457257.4886677503, 130833.04040636972 457259.6380047204, 130727.745732065 457347.99125628977, 130846.3279710013 457353.28870752687, 130873.48304160924 457353.91351803805, 130969.88840932361 457358.0753878723, 131060.02538796517 457362.40279906266, 131238.13180029244 457430.88682259736, 131235.5752084515 457505.2436877137, 131234.90165065462 457524.8733611017, 131233.47537797023 457566.2025444957, 131231.62831147545 457619.82809340954, 131231.41808778344 457626.0152152994, 131230.7260356561 457646.0677735193, 131229.87777249096 457670.7050367413, 131229.3845365963 457685.0489512723, 131228.9578367783 457697.54561367177, 131227.20725491078 457748.4003120778, 131226.40671234054 457771.5464526196, 131224.42788174562 457829.1001693225, 131223.48969614666 457856.40813792404, 131225.93445989137 457877.7140885551, 131234.87711835038 457899.75669430185, 131244.67197288605 457923.8201994748, 131252.00514784275 457941.67597760266, 131253.98120374812 457946.6287914058, 131263.53605962542 457970.6823538659, 131272.36017708984 457993.79370080424, 131276.60734663502 458005.25559467066)",9315.177321753725
64,68,56175182863,3543.0,3572.0,16,55,25,1,"LINESTRING (131276.60734663502 458005.25559467066, 131272.36017708984 457993.79370080424, 131263.53605962542 457970.6823538659, 131253.98120374812 457946.6287914058, 131252.00514784275 457941.67597760266, 131244.67197288605 457923.8201994748, 131234.87711835038 457899.75669430185, 131225.93445989137 457877.7140885551, 131223.48969614666 457856.40813792404, 131224.42788174562 457829.1001693225, 131226.40671234054 457771.5464526196, 131227.20725491078 457748.4003120778, 131228.9578367783 457697.54561367177, 131229.3845365963 457685.0489512723, 131229.87777249096 457670.7050367413, 131230.7260356561 457646.0677735193, 131231.41808778344 457626.0152152994, 131231.62831147545 457619.82809340954, 131233.47537797023 457566.2025444957, 131234.90165065462 457524.8733611017, 131235.5752084515 457505.2436877137, 131238.13180029244 457430.88682259736, 131060.02538796517 457362.40279906266, 130969.88840932361 457358.0753878723, 130873.48304160924 457353.91351803805, 130846.3279710013 457353.28870752687, 130727.745732065 457347.99125628977, 130833.04040636972 457259.6380047204, 130851.78256970605 457257.4886677503, 130957.88272925577 457247.0614450564, 131061.9933133102 457236.0007473178, 131171.90265662523 457225.3372481756, 131272.87185656873 457088.3930445926, 131275.139597264 457073.9850555944, 131285.27766232318 457007.3247605274, 131297.00441545687 456928.8966397006, 131296.1722807912 456916.75090471504, 131414.9352951349 456903.246880954, 131423.52228720873 456902.10470128234, 131709.15248474188 456875.30297094816, 131716.48175871215 456874.79024644557, 132015.04478106994 456856.89097665023, 132324.52516322638 456829.9811301992, 132337.5933991008 456828.7644807436, 132476.34850565222 456821.2807863736, 132488.51964601575 456820.168729474, 132954.0897853866 456765.55800664326, 133106.85568730603 456747.7271219213, 133136.18099610263 456741.0226761795, 133185.40901819683 456730.50387807447, 133201.16003205735 456725.30573325936, 133226.84097720598 456714.07835393236, 133414.57100565263 456695.0025908546, 133642.09137560747 456664.236378982, 133844.62753908167 456639.1386484757, 134159.50098048913 456567.6935915301, 134239.81488132314 456397.70783760183, 134245.31600108685 456389.1178327148, 134319.39259246475 456341.1232002912, 134331.1672100901 456338.21488990536, 134347.25649877035 456334.68789346673, 134365.2768204216 456330.8080347174, 134670.8620416993 456258.88887047133, 134705.89698651063 456256.32040681236, 134807.5735520602 456232.9093081516, 134839.7094167551 456214.9773620936, 135052.29126043507 456170.061671158, 135086.75296968003 456162.75850007735, 135113.6282043567 456157.0880247729, 135308.9456901236 456127.8732954159, 135496.51330519334 456100.0762388398, 135535.60853623867 456094.4603119946, 135563.69697322758 456090.3785514457, 135642.88387072636 456090.3258480894, 135646.04051329847 456091.41504933743, 135681.82071880274 456118.00076921104, 135970.84196900117 456322.8635334973, 135977.43621395977 456332.32882875385, 135948.1482074683 456387.9597538581, 135982.3565647435 456411.26034039917, 136125.61511510622 456482.9674191042, 136228.35448963076 456533.7474530196, 136225.55418524996 456556.1658428912, 136211.68117703122 456575.1435778444, 136190.99789860216 456607.04215868487, 136174.43854752992 456634.94210651313, 136151.93109468734 456669.940793379, 136255.27715163736 456724.6131910242, 136280.0673013523 456742.55517634685, 136371.1321858422 456797.40969950974, 136402.4552011682 456814.49338907073, 136447.87756907928 456823.71421660914, 136493.081042801 456833.08091078606, 136532.7745748234 456840.3990174659, 136571.0358156924 456847.68936639227, 136578.17770074078 456851.9575712518, 136607.96129278094 456877.3593965166, 136652.59785922838 456933.89288402937, 136754.51724132444 457026.6764206781, 136866.80418717643 457128.31395003863, 136908.8824766502 457172.3533951074, 136955.2267138019 457176.2238675333, 137014.10978903563 457191.63163391297, 137070.652075048 457205.9136745848, 137164.08012586908 457231.0231474834, 137210.9188147921 457243.09411279723, 137276.7135455298 457262.3966411692, 137284.46242149183 457279.6922783517, 137288.20913990377 457294.81034371594, 137299.0824926842 457316.055750782, 137383.54408224317 457278.76195410773, 137392.29124636762 457272.36690431926, 137418.84528332192 457265.97567848535, 137428.92538610208 457268.3877999257, 137792.0176714485 457187.63457247784, 137783.79019925816 457094.9053653775, 137774.65593989645 457029.2934385307, 137748.4769282308 456988.21784163103, 137753.11918940593 456896.3341911001)",9589.324096106036
65,69,56175182863,3572.0,3721.0,17,45,15,1,"LINESTRING (137753.11918940593 456896.3341911001, 137820.26101629416 457001.47649637045, 137774.65593989645 457029.2934385307, 137783.79019925816 457094.9053653775, 137792.0176714485 457187.63457247784, 137793.4357447655 457199.4677595866, 137801.4035894779 457322.23816532176, 137812.44791209456 457449.1702371882, 137824.73707829355 457573.6837087133, 137888.7793386671 457567.4772498554, 137966.7255534561 457560.17815264006, 137983.32722286403 457592.7206139314, 137990.38712489995 457681.89385998197, 137997.5453463154 457763.8237434709, 138005.45017444497 457843.78178781725, 137990.42975245157 457850.6645019074, 137981.8580634085 457894.26336491195, 137947.85503587383 457909.15516599687, 137878.99272105494 457942.7586465939, 137912.60436575633 458127.17955355474, 137911.77441864015 458128.8624361833, 137862.5584839546 458233.1158409001, 137824.70505804903 458383.9375130726, 137971.33063180145 458419.1369038059, 138008.25743995438 458437.01257218677, 138184.84483066428 458621.2939878398, 138259.55575080222 458552.9728633383, 138649.43277506775 458612.1461207601)",2733.641287729333
66,70,56175182863,3721.0,3572.0,22,15,20,1,"LINESTRING (138649.43277506775 458612.1461207601, 138259.55575080222 458552.9728633383, 138184.84483066428 458621.2939878398, 138008.25743995438 458437.01257218677, 137971.33063180145 458419.1369038059, 137824.70505804903 458383.9375130726, 137814.46528054928 458382.1815846498, 137862.5584839546 458233.1158409001, 137911.77441864015 458128.8624361833, 137912.60436575633 458127.17955355474, 137868.19325680312 457947.82479124627, 137728.65264151877 457725.8532860177, 137671.12632065 457708.06251453416, 137671.29001640188 457701.95375133026, 137676.34389068355 457587.24899656366, 137787.0068173089 457577.1073979474, 137775.5452701392 457452.4687635077, 137764.26199082343 457326.04939377005, 137801.4035894779 457322.23816532176, 137793.4357447655 457199.4677595866, 137792.0176714485 457187.63457247784, 137783.79019925816 457094.9053653775, 137774.65593989645 457029.2934385307, 137748.4769282308 456988.21784163103, 137753.11918940593 456896.3341911001)",2690.4597049460835
67,72,56175183793,3451.0,1097.0,8,0,30,1,"LINESTRING (129523.38996977088 458485.7973547158, 129753.47627525717 459176.5705263461, 129940.71039809319 459362.5873453761, 130012.29969614097 459398.1311718095, 130353.22817745045 458986.2418149617, 130554.14975969399 458847.3192677837, 130872.19958667587 458632.97868509905, 130976.50087153517 458562.5126584076, 131287.44910406802 458352.45006865263, 131792.58300346864 458009.1745170586, 132129.30226502818 457759.98127030133, 132087.88886695247 457700.42468184227, 132054.4992627731 457653.2481491953, 132043.73960388894 457933.03025217104, 132131.3406753957 458075.20777895657, 132344.21597178807 458554.94821296586, 132347.36117132456 458585.2859175439, 132353.03612342774 458608.6026549179, 132361.90084580478 458631.4598345904, 132367.67976520705 458641.5249169249, 132355.704893034 458650.1576571598, 132309.8064246149 458672.7970914153, 132204.1939636033 458690.88156492956, 132068.8744815114 458710.1287754199, 131939.6070641995 458728.5394033562, 131789.0126826593 458760.4376142413, 131725.3783187117 458808.0655422889, 131658.52177044202 458876.6821640456, 131568.1302746701 458963.5572553698, 131548.33552142401 458986.64827279956, 131499.272843544 459038.3159870202, 131325.85623792477 459206.94290146016, 131322.00936215202 459243.3548074406, 131246.93894648328 459565.71444968175, 131243.90883817762 459569.35604864685, 131230.2207411505 459611.25576516695, 131241.31012365 459634.61216848745, 131324.5725324214 459739.92448626587, 131355.21309323827 459764.868129562, 131392.8066046029 459800.4377881648, 131412.05868554302 459819.69477746484, 131448.24105908096 459858.2311028866, 131467.87822994625 459877.9204028256, 131487.33471707272 459899.9805032879, 131636.57322232472 460036.1285183574)",7203.582032556008
68,73,56175183793,1097.0,3451.0,19,0,30,1,"LINESTRING (131636.57322232472 460036.1285183574, 131487.33471707272 459899.9805032879, 131467.87822994625 459877.9204028256, 131448.24105908096 459858.2311028866, 131412.05868554302 459819.69477746484, 131392.8066046029 459800.4377881648, 131355.21309323827 459764.868129562, 131324.5725324214 459739.92448626587, 131397.12078527763 459648.9571216311, 131424.72707086787 459613.0889824973, 131482.20055540593 459538.4051823783, 131505.34778943556 459509.3677934652, 131590.9983480132 459399.74966748036, 131612.71398820519 459373.3007954099, 131700.51484974084 459253.8612471067, 131711.9459993973 459240.82350385835, 131550.35061568368 459087.1744756509, 131499.272843544 459038.3159870202, 131485.04165871523 459024.07505808363, 131558.23667059958 458954.11329552176, 131649.25913008736 458865.9555584034, 131777.99648581675 458740.87368885294, 131936.54231901656 458716.0701096102, 132064.37868592195 458697.6993819474, 132202.32585309376 458677.82806916384, 132349.75767080934 458639.2366443911, 132332.77180582026 458597.40196738334, 132112.72439541775 458087.77689323056, 132027.18619601053 457947.33696105407, 132047.07520347886 457643.36904287606, 132054.4992627731 457653.2481491953, 132087.88886695247 457700.42468184227, 132129.30226502818 457759.98127030133, 131792.58300346864 458009.1745170586, 131287.44910406802 458352.45006865263, 130976.50087153517 458562.5126584076, 130872.19958667587 458632.97868509905, 130554.14975969399 458847.3192677837, 130353.22817745045 458986.2418149617, 130012.29969614097 459398.1311718095, 129937.08299506488 459367.13397434086, 129753.47627525717 459176.5705263461, 129523.38996977088 458485.7973547158)",7344.462795752177
89,96,56178354659,3564.0,3605.0,7,0,15,1,"LINESTRING (135691.97438562947 459610.5201552986, 135661.9566714204 459578.30439154565, 135616.1150479496 459532.7769099442, 135598.98813096812 459515.40912326396, 135578.39099059688 459495.0509042428, 135477.8923586058 459394.174786922, 135419.6439664812 459336.3144999051, 135394.32229169796 459316.5875809022, 135381.8689342338 459315.93575017405, 135373.2943674337 459303.76426784403, 135374.03422302383 459296.8743008376, 135342.17606932193 459255.7334804968, 135324.1314478403 459237.1241445288, 135311.98546985353 459224.2103257733, 135269.22068459925 459175.56967718404, 135311.80656185572 459139.2300007089, 135336.81912387046 459115.10982766794, 135380.14314956722 459071.17983882426, 135395.86305367347 459050.72374001186, 135427.6240751991 459007.7966107122, 135475.6645819554 458929.6250930809, 135484.40884853096 458915.12687159365, 135494.90055121185 458895.6039515845, 135509.03398176536 458872.0391417165, 135522.37286240346 458850.1797748354, 135557.5435639459 458799.30725696357, 135663.85579068388 458682.2470566286, 135584.2507055353 458582.1443641559, 135565.8806005196 458563.0125065534, 135651.13684583222 458476.3752028831, 135710.75749843352 458391.6522816583, 135530.3812093726 458204.8585414149, 135305.22950906705 458021.19680220925, 135216.38706724893 457936.90221998515, 135178.89667555387 457904.8637478386, 135159.96477784083 457886.73697268736, 135050.0111397783 457768.45045653323, 134937.05759423692 457656.753965758, 134920.52517031174 457636.0928071683, 134788.39002493164 457482.3649881763, 134746.4337595709 457438.6544183644, 134711.6729239984 457402.23580384144, 134672.56157619818 457360.928610773, 134643.75062230998 457330.5053638427, 134625.6457410991 457312.90015803673, 134547.384820374 457223.5006872887, 134400.49249114047 456944.7980471165, 134389.21906575395 456873.17066439963, 134388.15805573596 456865.1531718796, 134374.74086069473 456762.42625589477, 134367.35513813753 456708.10609298735, 134350.6969474228 456580.84862578905, 134298.5851113219 456582.65616160963, 134282.21724230924 456584.90498483676, 134230.35388399108 456592.0527077348, 134164.70502067608 456576.6060226055, 133844.62753908167 456639.1386484757, 133642.09137560747 456664.236378982, 133423.62622538966 456703.6861552589, 133095.18752851093 456931.64795432234, 133125.30043081348 456942.2521404747, 133082.05691736427 457040.00699567015, 133186.31768135738 457095.6242317775, 133102.94333794896 457496.6294841115, 133072.80806714037 457553.2604697298, 133029.7054857313 457631.8227829602, 132909.08164383957 457841.90573524474, 132850.68859788828 457931.63030521764, 132524.32979184276 458426.2809113971, 132494.28305864503 458470.99909058615, 132427.54610308303 458578.34581786965, 132367.67976520705 458641.5249169249, 132355.704893034 458650.1576571598, 132309.8064246149 458672.7970914153, 132204.1939636033 458690.88156492956, 132068.8744815114 458710.1287754199, 131939.6070641995 458728.5394033562, 131789.0126826593 458760.4376142413, 131725.3783187117 458808.0655422889, 131658.52177044202 458876.6821640456, 131568.1302746701 458963.5572553698, 131548.33552142401 458986.64827279956, 131499.272843544 459038.3159870202, 131325.85623792477 459206.94290146016, 131322.00936215202 459243.3548074406, 131246.93894648328 459565.71444968175, 131243.90883817762 459569.35604864685, 131230.2207411505 459611.25576516695, 131241.31012365 459634.61216848745, 131324.5725324214 459739.92448626587, 131355.21309323827 459764.868129562, 131392.8066046029 459800.4377881648, 131391.9707675522 459873.9076916192)",9312.145081805947
